Quarter,Time,Down,ToGo,Location,WAS,TAM,Detail,EPB,EPA
1,7:34,1,10,WAS 32,0,0,Mike Alstott right end for 5 yards (tackle by Shawn Springs and Marcus Washington),3.450,3.580
1,6:45,2,5,WAS 27,0,0,Cadillac Williams right tackle for 1 yard (tackle by Kedric Golston and Warrick Holdman),3.580,3.010
1,6:02,,,,0,0,Timeout #2 by Tampa Bay Buccaneers,0.000,3.010
1,6:02,3,4,WAS 26,0,0,Bruce Gradkowski pass complete short middle to Ike Hilliard for 12 yards (tackle by Carlos Rogers),3.010,4.650
1,5:22,1,10,WAS 14,0,0,Cadillac Williams middle for 7 yards (tackle by Sean Taylor and Troy Vincent),4.650,5.280
1,4:40,2,3,WAS 7,0,0,Cadillac Williams middle for -1 yards (tackle by Marcus Washington),5.280,4.280
1,4:01,3,4,WAS 8,0,0,Bruce Gradkowski pass incomplete short middle intended for Michael Clayton (defended by Shawn Springs),4.280,2.980
1,3:55,4,4,WAS 8,0,3,Matt Bryant 26 yard field goal good,2.980,3.000
1,,,,TAM 30,0,3,"Matt Bryant kicks off 65 yards, returned by Rock Cartwright for 26 yards (tackle by Blue Adams). Penalty on Matt Bryant: Unnecessary Roughness, 15 yards",0.000,1.990
1,3:42,1,10,WAS 46,0,3,Jason Campbell pass complete short left to Ladell Betts for 14 yards (tackle by Derrick Brooks and Ronde Barber),1.990,2.920
1,3:12,1,10,TAM 40,0,3,Jason Campbell pass complete deep left to James Thrash for 15 yards (tackle by Juran Bolden),2.920,3.910
1,2:28,1,10,TAM 25,0,3,Jason Campbell pass incomplete short right intended for Antwaan Randle El. Penalty on Antwaan Randle El: Illegal Motion (Declined),3.910,3.360
1,2:20,2,10,TAM 25,0,3,Ladell Betts left tackle for 3 yards (tackle by Derrick Brooks and Torrie Cox),3.360,3.070
1,1:44,3,7,TAM 22,0,3,Jason Campbell middle for -5 yards (tackle by Ronde Barber and Greg Spires),3.070,1.670
1,1:10,4,12,TAM 27,3,3,Nick Novak 45 yard field goal good,1.670,3.000
1,,,,WAS 30,3,3,"Nick Novak kicks off 56 yards, returned by Michael Pittman for 20 yards (tackle by Khary Campbell)",0.000,1.200
1,0:54,1,10,TAM 34,3,3,Bruce Gradkowski middle for 4 yards (tackle by Joe Salave'a),1.200,1.200
1,0:16,2,6,TAM 38,3,3,Bruce Gradkowski pass complete short left to Joey Galloway for 9 yards (tackle by Carlos Rogers),1.200,2.060
Quarter,Time,Down,ToGo,Location,WAS,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TAM 47,3,3,Cadillac Williams left guard for 6 yards (tackle by Troy Vincent and Marcus Washington),2.060,2.330
2,14:38,2,4,WAS 47,3,3,Bruce Gradkowski pass complete short left to Cadillac Williams for 13 yards (tackle by Sean Taylor),2.330,3.310
2,13:57,1,10,WAS 34,3,3,"Cadillac Williams right tackle for 7 yards (tackle by Sean Taylor). Penalty on Anthony Becht: Offensive Holding, 10 yards (no play)",3.310,2.650
2,13:37,1,20,WAS 44,3,3,Michael Pittman middle for 15 yards (tackle by Sean Taylor and Lemar Marshall),2.650,3.450
2,12:51,2,5,WAS 29,3,3,Bruce Gradkowski for 1 yard (tackle by Vernon Fox),3.450,2.870
2,12:19,3,4,WAS 28,3,3,"Bruce Gradkowski for 4 yards (tackle by Vernon Fox). Penalty on Anthony Becht: Illegal Motion, 5 yards (no play)",2.870,2.210
2,11:49,,,,3,3,Timeout #3 by Tampa Bay Buccaneers,0.000,2.210
2,11:49,3,9,WAS 33,3,3,"Bruce Gradkowski for no gain. Bruce Gradkowski fumbles, recovered by Marcus Washington at WAS-35 (tackle by Bruce Gradkowski)",2.210,-1.270
2,11:45,1,10,WAS 35,3,3,Jason Campbell pass complete short right to Brandon Lloyd for 19 yards (tackle by Jermaine Phillips),1.270,2.520
2,11:13,1,10,TAM 46,3,3,Jason Campbell pass complete short left to Brandon Lloyd for 5 yards (tackle by Ronde Barber),2.520,2.650
2,10:45,2,5,TAM 41,3,3,Mike Sellers middle for 4 yards (tackle by Barrett Ruud),2.650,2.480
2,10:16,3,1,TAM 37,3,3,Jason Campbell middle for 2 yards (tackle by Chris Hovan),2.480,3.250
2,9:37,1,10,TAM 35,3,3,Jason Campbell for 2 yards (tackle by Ronde Barber),3.250,2.970
2,9:04,2,8,TAM 33,3,3,Jason Campbell pass complete short left to Chris Cooley for -2 yards (tackle by Jermaine Phillips),2.970,2.010
2,8:19,3,10,TAM 35,3,3,Jason Campbell pass incomplete deep left intended for Brandon Lloyd,2.010,0.970
2,8:09,4,10,TAM 35,3,3,Derrick Frost punts 30 yards,0.970,0.380
2,8:00,1,10,TAM 5,3,3,Cadillac Williams middle for 3 yards (tackle by Phillip Daniels and Marcus Washington),-0.380,-0.560
2,7:27,2,7,TAM 8,3,3,Cadillac Williams left end for 6 yards (tackle by Sean Taylor),-0.560,-0.370
2,7:27,3,1,TAM 14,3,3,"Penalty on Joe Salave'a: Encroachment, 5 yards (no play)",-0.370,0.150
2,6:35,1,10,TAM 19,3,3,Bruce Gradkowski pass complete deep middle to Michael Pittman for 25 yards (tackle by Khary Campbell),0.150,1.860
2,5:51,1,10,TAM 44,3,3,Bruce Gradkowski pass complete short right to Anthony Becht for 7 yards (tackle by Shawn Springs),1.860,2.260
2,5:07,2,3,WAS 49,3,3,Cadillac Williams middle for 6 yards (tackle by Andre Carter and Warrick Holdman),2.260,2.720
2,4:29,1,10,WAS 43,3,3,Cadillac Williams left tackle for 2 yards (tackle by Demetric Evans),2.720,2.450
2,3:40,2,8,WAS 41,3,3,Bruce Gradkowski pass complete short middle to Joey Galloway for 16 yards (tackle by Demetric Evans),2.450,3.910
2,2:54,1,10,WAS 25,3,3,Cadillac Williams left end for 6 yards (tackle by Vernon Fox),3.910,4.200
2,2:08,2,4,WAS 19,3,3,Cadillac Williams middle for 3 yards (tackle by Joe Salave'a),4.200,4.060
2,2:00,3,1,WAS 16,3,3,Mike Alstott right tackle for 4 yards (tackle by Shawn Springs),4.060,4.780
2,1:21,1,10,WAS 12,3,3,Cadillac Williams middle for 2 yards (tackle by Kedric Golston),4.780,4.450
2,0:48,2,8,WAS 10,3,3,Bruce Gradkowski pass incomplete short middle intended for Michael Clayton (defended by Carlos Rogers),4.450,3.480
2,0:42,3,8,WAS 10,3,3,Bruce Gradkowski pass incomplete short middle intended for Joey Galloway is intercepted by Shawn Springs at WAS-3 and returned for 4 yards,3.480,0.380
2,0:36,1,10,WAS 7,3,3,Jason Campbell kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,WAS,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,3,3,"Matt Bryant kicks off 44 yards, fair catch by Demetric Evans",0.000,0.670
3,14:58,1,10,WAS 26,3,3,Ladell Betts middle for 3 yards (tackle by Derrick Brooks),0.670,0.540
3,14:25,2,7,WAS 29,3,3,Jason Campbell pass incomplete deep right intended for Brandon Lloyd (defended by Jermaine Phillips),0.540,-0.160
3,14:16,3,7,WAS 29,3,3,Jason Campbell pass complete to Antwaan Randle El for 14 yards (tackle by Jermaine Phillips),-0.160,1.800
3,13:35,1,10,WAS 43,3,3,Ladell Betts left tackle for 3 yards (tackle by Torrie Cox),1.800,1.660
3,13:09,2,7,WAS 46,3,3,Ladell Betts left tackle for 2 yards (tackle by Ronde Barber and Dewayne White),1.660,1.220
3,12:27,3,5,WAS 48,3,3,Jason Campbell pass complete to Ladell Betts for 11 yards (tackle by Torrie Cox). Penalty on Torrie Cox: Illegal Use of Hands (Declined),1.220,2.850
3,12:10,1,10,TAM 41,3,3,Jason Campbell pass incomplete deep right intended for Chris Cooley,2.850,2.310
3,12:02,2,10,TAM 41,3,3,Jason Campbell pass complete short left to James Thrash for 17 yards (tackle by Ronde Barber),2.310,3.970
3,11:32,1,10,TAM 24,3,3,T.J. Duckett left tackle for 18 yards (tackle by Derrick Brooks and Jon Bradley),3.970,5.830
3,10:55,1,6,TAM 6,3,3,T.J. Duckett left end for 1 yard (tackle by Jon Bradley),5.830,5.150
3,10:20,,,,3,3,Timeout #1 by Washington Redskins,0.000,5.150
3,10:20,2,5,TAM 5,3,3,T.J. Duckett right tackle for 2 yards (tackle by Barrett Ruud and Jermaine Phillips),5.150,4.720
3,9:43,3,3,TAM 3,9,3,"Jason Campbell pass complete short middle to Chris Cooley for 3 yards, touchdown. Penalty on Juran Bolden: Defensive Holding (Declined)",4.720,7.000
3,,,,TAM 2,10,3,Nick Novak kicks extra point good,0.000,0.000
3,,,,WAS 30,10,3,"Nick Novak kicks off 70 yards, returned by Michael Pittman for 15 yards (tackle by Khary Campbell)",0.000,-0.220
3,9:27,1,10,TAM 15,10,3,Cadillac Williams left end for 5 yards (tackle by Marcus Washington),-0.220,0.080
3,8:53,2,5,TAM 20,10,3,Cadillac Williams middle for 2 yards (tackle by Cornelius Griffin),0.080,-0.510
3,8:20,3,3,TAM 22,10,3,Cadillac Williams left end for 6 yards (tackle by Kenny Wright and Vernon Fox),-0.510,0.810
3,7:44,1,10,TAM 28,10,3,Bruce Gradkowski pass complete short middle to Michael Clayton for 14 yards (tackle by Shawn Springs),0.810,1.730
3,7:04,1,10,TAM 42,10,3,Bruce Gradkowski pass complete short right to Michael Pittman for 6 yards (tackle by Warrick Holdman),1.730,2.000
3,6:26,2,4,TAM 48,10,3,Cadillac Williams middle for 7 yards (tackle by Sean Taylor and Vernon Fox),2.000,2.590
3,5:40,1,10,WAS 45,10,3,Bruce Gradkowski pass complete short right to Jerald Sowell for 6 yards (tackle by Warrick Holdman),2.590,2.850
3,5:09,2,4,WAS 39,10,3,Bruce Gradkowski for 6 yards (tackle by Warrick Holdman),2.850,3.380
3,4:39,1,10,WAS 33,10,3,Cadillac Williams middle for 5 yards (tackle by Kedric Golston and Sean Taylor),3.380,3.510
3,3:58,2,5,WAS 28,10,3,Bruce Gradkowski pass complete short right to Cadillac Williams for 21 yards (tackle by Renaldo Wynn),3.510,5.600
3,3:22,1,7,WAS 7,10,3,Michael Pittman middle for 2 yards (tackle by Joe Salave'a),5.600,5.150
3,2:42,2,5,WAS 5,10,3,"Bruce Gradkowski pass incomplete short middle intended for Michael Clayton. Penalty on Shawn Springs: Defensive Pass Interfere, 4 yards (no play)",5.150,6.970
3,2:34,1,1,WAS 1,10,3,Mike Alstott middle for no gain (tackle by Kedric Golston),6.970,5.910
3,1:50,2,1,WAS 1,10,3,Mike Alstott middle for -1 yards (tackle by Joe Salave'a),5.910,4.950
3,1:05,3,2,WAS 2,10,9,"Bruce Gradkowski pass complete short middle to Anthony Becht for 2 yards, touchdown",4.950,7.000
3,,,,WAS 2,10,10,Matt Bryant kicks extra point good,0.000,0.000
3,,,,TAM 30,10,10,Matt Bryant kicks off 62 yards,0.000,1.600
3,0:58,1,10,WAS 40,10,10,Jason Campbell pass incomplete short left intended for Brandon Lloyd,1.600,1.050
3,0:52,2,10,WAS 40,10,10,T.J. Duckett middle for 5 yards (tackle by Barrett Ruud),1.050,1.030
3,0:12,3,5,WAS 45,10,10,Jason Campbell pass incomplete short left intended for Brandon Lloyd (defended by Torrie Cox),1.030,-0.390
3,0:02,4,5,WAS 45,10,10,"Derrick Frost punts 55 yards, touchback",-0.390,-0.280
Quarter,Time,Down,ToGo,Location,WAS,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TAM 20,10,10,Cadillac Williams left tackle for 5 yards (tackle by Carlos Rogers and Warrick Holdman),0.280,0.410
4,14:23,2,5,TAM 25,10,10,Cadillac Williams right guard for 1 yard (tackle by Marcus Washington and Phillip Daniels),0.410,-0.160
4,13:47,3,4,TAM 26,10,10,Bruce Gradkowski pass incomplete short middle intended for Joey Galloway,-0.160,-1.630
4,13:40,4,4,TAM 26,10,10,"Josh Bidwell punts 51 yards, fair catch by Antwaan Randle El",-1.630,-0.480
4,13:30,1,10,WAS 23,10,10,Antwaan Randle El right end for 3 yards (tackle by Greg Spires),0.480,0.340
4,12:46,2,7,WAS 26,10,10,Jason Campbell pass complete short right to Chris Cooley for 9 yards (tackle by Jermaine Phillips),0.340,1.270
4,12:20,1,10,WAS 35,10,10,T.J. Duckett left tackle for no gain (tackle by Chris Hovan and Ryan Nece),1.270,0.720
4,11:40,2,10,WAS 35,10,10,Jason Campbell sacked by Dewayne White for -3 yards,0.720,-0.360
4,11:04,3,13,WAS 32,10,10,"Jason Campbell pass complete short right to Ladell Betts for 6 yards (tackle by Jermaine Phillips). Ladell Betts fumbles (forced by Jermaine Phillips), recovered by Juran Bolden at WAS-40 (tackle by Ladell Betts)",-0.360,-2.920
4,10:53,1,10,WAS 40,10,10,Bruce Gradkowski pass complete short left to Joey Galloway for 5 yards (tackle by Carlos Rogers),2.920,3.050
4,10:27,2,5,WAS 35,10,10,Cadillac Williams right tackle for 1 yard (tackle by Renaldo Wynn and Sean Taylor),3.050,2.480
4,9:44,3,4,WAS 34,10,16,"Bruce Gradkowski pass complete deep middle to Joey Galloway for 34 yards, touchdown",2.480,7.000
4,,,,WAS 2,10,17,Matt Bryant kicks extra point good,0.000,0.000
4,,,,TAM 30,10,17,"Matt Bryant kicks off 69 yards, returned by Rock Cartwright for 19 yards (tackle by Kalvin Pearson)",0.000,0.280
4,9:28,1,10,WAS 20,10,17,Jason Campbell pass complete short right to Mike Sellers for 2 yards (tackle by Jovan Haye and Derrick Brooks),0.280,0.000
4,9:00,2,8,WAS 22,10,17,Jason Campbell pass complete short middle to Ladell Betts for 3 yards (tackle by Derrick Brooks),0.000,-0.300
4,8:13,3,5,WAS 25,10,17,Jason Campbell pass incomplete short middle intended for Antwaan Randle El,-0.300,-1.700
4,8:06,4,5,WAS 25,10,17,"Derrick Frost punts 39 yards, returned by Ike Hilliard for 7 yards (tackle by Adam Archuleta)",-1.700,-1.800
4,7:53,1,10,TAM 43,10,17,Cadillac Williams middle for 25 yards (tackle by Shawn Springs),1.800,3.450
4,7:04,1,10,WAS 32,10,17,Cadillac Williams middle for 4 yards (tackle by Kedric Golston and Lemar Marshall),3.450,3.440
4,6:24,2,6,WAS 28,10,17,Cadillac Williams left tackle for 9 yards (tackle by Sean Taylor and Carlos Rogers),3.440,4.310
4,5:37,1,10,WAS 19,10,17,Cadillac Williams middle for 4 yards (tackle by Cornelius Griffin),4.310,4.350
4,4:52,2,6,WAS 15,10,17,Cadillac Williams left guard for 1 yard (tackle by Lemar Marshall and Cornelius Griffin),4.350,3.760
4,4:06,3,5,WAS 14,10,17,Cadillac Williams middle for 1 yard (tackle by Renaldo Wynn and Marcus Washington),3.760,2.640
4,3:55,,,,10,17,Timeout #2 by Washington Redskins,0.000,2.640
4,3:55,4,4,WAS 13,10,20,Matt Bryant 31 yard field goal good,2.640,3.000
4,,,,TAM 30,10,20,"Matt Bryant kicks off 70 yards, returned by Rock Cartwright for 20 yards (tackle by Kalvin Pearson)",0.000,0.280
4,3:43,1,10,WAS 20,10,20,Jason Campbell pass complete short left to James Thrash for 9 yards (tackle by Ronde Barber),0.280,0.950
4,3:22,2,1,WAS 29,10,20,Jason Campbell pass incomplete deep right intended for James Thrash (defended by Jermaine Phillips),0.950,0.230
4,3:16,3,1,WAS 29,10,20,Jason Campbell middle for no gain (tackle by Chris Hovan and Jon Bradley),0.230,-1.440
4,2:46,4,1,WAS 29,10,20,Mike Sellers middle for 2 yards (tackle by Dewayne White),-1.440,1.000
4,2:23,1,10,WAS 31,10,20,"Jason Campbell pass complete short right to James Thrash for 6 yards (tackle by Phillip Buchanon). Penalty on James Thrash: Offensive Pass Interfere, 10 yards, Penalty on Jon Jansen: Offensive Holding (Declined) (no play)",1.000,0.340
4,2:16,1,20,WAS 21,10,20,Jason Campbell left tackle for 8 yards (tackle by Derrick Brooks),0.340,0.190
4,2:00,2,12,WAS 29,10,20,Jason Campbell pass complete short middle to Chris Cooley for 22 yards (tackle by Will Allen),0.190,2.320
4,1:37,1,10,TAM 49,10,20,Jason Campbell pass incomplete short middle intended for Ladell Betts,2.320,1.780
4,1:33,2,10,TAM 49,10,20,Jason Campbell pass incomplete deep middle intended for James Thrash (defended by Jermaine Phillips),1.780,1.090
4,1:27,3,10,TAM 49,10,20,Jason Campbell pass incomplete deep left intended for Brandon Lloyd,1.090,0.000
4,1:20,4,10,TAM 49,10,20,Jason Campbell pass complete short middle to Ladell Betts for 14 yards (tackle by Derrick Brooks and Ronde Barber),0.000,3.250
4,1:01,1,10,TAM 35,10,20,Jason Campbell pass complete short right to James Thrash for 5 yards (tackle by Phillip Buchanon),3.250,3.380
4,0:54,2,5,TAM 30,10,20,Jason Campbell pass complete short middle to Chris Cooley for 26 yards (tackle by Barrett Ruud and Will Allen),3.380,6.280
4,0:44,1,4,TAM 4,10,20,Jason Campbell pass incomplete short middle intended for Todd Yoder (defended by Ryan Nece),6.280,5.340
4,0:37,2,4,TAM 4,16,20,"Jason Campbell pass complete short middle to Todd Yoder for 4 yards, touchdown",5.340,7.000
4,,,,TAM 2,17,20,Nick Novak kicks extra point good,0.000,0.000
4,,,,WAS 30,17,20,Derrick Frost kicks onside 9 yards and returned for -1 yards,0.000,2.920
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,0:31,1,10,WAS 40,17,20,Bruce Gradkowski kneels for -1 yards,2.920,2.240
4,0:30,,,,17,20,Timeout #3 by Washington Redskins,0.000,2.240
4,0:30,2,11,WAS 41,17,20,Bruce Gradkowski kneels for -1 yards,2.240,1.420
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
