Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA
1,6:19,3,14,PHI 17,7,0,Andy Dalton pass incomplete deep left intended for Tony Pollard,2.880,2.310
1,6:12,4,14,PHI 17,7,3,Greg Zuerlein 35 yard field goal good,2.310,3.000
1,6:08,,,DAL 35,7,3,"Greg Zuerlein kicks off 65 yards, returned by Boston Scott for 19 yards (tackle by Luke Gifford)",0.000,0.150
1,6:03,1,10,PHI 19,13,3,"Jalen Hurts pass complete deep right to DeSean Jackson for 81 yards, touchdown",0.150,7.000
1,5:48,,,DAL 15,14,3,Jake Elliott kicks extra point good,0.000,0.000
1,5:48,,,PHI 35,14,3,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
1,5:48,1,10,DAL 25,14,3,Ezekiel Elliott right guard for 6 yards (tackle by Shaun Bradley and Genard Avery),0.610,0.870
1,5:12,2,4,DAL 31,14,3,Andy Dalton pass incomplete short right intended for Michael Gallup,0.870,0.170
1,5:09,3,4,DAL 31,14,3,Ezekiel Elliott up the middle for 3 yards (tackle by Fletcher Cox),0.170,-1.110
1,4:35,4,1,DAL 34,14,3,"Hunter Niswander punts 52 yards, fair catch by Greg Ward at PHI-14",-1.110,0.280
1,4:28,1,10,PHI 14,14,3,Miles Sanders right guard for 7 yards (tackle by Sean Lee),-0.280,0.280
1,3:51,2,3,PHI 21,14,3,Miles Sanders right tackle for -1 yards (tackle by Neville Gallimore),0.280,-0.680
1,3:11,3,4,PHI 20,14,3,Miles Sanders left guard for 2 yards (tackle by Justin Hamilton and Darian Thompson),-0.680,-1.900
1,2:37,4,2,PHI 22,14,3,"Cameron Johnston punts 47 yards, returned by CeeDee Lamb for 6 yards (tackle by Marcus Epps)",-1.900,-1.400
1,2:24,1,10,DAL 37,14,3,Andy Dalton pass incomplete deep left intended for Michael Gallup,1.400,0.860
1,2:19,2,10,DAL 37,14,3,Tony Pollard left end for 1 yard (tackle by Alex Singleton),0.860,0.300
1,1:37,3,9,DAL 38,14,3,Andy Dalton pass complete short left to Michael Gallup for 14 yards (tackle by Michael Jacquet). Penalty on Michael Jacquet: Defensive Holding (Declined),0.300,2.390
1,1:25,1,10,PHI 48,14,3,Andy Dalton pass complete short left to Blake Bell for 7 yards (tackle by Raequan Williams and Grayland Arnold),2.390,2.790
1,0:50,2,3,PHI 41,14,3,Tony Pollard up the middle for -1 yards (tackle by Jalen Mills and T.Y. McGill),2.790,1.950
1,0:10,3,4,PHI 42,14,3,Tony Pollard left tackle for 4 yards (tackle by Alex Singleton and Genard Avery),1.950,3.050
Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PHI 38,14,3,Andy Dalton pass complete short left to Ezekiel Elliott for 9 yards (tackle by Shaun Bradley),3.050,3.720
2,14:21,2,1,PHI 29,14,3,Ezekiel Elliott up the middle for 1 yard (tackle by Grayland Arnold and Genard Avery),3.720,3.710
2,13:46,1,10,PHI 28,14,3,Andy Dalton pass complete short right to Ezekiel Elliott for 7 yards (tackle by Michael Jacquet),3.710,4.110
2,13:16,2,3,PHI 21,14,9,"Andy Dalton pass complete short right to Michael Gallup for 21 yards, touchdown",4.110,7.000
2,13:09,,,PHI 15,14,10,Greg Zuerlein kicks extra point good,0.000,0.000
2,13:09,,,DAL 35,14,10,"Greg Zuerlein kicks off 64 yards, returned by Boston Scott for 15 yards (tackle by Reggie Robinson). Boston Scott fumbles, ball out of bounds at PHI-16 (forced by Reggie Robinson)",0.000,-0.140
2,13:05,1,10,PHI 16,14,10,Jalen Hurts left end for 2 yards (tackle by Joe Thomas),-0.140,-0.350
2,12:22,2,8,PHI 18,14,10,Miles Sanders right end for 7 yards (tackle by Jaylon Smith and DeMarcus Lawrence),-0.350,-0.200
2,11:41,3,1,PHI 25,14,10,Jalen Hurts right end for 20 yards (tackle by Donovan Wilson),-0.200,1.930
2,11:05,1,10,PHI 45,14,10,Jalen Hurts pass complete deep middle to Travis Fulgham for 19 yards (tackle by Jourdan Lewis),1.930,3.180
2,10:21,1,10,DAL 36,14,10,Jordan Howard left tackle for 1 yard (tackle by Aldon Smith),3.180,2.770
2,9:38,2,9,DAL 35,14,10,Jalen Hurts pass incomplete short right,2.770,2.080
2,9:31,3,9,DAL 35,14,10,"Penalty on Matt Pryor: False Start, 5 yards (no play)",2.080,1.420
2,9:31,3,14,DAL 40,14,10,Jalen Hurts pass incomplete deep left,1.420,0.590
2,9:24,4,14,DAL 40,14,10,Cameron Johnston punts 17 yards out of bounds,0.590,-0.480
2,9:16,1,10,DAL 23,14,10,Andy Dalton pass complete short left to Dalton Schultz for 4 yards (tackle by Marcus Epps),0.480,0.470
2,8:45,2,6,DAL 27,14,10,Andy Dalton left end for 9 yards (tackle by Marcus Epps),0.470,1.330
2,8:07,1,10,DAL 36,14,10,Andy Dalton pass complete short left to Michael Gallup for 55 yards (tackle by Nickell Robey-Coleman),1.330,5.140
2,7:31,1,9,PHI 9,14,10,Ezekiel Elliott left guard for 5 yards (tackle by Michael Jacquet and Marcus Epps),5.140,5.340
2,6:55,2,4,PHI 4,14,10,Ezekiel Elliott right guard for 3 yards (tackle by T.J. Edwards),5.340,5.170
2,6:23,3,1,PHI 1,14,10,Andy Dalton right end for -1 yards (tackle by Rudy Ford),5.170,3.250
2,5:56,4,2,PHI 2,14,13,Greg Zuerlein 20 yard field goal good,3.250,3.000
2,5:53,,,DAL 35,14,13,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,5:53,1,10,PHI 25,14,13,"Miles Sanders left end for -4 yards (tackle by Randy Gregory). Miles Sanders fumbles, ball out of bounds at PHI-21 (forced by Randy Gregory)",0.610,-0.480
2,5:37,2,14,PHI 21,14,13,Jalen Hurts pass complete short left to Dallas Goedert for 5 yards (tackle by Donovan Wilson),-0.480,-0.490
2,4:58,,,,,,Timeout #1 by Philadelphia Eagles,,
2,4:58,3,9,PHI 26,14,13,Jalen Hurts pass complete deep right to Greg Ward for 17 yards,-0.490,1.800
2,4:29,1,10,PHI 43,14,13,Jalen Hurts right end for 8 yards (tackle by Jaylon Smith),1.800,2.330
2,3:56,2,2,DAL 49,14,13,Jalen Hurts pass incomplete short right intended for Miles Sanders,2.330,1.620
2,3:51,3,2,DAL 49,14,13,Jalen Hurts pass complete short right to Dallas Goedert for 23 yards (tackle by Donovan Wilson and Darian Thompson),1.620,3.840
2,3:07,1,10,DAL 26,14,13,Jalen Hurts pass incomplete short middle intended for Zach Ertz,3.840,3.300
2,2:59,2,10,DAL 26,14,13,Miles Sanders left tackle for 6 yards (tackle by Jaylon Smith),3.300,3.400
2,2:18,3,4,DAL 20,14,13,Jalen Hurts pass incomplete deep middle intended for Jalen Reagor,3.400,2.200
2,2:13,4,4,DAL 20,17,13,Jake Elliott 38 yard field goal good,2.200,3.000
2,2:09,,,PHI 35,17,13,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
2,2:09,1,10,DAL 25,17,13,Andy Dalton pass complete short right to CeeDee Lamb for 6 yards (tackle by Alex Singleton),0.610,0.870
2,2:00,2,4,DAL 31,17,13,Tony Pollard up the middle for no gain (tackle by Malik Jackson and Javon Hargrave),0.870,0.170
2,1:41,3,4,DAL 31,17,13,Andy Dalton pass complete short right to Michael Gallup for 5 yards (tackle by Darius Slay),0.170,1.330
2,1:23,1,10,DAL 36,17,13,Andy Dalton pass complete short middle to Tony Pollard for 8 yards (tackle by Nickell Robey-Coleman),1.330,1.870
2,1:07,2,2,DAL 44,17,13,Andy Dalton pass incomplete short middle intended for Dalton Schultz (defended by Malik Jackson),1.870,1.160
2,1:04,3,2,DAL 44,17,13,Andy Dalton pass complete short middle to Dalton Schultz for 16 yards (tackle by Marcus Epps),1.160,2.920
2,0:59,,,,,,Timeout #1 by Dallas Cowboys,,
2,0:59,1,10,PHI 40,17,13,Andy Dalton pass complete short right to Ezekiel Elliott for 4 yards (tackle by Brandon Graham and Alex Singleton),2.920,2.910
2,0:39,2,6,PHI 36,17,13,Ezekiel Elliott left end for 3 yards (tackle by T.J. Edwards and T.Y. McGill),2.910,2.610
2,0:31,,,,,,Timeout #2 by Dallas Cowboys,,
2,0:31,3,3,PHI 33,17,13,Andy Dalton pass complete short middle to CeeDee Lamb for 7 yards (tackle by Marcus Epps),2.610,3.840
2,0:23,,,,,,Timeout #3 by Dallas Cowboys,,
2,0:23,1,10,PHI 26,17,13,Andy Dalton pass complete deep left to Michael Gallup for 19 yards,3.840,5.600
2,0:16,1,7,PHI 7,17,19,"Andy Dalton pass complete short left to Michael Gallup for 7 yards, touchdown",5.600,7.000
2,0:12,,,PHI 15,17,20,Greg Zuerlein kicks extra point good,0.000,0.000
2,0:12,,,DAL 35,17,20,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,0:12,1,10,PHI 25,17,20,Boston Scott right end for 12 yards (tackle by Jourdan Lewis),0.610,1.400
2,0:07,,,,,,Timeout #2 by Philadelphia Eagles,,
2,0:07,1,10,PHI 37,17,20,Jalen Hurts pass complete short right to Greg Ward for 10 yards,1.400,2.060
2,0:03,1,10,PHI 47,17,20,"Penalty on Matt Pryor: False Start, 5 yards (no play)",2.060,1.730
2,0:03,1,15,PHI 42,17,20,Jalen Hurts pass complete short middle to Jalen Reagor for 15 yards (tackle by Jourdan Lewis),1.730,2.720
Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,17,20,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DAL 25,17,20,Ezekiel Elliott left end for 5 yards (tackle by Javon Hargrave and Malik Jackson),0.610,0.740
3,14:23,2,5,DAL 30,17,20,Andy Dalton pass complete short right to Amari Cooper for 11 yards (tackle by Michael Jacquet),0.740,1.660
3,13:50,1,10,DAL 41,17,20,Andy Dalton right end for 5 yards (tackle by Joe Bachie),1.660,1.800
3,13:14,2,5,DAL 46,17,20,Tony Pollard right guard for 2 yards (tackle by T.J. Edwards and Jalen Mills),1.800,1.360
3,12:35,3,3,DAL 48,17,26,"Andy Dalton pass complete deep right to CeeDee Lamb for 52 yards, touchdown",1.360,7.000
3,12:26,,,PHI 15,17,27,Greg Zuerlein kicks extra point good,0.000,0.000
3,12:26,,,DAL 35,17,27,"Greg Zuerlein kicks off 64 yards, returned by Boston Scott for 24 yards (tackle by Francis Bernard and Rico Dowdle)",0.000,0.610
3,12:20,1,10,PHI 25,17,27,Miles Sanders up the middle for 6 yards (tackle by Jaylon Smith and DeMarcus Lawrence),0.610,0.870
3,11:45,2,4,PHI 31,17,27,Miles Sanders left end for 1 yard (tackle by Sean Lee),0.870,0.300
3,11:08,3,3,PHI 32,17,27,Jalen Hurts pass incomplete short right,0.300,-1.240
3,11:02,4,3,PHI 32,17,27,"Cameron Johnston punts 51 yards, returned by CeeDee Lamb for no gain (tackle by Rudy Ford)",-1.240,0.060
3,10:53,1,10,DAL 17,17,27,Ezekiel Elliott up the middle for 5 yards (tackle by Grayland Arnold),-0.060,0.210
3,10:16,2,5,DAL 22,17,27,Andy Dalton pass complete short right to Amari Cooper for 69 yards (tackle by Darius Slay),0.210,5.140
3,9:41,1,9,PHI 9,17,27,"Ezekiel Elliott up the middle for no gain (tackle by Jalen Mills and Genard Avery). Penalty on Malik Jackson: Defensive Offside, 5 yards (no play)",5.140,6.280
3,9:19,1,4,PHI 4,17,27,Ezekiel Elliott up the middle for 1 yard (tackle by Alex Singleton),6.280,5.530
3,8:41,2,3,PHI 3,17,27,Andy Dalton pass incomplete short left intended for Amari Cooper,5.530,4.720
3,8:38,,,,,,Timeout #1 by Dallas Cowboys,,
3,8:38,,,,,,Timeout #1 by Philadelphia Eagles,,
3,8:38,3,3,PHI 3,17,27,Andy Dalton pass incomplete short left intended for Amari Cooper Penalty on DAL: Illegal Formation (Declined),4.720,3.040
3,8:34,4,3,PHI 3,17,30,Greg Zuerlein 21 yard field goal good,3.040,3.000
3,8:31,,,DAL 35,17,30,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,8:31,1,10,PHI 25,17,30,Jalen Hurts pass complete deep left to Quez Watkins for 43 yards (tackle by Donovan Wilson),0.610,3.450
3,7:43,1,10,DAL 32,17,30,"Jalen Hurts sacked by Randy Gregory for -13 yards. Jalen Hurts fumbles (forced by Randy Gregory), recovered by Jordan Mailata at DAL-45",3.450,1.150
3,6:58,2,23,DAL 45,17,30,Jalen Hurts right end for 3 yards (tackle by Joe Thomas),1.150,0.890
3,6:20,3,20,DAL 42,17,30,Jalen Hurts pass incomplete short right intended for Miles Sanders,0.890,0.460
3,6:14,4,20,DAL 42,17,30,"Cameron Johnston punts 27 yards, fair catch by Cedrick Wilson at DAL-15",0.460,0.220
3,6:07,1,10,DAL 15,17,30,Tony Pollard right tackle for 7 yards (tackle by K'Von Wallace),-0.220,0.350
3,5:27,2,3,DAL 22,17,30,Tony Pollard up the middle for 1 yard (tackle by Genard Avery),0.350,-0.390
3,4:49,3,2,DAL 23,17,30,Andy Dalton pass complete short right to Dalton Schultz for 1 yard (tackle by K'Von Wallace),-0.390,-1.770
3,4:08,4,1,DAL 24,17,30,"Hunter Niswander punts 39 yards, fair catch by Greg Ward at PHI-37",-1.770,-1.400
3,3:59,1,10,PHI 37,17,30,Jalen Hurts pass complete short right to Dallas Goedert for 10 yards (tackle by Jaylon Smith),1.400,2.060
3,3:28,1,10,PHI 47,17,30,Jalen Hurts pass incomplete deep right,2.060,1.520
3,3:20,2,10,PHI 47,17,30,Jordan Howard right guard for 5 yards (tackle by Dorance Armstrong),1.520,1.490
3,2:40,3,5,DAL 48,17,30,Jalen Hurts left end for 2 yards (tackle by Tyrone Crawford),1.490,0.200
3,1:59,4,3,DAL 46,17,30,"Penalty on Jalen Hurts: Delay of Game, 5 yards (no play)",0.200,-0.130
3,1:56,4,8,PHI 49,17,30,"Cameron Johnston punts 41 yards, fair catch by Cedrick Wilson at DAL-10",-0.130,0.380
3,1:48,1,10,DAL 10,17,30,Andy Dalton pass complete short right to Ezekiel Elliott for 14 yards (tackle by Alex Singleton),-0.380,0.540
3,1:28,1,10,DAL 24,17,30,Andy Dalton up the middle for 3 yards (tackle by Javon Hargrave),0.540,0.400
3,0:50,2,7,DAL 27,17,30,Andy Dalton pass deep middle intended for CeeDee Lamb is intercepted by Darius Slay at PHI-47 and returned for 25 yards,0.400,-3.710
3,0:38,1,10,DAL 28,17,30,Jalen Hurts pass incomplete short middle intended for Jalen Reagor,3.710,3.170
3,0:34,2,10,DAL 28,17,30,"Miles Sanders right tackle for 7 yards (tackle by Donovan Wilson). Penalty on Matt Pryor: Offensive Holding, 10 yards",3.170,2.760
3,0:09,2,13,DAL 31,17,30,"Penalty on Zach Ertz: False Start, 5 yards (no play)",2.760,2.090
Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,18,DAL 36,17,30,Jalen Hurts pass incomplete short left intended for Jalen Reagor (defended by Randy Gregory),2.090,1.420
4,14:54,3,18,DAL 36,17,30,"Penalty on Isaac Seumalo: False Start, 5 yards (no play)",1.420,0.760
4,14:54,3,23,DAL 41,17,30,Jalen Hurts pass complete short left to Zach Ertz for 8 yards (tackle by Chidobe Awuzie),0.760,1.150
4,14:09,4,15,DAL 33,17,30,Jalen Hurts pass complete short right to Zach Ertz for 8 yards (tackle by Chidobe Awuzie),1.150,-0.610
4,14:00,1,10,DAL 25,17,30,Ezekiel Elliott right tackle for 14 yards (tackle by Joe Bachie and Javon Hargrave),0.610,1.530
4,13:18,1,10,DAL 39,17,30,Ezekiel Elliott up the middle for 9 yards (tackle by Grayland Arnold),1.530,2.200
4,12:33,2,1,DAL 48,17,30,Ezekiel Elliott right tackle for 3 yards (tackle by T.J. Edwards),2.200,2.320
4,11:54,1,10,PHI 49,17,30,Tony Pollard left end for -1 yards (tackle by K'Von Wallace and T.J. Edwards),2.320,1.650
4,11:10,2,11,DAL 50,17,30,Andy Dalton pass complete short left to Amari Cooper for 6 yards (tackle by Jalen Mills),1.650,1.750
4,10:25,3,5,PHI 44,17,30,Andy Dalton pass incomplete short middle intended for CeeDee Lamb,1.750,0.330
4,10:21,4,5,PHI 44,17,30,"Hunter Niswander punts 31 yards, fair catch by Greg Ward at PHI-13",0.330,0.320
4,10:14,1,10,PHI 13,17,30,Jalen Hurts pass complete short right to Miles Sanders for 9 yards (tackle by Jaylon Smith),-0.320,0.490
4,9:51,2,1,PHI 22,17,30,Jalen Hurts pass incomplete short middle intended for Greg Ward,0.490,-0.350
4,9:48,3,1,PHI 22,17,30,Miles Sanders up the middle for 3 yards (tackle by Jaylon Smith and Randy Gregory),-0.350,0.610
4,9:22,1,10,PHI 25,17,30,Jalen Hurts pass complete deep right to Alshon Jeffery for 22 yards (tackle by Darian Thompson),0.610,2.060
4,9:03,1,10,PHI 47,17,30,Boston Scott right tackle for 5 yards (tackle by Jaylon Smith),2.060,2.190
4,8:37,2,5,DAL 48,17,30,Jalen Hurts pass incomplete short right intended for Zach Ertz,2.190,1.490
4,8:32,3,5,DAL 48,17,30,Jalen Hurts pass complete short middle to Zach Ertz for 17 yards (tackle by Joe Thomas),1.490,3.510
4,8:06,1,10,DAL 31,17,30,Jalen Hurts pass complete short left to Miles Sanders for 6 yards (tackle by Jaylon Smith and C.J. Goodwin),3.510,3.780
4,7:38,2,4,DAL 25,17,30,"Penalty on Isaac Seumalo: False Start, 5 yards (no play)",3.780,3.100
4,7:38,2,9,DAL 30,17,30,"Penalty on Aldon Smith: Neutral Zone Infraction, 5 yards (no play)",3.100,3.780
4,7:38,2,4,DAL 25,17,30,Jalen Hurts pass complete short right to Jalen Reagor for 10 yards (tackle by Darian Thompson and Jaylon Smith),3.780,4.580
4,7:09,1,10,DAL 15,17,30,Jalen Hurts sacked by and Neville Gallimore for -2 yards and Randy Gregory for -2 yards,4.580,3.680
4,6:48,2,12,DAL 17,17,30,Jalen Hurts pass incomplete short right intended for Zach Ertz,3.680,2.980
4,6:42,3,12,DAL 17,17,30,Jalen Hurts pass deep left intended for Travis Fulgham is intercepted by Anthony Brown at DAL-0 and returned for no gain,2.980,-0.280
4,6:33,1,10,DAL 20,17,30,Ezekiel Elliott right guard for 2 yards (tackle by Vinny Curry),0.280,0.000
4,5:51,2,8,DAL 22,17,30,Ezekiel Elliott up the middle for 4 yards (tackle by Brandon Graham),0.000,-0.160
4,5:09,3,4,DAL 26,17,30,Andy Dalton sacked by Brandon Graham for -6 yards,-0.160,-2.030
4,4:26,4,10,DAL 20,17,30,"Hunter Niswander punts 56 yards, returned by Jalen Reagor for 15 yards (tackle by Luke Gifford)",-2.030,-1.530
4,4:13,1,10,PHI 39,17,30,"Jalen Hurts pass incomplete deep right intended for Alshon Jeffery. Penalty on Jourdan Lewis: Defensive Pass Interference, 43 yards (no play)",1.530,4.370
4,4:06,1,10,DAL 18,17,30,"Jalen Hurts up the middle for 3 yards (tackle by Randy Gregory). Jalen Hurts fumbles (forced by Randy Gregory), recovered by Jaylon Smith at DAL-13",4.370,0.320
4,3:54,1,10,DAL 13,17,30,Ezekiel Elliott left tackle for 31 yards (tackle by Jalen Mills),-0.320,1.860
4,3:01,,,,,,Timeout #2 by Dallas Cowboys,,
4,3:01,1,10,DAL 44,17,30,Ezekiel Elliott right tackle for no gain (tackle by Javon Hargrave and Alex Singleton),1.860,1.320
4,2:57,,,,,,Timeout #2 by Philadelphia Eagles,,
4,2:57,2,10,DAL 44,17,30,Ezekiel Elliott right end for 4 yards (tackle by Alex Singleton),1.320,1.160
4,2:51,,,,,,Timeout #3 by Philadelphia Eagles,,
4,2:51,3,6,DAL 48,17,30,"Penalty on Andy Dalton: Delay of Game, 5 yards (no play)",1.160,0.500
4,2:51,3,11,DAL 43,17,30,"Andy Dalton pass incomplete deep middle intended for CeeDee Lamb. Penalty on Nickell Robey-Coleman: Defensive Pass Interference, 34 yards (no play)",0.500,4.040
4,2:45,1,10,PHI 23,17,30,"Tony Pollard left tackle for 4 yards (tackle by Grayland Arnold and Alex Singleton). Penalty on Genard Avery: Defensive Offside, 5 yards (no play)",4.040,4.860
4,2:37,1,5,PHI 18,17,30,Tony Pollard left tackle for -1 yards (tackle by T.J. Edwards and T.Y. McGill),4.860,4.050
4,2:00,2,6,PHI 19,17,36,"CeeDee Lamb right end for 19 yards, touchdown",4.050,7.000
4,1:53,,,PHI 15,17,37,Greg Zuerlein kicks extra point good,0.000,0.000
4,1:53,,,DAL 35,17,37,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
4,1:53,1,10,PHI 25,17,37,Jalen Hurts pass complete short middle to Quez Watkins for 14 yards (tackle by Jourdan Lewis),0.610,1.530
4,1:33,1,10,PHI 39,17,37,Jalen Hurts pass incomplete short right intended for Zach Ertz,1.530,0.990
4,1:27,2,10,PHI 39,17,37,Jalen Hurts pass complete short left to Miles Sanders for 9 yards (tackle by Chidobe Awuzie),0.990,1.490
4,1:20,3,1,PHI 48,17,37,Jalen Hurts pass incomplete deep right intended for Quez Watkins,1.490,-0.190
4,1:13,4,1,PHI 48,17,37,"Penalty on Matt Pryor: False Start, 5 yards (no play)",-0.190,-0.520
4,1:13,4,6,PHI 43,17,37,Jalen Hurts up the middle for 8 yards (tackle by Anthony Brown),-0.520,2.320
4,0:54,1,10,DAL 49,17,37,Jalen Hurts pass complete short right to Travis Fulgham for 8 yards (tackle by Chidobe Awuzie),2.320,2.860
4,0:49,2,2,DAL 41,17,37,Jalen Hurts pass incomplete short right,2.860,2.150
4,0:45,3,2,DAL 41,17,37,Jalen Hurts pass deep right intended for Jalen Reagor is intercepted by Trevon Diggs at DAL-21 and returned for 10 yards,2.150,-1.000
4,0:30,1,10,DAL 31,17,37,Andy Dalton kneels for -1 yards,1.000,0.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
