Quarter,Time,Down,ToGo,Location,HOU,KAN,Detail,EPB,EPA
2,15:00,3,3,KAN 29,9,7,"Case Keenum pass complete deep left to DeAndre Hopkins for 29 yards, touchdown. Penalty on Brandon Flowers: Defensive Holding (Declined)",2.870,7.000
2,15:00,,,KAN 2,10,7,Randy Bullock kicks extra point good,0.000,0.000
2,15:00,,,HOU 35,10,7,"Randy Bullock kicks off 66 yards, returned by Quintin Demps for 23 yards (tackle by Elbert Mack)",0.000,-0.410
2,14:48,1,10,KAN 22,10,7,Alex Smith pass incomplete short middle intended for Anthony Fasano,0.410,-0.130
2,14:43,2,10,KAN 22,10,7,Jamaal Charles up the middle for 11 yards (tackle by D.J. Swearinger),-0.130,1.140
2,14:08,1,10,KAN 33,10,7,Alex Smith pass incomplete deep left intended for Donnie Avery (defended by Brian Cushing),1.140,0.590
2,14:03,2,10,KAN 33,10,7,Alex Smith pass incomplete deep left intended for Jamaal Charles,0.590,-0.100
2,13:57,3,10,KAN 33,10,7,Alex Smith pass incomplete short right intended for Anthony Sherman,-0.100,-1.180
2,13:52,4,10,KAN 33,10,7,"Dustin Colquitt punts 63 yards, returned by Keshawn Martin for 6 yards (tackle by Husain Abdullah)",-1.180,0.380
2,13:37,1,10,HOU 10,10,7,Ben Tate up the middle for 7 yards (tackle by Tamba Hali),-0.380,-0.090
2,12:52,2,3,HOU 17,10,7,Ben Tate left tackle for 2 yards (tackle by Akeem Jordan),-0.090,-0.370
2,12:08,3,1,HOU 19,10,7,Ben Tate left guard for 3 yards (tackle by Akeem Jordan),-0.370,0.410
2,11:28,1,10,HOU 22,10,7,Ben Tate up the middle for 5 yards (tackle by Akeem Jordan),0.410,0.540
2,10:48,2,5,HOU 27,10,7,Greg Jones right tackle for 4 yards (tackle by Mike DeVito),0.540,0.370
2,10:05,3,1,HOU 31,10,7,Case Keenum pass complete short right to Andre Johnson for 26 yards (tackle by Brandon Flowers),0.370,0.370
2,9:19,3,1,HOU 31,10,7,Timeout #1 by Houston Texans,0.370,2.720
2,9:19,1,10,KAN 43,10,7,"Ben Tate left end for 4 yards (tackle by Kendrick Lewis). Penalty on Duane Brown: Offensive Holding, 10 yards (no play)",2.720,2.060
2,8:57,1,20,HOU 47,10,7,Case Keenum pass complete short right to DeAndre Hopkins for 12 yards,2.060,2.450
2,8:26,2,8,KAN 41,10,7,Ben Tate left guard for 4 yards (tackle by Justin Houston),2.450,2.280
2,7:43,3,4,KAN 37,10,7,Case Keenum pass incomplete short middle intended for Garrett Graham (defended by Eric Berry),2.280,0.790
2,7:39,4,4,KAN 37,10,7,Shane Lechler punts 34 yards,0.790,0.380
2,7:31,1,10,KAN 3,10,7,"Penalty on Anthony Sherman: False Start, 1 yards (no play)",-0.380,-0.420
2,7:31,1,11,KAN 2,10,7,Jamaal Charles up the middle for 1 yard (tackle by Whitney Mercilus),-0.420,-0.780
2,7:01,2,10,KAN 3,10,7,Alex Smith pass complete short left to Anthony Fasano for 6 yards (tackle by Darryl Sharpton),-0.780,-0.780
2,6:26,2,10,KAN 3,10,7,Timeout #1 by Kansas City Chiefs,-0.780,-0.720
2,6:26,3,4,KAN 9,10,7,Alex Smith pass complete short right to Dwayne Bowe for 16 yards (tackle by Shiloh Keo),-0.720,0.610
2,5:47,1,10,KAN 25,10,7,Alex Smith pass complete short right to Jamaal Charles for 9 yards (tackle by Kareem Jackson),0.610,1.280
2,5:07,2,1,KAN 34,10,7,Jamaal Charles up the middle for 4 yards (tackle by Joe Mays),1.280,1.470
2,4:36,1,10,KAN 38,10,7,Knile Davis up the middle for 2 yards (tackle by D.J. Swearinger),1.470,1.190
2,4:02,2,8,KAN 40,10,7,Alex Smith pass complete short left to Sean McGrath for 1 yard (tackle by Kareem Jackson),1.190,0.630
2,3:23,3,7,KAN 41,10,7,Alex Smith pass complete short right to Donnie Avery for 11 yards (tackle by Shiloh Keo),0.630,2.390
2,3:02,1,10,HOU 48,10,7,Jamaal Charles up the middle for 6 yards (tackle by Whitney Mercilus),2.390,2.660
2,2:21,2,4,HOU 42,10,7,Alex Smith pass complete short right to Donnie Avery for 17 yards (tackle by Ed Reed),2.660,3.910
2,2:00,1,10,HOU 25,10,7,Jamaal Charles up the middle for 4 yards (tackle by Tim Jamison),3.910,3.900
2,1:25,2,6,HOU 21,10,7,Alex Smith pass complete short left to Jamaal Charles for 7 yards (tackle by Ed Reed),3.900,4.650
2,1:18,1,10,HOU 14,10,7,Alex Smith pass complete short right to Dwayne Bowe for 9 yards (tackle by Kareem Jackson),4.650,4.650
2,1:03,1,10,HOU 14,10,7,Timeout #2 by Kansas City Chiefs,4.650,5.670
2,1:03,2,1,HOU 5,10,7,Alex Smith pass incomplete short right intended for Anthony Sherman,5.670,4.960
2,0:59,3,1,HOU 5,10,13,"Alex Smith up the middle for 5 yards, touchdown",4.960,7.000
2,0:59,,,HOU 2,10,14,Ryan Succop kicks extra point good,0.000,0.000
2,0:59,,,KAN 35,10,14,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
2,0:56,1,10,HOU 20,10,14,Ben Tate left guard for 8 yards (tackle by Derrick Johnson),0.280,0.810
2,0:20,2,2,HOU 28,10,14,Ben Tate up the middle for 10 yards (tackle by Eric Berry),0.810,0.810
2,0:13,2,2,HOU 28,10,14,Timeout #2 by Houston Texans,0.810,1.470
2,0:13,1,10,HOU 38,10,14,Case Keenum pass complete short right to Lestar Jean for 10 yards (tackle by Brandon Flowers),1.470,2.130
2,0:08,1,10,HOU 48,10,14,Case Keenum pass complete short right to Lestar Jean for 11 yards (tackle by Brandon Flowers),2.130,2.130
2,0:01,1,10,HOU 48,10,14,Timeout #3 by Houston Texans,2.130,2.850
2,0:01,1,10,KAN 41,10,14,Case Keenum pass incomplete deep left intended for Garrett Graham (defended by Kendrick Lewis),2.850,2.310
Quarter,Time,Down,ToGo,Location,HOU,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,10,14,"Ryan Succop kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,HOU 20,10,14,Case Keenum up the middle for 9 yards (tackle by Akeem Jordan),0.280,0.950
3,14:15,2,1,HOU 29,10,14,Ben Tate left tackle for 1 yard (tackle by Mike DeVito),0.950,0.940
3,13:34,1,10,HOU 30,10,14,Ben Tate right end for -1 yards (tackle by Dontari Poe and Tyson Jackson),0.940,0.260
3,12:54,2,11,HOU 29,10,14,Case Keenum pass incomplete short right intended for Andre Johnson,0.260,-0.430
3,12:50,3,11,HOU 29,10,14,"Case Keenum pass incomplete short middle intended for Andre Johnson (defended by Justin Houston). Penalty on Allen Bailey: Defensive Offside, 5 yards (no play)",-0.430,0.230
3,12:46,3,6,HOU 34,10,14,Case Keenum sacked by Derrick Johnson for -5 yards,0.230,-1.440
3,12:25,4,11,HOU 29,10,14,"Shane Lechler punts 58 yards, returned by Dexter McCluster for 5 yards (tackle by Eddie Pleasant)",-1.440,-0.040
3,12:14,1,10,KAN 18,10,14,Jamaal Charles up the middle for 1 yard (tackle by Brian Cushing),0.040,-0.320
3,11:44,2,9,KAN 19,10,14,"Jamaal Charles right tackle for 4 yards (tackle by J.J. Watt). Jamaal Charles fumbles (forced by J.J. Watt), recovered by Kareem Jackson at KAN-28 (tackle by Sean McGrath)",-0.320,-3.710
3,11:31,1,10,KAN 28,10,14,Case Keenum pass complete short right to Garrett Graham for 27 yards (tackle by Brandon Flowers),3.710,3.710
3,10:52,1,10,KAN 28,10,14,Timeout #1 by Houston Texans,3.710,6.970
3,10:52,1,1,KAN 1,10,14,Case Keenum up the middle for no gain (tackle by Tyson Jackson),6.970,5.910
3,10:12,2,1,KAN 1,10,14,Greg Jones right tackle for -2 yards (tackle by Kendrick Lewis),5.910,4.720
3,9:32,3,3,KAN 3,10,14,Case Keenum pass incomplete short right intended for DeAndre Hopkins (defended by Marcus Cooper),4.720,3.040
3,9:27,4,3,KAN 3,13,14,Randy Bullock 21 yard field goal good,3.040,3.000
3,9:27,,,HOU 35,13,14,"Randy Bullock kicks off 68 yards, returned by Quintin Demps for 57 yards (tackle by Eddie Pleasant)",0.000,-2.520
3,9:13,1,10,HOU 46,13,14,Alex Smith right end for 3 yards (tackle by Kareem Jackson),2.520,2.380
3,8:33,2,7,HOU 43,13,14,Alex Smith pass incomplete short middle intended for Dwayne Bowe (defended by Kareem Jackson),2.380,1.680
3,8:29,3,7,HOU 43,13,14,"Alex Smith up the middle for 23 yards (tackle by D.J. Swearinger). Penalty on D.J. Swearinger: Unnecessary Roughness, 10 yards",1.680,4.910
3,8:08,1,10,HOU 10,13,14,Cyrus Gray up the middle for 3 yards (tackle by Brian Cushing),4.910,4.760
3,7:28,2,7,HOU 7,13,14,Alex Smith pass complete short right to Anthony Sherman for 1 yard (tackle by Joe Mays),4.760,4.040
3,7:00,3,6,HOU 6,13,14,Jamaal Charles up the middle for 2 yards (tackle by Brice McCain),4.040,3.030
3,6:10,4,4,HOU 4,13,17,Ryan Succop 22 yard field goal good,3.030,3.000
3,6:10,,,KAN 35,13,17,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
3,6:07,1,10,HOU 20,13,17,Case Keenum pass complete deep left to Andre Johnson for 42 yards (tackle by Sean Smith),0.280,3.050
3,5:22,1,10,KAN 38,13,17,Case Keenum pass complete short right to Ben Tate for no gain,3.050,2.510
3,4:47,2,10,KAN 38,13,17,Case Keenum pass incomplete short left intended for DeVier Posey,2.510,1.820
3,4:42,3,10,KAN 38,13,17,Case Keenum pass complete short right to Garrett Graham for 9 yards (tackle by Justin Houston),1.820,1.620
3,4:26,4,1,KAN 29,16,17,Randy Bullock 47 yard field goal good,1.620,3.000
3,4:26,,,HOU 35,16,17,"Randy Bullock kicks off 73 yards, returned by Quintin Demps for 21 yards (tackle by Mike Mohamed)",0.000,0.320
3,4:17,1,10,KAN 13,16,17,Alex Smith pass complete short middle to Jamaal Charles for 21 yards (tackle by Earl Mitchell),-0.320,1.200
3,4:17,1,10,KAN 34,16,17,"Penalty on Donnie Avery: False Start, 5 yards (no play)",1.200,0.870
3,3:20,1,15,KAN 29,16,17,Alex Smith sacked by Earl Mitchell for -6 yards,0.870,-0.830
3,3:20,2,21,KAN 23,16,17,Jamaal Charles right end for no gain (tackle by J.J. Watt),-0.830,-1.480
3,2:14,3,21,KAN 23,16,17,Alex Smith pass complete short left to Dexter McCluster for 43 yards (tackle by Brooks Reed),-1.480,3.310
3,1:38,1,10,HOU 34,16,17,Jamaal Charles up the middle for 6 yards (tackle by Darryl Sharpton),3.310,3.580
3,1:07,2,4,HOU 28,16,17,Jamaal Charles up the middle for 18 yards (tackle by Darryl Sharpton),3.580,4.910
3,0:28,1,10,HOU 10,16,17,Knile Davis left end for 3 yards (tackle by Earl Mitchell),4.910,4.760
Quarter,Time,Down,ToGo,Location,HOU,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,HOU 7,16,17,Alex Smith pass complete short middle to Anthony Fasano for 6 yards (tackle by D.J. Swearinger),4.760,5.170
,,,,,,,"KAN challenged the runner broke the plane ruling, and the play was upheld.",,
4,14:26,3,1,HOU 1,16,17,Jamaal Charles left end for no gain (tackle by Brooks Reed),5.170,3.550
4,13:50,4,1,HOU 1,16,17,Alex Smith pass incomplete short right intended for Sean McGrath,3.550,0.380
4,13:43,1,10,HOU 1,16,17,Case Keenum pass incomplete short middle intended for Garrett Graham,-0.380,-0.780
4,13:38,2,10,HOU 1,16,17,Case Keenum pass complete deep left to DeAndre Hopkins for 35 yards (tackle by Eric Berry),-0.780,1.330
4,12:52,1,10,HOU 36,16,17,Case Keenum pass incomplete deep left intended for Andre Johnson (defended by Sean Smith),1.330,0.790
4,12:45,2,10,HOU 36,16,17,Case Keenum left tackle for 1 yard (tackle by Derrick Johnson),0.790,0.230
4,12:02,3,9,HOU 37,16,17,Case Keenum sacked by Brandon Flowers for -6 yards,0.230,-1.310
4,11:43,4,15,HOU 31,16,17,"Shane Lechler punts 53 yards, returned by Dexter McCluster for 24 yards (tackle by Eddie Pleasant). Penalty on Mike Catapano: Defensive Holding, 8 yards",-1.310,0.380
4,11:28,1,10,KAN 8,16,17,Alex Smith sacked by J.J. Watt for -3 yards,-0.380,-1.000
4,10:54,2,13,KAN 5,16,17,Alex Smith pass complete short right to Dexter McCluster for 10 yards (tackle by Kareem Jackson),-1.000,-0.600
4,10:17,3,3,KAN 15,16,17,Alex Smith pass complete short middle to Alex Smith for -4 yards (tackle by Joe Mays),-0.600,-2.490
4,9:45,4,7,KAN 11,16,17,"Dustin Colquitt punts 48 yards, fair catch by Keshawn Martin",-2.490,-1.660
4,9:37,1,10,HOU 41,16,17,Ben Tate up the middle for no gain (tackle by Dontari Poe),1.660,1.120
4,9:00,2,10,HOU 41,16,17,Case Keenum pass complete short right to Garrett Graham for 2 yards (tackle by Eric Berry),1.120,1.120
4,8:15,2,10,HOU 41,16,17,Timeout #2 by Houston Texans,1.120,0.700
4,8:15,3,8,HOU 43,16,17,"Case Keenum sacked by Justin Houston and Tamba Hali for -15 yards. Case Keenum fumbles (forced by Tamba Hali), recovered by Brandon Brooks at HOU-23",0.700,-1.830
4,7:25,4,28,HOU 23,16,17,"Shane Lechler punts 56 yards, returned by Dexter McCluster for 26 yards (tackle by Shiloh Keo)",-1.830,-2.060
4,7:24,1,10,KAN 47,16,17,Alex Smith pass complete to Dexter McCluster for 13 yards,2.060,2.920
4,7:24,1,10,HOU 40,16,17,Jamaal Charles up the middle for 2 yards (tackle by J.J. Watt),2.920,2.640
4,6:15,2,8,HOU 38,16,17,Alex Smith pass complete short left to Anthony Fasano for 4 yards (tackle by Shiloh Keo),2.640,2.480
4,5:57,3,4,HOU 34,16,17,Alex Smith pass incomplete deep right intended for Dexter McCluster is intercepted by Shiloh Keo at HOU-18 and returned for 4 yards (tackle by Jon Asamoah),2.480,-0.410
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
4,5:47,1,10,HOU 22,16,17,Ben Tate left end for 1 yard (tackle by Mike DeVito),0.410,0.000
4,5:09,2,9,HOU 23,16,17,Case Keenum pass complete short left to Ben Tate for 5 yards (tackle by Quintin Demps),0.000,-0.030
4,4:38,3,4,HOU 28,16,17,Case Keenum sacked by Tamba Hali for -10 yards,-0.030,-2.240
4,4:13,4,14,HOU 18,16,17,Shane Lechler punts 48 yards,-2.240,-1.270
4,4:04,1,10,KAN 35,16,17,Jamaal Charles up the middle for 1 yard (tackle by Earl Mitchell),1.270,1.270
4,4:01,1,10,KAN 35,16,17,Timeout #3 by Houston Texans,1.270,0.860
4,4:01,2,9,KAN 36,16,17,Jamaal Charles up the middle for 4 yards (tackle by Darryl Sharpton),0.860,0.700
4,3:20,3,5,KAN 40,16,17,Alex Smith pass complete short right to Dwayne Bowe for 14 yards (tackle by Shiloh Keo). Penalty on Ed Reed: Defensive Offside (Declined),0.700,2.520
4,3:13,1,10,HOU 46,16,17,Jamaal Charles up the middle for 1 yard (tackle by J.J. Watt),2.520,2.110
4,2:29,2,9,HOU 45,16,17,Alex Smith pass complete short left to Donnie Avery for 5 yards (tackle by Johnathan Joseph),2.110,2.080
4,2:00,3,4,HOU 40,16,17,Alex Smith pass incomplete short right intended for Dwayne Bowe (defended by Brice McCain),2.080,0.590
4,1:57,4,4,HOU 40,16,17,Dustin Colquitt punts 31 yards,0.590,0.380
4,1:46,1,10,HOU 10,16,17,Case Keenum pass incomplete short left intended for Garrett Graham (defended by Eric Berry),-0.380,-0.780
4,1:41,2,10,HOU 10,16,17,"Case Keenum sacked by Tamba Hali for -6 yards. Case Keenum fumbles (forced by Tamba Hali), recovered by Derrick Johnson at HOU-1 (tackle by Derek Newton)",-0.780,-6.970
4,1:34,1,1,HOU 1,16,17,Alex Smith kneels for -1 yards,6.970,5.720
4,0:53,2,2,HOU 2,16,17,Alex Smith kneels for -1 yards,5.720,4.720
4,0:19,3,3,HOU 3,16,17,Alex Smith kneels for -1 yards,4.720,3.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
