Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Kelvin Harmon,WAS,5,3,51,0,2,31,10.3,20,6.7,7.8,0,,0,0.0,0,94.6
Steven Sims,WAS,4,3,29,0,2,23,7.7,6,2.0,7.8,0,,0,0.0,0,94.8
Derrius Guice,WAS,2,2,8,0,0,-2,-1.0,10,5.0,-1.0,0,,0,0.0,0,83.3
Terry McLaurin,WAS,4,2,8,0,1,7,3.5,1,0.5,12.8,1,2.0,1,25.0,0,56.2
Jeremy Sprinkle,WAS,4,2,36,0,2,27,13.5,9,4.5,13.8,0,,1,25.0,0,81.2
Chris Thompson,WAS,2,1,15,0,1,15,15.0,0,0.0,14.5,0,,0,0.0,0,75.0
Hale Hentges,WAS,1,0,0,0,,0,,0,,-2.0,0,,0,0.0,0,39.6
Adrian Peterson,WAS,1,0,0,0,0,0,,0,,0.0,0,,1,100.0,0,39.6
Trey Quinn,WAS,1,0,0,0,,0,,0,,7.0,0,,1,100.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Christian McCaffrey,CAR,12,7,58,0,3,-7,-1.0,65,9.3,1.3,0,,3,25.0,0,70.8
D.J. Moore,CAR,12,6,75,1,6,67,11.2,8,1.3,12.4,0,,1,8.3,1,62.8
Curtis Samuel,CAR,7,4,65,1,4,57,14.3,8,2.0,16.7,0,,2,28.6,0,128.0
Ian Thomas,CAR,4,4,24,0,1,17,4.3,7,1.8,4.3,0,,0,0.0,0,91.7
Greg Olsen,CAR,3,3,22,0,1,12,4.0,10,3.3,4.0,0,,0,0.0,0,97.2
Jarius Wright,CAR,5,3,34,0,3,29,9.7,5,1.7,19.0,0,,0,0.0,0,80.4
