Quarter,Time,Down,ToGo,Location,WAS,CAR,Detail,EPB,EPA
1,6:36,1,10,WAS 10,0,7,Christian McCaffrey up the middle for no gain (tackle by Landon Collins and Ryan Anderson),4.910,4.190
1,6:02,2,10,WAS 10,0,7,D.J. Moore right end for -3 yards (tackle by Landon Collins),4.190,3.060
1,5:25,3,13,WAS 13,0,13,"Kyle Allen pass complete short left to D.J. Moore for 13 yards, touchdown",3.060,7.000
1,5:18,,,WAS 15,0,14,Joey Slye kicks extra point good,0.000,0.000
1,5:18,,,CAR 35,0,14,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
1,5:18,1,10,WAS 25,0,14,Dwayne Haskins pass complete short right to Derrius Guice for 4 yards (tackle by Shaq Thompson and Luke Kuechly),0.610,0.600
1,4:41,2,6,WAS 29,0,14,Derrius Guice up the middle for 60 yards (tackle by Eric Reid),0.600,4.840
1,3:57,1,10,CAR 11,0,14,Dwayne Haskins pass incomplete short left intended for Terry McLaurin,4.840,4.140
1,3:51,2,10,CAR 11,0,14,Dwayne Haskins pass complete short right to Derrius Guice for 4 yards (tackle by Shaq Thompson),4.140,3.980
1,3:18,3,6,CAR 7,0,14,Dwayne Haskins pass incomplete short right intended for Kelvin Harmon,3.980,2.980
1,3:12,4,6,CAR 7,3,14,Dustin Hopkins 25 yard field goal good,2.980,3.000
1,3:09,,,WAS 35,3,14,"Dustin Hopkins kicks off 59 yards, returned by Reggie Bonnafon for 16 yards (tackle by Simeon Thomas). Penalty on Alex Armah: Illegal Double-Team Block, 11 yards",0.000,-0.370
1,3:04,1,10,CAR 11,3,14,Christian McCaffrey right tackle for 2 yards (tackle by Tim Settle),-0.370,-0.630
1,2:21,2,8,CAR 13,3,14,Kyle Allen pass complete short middle to Jarius Wright for 8 yards (tackle by Shaun Dion Hamilton),-0.630,0.340
1,1:43,1,10,CAR 21,3,14,Christian McCaffrey right tackle for 4 yards (tackle by Tim Settle and Ryan Anderson),0.340,0.340
1,1:07,2,6,CAR 25,3,14,Kyle Allen pass complete short left to Christian McCaffrey for 12 yards (tackle by Quinton Dunbar),0.340,1.400
1,0:28,1,10,CAR 37,3,14,Kyle Allen pass incomplete short right intended for D.J. Moore,1.400,0.860
1,0:23,2,10,CAR 37,3,14,Kyle Allen pass incomplete short right,0.860,0.170
1,0:17,3,10,CAR 37,3,14,"Penalty on CAR: Delay of Game, 5 yards (no play)",0.170,-0.490
1,0:17,3,15,CAR 32,3,14,Kyle Allen sacked by and Montez Sweat for -7 yards and Jonathan Allen for -7 yards,-0.490,-1.700
Quarter,Time,Down,ToGo,Location,WAS,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,22,CAR 25,3,14,"Michael Palardy punts 43 yards, returned by Trey Quinn for 3 yards (tackle by Mike Davis)",-1.700,-1.270
2,14:51,1,10,WAS 35,3,14,Adrian Peterson up the middle for 8 yards (tackle by Mario Addison),1.270,1.800
2,14:20,2,2,WAS 43,3,14,Dwayne Haskins pass complete short middle to Steven Sims for 14 yards (tackle by Tre Boston),1.800,2.720
2,13:41,1,10,CAR 43,3,14,Dwayne Haskins pass incomplete short right,2.720,2.180
2,13:36,2,10,CAR 43,3,14,Dwayne Haskins pass complete short right to Steven Sims for 4 yards (tackle by Ross Cockrell),2.180,2.010
2,12:49,3,6,CAR 39,3,14,Dwayne Haskins pass complete short middle to Jeremy Sprinkle for 13 yards (tackle by Tre Boston),2.010,3.840
2,12:14,1,10,CAR 26,3,14,Dwayne Haskins pass incomplete short right intended for Kelvin Harmon,3.840,3.300
2,12:08,2,10,CAR 26,3,14,Dwayne Haskins pass incomplete short middle intended for Trey Quinn,3.300,2.610
2,12:05,3,10,CAR 26,3,14,Dwayne Haskins left end for 2 yards (tackle by Brian Burns),2.610,1.870
2,11:22,4,8,CAR 24,6,14,Dustin Hopkins 42 yard field goal good,1.870,3.000
2,11:16,,,WAS 35,6,14,"Dustin Hopkins kicks off 65 yards, touchback.. Penalty on Simeon Thomas: Offside on Free Kick, 5 yards",0.000,0.940
2,11:16,1,10,CAR 30,6,14,Kyle Allen pass incomplete short right intended for Christian McCaffrey,0.940,0.390
2,11:12,2,10,CAR 30,6,14,Kyle Allen pass complete short middle to Greg Olsen for 6 yards (tackle by Landon Collins),0.390,0.500
2,10:34,3,4,CAR 36,6,14,Kyle Allen pass incomplete short right intended for D.J. Moore,0.500,-0.980
2,10:29,4,4,CAR 36,6,14,"Michael Palardy punts 36 yards, returned by Trey Quinn for 2 yards (tackle by Jermaine Carter)",-0.980,-0.940
2,10:19,1,10,WAS 30,6,14,Derrius Guice up the middle for 3 yards (tackle by Vernon Butler and Shaq Thompson),0.940,0.800
2,9:39,2,7,WAS 33,6,14,Dwayne Haskins sacked by and Mario Addison for -8 yards and Stacy McGee for -8 yards,0.800,-0.960
2,8:52,3,15,WAS 25,6,14,Dwayne Haskins pass incomplete deep middle intended for Jeremy Sprinkle (defended by Luke Kuechly),-0.960,-1.700
2,8:46,4,15,WAS 25,6,14,"Tress Way punts 63 yards, returned by D.J. Moore for 11 yards (tackle by Deshazor Everett)",-1.700,-0.480
2,8:35,1,10,CAR 23,6,14,Kyle Allen sacked by Montez Sweat for -4 yards,0.480,-0.670
2,7:52,2,14,CAR 19,6,14,Kyle Allen pass incomplete deep right intended for Curtis Samuel,-0.670,-1.360
2,7:45,3,14,CAR 19,6,14,Kyle Allen pass incomplete short middle intended for Christian McCaffrey,-1.360,-2.140
2,7:42,4,14,CAR 19,6,14,"Michael Palardy punts 46 yards downed by DeAndrew White. Penalty on DeAndrew White: Kick Catch Interference, 15 yards",-2.140,-2.260
2,7:32,1,10,WAS 50,6,14,Adrian Peterson up the middle for 2 yards (tackle by Luke Kuechly and Stacy McGee),2.260,1.980
2,6:55,2,8,CAR 48,6,14,Dwayne Haskins pass complete short right to Kelvin Harmon for 5 yards (tackle by James Bradberry),1.980,1.950
2,6:10,3,3,CAR 43,6,14,Dwayne Haskins sacked by Mario Addison for no gain,1.950,0.400
2,5:34,4,3,CAR 43,6,14,Tress Way punts 41 yards downed by Simeon Thomas,0.400,0.380
2,5:24,1,10,CAR 2,6,14,Alex Armah right guard for 2 yards (tackle by Cole Holcomb and Landon Collins),-0.380,-0.630
2,4:45,2,8,CAR 4,6,14,Kyle Allen pass short middle intended for D.J. Moore is intercepted by Fabian Moreau at CAR-11 and returned for 10 yards,-0.630,-6.970
2,4:36,1,1,CAR 1,12,14,"Derrius Guice up the middle for 1 yard, touchdown",6.970,7.000
2,4:33,,,CAR 2,12,14,"Two Point Attempt: Dwayne Haskins pass incomplete intended for Jeremy Sprinkle, conversion fails",1.000,-1.000
2,4:33,,,WAS 35,12,14,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
2,4:33,1,10,CAR 25,12,14,Christian McCaffrey left tackle for 2 yards (tackle by Jonathan Bostic and Da'Ron Payne),0.610,0.330
2,3:59,2,8,CAR 27,12,14,Kyle Allen pass complete short left to Greg Olsen for 8 yards (tackle by Montae Nicholson and Shaun Dion Hamilton),0.330,1.270
2,3:18,1,10,CAR 35,12,14,Kyle Allen sacked by Matthew Ioannidis for -8 yards,1.270,-0.360
2,2:38,2,18,CAR 27,12,14,Kyle Allen pass incomplete short left intended for Christian McCaffrey,-0.360,-1.020
2,2:34,3,18,CAR 27,12,14,Kyle Allen pass complete short right to Christian McCaffrey for 3 yards (tackle by Jimmy Moreland and Jonathan Bostic),-1.020,-1.370
2,2:00,4,15,CAR 30,12,14,"Michael Palardy punts 51 yards, returned by Steven Sims for 1 yard (tackle by Jermaine Carter)",-1.370,-0.280
2,1:46,1,10,WAS 20,12,14,Chris Thompson right end for 9 yards (tackle by Luke Kuechly),0.280,0.950
2,1:21,2,1,WAS 29,12,14,"Dwayne Haskins pass incomplete deep left intended for Steven Sims (defended by Ross Cockrell). Penalty on Ross Cockrell: Defensive Pass Interference, 7 yards (no play)",0.950,1.330
2,1:16,1,10,WAS 36,12,14,Chris Thompson right end for 5 yards (tackle by Tre Boston),1.330,1.470
2,0:51,2,5,WAS 41,12,14,Dwayne Haskins pass complete short left to Steven Sims for 11 yards,1.470,2.390
2,0:45,1,10,CAR 48,12,14,Dwayne Haskins pass complete deep left to Kelvin Harmon for 20 yards (tackle by Eric Reid),2.390,3.710
2,0:38,,,,,,Timeout #1 by Washington Redskins,,
2,0:38,1,10,CAR 28,12,14,Dwayne Haskins pass complete short right to Chris Thompson for 15 yards (tackle by Eric Reid),3.710,4.710
2,0:32,,,,,,Timeout #2 by Washington Redskins,,
2,0:32,1,10,CAR 13,12,14,"Dwayne Haskins sacked by Bruce Irvin for -8 yards. Dwayne Haskins fumbles (forced by Bruce Irvin), recovered by Chase Roullier at CAR-21 (tackle by Ross Cockrell)",4.710,3.080
2,0:20,,,,,,Timeout #3 by Washington Redskins,,
2,0:20,2,18,CAR 21,12,14,Dwayne Haskins pass incomplete short left intended for Chris Thompson,3.080,2.410
2,0:15,3,18,CAR 21,12,14,"Dwayne Haskins pass incomplete deep left intended for Jeremy Sprinkle. Penalty on Jeremy Sprinkle: Offensive Pass Interference, 10 yards (no play)",2.410,1.090
2,0:10,3,28,CAR 31,12,14,"Dustin Hopkins 49 yard field goal no good blocked by Kyle Love, recovered by Donald Penn (tackle by Eric Reid)",1.090,1.470
Quarter,Time,Down,ToGo,Location,WAS,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,12,14,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,WAS 25,12,14,Adrian Peterson right guard for 6 yards (tackle by Mario Addison),0.610,0.870
3,14:24,2,4,WAS 31,12,14,Adrian Peterson up the middle for 5 yards (tackle by Shaq Thompson),0.870,1.330
3,13:45,1,10,WAS 36,12,14,Derrius Guice left guard for no gain (tackle by Eric Reid and Luke Kuechly),1.330,0.790
3,13:00,2,10,WAS 36,12,14,Dwayne Haskins pass complete short left to Terry McLaurin for 11 yards (tackle by Tre Boston),0.790,2.060
3,12:17,1,10,WAS 47,12,14,"Adrian Peterson up the middle for no gain (tackle by Mario Addison and Bruce Irvin). Penalty on Cam Sims: Illegal Formation, 5 yards (no play)",2.060,1.730
3,11:49,1,15,WAS 42,12,14,Dwayne Haskins pass incomplete short left intended for Adrian Peterson,1.730,0.840
3,11:44,2,15,WAS 42,12,14,Dwayne Haskins pass complete short middle to Jeremy Sprinkle for 23 yards (tackle by Shaq Thompson and Tre Boston),0.840,3.250
3,10:59,1,10,CAR 35,12,14,Adrian Peterson up the middle for 22 yards (tackle by Efe Obada),3.250,4.710
3,10:10,1,10,CAR 13,12,14,Dwayne Haskins pass incomplete short right intended for Hale Hentges,4.710,4.050
3,10:05,2,10,CAR 13,12,14,Adrian Peterson right tackle for 4 yards (tackle by Luke Kuechly),4.050,3.880
3,9:25,3,6,CAR 9,12,14,Dwayne Haskins sacked by Gerald McCoy for -9 yards,3.880,2.250
3,8:37,4,15,CAR 18,15,14,Dustin Hopkins 36 yard field goal good,2.250,3.000
3,8:33,,,WAS 35,15,14,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
3,8:33,1,10,CAR 25,15,14,Christian McCaffrey up the middle for 1 yard (tackle by Jonathan Bostic),0.610,0.200
3,7:58,2,9,CAR 26,15,14,Kyle Allen pass incomplete deep right intended for Curtis Samuel,0.200,-0.490
3,7:52,3,9,CAR 26,15,14,Kyle Allen pass incomplete deep right,-0.490,-1.630
3,7:45,4,9,CAR 26,15,14,Michael Palardy punts 39 yards out of bounds,-1.630,-1.270
3,7:37,1,10,WAS 35,15,14,Derrius Guice left tackle for 5 yards (tackle by Luke Kuechly),1.270,1.400
3,7:00,2,5,WAS 40,15,14,Dwayne Haskins pass incomplete deep left intended for Terry McLaurin,1.400,0.700
3,6:54,3,5,WAS 40,15,14,Dwayne Haskins pass incomplete short left intended for Steven Sims,0.700,-0.720
3,6:48,4,5,WAS 40,15,14,"Tress Way punts 58 yards, returned by D.J. Moore for 16 yards (tackle by Hale Hentges)",-0.720,-0.040
3,6:35,1,10,CAR 18,15,14,Kyle Allen pass complete deep left to Curtis Samuel for 16 yards (tackle by Quinton Dunbar),0.040,1.200
3,5:59,1,10,CAR 34,15,14,"Kyle Allen aborted snap, recovered by Kyle Allen at CAR-32 and returned for -2 yards",1.200,0.390
3,5:17,2,12,CAR 32,15,14,Kyle Allen left end for 2 yards (tackle by Nate Orchard),0.390,-0.030
3,4:34,3,10,CAR 34,15,14,"Kyle Allen pass complete short right to Greg Olsen for 8 yards (tackle by Ryan Anderson). Penalty on Ryan Anderson: Disqualification, 15 yards",-0.030,2.720
3,4:25,1,10,WAS 43,15,14,Christian McCaffrey up the middle for 5 yards (tackle by Jonathan Bostic and Landon Collins),2.720,2.850
3,3:44,2,5,WAS 38,15,14,Kyle Allen pass incomplete short right,2.850,2.150
3,3:36,3,5,WAS 38,15,14,Kyle Allen pass incomplete deep left intended for D.J. Moore (defended by Quinton Dunbar),2.150,0.720
3,3:31,4,5,WAS 38,15,14,"Penalty on CAR: Delay of Game, 5 yards (no play)",0.720,0.400
3,3:31,4,10,WAS 43,15,14,Michael Palardy punts 42 yards downed by DeAndrew White,0.400,0.380
3,3:22,1,10,WAS 1,15,14,Adrian Peterson left tackle for 21 yards (tackle by Mario Addison and James Bradberry),-0.380,0.410
3,2:44,1,10,WAS 22,15,14,"Dwayne Haskins aborted snap, recovered by Adrian Peterson at WAS-21 (tackle by Vernon Butler)",0.410,-0.270
3,1:56,2,11,WAS 21,15,14,Chris Thompson right tackle for no gain (tackle by Shaq Thompson),-0.270,-0.960
3,1:11,3,11,WAS 21,15,14,Dwayne Haskins pass incomplete short left intended for Jeremy Sprinkle,-0.960,-1.960
3,1:01,4,11,WAS 21,15,14,"Tress Way punts 79 yards, touchback.",-1.960,-0.280
3,0:51,1,10,CAR 20,15,14,Christian McCaffrey right tackle for 3 yards (tackle by Chris Odom),0.280,0.140
3,0:18,2,7,CAR 23,15,14,Kyle Allen pass complete short right to Ian Thomas for 13 yards (tackle by Fabian Moreau),0.140,1.330
Quarter,Time,Down,ToGo,Location,WAS,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CAR 36,15,14,Kyle Allen sacked by Nate Orchard for -7 yards,1.330,-0.160
4,14:26,2,17,CAR 29,15,14,Kyle Allen sacked by Matthew Ioannidis for -6 yards,-0.160,-1.620
4,13:45,3,23,CAR 23,15,14,Kyle Allen pass complete short left to Christian McCaffrey for 10 yards (tackle by Jonathan Bostic and Fabian Moreau),-1.620,-1.180
4,13:01,4,13,CAR 33,15,14,"Michael Palardy punts 39 yards, returned by Steven Sims for 5 yards (tackle by Andre Smith)",-1.180,-1.140
4,12:51,1,10,WAS 33,15,14,Derrius Guice left guard for 6 yards (tackle by Mario Addison),1.140,1.400
4,12:13,2,4,WAS 39,15,14,Adrian Peterson left guard for 2 yards (tackle by Vernon Butler and Bruce Irvin),1.400,0.960
4,11:31,3,2,WAS 41,15,14,Dwayne Haskins left end for 5 yards (tackle by Eric Reid),0.960,1.990
4,10:51,1,10,WAS 46,15,14,Derrius Guice up the middle for 8 yards (tackle by Mario Addison and Donte Jackson),1.990,2.530
4,10:09,2,2,CAR 46,15,14,Derrius Guice up the middle for 8 yards (tackle by Tre Boston and Luke Kuechly),2.530,3.050
4,9:29,1,10,CAR 38,15,14,Derrius Guice left tackle for 37 yards (tackle by Tre Boston and James Bradberry),3.050,6.970
4,9:11,1,1,CAR 1,21,14,"Derrius Guice up the middle for 1 yard, touchdown",6.970,7.000
4,9:09,,,CAR 15,22,14,Dustin Hopkins kicks extra point good,0.000,0.000
4,9:09,,,WAS 35,22,14,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
4,9:09,1,10,CAR 25,22,14,Kyle Allen sacked by Chris Odom for -5 yards,0.610,-0.610
4,8:30,2,15,CAR 20,22,14,Kyle Allen pass complete short left to Christian McCaffrey for -1 yards (tackle by Quinton Dunbar),-0.610,-1.510
4,7:52,3,16,CAR 19,22,14,Kyle Allen pass incomplete deep right intended for Jarius Wright (defended by Landon Collins),-1.510,-2.140
4,7:39,4,16,CAR 19,22,14,"Michael Palardy punts 42 yards, returned by Steven Sims for 6 yards (tackle by Jermaine Carter)",-2.140,-1.930
4,7:30,1,10,WAS 45,22,14,Adrian Peterson up the middle for 14 yards (tackle by Eric Reid and Donte Jackson),1.930,2.850
4,6:44,1,10,CAR 41,22,14,Adrian Peterson right end for 3 yards (tackle by Vernon Butler and Shaq Thompson),2.850,2.710
4,6:03,2,7,CAR 38,22,14,Adrian Peterson right tackle for no gain (tackle by Shaq Thompson),2.710,2.020
4,5:20,3,7,CAR 38,22,14,Dwayne Haskins pass complete short left to Kelvin Harmon for 26 yards (tackle by Tre Boston),2.020,4.780
4,4:31,1,10,CAR 12,28,14,"Adrian Peterson left guard for 12 yards, touchdown",4.780,7.000
4,4:26,,,CAR 15,29,14,Dustin Hopkins kicks extra point good,0.000,0.000
4,4:26,,,WAS 35,29,14,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
4,4:26,1,10,CAR 25,29,14,Kyle Allen pass complete short right to Curtis Samuel for 12 yards (tackle by Montae Nicholson),0.610,1.400
4,4:04,1,10,CAR 37,29,14,Kyle Allen pass complete short left to Jarius Wright for 12 yards,1.400,2.190
4,3:59,1,10,CAR 49,29,14,Kyle Allen pass incomplete short middle intended for Christian McCaffrey,2.190,1.650
4,3:56,2,10,CAR 49,29,14,Kyle Allen pass incomplete deep left intended for D.J. Moore,1.650,0.960
4,3:50,3,10,CAR 49,29,14,Kyle Allen pass incomplete short right intended for Curtis Samuel,0.960,-0.130
4,3:45,4,10,CAR 49,29,14,Kyle Allen pass complete short left to Christian McCaffrey for 15 yards (tackle by Landon Collins),-0.130,3.180
4,3:14,1,10,WAS 36,29,14,Kyle Allen pass complete short left to Christian McCaffrey for 7 yards (tackle by Cole Holcomb),3.180,3.580
4,3:09,2,3,WAS 29,29,14,Kyle Allen pass complete short right to Ian Thomas for no gain (tackle by Tim Settle),3.580,2.870
4,2:47,3,3,WAS 29,29,14,Kyle Allen pass complete short left to D.J. Moore for 7 yards (tackle by Quinton Dunbar and Jimmy Moreland),2.870,4.110
4,2:26,1,10,WAS 22,29,14,Kyle Allen pass incomplete deep right intended for Jarius Wright,4.110,3.560
4,2:22,2,10,WAS 22,29,14,Kyle Allen pass complete short right to Ian Thomas for 5 yards (tackle by Jonathan Bostic),3.560,3.560
4,1:54,3,5,WAS 17,29,20,"Kyle Allen left end for 17 yards, touchdown",3.560,7.000
4,1:51,,,WAS 15,29,21,Joey Slye kicks extra point good,0.000,0.000
4,1:51,,,CAR 35,29,21,"Michael Palardy kicks onside 13 yards, recovered by Jermaine Carter",0.000,-2.130
4,1:51,1,10,CAR 48,29,21,Kyle Allen pass complete deep left to D.J. Moore for 17 yards (tackle by Montae Nicholson),2.130,3.250
4,1:30,1,10,WAS 35,29,21,Kyle Allen pass incomplete short left intended for Christian McCaffrey,3.250,2.700
4,1:25,2,10,WAS 35,29,21,Kyle Allen pass complete short middle to Ian Thomas for 6 yards (tackle by Chris Odom and Nate Orchard),2.700,2.810
4,1:08,3,4,WAS 29,29,21,Kyle Allen pass complete short left to D.J. Moore for 7 yards (tackle by Montae Nicholson),2.810,4.110
4,1:03,,,,,,Timeout #1 by Carolina Panthers,,
4,1:03,1,10,WAS 22,29,21,Kyle Allen pass complete short left to D.J. Moore for 21 yards (tackle by Jonathan Bostic and Landon Collins),4.110,6.970
4,0:41,1,1,WAS 1,29,21,Christian McCaffrey up the middle for -1 yards (tackle by Cole Holcomb),6.970,5.720
4,0:35,,,,,,Timeout #2 by Carolina Panthers,,
4,0:35,2,2,WAS 2,29,21,Christian McCaffrey left tackle for -1 yards (tackle by Nate Orchard),5.720,4.720
4,0:31,,,,,,Timeout #3 by Carolina Panthers,,
4,0:31,,,,,,Timeout #2 by Washington Redskins,,
4,0:31,3,3,WAS 3,29,21,Kyle Allen pass incomplete short middle intended for D.J. Moore (defended by Quinton Dunbar),4.720,3.040
4,0:27,4,3,WAS 3,29,21,"Kyle Allen sacked by Chris Odom for -28 yards. Kyle Allen fumbles (forced by Chris Odom), recovered by Nate Orchard at WAS-31 (tackle by Taylor Moton). Penalty on Quinton Dunbar: Unsportsmanlike Conduct, 15 yards",3.040,0.140
4,0:14,1,10,WAS 16,29,21,Dwayne Haskins kneels for -1 yards,-0.140,-0.780
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
