Quarter,Time,Down,ToGo,Location,PIT,BUF,Detail,EPB,EPA
1,10:35,3,11,PIT 38,0,7,Kenny Pickett pass complete short right to George Pickens for 12 yards,0.170,2.260
1,10:01,1,10,PIT 50,0,7,Kenny Pickett pass complete short left to Chase Claypool for 11 yards (tackle by Damar Hamlin),2.260,2.980
1,9:21,1,10,BUF 39,0,7,Najee Harris right guard for 6 yards (tackle by Kaiir Elam),2.980,3.250
1,8:39,2,4,BUF 33,0,7,Kenny Pickett pass incomplete short right intended for Diontae Johnson (defended by A.J. Epenesa),3.250,2.540
1,8:35,3,4,BUF 33,0,7,Kenny Pickett pass complete short left to Zach Gentry for 8 yards (tackle by Tyrel Dodson),2.540,3.910
1,7:53,1,10,BUF 25,0,7,Kenny Pickett pass complete short right to George Pickens for 12 yards (tackle by Kaiir Elam),3.910,4.710
1,7:11,1,10,BUF 13,0,7,Najee Harris left guard for 3 yards (tackle by Tyrel Dodson and Jaquan Johnson),4.710,4.580
1,6:30,2,7,BUF 10,0,7,Najee Harris left tackle for -1 yards (tackle by Taron Johnson and Tyrel Dodson),4.580,3.450
1,5:45,3,8,BUF 11,0,7,"Kenny Pickett pass complete short right to Diontae Johnson for 9 yards Replay Assistant challenged the pass completion ruling, and the original play was overturned. Kenny Pickett pass incomplete short right intended for Diontae Johnson",3.450,2.700
1,5:42,4,8,BUF 11,3,7,Chris Boswell 29 yard field goal good,2.700,3.000
1,5:38,,,PIT 35,3,7,"Chris Boswell kicks off 64 yards, returned by Khalil Shakir for 34 yards (tackle by Arthur Maulet)",0.000,1.270
1,5:32,1,10,BUF 35,3,7,Devin Singletary left guard for no gain (tackle by Arthur Maulet),1.270,0.720
1,4:57,2,10,BUF 35,3,7,Josh Allen pass complete deep middle to Khalil Shakir for 31 yards (tackle by Devin Bush),0.720,3.310
1,4:29,1,10,PIT 34,3,7,Josh Allen scrambles left tackle for 16 yards (tackle by Cameron Sutton),3.310,4.370
1,3:39,1,10,PIT 18,3,7,Josh Allen pass incomplete deep right intended for Stefon Diggs,4.370,3.800
1,3:33,2,10,PIT 18,3,7,Josh Allen left end for 1 yard (tackle by Cameron Heyward),3.800,3.170
1,2:49,3,9,PIT 17,3,7,Josh Allen pass incomplete deep left intended for Stefon Diggs,3.170,2.310
1,2:45,4,9,PIT 17,3,10,Tyler Bass 35 yard field goal good,2.310,3.000
1,2:41,,,BUF 35,3,10,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
1,2:41,1,10,PIT 25,3,10,Najee Harris right end for 3 yards (tackle by Tyrel Dodson),0.610,0.470
1,2:02,2,7,PIT 28,3,10,"Kenny Pickett pass complete short left to Pat Freiermuth for no gain (tackle by Damar Hamlin and Kaiir Elam). Penalty on Zach Gentry: Offensive Holding, 10 yards (accepted) (no play)",0.470,-0.980
1,1:35,2,17,PIT 18,3,10,Kenny Pickett pass complete short left to Diontae Johnson for 11 yards (tackle by Tyrel Dodson),-0.980,-0.100
1,0:55,3,6,PIT 29,3,10,Kenny Pickett pass incomplete short middle intended for Diontae Johnson (defended by Dane Jackson),-0.100,-1.440
1,0:48,4,6,PIT 29,3,10,Pressley Harvin punts 69 yards downed by Marcus Allen,-1.440,0.380
1,0:34,1,10,BUF 2,3,10,"Penalty on Dion Dawkins: False Start, 1 yard (accepted) (no play)",-0.380,-0.420
1,0:34,1,11,BUF 1,3,10,Zack Moss left tackle for 7 yards (tackle by Cameron Sutton),-0.420,-0.340
Quarter,Time,Down,ToGo,Location,PIT,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,BUF 8,3,10,Josh Allen pass incomplete deep right intended for Stefon Diggs (defended by Levi Wallace),-0.340,-0.720
2,14:52,3,4,BUF 8,3,10,Josh Allen pass complete deep right to Isaiah Hodgins for 26 yards (tackle by Tre Norwood),-0.720,1.200
2,14:18,1,10,BUF 34,3,10,Josh Allen pass incomplete short right intended for Quintin Morris (defended by DeMarvin Leal),1.200,0.660
2,14:14,2,10,BUF 34,3,10,James Cook left end for -1 yards (tackle by Cameron Sutton),0.660,-0.160
2,13:32,3,11,BUF 33,3,10,Josh Allen pass complete short right to Quintin Morris for 26 yards (tackle by James Pierre),-0.160,2.850
2,12:51,1,10,PIT 41,3,10,James Cook right tackle for 2 yards (tackle by Myles Jack),2.850,2.580
2,12:12,2,8,PIT 39,3,10,Josh Allen pass complete short middle to Stefon Diggs for 18 yards (tackle by Cameron Sutton),2.580,4.170
2,11:32,1,10,PIT 21,3,10,Josh Allen pass deep right intended for Gabriel Davis is intercepted by Levi Wallace in end zone and returned for no gain,4.170,-0.280
2,11:25,1,10,PIT 20,3,10,Najee Harris up the middle for 6 yards (tackle by Tyrel Dodson),0.280,0.540
2,10:49,2,4,PIT 26,3,10,Najee Harris left guard for no gain (tackle by Jaquan Johnson and Jordan Phillips),0.540,-0.160
2,10:22,3,4,PIT 26,3,10,Kenny Pickett pass complete short left to Najee Harris for 2 yards (tackle by Damar Hamlin and Matt Milano),-0.160,-1.500
2,9:47,4,2,PIT 28,3,10,"Pressley Harvin punts 34 yards, fair catch by Khalil Shakir at BUF-38",-1.500,-1.470
2,9:39,1,10,BUF 38,3,16,"Josh Allen pass complete deep middle to Gabriel Davis for 62 yards, touchdown",1.470,7.000
2,9:29,,,PIT 15,3,17,Tyler Bass kicks extra point good,0.000,0.000
2,9:29,,,BUF 35,3,17,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
2,9:29,1,10,PIT 25,3,17,Najee Harris up the middle for 1 yard (tackle by Damar Hamlin),0.610,0.200
2,8:49,2,9,PIT 26,3,17,Najee Harris up the middle for 1 yard (tackle by Damar Hamlin),0.200,-0.360
2,8:09,3,8,PIT 27,3,17,Kenny Pickett pass incomplete short middle intended for Diontae Johnson (defended by Matt Milano),-0.360,-1.570
2,8:04,4,8,PIT 27,3,17,Pressley Harvin punts 26 yards downed by Miles Boykin,-1.570,-2.060
2,7:53,1,10,BUF 47,3,17,Devin Singletary left end for 23 yards (tackle by Cameron Heyward and Arthur Maulet),2.060,3.580
2,7:53,1,10,PIT 30,3,17,"Penalty on Myles Jack: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",3.580,4.580
2,7:24,1,10,PIT 15,3,23,"Josh Allen pass complete short left to Stefon Diggs for 15 yards, touchdown",4.580,7.000
2,7:20,,,PIT 15,3,24,Tyler Bass kicks extra point good,0.000,0.000
2,7:20,,,BUF 35,3,24,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
2,7:20,1,10,PIT 25,3,24,Kenny Pickett pass complete short right to George Pickens for 10 yards (tackle by Kaiir Elam),0.610,1.270
2,6:42,1,10,PIT 35,3,24,Kenny Pickett pass complete short left to Zach Gentry for 11 yards (tackle by Jaquan Johnson),1.270,1.990
2,6:06,1,10,PIT 46,3,24,Kenny Pickett pass incomplete short left intended for Najee Harris (defended by Matt Milano),1.990,1.450
2,6:01,2,10,PIT 46,3,24,Kenny Pickett pass complete short right to Diontae Johnson for 5 yards (tackle by Kaiir Elam),1.450,1.420
2,5:20,3,5,BUF 49,3,24,Kenny Pickett pass complete deep left to George Pickens for 29 yards (tackle by Kaiir Elam),1.420,4.240
2,4:54,1,10,BUF 20,3,24,Jaylen Warren left end for 1 yard (tackle by DaQuan Jones),4.240,3.820
2,4:13,2,9,BUF 19,3,24,Kenny Pickett pass incomplete deep right intended for Diontae Johnson,3.820,3.100
2,4:08,3,9,BUF 19,3,24,Kenny Pickett pass complete short right to Pat Freiermuth for 4 yards (tackle by Taron Johnson),3.100,2.490
2,3:43,4,5,BUF 15,3,24,Chris Boswell 33 yard field goal no good,2.490,-0.480
2,3:39,1,10,BUF 23,3,24,Josh Allen pass complete short right to Stefon Diggs for 3 yards (tackle by Levi Wallace),0.480,0.340
2,3:07,2,7,BUF 26,3,24,Josh Allen pass complete short left to Khalil Shakir for 20 yards,0.340,1.990
2,2:34,1,10,BUF 46,3,24,Josh Allen pass incomplete deep right intended for Khalil Shakir,1.990,1.450
2,2:28,2,10,BUF 46,3,24,Josh Allen pass complete short middle to Quintin Morris for 13 yards (tackle by Devin Bush),1.450,2.850
2,2:00,1,10,PIT 41,3,24,Josh Allen pass complete short middle to Stefon Diggs for 12 yards (tackle by Tre Norwood),2.850,3.640
2,1:51,1,10,PIT 29,3,24,Josh Allen scrambles right guard for 5 yards (tackle by Malik Reed and Devin Bush),3.640,3.780
2,1:15,,,,,,Timeout #1 by Pittsburgh Steelers,,
2,1:15,2,5,PIT 24,3,24,Josh Allen pass incomplete deep right intended for Quintin Morris (defended by Robert Spillane),3.780,3.070
2,1:09,3,5,PIT 24,3,30,"Josh Allen pass complete deep left to Khalil Shakir for 24 yards, touchdown",3.070,7.000
2,1:02,,,PIT 15,3,31,Tyler Bass kicks extra point good,0.000,0.000
2,1:02,,,BUF 35,3,31,"Tyler Bass kicks off 57 yards, returned by Steven Sims for 19 yards (tackle by Joe Giles-Harris)",0.000,0.740
2,0:56,1,10,PIT 27,3,31,Kenny Pickett pass complete short right to Najee Harris for 5 yards (tackle by Dane Jackson),0.740,0.870
2,0:30,2,5,PIT 32,3,31,"Kenny Pickett sacked by Gregory Rousseau for no gain. Penalty on Von Miller: Defensive Offside, 5 yards (accepted) (no play)",0.870,1.400
2,0:23,1,10,PIT 37,3,31,Kenny Pickett pass deep left intended for Diontae Johnson is intercepted by Kaiir Elam at BUF-38 and returned for no gain (tackle by Diontae Johnson),1.400,-1.470
2,0:15,1,10,BUF 38,3,31,"Penalty on Stefon Diggs: False Start, 5 yards (accepted) (no play)",1.470,1.140
2,0:15,1,15,BUF 33,3,31,Josh Allen pass incomplete short left intended for Gabriel Davis (defended by Robert Spillane),1.140,0.250
2,0:09,2,15,BUF 33,3,31,Josh Allen kneels for -1 yards,0.250,-0.560
Quarter,Time,Down,ToGo,Location,PIT,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,3,31,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,PIT 25,3,31,Kenny Pickett pass complete deep right to Diontae Johnson for 23 yards (tackle by Dane Jackson),0.610,2.130
3,14:19,1,10,PIT 48,3,31,Najee Harris up the middle for 3 yards (tackle by Tyrel Dodson),2.130,1.990
3,13:42,2,7,BUF 49,3,31,"Kenny Pickett pass incomplete short left intended for Diontae Johnson. Penalty on Kaiir Elam: Defensive Pass Interference, 7 yards (accepted) (no play)",1.990,2.790
3,13:38,1,10,BUF 42,3,31,Kenny Pickett pass complete short right to Najee Harris for 9 yards (tackle by Jaquan Johnson),2.790,3.460
3,12:57,2,1,BUF 33,3,31,Kenny Pickett pass complete short left to Chase Claypool for 9 yards (tackle by Kaiir Elam and Jaquan Johnson),3.460,3.970
3,12:17,1,10,BUF 24,3,31,Kenny Pickett pass complete short left to Diontae Johnson for 7 yards (tackle by Dane Jackson),3.970,4.460
3,11:35,2,3,BUF 17,3,31,Kenny Pickett sacked by Tyrel Dodson for -3 yards,4.460,3.270
3,10:48,3,6,BUF 20,3,31,Kenny Pickett pass incomplete short right intended for George Pickens,3.270,2.150
3,10:44,4,6,BUF 20,3,31,Kenny Pickett pass incomplete short left intended for Diontae Johnson (defended by Taron Johnson),2.150,-0.280
3,10:38,1,10,BUF 20,3,31,Devin Singletary right tackle for 8 yards (tackle by Myles Jack and Levi Wallace),0.280,0.810
3,10:25,2,2,BUF 28,3,31,Josh Allen pass complete short right to Gabriel Davis for 11 yards (tackle by Levi Wallace),0.810,1.530
3,9:40,1,10,BUF 39,3,31,Devin Singletary right end for 6 yards (tackle by Myles Jack and Cameron Heyward),1.530,1.800
3,9:01,2,4,BUF 45,3,31,Josh Allen pass incomplete short middle intended for Khalil Shakir,1.800,1.090
3,8:56,3,4,BUF 45,3,31,Josh Allen scrambles right tackle for 21 yards (tackle by James Pierre),1.090,3.310
3,8:18,1,10,PIT 34,3,31,Josh Allen pass complete short right to Stefon Diggs for 5 yards (tackle by James Pierre),3.310,3.450
3,7:41,2,5,PIT 29,3,31,Josh Allen pass complete short right to Stefon Diggs for 12 yards (tackle by James Pierre),3.450,4.440
3,6:58,1,10,PIT 17,3,31,Devin Singletary right end for 5 yards (tackle by Devin Bush),4.440,4.690
3,6:10,,,,,,Timeout #1 by Buffalo Bills,,
3,6:10,2,5,PIT 12,3,31,Josh Allen pass complete short left to Isaiah Hodgins for 7 yards (tackle by Josh Jackson and Minkah Fitzpatrick),4.690,6.060
3,5:29,1,5,PIT 5,3,31,"Josh Allen pass incomplete short middle intended for Gabriel Davis. Penalty on Josh Jackson: Defensive Pass Interference, 4 yards (accepted) (no play)",6.060,6.970
3,5:28,1,1,PIT 1,3,31,"Josh Allen pass complete short middle to Quintin Morris for no gain. Quintin Morris fumbles (forced by Cameron Heyward), recovered by Josh Jackson in end zone (tackle by Myles Jack and Cameron Heyward)",6.970,-0.280
3,5:19,1,10,PIT 20,3,31,Kenny Pickett pass complete short left to George Pickens for 10 yards (tackle by Dane Jackson),0.280,0.940
3,4:56,1,10,PIT 30,3,31,Kenny Pickett pass complete short left to George Pickens for 10 yards (tackle by Dane Jackson and Jaquan Johnson),0.940,1.600
3,4:17,1,10,PIT 40,3,31,Kenny Pickett sacked by Von Miller for -6 yards,1.600,0.240
3,3:36,2,16,PIT 34,3,31,Kenny Pickett pass complete short right to Pat Freiermuth for 8 yards (tackle by Taron Johnson and Tyrel Dodson),0.240,0.630
3,3:13,3,8,PIT 42,3,31,Kenny Pickett pass complete short left to Chase Claypool for 20 yards (tackle by Taron Johnson and Jaquan Johnson),0.630,3.050
3,2:41,1,10,BUF 38,3,31,Kenny Pickett pass complete short right to Diontae Johnson for 14 yards (tackle by Kaiir Elam),3.050,3.970
3,2:01,1,10,BUF 24,3,31,Najee Harris right tackle for no gain (tackle by Matt Milano),3.970,3.430
3,1:20,2,10,BUF 24,3,31,"Kenny Pickett scrambles for 10 yards (tackle by Damar Hamlin). Penalty on James Daniels: Unnecessary Roughness / Offense, 15 yards (accepted)",3.430,2.080
3,0:46,3,15,BUF 29,3,31,Kenny Pickett pass complete short left to Zach Gentry for 7 yards (tackle by Taron Johnson and Tyrel Dodson),2.080,1.990
3,0:12,4,8,BUF 22,3,31,"Penalty on Dan Moore: False Start, 5 yards (accepted) (no play)",1.990,1.670
3,0:06,4,13,BUF 27,3,31,Chris Boswell 45 yard field goal no good,1.670,-1.270
Quarter,Time,Down,ToGo,Location,PIT,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BUF 35,3,31,Josh Allen pass complete short middle to Stefon Diggs for 41 yards (tackle by Arthur Maulet),1.270,3.970
4,14:11,1,10,PIT 24,3,37,"James Cook up the middle for 24 yards, touchdown",3.970,7.000
4,14:03,,,PIT 15,3,38,Tyler Bass kicks extra point good,0.000,0.000
4,14:03,,,BUF 35,3,38,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
4,14:03,1,10,PIT 25,3,38,Kenny Pickett pass complete short left to Jaylen Warren for 10 yards (tackle by Terrel Bernard and Damar Hamlin),0.610,1.270
4,13:38,1,10,PIT 35,3,38,Jaylen Warren right guard for 1 yard (tackle by DaQuan Jones and Terrel Bernard),1.270,0.860
4,13:01,2,9,PIT 36,3,38,Jaylen Warren left guard for 10 yards (tackle by Siran Neal),0.860,1.990
4,12:24,1,10,PIT 46,3,38,Kenny Pickett pass complete short left to Jaylen Warren for 12 yards (tackle by Dane Jackson),1.990,2.790
4,11:53,1,10,BUF 42,3,38,Kenny Pickett pass complete short middle to Chase Claypool for 6 yards (tackle by Terrel Bernard),2.790,3.050
4,11:13,2,4,BUF 36,3,38,Kenny Pickett pass complete short left to Zach Gentry for 6 yards (tackle by Ja'Marcus Ingram and Terrel Bernard),3.050,3.580
4,10:39,1,10,BUF 30,3,38,Kenny Pickett pass incomplete short right intended for Chase Claypool (defended by Siran Neal),3.580,3.030
4,10:33,2,10,BUF 30,3,38,Kenny Pickett pass incomplete short right intended for George Pickens (defended by Siran Neal),3.030,2.340
4,10:26,3,10,BUF 30,3,38,Kenny Pickett pass incomplete deep left intended for Diontae Johnson,2.340,1.410
4,10:21,4,10,BUF 30,3,38,Kenny Pickett pass incomplete short right intended for Chase Claypool,1.410,-0.940
4,10:16,1,10,BUF 30,3,38,James Cook left guard for 6 yards (tackle by DeMarvin Leal and Myles Jack),0.940,1.200
4,9:38,2,4,BUF 36,3,38,Case Keenum pass incomplete short left intended for Tanner Gentry,1.200,0.500
4,9:33,3,4,BUF 36,3,38,Case Keenum pass complete short left to Isaiah Hodgins for 3 yards (tackle by Josh Jackson),0.500,-0.780
4,8:37,4,1,BUF 39,3,38,"Sam Martin punts 61 yards, touchback.",-0.780,-0.280
4,8:26,1,10,PIT 20,3,38,Kenny Pickett pass incomplete short right intended for Zach Gentry (defended by Siran Neal),0.280,-0.270
4,8:22,2,10,PIT 20,3,38,Jaylen Warren right guard for no gain (tackle by Shaq Lawson),-0.270,-0.960
4,7:42,3,10,PIT 20,3,38,Kenny Pickett pass incomplete short middle intended for Chase Claypool (defended by Siran Neal),-0.960,-2.030
4,7:36,4,10,PIT 20,3,38,Pressley Harvin punts 34 yards downed by Christian Kuntz,-2.030,-1.990
4,7:27,1,10,BUF 46,3,38,Case Keenum pass incomplete deep middle intended for Isaiah Hodgins,1.990,1.450
4,7:22,2,10,BUF 46,3,38,Case Keenum pass complete short right to Isaiah Hodgins for 5 yards (tackle by James Pierre),1.450,1.420
4,6:40,3,5,PIT 49,3,38,Case Keenum pass incomplete short right intended for Isaiah Hodgins (defended by James Pierre),1.420,0.000
4,6:35,4,5,PIT 49,3,38,"Sam Martin punts 49 yards, touchback.",0.000,-0.280
4,6:26,1,10,PIT 20,3,38,Kenny Pickett pass incomplete short right intended for Jaylen Warren,0.280,-0.270
4,6:21,2,10,PIT 20,3,38,Kenny Pickett pass complete short left to Connor Heyward for 7 yards (tackle by Baylon Spector),-0.270,-0.030
4,5:38,3,3,PIT 27,3,38,Kenny Pickett pass complete short right to Connor Heyward for 5 yards (tackle by Baylon Spector),-0.030,1.070
4,5:15,,,,,,Timeout #2 by Buffalo Bills,,
4,5:15,1,10,PIT 32,3,38,"Penalty on Chase Claypool: False Start, 5 yards (accepted) (no play)",1.070,0.740
4,5:15,1,15,PIT 27,3,38,Kenny Pickett pass complete short right to Jaylen Warren for 13 yards (tackle by Terrel Bernard and Siran Neal),0.740,1.610
4,4:31,2,2,PIT 40,3,38,Jaylen Warren right guard for 12 yards (tackle by Terrel Bernard and Kaiir Elam),1.610,2.390
4,4:02,,,,,,Timeout #3 by Buffalo Bills,,
4,4:02,1,10,BUF 48,3,38,Kenny Pickett pass complete short right to Jaylen Warren for 4 yards (tackle by Cameron Lewis),2.390,2.390
4,3:25,2,6,BUF 44,3,38,Kenny Pickett pass complete short middle to Zach Gentry for 11 yards (tackle by Baylon Spector),2.390,3.380
4,2:52,1,10,BUF 33,3,38,Kenny Pickett pass complete short right to Miles Boykin for 11 yards (tackle by Kaiir Elam),3.380,4.110
4,2:29,1,10,BUF 22,3,38,Kenny Pickett pass complete short right to Chase Claypool for 4 yards (tackle by Baylon Spector and Kaiir Elam),4.110,4.130
4,2:00,2,6,BUF 18,3,38,Kenny Pickett pass incomplete short middle intended for Chase Claypool,4.130,3.400
4,1:55,3,6,BUF 18,3,38,Kenny Pickett sacked by A.J. Epenesa for -8 yards,3.400,1.740
4,1:08,4,14,BUF 26,3,38,Kenny Pickett pass incomplete short right,1.740,-0.610
4,1:00,1,10,BUF 25,3,38,"Penalty on Kenny Pickett: Unnecessary Roughness / Offense, 15 yards (offset) Penalty on A.J. Epenesa: Disqualification / Defense, 15 yards (offset) (no play)",0.610,0.670
4,1:00,1,10,BUF 26,3,38,Case Keenum kneels for -1 yards,0.670,-0.010
4,0:32,2,11,BUF 25,3,38,Case Keenum kneels for -1 yards,-0.010,-0.820
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
