0,1
Game Info,Game Info
Won Toss,Steelers (deferred)
Roof,outdoors
Surface,a_turf
Duration,3:10
Attendance,70764
Weather,"55 degrees, relative humidity 62%, wind 16 mph"
Vegas Line,Buffalo Bills -14.0
Over/Under,45.5 (under)
