Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 30,3,28,"Paul Ernster kicks off 66 yards, returned by Antonio Cromartie for 17 yards (tackle by Quentin Harris)",0.000,0.340
3,14:56,1,10,SDG 21,3,28,LaDainian Tomlinson right tackle for 4 yards (tackle by D.J. Williams and Michael Myers),0.340,0.340
3,14:20,2,6,SDG 25,3,28,Philip Rivers pass incomplete short right intended for Antonio Gates (defended by Domonique Foxworth),0.340,-0.360
3,14:14,3,6,SDG 25,3,28,Philip Rivers pass incomplete short right intended for LaDainian Tomlinson,-0.360,-1.700
3,14:10,4,6,SDG 25,3,28,"Mike Scifres punts 46 yards, fair catch by Darrent Williams",-1.700,-0.870
3,14:01,1,10,DEN 29,3,28,Tatum Bell right tackle for 1 yard (tackle by Stephen Cooper),0.870,0.460
3,13:26,2,9,DEN 30,3,28,Jay Cutler pass complete short left to Javon Walker for 13 yards (tackle by Marlon McCree),0.460,1.800
3,12:54,1,10,DEN 43,3,28,Tatum Bell left end for 1 yard (tackle by Shawne Merriman),1.800,1.390
3,12:19,2,9,DEN 44,3,28,Jay Cutler pass complete short middle to Tatum Bell for 4 yards (tackle by Terrence Kiel),1.390,1.220
3,11:51,3,5,DEN 48,3,28,Jay Cutler pass complete short middle to Brandon Marshall for 13 yards (tackle by Clinton Hart and Shaun Phillips),1.220,2.980
3,11:11,1,10,SDG 39,3,28,"Jay Cutler pass complete short left to Rod Smith for 6 yards (tackle by Drayton Florence). Penalty on Drayton Florence: Face Mask (5 Yards), 5 yards",2.980,3.710
3,10:43,1,10,SDG 28,9,28,"Jay Cutler pass complete deep right to Tony Scheffler for 28 yards, touchdown",3.710,7.000
3,,,,SDG 2,10,28,Jason Elam kicks extra point good,0.000,0.000
3,,,,DEN 30,10,28,"Paul Ernster kicks off 68 yards, returned by Antonio Cromartie for 23 yards (tackle by Hamza Abdullah). Antonio Cromartie fumbles (forced by Hamza Abdullah), recovered by Louis Green at SDG-27 (tackle by Steve Gregory). Penalty on Andrew Pinnock: Offensive Holding (Declined)",0.000,-3.780
3,10:27,1,10,SDG 27,10,28,Jay Cutler pass incomplete deep left intended for Tony Scheffler (defended by Drayton Florence),3.780,3.230
3,10:21,2,10,SDG 27,10,28,Jay Cutler pass complete short middle to Stephen Alexander for 16 yards (tackle by Marlon McCree and Terrence Kiel),3.230,4.840
3,9:53,1,10,SDG 11,16,28,"Jay Cutler pass complete short right to Tony Scheffler for 11 yards, touchdown",4.840,7.000
3,,,,SDG 2,17,28,"Jason Elam kicks extra point good. Penalty on SDG: Defensive 12 On-field, 5 yards",0.000,0.000
3,,,,DEN 35,17,28,"Paul Ernster kicks off 65 yards, touchback",0.000,0.280
3,9:47,1,10,SDG 20,17,28,LaDainian Tomlinson middle for no gain (tackle by Al Wilson and Michael Myers),0.280,-0.270
3,9:07,2,10,SDG 20,17,28,Philip Rivers pass complete short middle to LaDainian Tomlinson for 9 yards (tackle by D.J. Williams),-0.270,0.230
3,8:24,3,1,SDG 29,17,28,Lorenzo Neal middle for 10 yards (tackle by Al Wilson),0.230,1.530
3,7:43,1,10,SDG 39,17,28,LaDainian Tomlinson middle for 7 yards (tackle by Ian Gold and John Lynch),1.530,1.930
3,7:08,2,3,SDG 46,17,28,Philip Rivers for -4 yards (tackle by Darrent Williams),1.930,0.700
3,6:27,3,7,SDG 42,17,28,Philip Rivers pass incomplete short left intended for LaDainian Tomlinson,0.700,-0.590
3,6:23,4,7,SDG 42,17,28,"Mike Scifres punts 48 yards, returned by Darrent Williams for -3 yards (tackle by Tim Dobbins)",-0.590,0.380
3,6:10,1,10,DEN 7,17,28,Tatum Bell left end for no gain (tackle by Terrence Kiel and Shawne Merriman),-0.380,-0.780
3,5:45,2,10,DEN 7,17,28,"Jay Cutler pass incomplete short middle intended for Tony Scheffler. Penalty on Donnie Edwards: Defensive Pass Interfere, 8 yards (no play)",-0.780,-0.220
3,5:41,1,10,DEN 15,17,28,Jay Cutler pass complete short right to Javon Walker for 17 yards (tackle by Stephen Cooper and Marlon McCree),-0.220,1.070
3,4:58,1,10,DEN 32,17,28,Jay Cutler pass complete short middle to Tatum Bell for 2 yards (tackle by Luis Castillo),1.070,0.800
3,4:18,2,8,DEN 34,17,28,Jay Cutler pass complete deep middle to Tony Scheffler for 27 yards (tackle by Terrence Kiel),0.800,2.980
3,3:39,1,10,SDG 39,17,28,Mike Bell right tackle for 8 yards (tackle by Marlon McCree),2.980,3.520
3,3:02,2,2,SDG 31,17,28,Mike Bell middle for 3 yards (tackle by Jamal Williams and Shaun Phillips),3.520,3.710
3,2:21,,,,17,28,Timeout #1 by Denver Broncos,0.000,3.710
3,2:21,1,10,SDG 28,17,28,"Jay Cutler pass incomplete deep left intended for Rod Smith. Penalty on Drayton Florence: Defensive Pass Interfere, 15 yards (no play)",3.710,4.710
3,2:16,1,10,SDG 13,17,28,Jay Cutler sacked by Stephen Cooper for -8 yards,4.710,3.080
3,1:43,2,18,SDG 21,17,28,Jay Cutler pass incomplete deep middle intended for Brandon Marshall,3.080,2.410
3,1:38,3,18,SDG 21,17,28,Tatum Bell middle for 6 yards (tackle by Donnie Edwards and Luis Castillo),2.410,2.440
3,1:06,4,12,SDG 15,20,28,Jason Elam 33 yard field goal good,2.440,3.000
3,,,,DEN 30,20,28,"Paul Ernster kicks off 75 yards, touchback",0.000,0.280
3,1:02,1,10,SDG 20,20,28,Philip Rivers pass complete short left to Antonio Gates for 16 yards (tackle by John Lynch),0.280,1.330
3,0:23,1,10,SDG 36,20,28,LaDainian Tomlinson middle for -3 yards (tackle by Domonique Foxworth),1.330,0.390
Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,13,SDG 33,20,28,Philip Rivers pass complete deep left to Vincent Jackson for 55 yards (tackle by Domonique Foxworth),0.390,4.780
4,14:09,1,10,DEN 12,20,28,LaDainian Tomlinson middle for -1 yards (tackle by Ian Gold),4.780,3.940
4,13:27,2,11,DEN 13,20,28,Philip Rivers pass incomplete short left intended for Antonio Gates,3.940,3.100
4,13:21,3,11,DEN 13,20,28,Philip Rivers sacked by Patrick Chukwurah for -3 yards,3.100,2.380
4,12:55,4,14,DEN 16,20,31,Nate Kaeding 34 yard field goal good,2.380,3.000
4,,,,SDG 30,20,31,"Nate Kaeding kicks off 75 yards, touchback",0.000,0.280
4,12:52,1,10,DEN 20,20,31,Jay Cutler pass incomplete intended for Javon Walker,0.280,-0.270
4,12:48,2,10,DEN 20,20,31,Tatum Bell left end for 18 yards (tackle by Marlon McCree),-0.270,1.470
4,12:25,1,10,DEN 38,20,31,Tatum Bell middle for 2 yards (tackle by Stephen Cooper),1.470,1.190
4,11:51,2,8,DEN 40,20,31,Jay Cutler pass complete short right to Brandon Marshall for 6 yards (tackle by Donnie Edwards),1.190,1.290
4,11:07,3,2,DEN 46,20,31,Jay Cutler pass incomplete deep right intended for Brandon Marshall,1.290,-0.320
4,11:01,,,,20,31,Timeout #1 by San Diego Chargers,0.000,-0.320
4,11:01,4,2,DEN 46,20,31,Jay Cutler pass incomplete short left intended for Javon Walker (defended by Shawne Merriman),-0.320,-2.520
4,10:58,1,10,DEN 46,20,31,LaDainian Tomlinson left end for 3 yards (tackle by Al Wilson and John Lynch),2.520,2.380
4,10:28,2,7,DEN 43,20,31,Philip Rivers pass incomplete short right intended for Antonio Gates,2.380,1.680
4,10:22,3,7,DEN 43,20,31,Philip Rivers pass complete short middle to Antonio Gates for 19 yards (tackle by John Lynch),1.680,3.970
4,9:36,1,10,DEN 24,20,31,LaDainian Tomlinson middle for 3 yards (tackle by Kenard Lang),3.970,3.840
4,8:58,2,7,DEN 21,20,31,Philip Rivers right end for 4 yards (tackle by D.J. Williams),3.840,3.750
4,8:24,3,3,DEN 17,20,31,Philip Rivers pass incomplete short left intended for Antonio Gates,3.750,2.410
4,8:19,4,3,DEN 17,20,34,Nate Kaeding 35 yard field goal good,2.410,3.000
4,,,,SDG 30,20,34,"Nate Kaeding kicks off 75 yards, touchback",0.000,0.280
4,8:15,1,10,DEN 20,20,34,Tatum Bell right end for 2 yards (tackle by Luis Castillo and Igor Olshansky),0.280,0.000
4,7:39,2,8,DEN 22,20,34,Jay Cutler pass incomplete short right intended for Brandon Marshall,0.000,-0.690
4,7:35,3,8,DEN 22,20,34,Jay Cutler pass complete short middle to Tatum Bell for 6 yards (tackle by Donnie Edwards and Marlon McCree),-0.690,-1.500
4,6:55,4,2,DEN 28,20,34,Jay Cutler sacked by Luis Castillo for -8 yards,-1.500,-4.240
4,6:51,1,10,DEN 20,20,34,LaDainian Tomlinson left end for 3 yards (tackle by Demetrin Veal),4.240,4.120
4,6:08,2,7,DEN 17,20,34,LaDainian Tomlinson middle for 6 yards (tackle by John Engelberger),4.120,4.590
4,5:27,3,1,DEN 11,20,34,Philip Rivers middle for 1 yard (tackle by Al Wilson),4.590,4.910
4,4:42,,,,20,34,Timeout #2 by San Diego Chargers,0.000,4.910
4,4:42,1,10,DEN 10,20,34,LaDainian Tomlinson middle for 4 yards (tackle by Ebenezer Ekuban),4.910,4.950
4,4:02,2,6,DEN 6,20,40,"LaDainian Tomlinson middle for 6 yards, touchdown",4.950,7.000
4,,,,DEN 2,20,41,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,20,41,"Nate Kaeding kicks off 70 yards, returned by Brian Clark for 10 yards (tackle by Steve Gregory)",0.000,-0.380
4,3:53,1,10,DEN 10,20,41,Jay Cutler pass complete short left to Tatum Bell for 3 yards (tackle by Shaun Phillips),-0.380,-0.560
4,3:21,2,7,DEN 13,20,41,"Jay Cutler sacked by Shawne Merriman for -6 yards. Jay Cutler fumbles (forced by Shawne Merriman), recovered by Shawne Merriman at DEN-7 (tackle by Erik Pears)",-0.560,-5.600
,,,,,,,"DEN challenged the ruling, and the play was upheld.",,
4,3:15,1,7,DEN 7,20,47,"LaDainian Tomlinson left end for 7 yards, touchdown",5.600,7.000
4,,,,DEN 2,20,48,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,20,48,"Nate Kaeding kicks off 73 yards, returned by Mike Bell for 21 yards (tackle by Greg Camarillo)",0.000,0.040
4,3:06,1,10,DEN 18,20,48,Tatum Bell middle for 11 yards (tackle by Carlos Polk),0.040,0.870
4,2:31,1,10,DEN 29,20,48,Mike Bell left tackle for 8 yards (tackle by Terrence Kiel and Donnie Edwards),0.870,1.410
4,2:00,2,2,DEN 37,20,48,Mike Bell left end for 3 yards (tackle by Stephen Cooper and Igor Olshansky),1.410,1.600
4,1:19,1,10,DEN 40,20,48,Mike Bell left tackle for 3 yards (tackle by Matt Wilhelm),1.600,1.460
4,0:37,2,7,DEN 43,20,48,Mike Bell right tackle for 1 yard (tackle by Carlos Polk),1.460,0.890
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
