Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss, Broncos to receive the opening kickoff.",,
1,15:00,,,SDG 30,0,0,"Nate Kaeding kicks off 69 yards, returned by Brian Clark for 22 yards (tackle by Marques Harris)",0.000,0.480
1,14:55,1,10,DEN 23,0,0,"Penalty on Ben Hamilton: False Start, 5 yards (no play)",0.480,0.000
1,14:55,1,15,DEN 18,0,0,Jay Cutler pass complete short left to Rod Smith for 13 yards (tackle by Drayton Florence),0.000,1.010
1,14:22,2,2,DEN 31,0,0,Tatum Bell right tackle for 4 yards (tackle by Stephen Cooper and Shaun Phillips),1.010,1.270
1,13:47,1,10,DEN 35,0,0,Tatum Bell left tackle for 5 yards (tackle by Donnie Edwards and Jamal Williams),1.270,1.400
1,13:06,,,,0,0,Timeout #1 by Denver Broncos,0.000,1.400
1,13:06,2,5,DEN 40,0,0,Jay Cutler pass complete short left to Javon Walker for 13 yards (tackle by Drayton Florence),1.400,2.460
1,12:42,1,10,SDG 47,0,0,Jay Cutler pass incomplete short left intended for Stephen Alexander,2.460,1.910
1,12:37,2,10,SDG 47,0,0,Tatum Bell right tackle for 2 yards (tackle by Donnie Edwards and Igor Olshansky),1.910,1.490
1,11:57,3,8,SDG 45,0,0,Jay Cutler pass incomplete short left intended for Rod Smith (defended by Drayton Florence),1.490,0.270
1,11:52,4,8,SDG 45,0,0,"Paul Ernster punts 27 yards, fair catch by Eric Parker",0.270,-0.040
1,11:43,1,10,SDG 18,0,0,LaDainian Tomlinson middle for -1 yards (tackle by Ebenezer Ekuban),0.040,-0.650
1,11:07,2,11,SDG 17,0,0,Philip Rivers pass complete deep left to Vincent Jackson for 35 yards (tackle by Darrent Williams and Domonique Foxworth),-0.650,2.390
1,10:20,1,10,DEN 48,0,0,LaDainian Tomlinson right tackle for 2 yards (tackle by D.J. Williams and John Lynch),2.390,2.120
1,9:39,2,8,DEN 46,0,0,LaDainian Tomlinson middle for 1 yard (tackle by Darrent Williams),2.120,1.550
1,8:53,3,7,DEN 45,0,0,Philip Rivers pass incomplete short right intended for Vincent Jackson (defended by Curome Cox),1.550,0.270
1,8:48,4,7,DEN 45,0,0,Mike Scifres punts 39 yards,0.270,0.380
1,8:40,1,10,DEN 6,0,0,"Jay Cutler for no gain. Jay Cutler fumbles, recovered by Tatum Bell at DEN-2",-0.380,-1.070
1,7:47,2,14,DEN 2,0,0,Tatum Bell right tackle for 2 yards (tackle by Donnie Edwards and Shaun Phillips),-1.070,-1.650
1,7:19,3,12,DEN 4,0,0,Jay Cutler pass incomplete short left intended for Tatum Bell,-1.650,-2.490
1,7:18,4,12,DEN 4,0,0,"Paul Ernster punts 43 yards, returned by Eric Parker for 3 yards (tackle by Hamza Abdullah)",-2.490,-2.650
1,7:07,1,10,DEN 44,0,0,LaDainian Tomlinson left end for 17 yards (tackle by Domonique Foxworth),2.650,3.780
1,6:26,1,10,DEN 27,0,0,Philip Rivers pass complete short right to Antonio Gates for 13 yards (tackle by Champ Bailey),3.780,4.650
1,5:38,1,10,DEN 14,0,0,LaDainian Tomlinson middle for 2 yards (tackle by D.J. Williams and Ebenezer Ekuban),4.650,4.330
1,4:56,2,8,DEN 12,0,6,"Philip Rivers pass complete short left to Antonio Gates for 12 yards, touchdown",4.330,7.000
1,,,,DEN 2,0,7,Nate Kaeding kicks extra point good,0.000,0.000
1,,,,SDG 30,0,7,"Nate Kaeding kicks off 73 yards, returned by Brian Clark for 21 yards (tackle by Drayton Florence)",0.000,0.040
1,4:44,1,10,DEN 18,0,7,"Penalty on Erik Pears: False Start, 5 yards (no play)",0.040,-0.450
1,4:44,1,15,DEN 13,0,7,Tatum Bell right end for 1 yard (tackle by Jamal Williams),-0.450,-1.040
1,4:06,2,14,DEN 14,0,7,Jay Cutler pass incomplete deep left intended for Javon Walker (defended by Drayton Florence),-1.040,-1.820
1,3:59,3,14,DEN 14,0,7,"Jay Cutler sacked by Shawne Merriman for 0 yards. Jay Cutler fumbles (forced by Shawne Merriman), recovered by Tatum Bell at DEN-14",-1.820,-2.470
1,3:09,4,14,DEN 14,0,7,Paul Ernster punts 42 yards,-2.470,-1.990
1,3:02,1,10,SDG 46,0,7,Philip Rivers pass complete deep left to Antonio Gates for 26 yards (tackle by Darrent Williams),1.990,3.710
1,2:35,1,10,DEN 28,0,7,LaDainian Tomlinson middle for -2 yards (tackle by D.J. Williams and Al Wilson),3.710,2.900
1,1:55,2,12,DEN 30,0,7,Philip Rivers pass complete short middle to Antonio Gates for 11 yards (tackle by Champ Bailey),2.900,3.720
1,1:16,3,1,DEN 19,0,7,Lorenzo Neal middle for 6 yards (tackle by Ian Gold),3.720,4.710
1,0:38,1,10,DEN 13,0,7,LaDainian Tomlinson left end for 9 yards (tackle by Ian Gold),4.710,5.730
1,0:12,2,1,DEN 4,0,13,"Lorenzo Neal left end for 4 yards, touchdown",5.730,7.000
1,,,,DEN 2,0,14,Nate Kaeding kicks extra point good,0.000,0.000
1,,,,SDG 30,0,14,"Nate Kaeding kicks off 69 yards, returned by Brian Clark for 24 yards (tackle by Steve Gregory)",0.000,0.610
Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DEN 25,0,14,Tatum Bell for 51 yards (tackle by Marlon McCree),0.610,3.970
2,14:30,1,10,SDG 24,0,14,Mike Bell right tackle for 8 yards (tackle by Terrence Kiel and Stephen Cooper),3.970,4.650
2,13:56,2,2,SDG 16,0,14,Mike Bell middle for -1 yards (tackle by Stephen Cooper),4.650,3.750
2,13:18,3,3,SDG 17,0,14,Jay Cutler pass complete short left to Rod Smith for 1 yard (tackle by Quentin Jammer),3.750,2.500
2,12:53,4,2,SDG 16,3,14,Jason Elam 34 yard field goal good,2.500,3.000
2,,,,DEN 30,3,14,"Paul Ernster kicks off 68 yards, returned by Antonio Cromartie for 45 yards (tackle by Karl Paymah)",0.000,2.060
2,12:40,1,10,SDG 47,3,14,Philip Rivers pass complete short middle to Brandon Manumaleuna for 14 yards (tackle by John Lynch and Domonique Foxworth),2.060,2.980
2,12:00,1,10,DEN 39,3,14,LaDainian Tomlinson middle for 3 yards (tackle by Ebenezer Ekuban),2.980,2.850
2,11:22,2,7,DEN 36,3,14,Philip Rivers pass complete deep left to Eric Parker for 34 yards (tackle by Darrent Williams),2.850,6.740
2,10:56,1,2,DEN 2,3,14,LaDainian Tomlinson middle for 1 yard (tackle by Michael Myers and John Engelberger),6.740,5.910
2,10:19,2,1,DEN 1,3,20,"LaDainian Tomlinson left tackle for 1 yard, touchdown",5.910,7.000
2,,,,DEN 2,3,21,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,3,21,"Nate Kaeding kicks off 65 yards, returned by Brian Clark for 16 yards (tackle by Clinton Hart)",0.000,0.340
2,10:11,1,10,DEN 21,3,21,Jay Cutler pass incomplete deep left intended for Tony Scheffler (defended by Stephen Cooper),0.340,-0.200
2,10:07,2,10,DEN 21,3,21,Tatum Bell left end for 6 yards (tackle by Shawne Merriman and Derreck Robinson),-0.200,-0.100
2,9:26,3,4,DEN 27,3,21,Jay Cutler pass complete short right to Javon Walker for 9 yards (tackle by Quentin Jammer),-0.100,1.330
2,8:49,1,10,DEN 36,3,21,Mike Bell right end for 5 yards (tackle by Luis Castillo),1.330,1.470
2,8:08,2,5,DEN 41,3,21,Mike Bell right tackle for 8 yards (tackle by Derreck Robinson and Stephen Cooper),1.470,2.190
2,7:31,1,10,DEN 49,3,21,Tatum Bell left end for 4 yards (tackle by Drayton Florence),2.190,2.190
2,7:02,2,6,SDG 47,3,21,Jay Cutler pass incomplete deep middle intended for Javon Walker (defended by Stephen Cooper),2.190,1.490
2,6:53,,,,3,21,Timeout #2 by Denver Broncos,0.000,1.490
2,6:53,3,6,SDG 47,3,21,Jay Cutler pass incomplete short right intended for Brandon Marshall,1.490,0.130
2,6:52,4,6,SDG 47,3,21,"Paul Ernster punts 47 yards, touchback",0.130,-0.280
2,6:42,1,10,SDG 20,3,21,LaDainian Tomlinson middle for 4 yards (tackle by John Engelberger and Gerard Warren),0.280,0.270
2,6:04,2,6,SDG 24,3,21,LaDainian Tomlinson right end for 5 yards (tackle by Ian Gold),0.270,0.230
2,5:38,3,1,SDG 29,3,21,LaDainian Tomlinson left end for 6 yards (tackle by John Lynch),0.230,1.270
2,5:08,1,10,SDG 35,3,21,Andrew Pinnock middle for 15 yards (tackle by Domonique Foxworth),1.270,2.260
2,4:21,1,10,SDG 50,3,21,Andrew Pinnock middle for 4 yards (tackle by Al Wilson and John Lynch),2.260,2.250
2,3:36,2,6,DEN 46,3,21,Philip Rivers pass complete short left to Lorenzo Neal for 4 yards (tackle by John Lynch),2.250,2.080
2,2:52,,,,3,21,Timeout #1 by San Diego Chargers,0.000,2.080
2,2:52,3,2,DEN 42,3,21,"Penalty on Shane Olivea: False Start, 5 yards (no play)",2.080,1.420
2,2:52,3,7,DEN 47,3,21,Philip Rivers pass complete short middle to Brandon Manumaleuna for 19 yards (tackle by Curome Cox and John Lynch),1.420,3.710
2,2:03,1,10,DEN 28,3,21,LaDainian Tomlinson middle for 5 yards (tackle by Ian Gold),3.710,3.840
2,1:58,2,5,DEN 23,3,21,LaDainian Tomlinson right tackle for 3 yards (tackle by D.J. Williams),3.840,3.530
2,1:20,3,2,DEN 20,3,21,LaDainian Tomlinson left end for 8 yards (tackle by Domonique Foxworth),3.530,4.780
2,0:39,,,,3,21,Timeout #2 by San Diego Chargers,0.000,4.780
2,0:39,1,10,DEN 12,3,21,Philip Rivers pass incomplete short left intended for Brandon Manumaleuna,4.780,4.100
2,0:34,2,10,DEN 12,3,21,Philip Rivers pass complete short right to Vincent Jackson for 5 yards (tackle by D.J. Williams),4.100,4.160
2,0:27,3,5,DEN 7,3,27,"Philip Rivers pass complete short middle to Antonio Gates for 7 yards, touchdown",4.160,7.000
2,,,,DEN 2,3,28,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,3,28,"Nate Kaeding kicks off 66 yards, returned by Brian Clark for 22 yards (tackle by Tim Dobbins)",0.000,0.670
2,0:16,1,10,DEN 26,3,28,Tatum Bell left tackle for no gain (tackle by Jacques Cesaire),0.670,0.130
Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
