Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Jalen Ramsey,LAR,0,9,4,44.4%,45,11.3,5.0,1,97.0,18.2,40,5,0,0,0,0.0,0,3,0,0.0%
Troy Hill,LAR,0,6,3,50.0%,24,8.0,4.0,0,60.4,16.3,11,13,2,1,0,0.0,1,2,1,33.3%
Darious Williams,LAR,1,6,3,50.0%,53,17.7,8.8,0,41.0,8.3,47,6,0,0,0,0.0,0,4,0,0.0%
Kenny Young,LAR,0,2,1,50.0%,51,51.0,25.5,1,135.4,21.0,36,15,0,0,0,0.0,0,2,0,0.0%
Jordan Fuller,LAR,0,1,1,100.0%,1,1.0,1.0,0,79.2,0.0,0,1,0,0,0,0.0,0,7,0,0.0%
Leonard Floyd,LAR,0,0,0,,,,,,,,,,7,1,1,2.0,4,2,0,0.0%
Aaron Donald,LAR,0,0,0,,,,,,,,,,0,0,1,2.0,3,3,1,25.0%
Nick Scott,LAR,0,1,0,0.0%,,,0.0,,39.6,12.0,,,1,1,0,0.0,1,1,0,0.0%
Troy Reeder,LAR,0,0,0,,,,,,,,,,2,0,1,0.0,1,7,0,0.0%
Michael Brockers,LAR,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
Morgan Fox,LAR,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%
Ogbonnia Okoronkwo,LAR,0,0,0,,,,,,,,,,1,0,1,0.0,1,1,0,0.0%
Justin Hollins,LAR,0,0,0,,,,,,,,,,3,0,1,0.0,1,2,0,0.0%
John Johnson,LAR,0,1,0,0.0%,,,0.0,,39.6,29.0,,,0,0,0,0.0,0,3,0,0.0%
Samson Ebukam,LAR,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Shaquill Griffin,SEA,0,5,3,60.0%,25,8.3,5.0,1,112.5,1.6,22,3,0,0,0,0.0,0,1,0,0.0%
Jamal Adams,SEA,0,7,3,42.9%,63,21.0,9.0,0,75.3,12.9,57,6,2,0,0,0.0,0,4,1,20.0%
Bobby Wagner,SEA,0,2,2,100.0%,10,5.0,5.0,0,87.5,1.0,2,8,3,0,0,1.0,1,16,1,5.9%
Jordyn Brooks,SEA,0,2,1,50.0%,7,7.0,3.5,0,58.3,10.5,7,0,1,0,0,0.0,0,8,0,0.0%
Quandre Diggs,SEA,0,1,1,100.0%,15,15.0,15.0,0,118.7,14.0,14,1,0,0,0,0.0,0,5,0,0.0%
Ryan Neal,SEA,0,1,1,100.0%,44,44.0,44.0,0,118.7,5.0,5,39,0,0,0,0.0,0,0,0,
D.J. Reed,SEA,0,3,1,33.3%,20,20.0,6.7,0,57.6,15.3,15,5,0,0,0,0.0,0,3,0,0.0%
Jarran Reed,SEA,0,0,0,,,,,,,,,,0,0,1,2.0,3,5,0,0.0%
L.J. Collier,SEA,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Poona Ford,SEA,0,0,0,,,,,,,,,,0,1,0,0.0,1,4,0,0.0%
Carlos Dunlap,SEA,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
K.J. Wright,SEA,0,1,0,0.0%,,,0.0,,39.6,13.0,,,6,0,1,0.0,1,5,0,0.0%
Ugo Amadi,SEA,0,2,0,0.0%,,,0.0,,39.6,25.5,,,0,0,0,0.0,0,0,0,
