Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Cam Akers,LAR,28,131,1,7,52,1.9,79,2.8,1,28.0
Malcolm Brown,LAR,9,30,0,1,14,1.6,16,1.8,0,
Jared Goff,LAR,4,4,0,1,4,1.0,0,0.0,0,
John Wolford,LAR,1,2,0,0,2,2.0,0,0.0,0,
Robert Woods,LAR,1,-3,0,0,-3,-3.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Chris Carson,SEA,16,77,0,3,45,2.8,32,2.0,1,16.0
Carlos Hyde,SEA,4,5,0,1,3,0.8,2,0.5,0,
Russell Wilson,SEA,4,50,0,2,47,11.8,3,0.8,0,
David Moore,SEA,1,4,0,,2,2.0,2,2.0,0,
