Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss and deferred, Steelers to receive the opening kickoff.",,
1,15:00,,,CLE 35,0,0,"Austin Seibert kicks off 59 yards, returned by Tony Brooks-James for 16 yards (tackle by D'Ernest Johnson and Adarius Taylor)",0.000,0.410
1,14:55,1,10,PIT 22,0,0,James Conner left end for -1 yards (tackle by Greedy Williams),0.410,-0.270
1,14:20,2,11,PIT 21,0,0,James Conner left guard for 1 yard (tackle by Joe Schobert and Morgan Burnett),-0.270,-0.820
1,13:36,3,10,PIT 22,0,0,Mason Rudolph pass incomplete deep left,-0.820,-1.900
1,13:30,4,10,PIT 22,0,0,"Jordan Berry punts 54 yards, returned by Dontrell Hilliard for 11 yards (tackle by Olasunkanmi Adeniyi)",-1.900,-1.270
1,13:19,1,10,CLE 35,0,0,Baker Mayfield pass complete short right to Wyatt Teller for -5 yards (tackle by Tyson Alualu and Vince Williams),1.270,0.050
1,12:47,2,15,CLE 30,0,0,Baker Mayfield pass complete short middle to Odell Beckham for 7 yards (tackle by Terrell Edmunds),0.050,0.300
1,12:11,3,8,CLE 37,0,0,Baker Mayfield pass complete short right to Kareem Hunt for 20 yards (tackle by Mark Barron),0.300,2.720
1,11:34,1,10,PIT 43,0,0,Baker Mayfield pass complete deep middle to Odell Beckham for 42 yards (tackle by Steven Nelson),2.720,6.970
1,11:13,1,1,PIT 1,0,6,"Baker Mayfield up the middle for 1 yard, touchdown",6.970,7.000
1,11:07,,,PIT 15,0,7,Austin Seibert kicks extra point good,0.000,0.000
1,11:07,,,CLE 35,0,7,"Austin Seibert kicks off 60 yards, returned by Tony Brooks-James for 16 yards (tackle by Tae Davis)",0.000,0.340
1,11:02,1,10,PIT 21,0,7,Mason Rudolph pass complete short left to JuJu Smith-Schuster for 16 yards (tackle by Damarious Randall),0.340,1.400
1,10:24,1,10,PIT 37,0,7,Mason Rudolph pass incomplete short right intended for James Conner,1.400,0.860
1,10:21,2,10,PIT 37,0,7,"Mason Rudolph pass complete short left to Vance McDonald for 5 yards (tackle by Mack Wilson). Penalty on Alejandro Villanueva: Offensive Holding, 10 yards (no play)",0.860,-0.490
1,9:58,2,20,PIT 27,0,7,Jaylen Samuels left guard for 7 yards (tackle by Greedy Williams),-0.490,-0.230
1,9:24,3,13,PIT 34,0,7,"Mason Rudolph pass incomplete deep right intended for James Washington. Penalty on Denzel Ward: Defensive Pass Interference, 33 yards. Penalty on Greedy Williams: Illegal Use of Hands, 33 yards (no play)",-0.230,3.380
1,9:18,1,10,CLE 33,0,7,James Conner left guard for 7 yards (tackle by Myles Garrett),3.380,3.780
1,8:40,2,3,CLE 26,0,7,James Conner up the middle for no gain (tackle by Sheldon Richardson),3.780,3.070
1,7:56,3,3,CLE 26,0,7,Mason Rudolph pass incomplete short right intended for Diontae Johnson (defended by Joe Schobert),3.070,1.840
1,7:52,4,3,CLE 26,0,7,Chris Boswell 44 yard field goal no good,1.840,-1.200
1,7:47,1,10,CLE 34,0,7,Nick Chubb up the middle for 10 yards (tackle by Steven Nelson),1.200,1.860
1,7:07,1,10,CLE 44,0,7,Nick Chubb left guard for -1 yards (tackle by Mark Barron),1.860,1.180
1,6:30,2,11,CLE 43,0,7,Baker Mayfield pass complete short left to Odell Beckham for no gain (tackle by Steven Nelson),1.180,0.500
1,5:50,3,11,CLE 43,0,7,Baker Mayfield pass complete short left to Kareem Hunt for 11 yards (tackle by Minkah Fitzpatrick and Javon Hargrave),0.500,2.520
1,5:06,1,10,PIT 46,0,7,Baker Mayfield pass incomplete short right,2.520,1.980
