Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
James Conner,PIT,5,10,0,,4,0.8,6,1.2,0,
Jaylen Samuels,PIT,5,26,0,1,13,2.6,13,2.6,0,
Trey Edmunds,PIT,3,11,0,0,7,2.3,4,1.3,0,
Mason Rudolph,PIT,2,15,0,2,14,7.0,1,0.5,0,
Tony Brooks-James,PIT,1,-4,0,,-4,-4.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Nick Chubb,CLE,27,92,0,3,29,1.1,63,2.3,3,9.0
Kareem Hunt,CLE,6,12,0,2,5,0.8,7,1.2,0,
Garrett Gilbert,CLE,1,-1,0,,-1,-1.0,0,0.0,0,
Baker Mayfield,CLE,1,1,1,1,0,0.0,1,1.0,0,
