#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:40,WAS 25,3,0:56,6,Punt
2,1,10:10,WAS 37,8,3:52,38,Field Goal
3,1,1:50,WAS 25,3,1:22,13,Interception
4,2,12:21,WAS 25,3,0:59,2,Punt
5,2,8:37,WAS 11,7,4:54,89,Touchdown
6,2,1:47,WAS 23,3,0:25,8,Punt
7,2,0:16,WAS 15,1,0:16,-1,End of Half
8,3,15:00,WAS 14,1,0:13,-9,Fumble
9,3,13:58,WAS 20,3,1:31,6,Punt
10,3,10:53,WAS 22,3,1:49,8,Punt
11,3,5:07,WAS 25,13,5:59,67,Field Goal
12,4,10:32,WAS 7,4,0:44,10,Punt
13,4,5:37,WAS 28,9,1:53,56,Field Goal
14,4,1:07,WAS 25,3,0:28,24,Fumble
