Quarter,Time,Down,ToGo,Location,CAR,WAS,Detail,EPB,EPA
1,9:30,2,9,WAS 38,3,0,Kirk Cousins pass complete short left to Jamison Crowder for 5 yards,0.990,0.960
1,8:59,3,4,WAS 43,3,0,Kirk Cousins pass complete short right to Pierre Garcon for 8 yards (tackle by Leonard Johnson),0.960,2.320
1,8:34,1,10,CAR 49,3,0,Kirk Cousins pass complete deep middle to DeSean Jackson for 23 yards (tackle by Kurt Coleman),2.320,3.840
1,7:54,1,10,CAR 26,3,0,Robert Kelley middle for -1 yards (tackle by Thomas Davis and A.J. Klein),3.840,3.160
1,7:13,2,11,CAR 27,3,0,Kirk Cousins pass complete short right to Robert Kelley for 2 yards (tackle by James Bradberry),3.160,2.740
1,6:29,3,9,CAR 25,3,0,Kirk Cousins pass incomplete deep right intended for Pierre Garcon,2.740,1.800
1,6:23,4,9,CAR 25,3,3,Dustin Hopkins 43 yard field goal good,1.800,3.000
1,6:18,,,WAS 35,3,3,"Dustin Hopkins kicks off 64 yards, returned by Fozzy Whittaker for 15 yards (tackle by Ryan Grant)",0.000,0.140
1,6:12,1,10,CAR 16,3,3,Jonathan Stewart left guard for 7 yards (tackle by Martrell Spaight and Mason Foster),-0.140,0.420
1,5:34,2,3,CAR 23,3,3,Jonathan Stewart left guard for 15 yards (tackle by Martrell Spaight and Mason Foster),0.420,1.470
1,4:53,1,10,CAR 38,3,3,Jonathan Stewart right end for 2 yards (tackle by Chris Baker),1.470,1.190
1,4:11,2,8,CAR 40,3,3,Cam Newton pass complete short middle to Kelvin Benjamin for 10 yards (tackle by Josh Norman),1.190,2.260
1,3:29,1,10,,3,3,Cam Newton pass complete short left to Corey Brown for 14 yards (tackle by Martrell Spaight),2.260,3.180
1,2:45,1,10,WAS 36,3,3,Cam Newton pass incomplete short right intended for Ted Ginn (defended by Bashaud Breeland),3.180,2.640
1,2:38,2,10,WAS 36,3,3,Jonathan Stewart right tackle for 6 yards (tackle by Preston Smith and Mason Foster),2.640,2.740
1,1:57,3,4,WAS 30,9,3,"Cam Newton pass complete deep middle to Ted Ginn for 30 yards, touchdown",2.740,7.000
1,1:50,,,WAS 15,10,3,Graham Gano kicks extra point good,0.000,0.000
1,1:50,,,CAR 35,10,3,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
1,1:50,1,10,WAS 25,10,3,Kirk Cousins pass complete short right to Vernon Davis for 2 yards (tackle by Shaq Thompson),0.610,0.330
1,1:11,2,8,WAS 27,10,3,Kirk Cousins pass complete short middle to Vernon Davis for 11 yards (tackle by Kurt Coleman),0.330,1.470
1,0:39,1,10,WAS 38,10,3,Kirk Cousins pass incomplete deep left intended for Vernon Davis is intercepted by Kurt Coleman at CAR-39 and returned for 37 yards,1.470,-3.970
1,0:28,1,10,WAS 24,10,3,Jonathan Stewart right tackle for 8 yards (tackle by Deshazor Everett and Donte Whitner),3.970,4.650
Quarter,Time,Down,ToGo,Location,CAR,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,2,WAS 16,10,3,Jonathan Stewart middle for 8 yards (tackle by Donte Whitner),4.650,5.370
2,14:32,1,8,WAS 8,10,3,Fozzy Whittaker middle for 2 yards (tackle by Chris Baker),5.370,4.950
2,13:53,2,6,WAS 6,10,3,Mike Tolbert left tackle for 3 yards (tackle by Mason Foster),4.950,4.720
2,13:11,3,3,WAS 3,10,3,Cam Newton pass complete short right to Greg Olsen for -2 yards (tackle by Bashaud Breeland),4.720,3.010
2,12:26,4,5,WAS 5,13,3,Graham Gano 23 yard field goal good,3.010,3.000
2,12:21,,,CAR 35,13,3,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
2,12:21,1,10,WAS 25,13,3,Robert Kelley right guard for 2 yards (tackle by Kurt Coleman and Thomas Davis),0.610,0.330
2,11:43,2,8,WAS 27,13,3,Kirk Cousins pass incomplete short left intended for Jamison Crowder (defended by Ryan Delaire),0.330,-0.360
2,11:39,3,8,WAS 27,13,3,Kirk Cousins pass incomplete short left intended for Chris Thompson,-0.360,-1.570
2,11:33,4,8,WAS 27,13,3,"Tress Way punts 56 yards, returned by Ted Ginn for 17 yards (tackle by Nick Moody)",-1.570,-1.200
2,11:22,1,10,CAR 34,13,3,Cam Newton pass complete deep right to Greg Olsen for 27 yards (tackle by Trent Murphy),1.200,2.980
2,10:36,1,10,WAS 39,13,3,Cam Newton pass incomplete,2.980,2.440
2,10:28,2,10,WAS 39,13,3,Jonathan Stewart right end for 11 yards (tackle by Mason Foster and Duke Ihenacho),2.440,3.710
2,9:41,1,10,WAS 28,13,3,Jonathan Stewart right guard for 1 yard (tackle by Matthew Ioannidis and Evander Hood),3.710,3.300
2,9:03,2,9,WAS 27,13,3,Cam Newton pass incomplete short left intended for Kelvin Benjamin (defended by Quinton Dunbar),3.300,2.610
2,8:57,3,9,WAS 27,13,3,"Cam Newton right end for 1 yard (tackle by Trent Murphy). Penalty on Cam Newton: Unsportsmanlike Conduct, 15 yards",2.610,0.530
2,8:46,4,23,WAS 41,13,3,"Michael Palardy punts 30 yards, fair catch by Jamison Crowder",0.530,0.370
2,8:37,1,10,WAS 11,13,3,Kirk Cousins pass complete deep middle to Pierre Garcon for 20 yards (tackle by Kurt Coleman and James Bradberry),-0.370,1.000
2,7:56,1,10,WAS 31,13,3,Kirk Cousins pass complete short left to Robert Kelley for 17 yards (tackle by A.J. Klein and Kurt Coleman),1.000,2.130
2,7:56,1,10,WAS 48,13,3,"Penalty on Mario Addison: Neutral Zone Infraction, 5 yards (no play)",2.130,2.860
2,6:55,1,5,CAR 47,13,3,Kirk Cousins pass complete short right to Robert Kelley for 22 yards (tackle by Star Lotulelei),2.860,3.910
2,6:14,1,10,CAR 25,13,3,"Robert Kelley right end for 5 yards (tackle by Kawann Short). Penalty on Brandon Scherff: Offensive Holding, 10 yards (no play)",3.910,3.250
2,5:51,1,20,CAR 35,13,3,Chris Thompson right end for 4 yards (tackle by Kurt Coleman),3.250,2.550
2,5:14,2,16,CAR 31,13,3,Kirk Cousins pass complete short middle to Chris Thompson for 9 yards (tackle by Thomas Davis),2.550,3.070
2,4:30,3,7,CAR 22,13,3,Kirk Cousins pass complete short left to DeSean Jackson for 17 yards (tackle by Tre Boston),3.070,6.060
2,3:54,1,5,CAR 5,13,9,"Robert Kelley left guard for 5 yards, touchdown",6.060,7.000
2,3:43,,,CAR 15,13,9,Dustin Hopkins kicks extra point no good,0.000,-1.000
2,3:43,,,WAS 35,13,9,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.610
2,3:43,1,10,CAR 25,13,9,Cam Newton pass complete short left to Mike Tolbert for 12 yards (tackle by Josh Norman and Mason Foster),0.610,1.400
2,3:02,1,10,CAR 37,13,9,Jonathan Stewart right tackle for -1 yards (tackle by Cullen Jenkins and Martrell Spaight),1.400,0.720
2,2:23,2,11,CAR 36,13,9,Cam Newton pass incomplete short left intended for Ted Ginn (defended by Bashaud Breeland),0.720,0.040
2,2:16,3,11,CAR 36,13,9,Cam Newton sacked by Chris Baker and Trent Murphy for -10 yards,0.040,-1.630
2,2:00,4,21,CAR 26,13,9,"Michael Palardy punts 46 yards, returned by Jamison Crowder for 5 yards (tackle by Joe Webb). Penalty on Mack Brown: Illegal Block Above the Waist, 10 yards",-1.630,-0.480
2,1:47,1,10,WAS 23,13,9,Kirk Cousins pass incomplete short left intended for Pierre Garcon,0.480,-0.070
2,1:42,2,10,WAS 23,13,9,Kirk Cousins pass complete short left to DeSean Jackson for 8 yards (tackle by Daryl Worley),-0.070,0.300
2,1:37,3,2,WAS 31,13,9,Kirk Cousins pass incomplete short right intended for Pierre Garcon,0.300,-1.310
2,1:31,4,2,WAS 31,13,9,"Tress Way punts 43 yards, returned by Ted Ginn for 8 yards (tackle by Duke Ihenacho)",-1.310,-1.200
2,1:22,1,10,CAR 34,13,9,Cam Newton pass complete short middle to Corey Brown for 9 yards (tackle by Donte Whitner and Martrell Spaight),1.200,1.870
2,1:00,2,1,CAR 43,13,9,Cam Newton pass complete short left to Corey Brown for 19 yards (tackle by Greg Toler),1.870,0.000
2,0:53,,,,13,9,Timeout #2 by Carolina Panthers,0.000,-3.050
2,0:53,1,10,WAS 38,13,9,"Cam Newton pass incomplete short left intended for Greg Olsen. Penalty on Trai Turner: Illegal Use of Hands, 10 yards (no play)",3.050,2.390
2,0:47,1,20,WAS 48,13,9,Cam Newton pass complete short right to Greg Olsen for 9 yards (tackle by Josh Norman),2.390,2.370
2,0:41,2,11,WAS 39,13,9,Cam Newton pass incomplete short right intended for Corey Brown,2.370,1.680
2,0:32,3,11,WAS 39,13,9,Cam Newton pass incomplete short left intended for Greg Olsen (defended by Preston Smith),1.680,0.660
2,0:27,4,11,WAS 39,13,9,Michael Palardy punts 24 yards,0.660,0.220
2,0:16,1,10,WAS 15,13,9,Kirk Cousins kneels for -1 yards,-0.220,-0.820
Quarter,Time,Down,ToGo,Location,CAR,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,13,9,"Graham Gano kicks off 68 yards, returned by Will Blackmon for 17 yards (tackle by Colin Jones)",0.000,0.280
3,14:56,1,10,WAS 14,13,9,"Kirk Cousins sacked by Wes Horton for -9 yards. Kirk Cousins fumbles (forced by Wes Horton), recovered by Wes Horton at WAS-5 and returned for 4 yards (tackle by Vernon Davis)",-0.280,-6.970
3,14:47,1,1,WAS 1,13,9,Jonathan Stewart middle for no gain (tackle by Martrell Spaight),6.970,5.910
3,14:08,2,1,WAS 1,19,9,"Cam Newton pass complete short right to Mike Tolbert for 1 yard, touchdown",5.910,7.000
3,13:58,,,WAS 15,20,9,Graham Gano kicks extra point good,0.000,0.000
3,13:58,,,CAR 35,20,9,"Graham Gano kicks off 64 yards, muffed catch by Chris Thompson, recovered by Chris Thompson at WAS-4, and returned for 16 yards",0.000,-0.280
3,13:51,1,10,WAS 20,20,9,Robert Kelley middle for no gain (tackle by Kawann Short and Tre Boston),0.280,-0.270
3,13:17,2,10,WAS 20,20,9,Kirk Cousins pass complete short left to Jamison Crowder for 6 yards (tackle by Daryl Worley),-0.270,-0.160
3,12:48,3,4,WAS 26,20,9,Kirk Cousins pass incomplete short right intended for DeSean Jackson,-0.160,-1.630
3,12:41,4,4,WAS 26,20,9,"Tress Way punts 51 yards, returned by Ted Ginn for 19 yards (tackle by Terence Garvin)",-1.630,-1.730
3,12:27,1,10,CAR 42,20,9,Cam Newton pass complete short left to Kelvin Benjamin for 10 yards (tackle by Bashaud Breeland),1.730,2.390
3,11:55,1,10,WAS 48,20,9,"Cam Newton pass incomplete. Penalty on Cam Newton: Intentional Grounding, 10 yards",2.390,0.500
3,11:48,2,20,CAR 42,20,9,Cam Newton pass complete short right to Ted Ginn for 8 yards (tackle by Josh Norman),0.500,0.890
3,11:11,3,12,,20,9,Cam Newton pass incomplete deep right intended for Ted Ginn (defended by Josh Norman),0.890,-0.060
3,11:03,4,12,,20,9,"Michael Palardy punts 33 yards, returned by Jamison Crowder for 5 yards (tackle by Lou Young)",-0.060,-0.410
3,10:53,1,10,WAS 22,20,9,Robert Kelley left tackle for 1 yard (tackle by Shaq Thompson),0.410,0.000
3,10:16,2,9,WAS 23,20,9,Kirk Cousins pass complete short middle to Pierre Garcon for 7 yards (tackle by A.J. Klein and Thomas Davis),0.000,0.230
3,9:35,3,2,WAS 30,20,9,Robert Kelley middle for no gain (tackle by Mario Addison and Ryan Delaire),0.230,-1.370
3,9:12,4,2,WAS 30,20,9,"Tress Way punts 41 yards, out of bounds",-1.370,-0.870
3,9:04,1,10,CAR 29,20,9,Jonathan Stewart middle for 2 yards (tackle by Mason Foster),0.870,0.600
3,8:28,2,8,CAR 31,20,9,Jonathan Stewart right guard for 7 yards (tackle by Donte Whitner),0.600,0.830
3,7:45,3,1,CAR 38,20,9,Cam Newton pass complete short left to Ed Dickson for 28 yards (tackle by Bashaud Breeland),0.830,3.310
3,7:10,1,10,WAS 34,20,9,"Jonathan Stewart left end for 13 yards (tackle by Greg Toler and Duke Ihenacho). Penalty on Greg Toler: Face Mask (15 Yards), 10 yards",3.310,4.840
3,6:44,1,10,WAS 11,20,9,Jonathan Stewart right end for -3 yards (tackle by Ryan Kerrigan),4.840,3.690
3,6:01,2,13,WAS 14,20,9,Cam Newton pass incomplete short middle intended for Devin Funchess,3.690,3.030
3,5:58,3,13,WAS 14,20,9,Cam Newton pass complete short left to Jonathan Stewart for 8 yards (tackle by Mason Foster),3.030,2.990
3,5:11,4,5,WAS 6,23,9,Graham Gano 23 yard field goal good,2.990,3.000
3,5:07,,,CAR 35,23,9,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
3,5:07,1,10,WAS 25,23,9,Kirk Cousins pass complete short left to Robert Kelley for 6 yards (tackle by A.J. Klein and Daryl Worley),0.610,0.870
3,4:38,2,4,WAS 31,23,9,Kirk Cousins pass complete deep right to DeSean Jackson for 17 yards,0.870,2.130
,,,,,,,"WAS challenged the incomplete pass ruling, and the original play was overturned.",,
3,4:25,1,10,WAS 48,23,9,Kirk Cousins pass complete short middle to Pierre Garcon for 15 yards (tackle by Kurt Coleman),2.130,3.120
3,3:50,1,10,CAR 37,23,9,Robert Kelley right tackle for 2 yards (tackle by Star Lotulelei),3.120,2.840
3,3:08,2,8,CAR 35,23,9,Kirk Cousins pass complete short left to Pierre Garcon for 9 yards (tackle by Daryl Worley and Leonard Johnson),2.840,3.840
3,2:39,1,10,CAR 26,23,9,Kirk Cousins pass complete short right to Vernon Davis for 2 yards (tackle by Thomas Davis),3.840,3.570
3,2:07,2,8,CAR 24,23,9,Kirk Cousins pass complete short right to Jordan Reed for 6 yards (tackle by Thomas Davis),3.570,3.750
3,1:20,3,2,CAR 18,23,9,Kirk Cousins pass incomplete short left intended for DeSean Jackson,3.750,2.370
3,1:13,4,2,CAR 18,23,9,Kirk Cousins pass complete short middle to Jamison Crowder for 8 yards (tackle by Tre Boston),2.370,4.910
3,0:36,1,10,CAR 10,23,9,"Robert Kelley left end for -2 yards (tackle by A.J. Klein and Kawann Short). Penalty on Jordan Reed: Unnecessary Roughness, 15 yards",4.910,2.060
3,0:19,2,27,CAR 27,23,9,Kirk Cousins pass complete short left to Chris Thompson for 1 yard (tackle by Kawann Short),2.060,1.550
Quarter,Time,Down,ToGo,Location,CAR,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,26,CAR 26,23,9,Kirk Cousins pass complete short right to Pierre Garcon for 18 yards (tackle by James Bradberry and Tre Boston),1.550,2.950
4,14:13,4,8,CAR 8,23,12,Dustin Hopkins 26 yard field goal good,2.950,3.000
4,14:08,,,WAS 35,23,12,"Dustin Hopkins kicks off 66 yards, returned by Joe Webb for 16 yards (tackle by Deshazor Everett)",0.000,0.220
4,14:03,1,10,CAR 15,23,12,Cam Newton pass complete short middle to Greg Olsen for 14 yards (tackle by Greg Toler and Martrell Spaight),-0.220,0.870
4,13:27,1,10,CAR 29,23,12,Cam Newton pass complete short middle to Greg Olsen for 6 yards (tackle by Martrell Spaight),0.870,1.140
4,12:44,2,4,CAR 35,23,12,Cam Newton pass incomplete deep right intended for Ted Ginn,1.140,0.430
4,12:35,3,4,CAR 35,23,12,Cam Newton pass complete short left to Fozzy Whittaker for 25 yards (tackle by Duke Ihenacho),0.430,2.920
4,12:07,1,10,WAS 40,23,12,Fozzy Whittaker right guard for no gain (tackle by Chris Baker),2.920,0.000
4,11:25,,,,23,12,Timeout #1 by Carolina Panthers,0.000,-2.370
4,11:25,2,10,WAS 40,23,12,Jonathan Stewart left guard for 2 yards (tackle by Martrell Spaight and Ryan Kerrigan),2.370,1.950
4,10:45,3,8,WAS 38,23,12,Cam Newton pass incomplete short middle intended for Greg Olsen,1.950,0.720
4,10:40,4,8,WAS 38,23,12,"Michael Palardy punts 31 yards, fair catch by Jamison Crowder",0.720,0.380
4,10:32,1,10,WAS 7,23,12,Kirk Cousins pass complete short right to DeSean Jackson for 10 yards (tackle by Kurt Coleman),-0.380,-0.060
4,10:20,1,10,WAS 17,23,12,Kirk Cousins pass incomplete deep left intended for Pierre Garcon,-0.060,-0.580
4,10:12,2,10,WAS 17,23,12,Kirk Cousins pass incomplete short left intended for Vernon Davis (defended by Kawann Short),-0.580,-1.250
4,10:08,3,10,WAS 17,23,12,Kirk Cousins pass incomplete short right intended for Vernon Davis,-1.250,-2.320
4,10:00,4,10,WAS 17,23,12,"Tress Way punts 50 yards, returned by Ted Ginn for 12 yards (tackle by Martrell Spaight)",-2.320,-1.930
4,9:48,1,10,CAR 45,23,12,Jonathan Stewart middle for 4 yards (tackle by Martrell Spaight and Preston Smith),1.930,1.920
4,9:16,2,6,CAR 49,23,12,Jonathan Stewart left tackle for 1 yard (tackle by Preston Smith),1.920,1.360
4,8:36,3,5,,23,12,Cam Newton pass complete short left to Ted Ginn for 8 yards,1.360,2.790
4,8:10,1,10,WAS 42,23,12,Fozzy Whittaker left end for 1 yard (tackle by Martrell Spaight and Trent Murphy),2.790,2.380
4,7:23,2,9,WAS 41,23,12,Cam Newton pass complete short right to Mike Tolbert for 15 yards (tackle by Martrell Spaight),2.380,3.840
4,6:36,1,10,WAS 26,23,12,Cam Newton pass incomplete short right intended for Jonathan Stewart,3.840,3.300
4,6:30,2,10,WAS 26,23,12,Jonathan Stewart left tackle for 6 yards (tackle by Kendall Fuller and Mason Foster),3.300,3.400
4,5:48,3,4,WAS 20,23,12,"Cam Newton pass incomplete short left intended for Devin Funchess. Penalty on Greg Olsen: Offensive Pass Interference (Declined), Penalty on Trai Turner: Offensive Holding (Declined)",3.400,2.200
4,5:41,4,4,WAS 20,23,12,Graham Gano 38 yard field goal no good,2.200,-0.810
4,5:37,1,10,WAS 28,23,12,Kirk Cousins pass complete short middle to Chris Thompson for 7 yards (tackle by Mario Addison and Leonard Johnson),0.810,1.210
4,5:16,2,3,WAS 35,23,12,Kirk Cousins pass complete short right to DeSean Jackson for 14 yards,1.210,2.190
4,5:03,1,10,WAS 49,23,12,Kirk Cousins pass complete deep right to DeSean Jackson for 22 yards,2.190,3.640
,,,,,,,"WAS challenged the incomplete pass ruling, and the original play was overturned.",,
4,4:56,1,10,CAR 29,23,12,Kirk Cousins pass complete short right to Chris Thompson for 3 yards (tackle by Thomas Davis),3.640,3.510
4,4:51,2,7,CAR 26,23,12,"Kirk Cousins right end for 12 yards (tackle by Kawann Short). Penalty on Kawann Short: Unnecessary Roughness, 7 yards",3.510,5.600
4,4:42,1,7,CAR 7,23,12,Kirk Cousins pass incomplete short right intended for Vernon Davis,5.600,4.760
4,4:36,2,7,CAR 7,23,12,Kirk Cousins pass complete short left to Pierre Garcon for 1 yard (tackle by Daryl Worley),4.760,4.040
4,4:05,3,6,CAR 6,23,12,"Kirk Cousins pass incomplete. Penalty on Morgan Moses: Illegal Use of Hands, 10 yards (no play)",4.040,2.850
4,3:56,3,16,CAR 16,23,12,Kirk Cousins pass incomplete short right intended for Chris Thompson,2.850,2.380
4,3:48,4,16,CAR 16,23,15,Dustin Hopkins 34 yard field goal good,2.380,3.000
4,3:44,,,WAS 35,23,15,"Dustin Hopkins kicks off 65 yards, touchback. Penalty on WAS: Illegal Formation, 5 yards",0.000,-0.940
4,3:42,1,10,CAR 30,23,15,Jonathan Stewart right end for 34 yards (tackle by Mason Foster),0.940,3.180
4,2:54,1,10,WAS 36,23,15,Jonathan Stewart middle for 3 yards (tackle by Mason Foster),3.180,0.000
4,2:50,,,,23,15,Timeout #1 by Washington Redskins,0.000,-3.040
4,2:50,2,7,WAS 33,23,15,Mike Tolbert right tackle for 10 yards (tackle by Josh Norman and Ricky Jean-Francois),3.040,0.000
4,2:29,,,,23,15,Timeout #2 by Washington Redskins,0.000,-4.040
4,2:29,1,10,WAS 23,23,15,Jonathan Stewart left end for no gain (tackle by Mason Foster),4.040,0.000
4,2:24,,,,23,15,Timeout #3 by Washington Redskins,0.000,-3.500
4,2:24,2,10,WAS 23,23,15,Jonathan Stewart right tackle for 1 yard (tackle by Bashaud Breeland and Evander Hood),3.500,2.940
4,2:00,3,9,WAS 22,23,15,Cam Newton right guard for no gain (tackle by Trent Murphy and Mason Foster),2.940,0.000
4,1:12,,,,23,15,Timeout #2 by Carolina Panthers,0.000,-1.990
4,1:12,4,9,WAS 22,26,15,Graham Gano 41 yard field goal good,1.990,3.000
4,1:07,,,CAR 35,26,15,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
4,1:07,1,10,WAS 25,26,15,"Kirk Cousins pass complete short left to Chris Thompson for 6 yards (tackle by Thomas Davis). Penalty on Thomas Davis: Unnecessary Roughness, 15 yards",0.610,1.990
4,1:00,1,10,WAS 46,26,15,Kirk Cousins pass complete short right to Vernon Davis for 8 yards (tackle by Leonard Johnson),1.990,2.530
4,0:52,2,2,CAR 46,26,15,"Kirk Cousins pass complete short right to Vernon Davis for 5 yards. Penalty on Shawn Lauvao: Offensive Holding, 10 yards (no play)",2.530,1.180
4,0:49,2,12,WAS 44,26,15,"Kirk Cousins pass complete short left to Jamison Crowder for 5 yards (tackle by Kyle Love). Jamison Crowder fumbles (forced by Kyle Love), recovered by Kyle Love",1.180,-2.260
4,0:39,1,10,,26,15,Cam Newton kneels for -1 yards,2.260,1.580
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
