Quarter,Time,Down,ToGo,Location,TEN,CIN,Detail,EPB,EPA
2,9:50,3,13,CIN 17,7,0,Carson Palmer pass incomplete deep middle intended for Antonio Chatman,-1.510,-2.320
2,9:41,4,13,CIN 17,7,0,"Kyle Larson punts 43 yards, returned by Chris Davis for 9 yards (tackle by Corey Mays)",-2.320,-2.190
2,9:33,1,10,TEN 49,7,0,Chris Johnson left tackle for 1 yard (tackle by Domata Peko),2.190,1.780
2,8:59,2,9,,7,0,Kerry Collins pass incomplete short right intended for Justin McCareins (defended by Johnathan Joseph),1.780,1.090
2,8:54,3,9,,7,0,"Kerry Collins sacked by Antwan Odom for -10 yards. Kerry Collins fumbles (forced by Antwan Odom), recovered by Michael Roos at TEN-38",1.090,-0.850
2,8:06,4,21,TEN 38,7,0,Craig Hentrich punts 25 yards,-0.850,-1.400
2,7:55,1,10,CIN 37,7,0,Carson Palmer pass incomplete short right intended for Daniel Coats,1.400,0.860
2,7:49,2,10,CIN 37,7,0,Carson Palmer pass complete short left to Chad Ochocinco for 11 yards (tackle by Cortland Finnegan). Penalty on Tony Brown: Defensive Offside (Declined),0.860,2.130
2,7:26,1,10,CIN 48,7,0,Chris Perry left tackle for 9 yards (tackle by Chris Hope),2.130,2.800
2,6:51,2,1,TEN 43,7,0,Kenny Watson right tackle for 4 yards (tackle by Keith Bulluck and Chris Hope),2.800,2.980
2,6:16,1,10,TEN 39,7,0,Carson Palmer pass complete short right to Chad Ochocinco for 5 yards (tackle by Nick Harper),2.980,3.120
2,5:44,2,5,TEN 34,7,0,Chris Perry left tackle for -1 yards (tackle by Ryan Fowler),3.120,2.280
2,5:08,3,6,TEN 35,7,0,Carson Palmer pass complete short left to Chad Ochocinco for 13 yards (tackle by Cortland Finnegan),2.280,4.110
2,4:47,1,10,TEN 22,7,0,Chris Perry right tackle for 4 yards (tackle by Jevon Kearse),4.110,4.130
2,4:15,2,6,TEN 18,7,0,Chris Perry left guard for 5 yards (tackle by Chris Hope and Jevon Kearse),4.130,4.390
2,3:40,3,1,TEN 13,7,0,Chris Perry right guard for no gain (tackle by Chris Hope and Stephen Tulloch),4.390,2.720
2,3:22,4,1,TEN 13,7,6,"Chris Perry right tackle for 13 yards, touchdown",2.720,7.000
2,,,,TEN 2,7,7,Shayne Graham kicks extra point good,0.000,0.000
2,,,,CIN 30,7,7,"Shayne Graham kicks off 70 yards, touchback",0.000,0.280
2,3:16,1,10,TEN 20,7,7,Kerry Collins pass complete short left to Alge Crumpler for 7 yards (tackle by Leon Hall),0.280,0.680
2,2:43,2,3,TEN 27,7,7,LenDale White up the middle for 2 yards (tackle by Frostee Rucker),0.680,0.230
2,2:00,3,1,TEN 29,7,7,Ahmard Hall right guard for 2 yards (tackle by Dhani Jones and Frostee Rucker),0.230,1.000
2,1:26,1,10,TEN 31,7,7,Chris Johnson up the middle for 3 yards (tackle by Robert Geathers),1.000,0.870
2,1:21,,,,7,7,Timeout #2 by Cincinnati Bengals,0.000,0.870
2,1:21,2,7,TEN 34,7,7,"Penalty on Jake Scott: False Start, 5 yards (no play)",0.870,0.190
2,1:21,2,12,TEN 29,7,7,Chris Johnson right guard for 51 yards (tackle by Marvin White),0.190,4.240
2,1:02,,,,7,7,Timeout #1 by Tennessee Titans,0.000,4.240
2,0:58,1,10,CIN 20,7,7,Chris Johnson up the middle for 9 yards (tackle by Nedu Ndukwe),4.240,5.260
2,0:45,2,1,CIN 11,13,7,"Kerry Collins pass complete short left to Justin Gage for 11 yards, touchdown",5.260,7.000
2,,,,CIN 2,14,7,Rob Bironas kicks extra point good,0.000,0.000
2,,,,TEN 30,14,7,"Rob Bironas kicks off 75 yards, touchback",0.000,0.280
2,0:38,1,10,CIN 20,14,7,Carson Palmer pass complete short left to De De Dorsey for 13 yards (tackle by Vincent Fuller),0.280,1.140
2,0:11,1,10,CIN 33,14,7,Carson Palmer pass complete short left to De De Dorsey for 36 yards (tackle by Kyle Vanden Bosch),1.140,3.510
Quarter,Time,Down,ToGo,Location,TEN,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,14,7,"Shayne Graham kicks off 60 yards, returned by Chris Carr for 36 yards (tackle by Leon Hall)",0.000,1.990
3,14:54,1,10,TEN 46,14,7,LenDale White left guard for 4 yards (tackle by Domata Peko and Robert Geathers),1.990,1.990
3,14:19,2,6,,14,7,Kerry Collins pass complete short middle to Justin McCareins for 3 yards (tackle by Darryl Blackstock),1.990,1.690
3,13:39,3,3,CIN 47,14,7,Kerry Collins pass incomplete deep left intended for Justin McCareins,1.690,0.130
3,13:32,4,3,CIN 47,14,7,"Craig Hentrich for no gain. Craig Hentrich fumbles, recovered by Kyries Hebert at TEN-36 (tackle by Ken Amato)",0.130,-3.180
3,13:25,1,10,TEN 36,14,7,Carson Palmer pass incomplete deep middle intended for Glenn Holt,3.180,2.640
3,13:19,2,10,TEN 36,14,7,Chris Perry left end for no gain (tackle by Michael Griffin),2.640,1.950
3,12:36,3,10,TEN 36,14,7,Kenny Watson up the middle for 7 yards (tackle by Nick Harper and Vincent Fuller),1.950,1.580
3,11:52,,,,14,7,Timeout #1 by Cincinnati Bengals,0.000,1.580
3,11:52,4,3,TEN 29,14,7,Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 9 yards (tackle by Ryan Fowler). Penalty on Jevon Kearse: Defensive Offside (Declined),1.580,4.240
3,11:31,1,10,TEN 20,14,7,Chris Perry up the middle for 4 yards (tackle by Michael Griffin),4.240,4.280
3,11:03,2,6,TEN 16,14,7,Chris Perry up the middle for 2 yards (tackle by Vincent Fuller and Ryan Fowler),4.280,3.890
3,10:38,3,4,TEN 14,14,7,"Penalty on CIN: Illegal Substitution, 5 yards (no play)",3.890,3.100
3,10:14,3,9,TEN 19,14,7,Carson Palmer pass incomplete short left intended for Kenny Watson,3.100,2.180
3,10:09,4,9,TEN 19,14,7,Shayne Graham 37 yard field goal no good,2.180,-0.810
3,10:04,1,10,TEN 28,14,7,LenDale White right tackle for 2 yards (tackle by Domata Peko),0.810,0.530
3,9:30,2,8,TEN 30,14,7,Kerry Collins pass complete short middle to Justin Gage for 19 yards (tackle by Nedu Ndukwe),0.530,2.190
3,8:47,1,10,TEN 49,14,7,Kerry Collins pass complete short left to Brandon Jones for 7 yards (tackle by Leon Hall),2.190,2.590
3,8:24,2,3,CIN 44,14,7,Kerry Collins pass complete short left to Bo Scaife for 6 yards (tackle by Darryl Blackstock),2.590,3.050
3,8:06,1,10,CIN 38,14,7,Kerry Collins pass complete short middle to Chris Johnson for 7 yards (tackle by Dhani Jones),3.050,3.450
3,7:26,2,3,CIN 31,14,7,Chris Johnson right tackle for 9 yards (tackle by Nedu Ndukwe),3.450,4.110
3,6:51,1,10,CIN 22,14,7,Chris Johnson right end for -1 yards (tackle by Keith Rivers),4.110,3.430
3,6:12,2,11,CIN 23,14,7,Kerry Collins pass complete short middle to Alge Crumpler for 9 yards (tackle by Nedu Ndukwe),3.430,4.150
3,5:34,3,2,CIN 14,14,7,LenDale White left guard for -2 yards (tackle by Dhani Jones),4.150,2.450
3,4:55,4,4,CIN 16,17,7,Rob Bironas 34 yard field goal good,2.450,3.000
3,,,,TEN 30,17,7,"Rob Bironas kicks off 67 yards, returned by Glenn Holt for 38 yards (tackle by Michael Griffin)",0.000,1.660
3,4:40,1,10,CIN 41,17,7,Carson Palmer pass complete short right to T.J. Houshmandzadeh for 9 yards (tackle by Nick Harper),1.660,2.340
3,4:13,2,1,,17,7,Chris Perry right tackle for -1 yards (tackle by Kyle Vanden Bosch and Chris Hope),2.340,1.490
3,3:33,3,2,CIN 49,17,7,Chris Perry left guard for no gain (tackle by Ryan Fowler),1.490,-0.130
3,2:48,4,2,CIN 49,17,7,Kyle Larson punts 43 yards,-0.130,0.380
3,2:38,1,10,TEN 8,17,7,LenDale White left guard for 17 yards (tackle by Marvin White),-0.380,0.610
3,2:02,1,10,TEN 25,17,7,Kerry Collins pass incomplete deep left intended for Justin Gage,0.610,0.060
3,1:56,2,10,TEN 25,17,7,Chris Johnson right end for 3 yards (tackle by Keith Rivers),0.060,-0.230
3,1:20,3,7,TEN 28,17,7,Chris Johnson up the middle for no gain (tackle by Antwan Odom and Jonathan Fanene),-0.230,-1.500
3,0:42,4,7,TEN 28,17,7,Craig Hentrich punts 70 yards,-1.500,0.380
3,0:36,1,10,CIN 2,17,7,Chris Perry up the middle for 5 yards (tackle by Ryan Fowler and David Thornton),-0.380,-0.420
Quarter,Time,Down,ToGo,Location,TEN,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,CIN 7,17,7,"Carson Palmer pass complete short right to Chad Ochocinco for 5 yards (tackle by Chris Hope). Penalty on Chad Ochocinco: Offensive Pass Interference, 3 yards (no play)",-0.420,-0.630
4,14:55,2,8,CIN 4,17,7,Carson Palmer pass complete short right to Chris Perry for -3 yards (tackle by David Thornton),-0.630,-1.540
4,14:18,3,11,CIN 1,17,7,Carson Palmer pass incomplete short right intended for Kenny Watson,-1.540,-2.490
4,14:11,4,11,CIN 1,23,7,"Kyle Larson punts no gain, touchdown",-2.490,-7.000
4,,,,CIN 2,24,7,,0.000,0.000
4,,,,TEN 30,24,7,"Rob Bironas kicks off 63 yards, returned by Glenn Holt for 31 yards (tackle by Reynaldo Hill)",0.000,1.470
4,13:58,1,10,CIN 38,24,7,Carson Palmer pass incomplete short right intended for T.J. Houshmandzadeh (defended by Nick Harper),1.470,0.920
4,13:55,2,10,CIN 38,24,7,Carson Palmer pass complete short right to Chad Ochocinco for 8 yards (tackle by Eric King),0.920,1.290
4,13:22,3,2,CIN 46,24,7,Carson Palmer pass incomplete short left intended for Chad Ochocinco (defended by Jason Jones),1.290,-0.320
4,13:19,4,2,CIN 46,24,7,Kyle Larson punts 49 yards,-0.320,0.380
4,13:09,1,10,TEN 5,24,7,LenDale White up the middle for 11 yards (tackle by Marvin White and Johnathan Joseph),-0.380,-0.140
4,12:29,1,10,TEN 16,24,7,LenDale White left tackle for 3 yards (tackle by Rashad Jeanty and Robert Geathers),-0.140,-0.180
4,11:50,2,7,TEN 19,24,7,LenDale White right end for no gain (tackle by Rashad Jeanty and Marvin White),-0.180,-0.950
4,11:11,3,7,TEN 19,24,7,Kerry Collins pass complete short left to Chris Johnson for 5 yards (tackle by Marvin White). Penalty on Kevin Mawae: Illegal Block Above the Waist (Declined),-0.950,-1.770
4,10:39,4,2,TEN 24,24,7,"Craig Hentrich punts 41 yards, returned by Antonio Chatman for 34 yards (tackle by Craig Hentrich)",-1.770,-3.510
4,10:25,1,10,TEN 31,24,7,Carson Palmer pass incomplete deep left intended for T.J. Houshmandzadeh is intercepted by Cortland Finnegan at TEN-7,3.510,0.380
4,10:17,1,10,TEN 7,24,7,Chris Johnson up the middle for 6 yards (tackle by Antwan Odom),-0.380,-0.340
4,9:42,2,4,TEN 13,24,7,Chris Johnson right tackle for 2 yards (tackle by Dhani Jones),-0.340,-0.480
4,9:01,3,2,TEN 15,24,7,Chris Johnson right guard for 4 yards (tackle by Rashad Jeanty),-0.480,0.150
4,8:18,1,10,TEN 19,24,7,LenDale White right guard for 1 yard (tackle by Keith Rivers and Dhani Jones),0.150,-0.200
4,8:04,2,9,TEN 20,24,7,LenDale White up the middle for 1 yard (tackle by Nedu Ndukwe and Frostee Rucker),-0.200,-0.810
4,7:55,,,,24,7,Timeout #2 by Cincinnati Bengals,0.000,-0.810
4,7:55,3,8,TEN 21,24,7,Chris Johnson right end for no gain (tackle by Frostee Rucker),-0.810,-1.960
4,7:09,,,,24,7,Timeout #1 by Tennessee Titans,0.000,-1.960
4,7:09,4,8,TEN 21,24,7,"Craig Hentrich punts 54 yards, returned by Antonio Chatman for 8 yards (tackle by Vincent Fuller)",-1.960,-1.140
4,6:57,1,10,CIN 33,24,7,Carson Palmer pass complete short right to Antonio Chatman for 8 yards (tackle by Vincent Fuller),1.140,1.670
4,6:29,2,2,CIN 41,24,7,Carson Palmer pass complete short left to T.J. Houshmandzadeh for 8 yards (tackle by Cortland Finnegan),1.670,2.190
4,6:02,1,10,CIN 49,24,7,"Carson Palmer sacked by Jevon Kearse and Kyle Vanden Bosch for -7 yards. Carson Palmer fumbles (forced by Jevon Kearse), recovered by Bobbie Williams at CIN-42",2.190,0.700
4,5:25,2,17,CIN 42,24,7,Carson Palmer pass incomplete deep middle intended for Reggie Kelly is intercepted by Michael Griffin at TEN-33 and returned for 15 yards,0.700,-2.130
4,5:13,1,10,TEN 48,24,7,Chris Johnson left tackle for 1 yard (tackle by Rashad Jeanty),2.130,1.720
4,4:31,2,9,TEN 49,24,7,Chris Johnson left guard for 4 yards (tackle by Rashad Jeanty and John Thornton),1.720,1.550
4,3:48,3,5,CIN 47,24,7,Chris Johnson up the middle for 14 yards (tackle by Marvin White),1.550,3.380
4,3:04,1,10,CIN 33,24,7,LenDale White up the middle for 4 yards (tackle by Keith Rivers and John Thornton),3.380,3.380
4,2:20,2,6,CIN 29,24,7,LenDale White up the middle for 3 yards (tackle by Rashad Jeanty),3.380,3.070
4,2:00,3,3,CIN 26,24,7,Ahmard Hall up the middle for 1 yard (tackle by Keith Rivers and Dhani Jones),3.070,1.930
4,1:15,,,,24,7,Timeout #2 by Tennessee Titans,0.000,1.930
4,1:15,4,2,CIN 25,24,7,LenDale White right guard for no gain (tackle by John Thornton),1.930,-0.610
4,1:08,1,10,CIN 25,24,7,"De De Dorsey left tackle for 7 yards (tackle by Jason Jones). Penalty on Chad Ochocinco: Offensive Holding, 10 yards",0.610,0.410
4,0:59,1,13,CIN 22,24,7,De De Dorsey left tackle for 4 yards (tackle by Michael Griffin),0.410,0.200
4,0:27,2,9,CIN 26,24,7,De De Dorsey up the middle for -1 yards (tackle by Jason Jones),0.200,-0.620
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
