Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
J'Marcus Webb,T,52,100%,0,0%,4,17%
Isaiah Prince,T,52,100%,0,0%,4,17%
Evan Boehm,C,52,100%,0,0%,4,17%
Michael Deiter,G,52,100%,0,0%,4,17%
Josh Rosen,QB,52,100%,0,0%,0,0%
Daniel Kilgore,C,52,100%,0,0%,0,0%
Preston Williams,WR,43,83%,0,0%,0,0%
DeVante Parker,WR,43,83%,0,0%,0,0%
Durham Smythe,TE,37,71%,0,0%,13,57%
Kenyan Drake,RB,28,54%,0,0%,0,0%
Mike Gesicki,TE,26,50%,0,0%,0,0%
Nick O'Leary,TE,24,46%,0,0%,0,0%
Jakeem Grant,WR,22,42%,0,0%,6,26%
Isaiah Ford,WR,15,29%,0,0%,0,0%
Mark Walton,RB,13,25%,0,0%,4,17%
Kalen Ballage,RB,8,15%,0,0%,9,39%
Chandler Cox,FB,1,2%,0,0%,7,30%
Jerome Baker,LB,0,0%,67,100%,9,39%
Eric Rowe,CB,0,0%,67,100%,7,30%
Xavien Howard,CB,0,0%,67,100%,7,30%
Steven Parker,FS,0,0%,66,99%,10,43%
Reshad Jones,FS,0,0%,66,99%,0,0%
Davon Godchaux,DT,0,0%,55,82%,7,30%
Samuel Eguavoen,LB,0,0%,49,73%,9,39%
Taco Charlton,DE,0,0%,48,72%,0,0%
Avery Moss,DE,0,0%,47,70%,5,22%
Raekwon McMillan,LB,0,0%,43,64%,17,74%
Christian Wilkins,DE,0,0%,41,61%,11,48%
Ken Webster,CB,0,0%,29,43%,4,17%
Charles Harris,LB,0,0%,26,39%,2,9%
Doug Middleton,FS,0,0%,16,24%,10,43%
John Jenkins,DE,0,0%,13,19%,7,30%
Johnson Bademosi,CB,0,0%,13,19%,5,22%
Vince Biegel,LB,0,0%,11,16%,12,52%
Trent Harris,LB,0,0%,11,16%,0,0%
Walt Aikens,SS,0,0%,2,3%,19,83%
Deon Lacey,LB,0,0%,0,0%,12,52%
Patrick Laird,RB,0,0%,0,0%,10,43%
Chris Lammons,CB,0,0%,0,0%,8,35%
Jason Sanders,K,0,0%,0,0%,7,30%
Matt Haack,P,0,0%,0,0%,6,26%
Taybor Pepper,LS,0,0%,0,0%,6,26%
Chris Reed,G,0,0%,0,0%,4,17%
Shaq Calhoun,G,0,0%,0,0%,4,17%
