Quarter,Time,Tm,Detail,MIN,DET
1.0,5:05,Lions,Jason Hanson 30 yard field goal,0,3
2.0,5:40,Lions,Calvin Johnson 8 yard pass from Matthew Stafford (Jason Hanson kick),0,10
,1:04,Vikings,Visanthe Shiancoe 1 yard pass from Brett Favre (Ryan Longwell kick),7,10
3.0,8:38,Vikings,Ryan Longwell 26 yard field goal,10,10
,7:45,Vikings,Adrian Peterson 27 yard rush (Ryan Longwell kick),17,10
4.0,9:56,Vikings,Ryan Longwell 46 yard field goal,20,10
,5:58,Vikings,Percy Harvin 3 yard pass from Brett Favre (Ryan Longwell kick),27,10
,2:37,Lions,Jason Hanson 48 yard field goal,27,13
