Quarter,Time,Down,ToGo,Location,NOR,NWE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Saints won the coin toss, Saints to receive the opening kickoff.",,
1,15:00,,,NWE 30,0,0,"Adam Vinatieri kicks off 64 yards, returned by Aaron Stecker for 22 yards (tackle by Larry Izzo)",0.000,0.810
1,14:54,1,10,NOR 28,0,0,Aaron Brooks pass incomplete intended for Donte' Stallworth,0.810,0.260
1,14:49,,,,0,0,Timeout #1 by New Orleans Saints,0.000,0.260
1,14:49,2,10,NOR 28,0,0,Antowain Smith up the middle for 3 yards (tackle by Mike Vrabel and Tedy Bruschi),0.260,-0.030
1,14:08,3,7,NOR 31,0,0,Aaron Brooks pass complete to Zachary Hilton for 9 yards (tackle by Eugene Wilson),-0.030,1.600
1,13:29,1,10,NOR 40,0,0,Antowain Smith left guard for 3 yards (tackle by Rosevelt Colvin),1.600,1.460
1,12:52,2,7,NOR 43,0,0,Aaron Brooks pass complete to Mike Karney for 2 yards (tackle by Mike Vrabel),1.460,1.030
1,12:06,3,5,NOR 45,0,0,Aaron Brooks pass complete to Donte' Stallworth for 26 yards (tackle by Eugene Wilson),1.030,3.640
1,11:37,1,10,NWE 29,0,0,Antowain Smith up the middle for 2 yards (tackle by Rosevelt Colvin and Ty Warren),3.640,3.370
1,10:55,2,8,NWE 27,0,0,Aaron Brooks pass incomplete intended for Joe Horn,3.370,2.680
1,10:50,3,8,NWE 27,0,0,"Penalty on Wayne Gandy: False Start, 5 yards (no play)",2.680,2.020
1,10:50,3,13,NWE 32,0,0,Aaron Brooks pass incomplete intended for Joe Horn,2.020,1.240
1,10:45,4,13,NWE 32,0,0,Penalty on Mitch Berger: Delay of Game (Declined),1.240,1.240
1,10:45,4,13,NWE 32,0,0,Mitch Berger punts 30 yards,1.240,0.380
1,10:35,1,10,NWE 2,0,0,Patrick Pass up the middle for 3 yards (tackle by Tony Bryant and Ronald McKinnon),-0.380,-0.560
1,9:59,2,7,NWE 5,0,0,Patrick Pass right guard for 4 yards (tackle by Colby Bockwoldt and Ronald McKinnon),-0.560,-0.600
1,9:20,3,3,NWE 9,0,0,Tom Brady pass complete to Deion Branch for 6 yards (tackle by Mike McKenzie),-0.600,-0.220
