Quarter,Time,Down,ToGo,Location,SFO,NYG,Detail,EPB,EPA
1,7:04,1,10,NYG 40,0,7,"Penalty on Justin Tuck: Defensive Offside, 5 yards (no play)",2.920,3.650
1,6:40,1,5,NYG 35,0,7,J.T. O'Sullivan pass incomplete short right intended for Josh Morgan (defended by Corey Webster),3.650,3.050
1,6:28,2,5,NYG 35,0,7,J.T. O'Sullivan pass complete short left to Isaac Bruce for 11 yards,3.050,3.970
1,6:05,1,10,NYG 24,0,7,Delanie Walker right guard for -3 yards (tackle by Fred Robbins and Chase Blackburn),3.970,3.030
1,5:25,2,13,NYG 27,0,7,J.T. O'Sullivan pass complete short right to Vernon Davis for 5 yards (tackle by Dave Tollefson),3.030,3.010
1,4:37,3,8,NYG 22,0,7,J.T. O'Sullivan pass incomplete deep middle intended for Frank Gore,3.010,1.990
1,4:28,4,8,NYG 22,3,7,Joe Nedney 40 yard field goal good,1.990,3.000
1,,,,SFO 30,3,7,"Joe Nedney kicks off 62 yards, returned by Ahmad Bradshaw for 19 yards (tackle by Michael Robinson)",0.000,0.740
1,4:17,1,10,NYG 27,3,7,Eli Manning pass incomplete short left intended for Amani Toomer,0.740,0.200
1,4:12,2,10,NYG 27,3,7,"Brandon Jacobs right tackle for 3 yards (tackle by Patrick Willis and Justin Smith). Penalty on Nate Clements: Unnecessary Roughness, 15 yards",0.200,1.930
1,3:55,1,10,NYG 45,3,7,"Brandon Jacobs up the middle for 1 yard (tackle by Ray McDonald and Aubrayo Franklin). Penalty on Ray McDonald: Defensive Offside, 5 yards (no play)",1.930,2.660
1,3:27,1,5,,3,7,"Eli Manning pass incomplete deep middle intended for Plaxico Burress. Penalty on Nate Clements: Defensive Pass Interference, 31 yards (no play)",2.660,4.310
1,3:15,1,10,SFO 19,3,7,Brandon Jacobs up the middle for 3 yards (tackle by Aubrayo Franklin and Takeo Spikes),4.310,4.180
1,2:39,2,7,SFO 16,3,7,"Penalty on Plaxico Burress: False Start, 5 yards (no play)",4.180,3.490
1,2:12,2,12,SFO 21,3,7,Brandon Jacobs up the middle for 3 yards (tackle by Ray McDonald and Justin Smith),3.490,3.140
1,1:33,3,9,SFO 18,3,7,Eli Manning pass complete short middle to Derrick Ward for 8 yards (tackle by Nate Clements),3.140,2.910
1,0:45,4,1,SFO 10,3,7,Ahmad Bradshaw right end for 2 yards (tackle by Takeo Spikes and Parys Haralson),2.910,5.370
1,0:09,1,8,SFO 8,3,7,Brandon Jacobs up the middle for 6 yards (tackle by Takeo Spikes),5.370,5.720
Quarter,Time,Down,ToGo,Location,SFO,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,2,SFO 2,3,13,"Brandon Jacobs left guard for 2 yards, touchdown",5.720,7.000
2,,,,SFO 2,3,14,John Carney kicks extra point good,0.000,0.000
2,,,,NYG 30,3,14,"John Carney kicks off 66 yards, returned by Delanie Walker for 22 yards (tackle by Kevin Dockery)",0.000,0.670
2,14:48,1,10,SFO 26,3,14,Frank Gore left guard for 3 yards (tackle by Bryan Kehl and James Butler),0.670,0.540
2,14:19,2,7,SFO 29,3,14,J.T. O'Sullivan pass complete short left to Josh Morgan for 14 yards (tackle by Kevin Dockery),0.540,1.800
2,13:35,1,10,SFO 43,3,14,Frank Gore up the middle for 5 yards (tackle by Chase Blackburn),1.800,1.930
2,13:00,2,5,SFO 48,3,14,J.T. O'Sullivan pass complete short middle to Josh Morgan for 14 yards (tackle by Corey Webster),1.930,3.050
2,12:15,1,10,NYG 38,3,14,J.T. O'Sullivan pass complete short right to Isaac Bruce for 8 yards (tackle by Corey Webster),3.050,3.590
2,11:39,2,2,NYG 30,9,14,"J.T. O'Sullivan pass complete deep left to Josh Morgan for 30 yards, touchdown",3.590,7.000
2,,,,NYG 2,10,14,Joe Nedney kicks extra point good,0.000,0.000
2,,,,SFO 30,10,14,"Joe Nedney kicks off 62 yards, returned by Ahmad Bradshaw for 14 yards (tackle by Tully Banta-Cain)",0.000,0.410
2,11:20,1,10,NYG 22,10,14,Derrick Ward right tackle for -1 yards (tackle by Patrick Willis),0.410,-0.270
2,11:00,2,11,NYG 21,10,14,Eli Manning pass incomplete deep right intended for Plaxico Burress,-0.270,-0.960
2,10:50,3,11,NYG 21,10,14,Eli Manning pass complete short middle to Plaxico Burress for 14 yards (tackle by Patrick Willis),-0.960,1.270
2,10:14,1,10,NYG 35,10,14,Derrick Ward right guard for 11 yards (tackle by Mark Roman and Michael Lewis),1.270,1.990
2,9:35,1,10,NYG 46,10,14,Eli Manning pass complete short left to Steve Smith for 11 yards (tackle by Walt Harris),1.990,2.720
2,8:47,1,10,SFO 43,10,14,Eli Manning pass complete short right to Plaxico Burress for 4 yards (tackle by Nate Clements),2.720,2.720
2,8:12,2,6,SFO 39,10,14,Derrick Ward right tackle for -4 yards (tackle by Justin Smith),2.720,1.490
2,7:29,3,10,SFO 43,10,14,"Eli Manning pass incomplete deep right intended for Plaxico Burress (defended by Nate Clements). Penalty on Plaxico Burress: Offensive Pass Interference, 10 yards (no play)",1.490,0.170
2,7:10,3,20,NYG 47,10,14,Eli Manning pass complete short right to Derrick Ward for 7 yards (tackle by Mark Roman),0.170,0.200
2,6:41,4,13,SFO 46,10,14,"Penalty on Plaxico Burress: Unsportsmanlike Conduct, 15 yards (no play)",0.200,-0.780
2,6:37,4,28,NYG 39,10,14,Jeff Feagles punts 42 yards,-0.780,-0.150
2,6:30,1,10,SFO 19,10,14,"J.T. O'Sullivan pass complete short right to Frank Gore for 11 yards (tackle by Kevin Dockery). Penalty on Josh Morgan: Unnecessary Roughness, 15 yards",0.150,-0.220
2,6:00,1,10,SFO 15,10,14,Frank Gore right end for 1 yard (tackle by Danny Clark and Barry Cofield),-0.220,-0.580
2,5:25,2,9,SFO 16,10,14,J.T. O'Sullivan pass incomplete deep right intended for Isaac Bruce,-0.580,-1.250
2,5:18,3,9,SFO 16,10,14,J.T. O'Sullivan pass incomplete deep right intended for Josh Morgan,-1.250,-2.390
2,5:06,4,9,SFO 16,10,14,"Andy Lee punts 59 yards, returned by Domenik Hixon for 8 yards (tackle by Dashon Goldson)",-2.390,-1.140
2,5:01,1,10,NYG 33,10,14,Brandon Jacobs left tackle for -3 yards (tackle by Nate Clements and Walt Harris),1.140,0.190
2,4:27,2,13,NYG 30,10,14,Eli Manning pass complete short right to Brandon Jacobs for 6 yards (tackle by Walt Harris),0.190,0.300
2,3:41,3,7,NYG 36,10,14,Eli Manning pass incomplete (defended by Patrick Willis),0.300,-0.980
2,3:35,4,7,NYG 36,10,14,"Jeff Feagles punts 50 yards, returned by Nate Clements for 1 yard (tackle by Domenik Hixon)",-0.980,0.220
2,3:24,1,10,SFO 15,10,14,J.T. O'Sullivan pass incomplete short right intended for Josh Morgan is intercepted by Michael Johnson at SFO-27 and returned for 18 yards (tackle by Michael Robinson),-0.220,-5.140
2,3:10,1,9,SFO 9,10,14,Brandon Jacobs up the middle for 4 yards (tackle by Walt Harris),5.140,5.150
2,2:31,2,5,SFO 5,10,14,Brandon Jacobs right tackle for 2 yards (tackle by Mark Roman and Isaac Sopoaga),5.150,4.720
2,2:00,3,3,SFO 3,10,14,Eli Manning pass incomplete short right intended for Plaxico Burress,4.720,3.040
2,1:56,4,3,SFO 3,10,17,John Carney 21 yard field goal good,3.040,3.000
2,,,,NYG 30,10,17,"John Carney kicks off 60 yards, returned by Delanie Walker for 17 yards (tackle by Jonathan Goff)",0.000,0.740
2,1:44,1,10,SFO 27,10,17,J.T. O'Sullivan right end for 18 yards (tackle by Kenny Phillips),0.740,1.930
2,1:13,1,10,SFO 45,10,17,J.T. O'Sullivan pass complete short middle to Frank Gore for 13 yards (tackle by Chase Blackburn),1.930,2.790
2,0:49,1,10,NYG 42,10,17,"Penalty on Frank Gore: False Start, 5 yards (no play)",2.790,2.460
2,0:33,1,15,NYG 47,10,17,J.T. O'Sullivan pass complete deep middle to Isaac Bruce for 28 yards (tackle by Kenny Phillips),2.460,4.310
2,0:22,,,,10,17,Timeout #1 by San Francisco 49ers,0.000,4.310
2,0:22,1,10,NYG 19,10,17,J.T. O'Sullivan pass incomplete deep middle intended for Arnaz Battle is intercepted by Michael Johnson,4.310,-0.280
2,0:15,1,10,NYG 20,10,17,Eli Manning kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,SFO,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,10,17,"Joe Nedney kicks off 70 yards, returned by Ahmad Bradshaw for 26 yards (tackle by Tully Banta-Cain). Penalty on Keith Lewis: Unnecessary Roughness, 15 yards",0.000,1.660
3,14:54,1,10,NYG 41,10,17,Brandon Jacobs left guard for 12 yards (tackle by Michael Lewis),1.660,2.460
3,14:12,1,10,SFO 47,10,17,Brandon Jacobs right tackle for 2 yards (tackle by Aubrayo Franklin),2.460,2.180
3,13:25,,,,10,17,Timeout #1 by New York Giants,0.000,2.180
3,13:25,2,8,SFO 45,10,17,Brandon Jacobs left tackle for 1 yard (tackle by Donald Strickland),2.180,1.620
3,12:50,3,7,SFO 44,10,17,Eli Manning pass incomplete short left intended for Plaxico Burress (defended by Walt Harris),1.620,0.330
3,12:38,4,7,SFO 44,10,17,"Jeff Feagles punts 33 yards, fair catch by Arnaz Battle",0.330,0.370
3,12:30,1,10,SFO 11,10,17,Frank Gore left guard for 3 yards (tackle by Kevin Dockery and Danny Clark),-0.370,-0.530
3,11:56,2,7,SFO 14,10,17,Frank Gore left guard for 5 yards (tackle by Bryan Kehl and Mathias Kiwanuka),-0.530,-0.480
3,11:20,3,2,SFO 19,10,17,"J.T. O'Sullivan for no gain. J.T. O'Sullivan fumbles, recovered by Mathias Kiwanuka at SFO-18 (tackle by Eric Heitmann)",-0.480,-4.370
3,11:07,1,10,SFO 18,10,17,Eli Manning pass incomplete short middle intended for Kevin Boss (defended by Takeo Spikes),4.370,3.800
3,11:01,2,10,SFO 18,10,17,"Brandon Jacobs up the middle for 9 yards (tackle by Aubrayo Franklin and Michael Lewis). Penalty on Steve Smith: Illegal Shift, 5 yards (no play)",3.800,3.150
3,10:32,2,15,SFO 23,10,17,Eli Manning pass complete short middle to Steve Smith for 8 yards (tackle by Takeo Spikes),3.150,3.460
3,9:44,3,7,SFO 15,10,17,Eli Manning pass complete short middle to Amani Toomer for 9 yards (tackle by Michael Lewis),3.460,5.830
3,9:13,1,6,SFO 6,10,23,"Eli Manning pass complete short left to Plaxico Burress for 6 yards, touchdown",5.830,7.000
3,,,,SFO 2,10,24,John Carney kicks extra point good,0.000,0.000
3,,,,NYG 30,10,24,"John Carney kicks off 64 yards, returned by Delanie Walker for 25 yards (tackle by Terrell Thomas). Penalty on Dashon Goldson: Offensive Holding, 10 yards",0.000,0.150
3,8:51,1,10,SFO 19,10,24,J.T. O'Sullivan sacked by Barry Cofield for -1 yards,0.150,-0.560
3,8:20,2,11,SFO 18,10,24,J.T. O'Sullivan pass incomplete short right intended for Isaac Bruce,-0.560,-1.250
3,8:07,3,11,SFO 18,10,24,J.T. O'Sullivan pass complete short left to Arnaz Battle for 21 yards (tackle by Chase Blackburn),-1.250,1.530
3,7:39,1,10,SFO 39,10,24,J.T. O'Sullivan pass complete short right to Josh Morgan for 12 yards (tackle by Kevin Dockery),1.530,2.320
3,7:03,1,10,NYG 49,10,24,Frank Gore right end for -3 yards (tackle by Dave Tollefson),2.320,1.380
3,6:21,2,13,SFO 48,10,24,J.T. O'Sullivan pass incomplete short left intended for Frank Gore,1.380,0.700
3,6:09,3,13,SFO 48,10,24,J.T. O'Sullivan pass incomplete deep middle intended for Arnaz Battle,0.700,-0.190
3,6:02,4,13,SFO 48,10,24,"Andy Lee punts 52 yards, touchback",-0.190,-0.280
3,5:53,1,10,NYG 20,10,24,Eli Manning pass incomplete short left intended for Derrick Ward (defended by Patrick Willis),0.280,-0.270
3,5:45,2,10,NYG 20,10,24,Eli Manning pass incomplete (defended by Parys Haralson),-0.270,-0.960
3,5:41,3,10,NYG 20,10,24,Eli Manning pass complete short right to Derrick Ward for 35 yards (tackle by Dashon Goldson),-0.960,2.590
3,5:02,1,10,SFO 45,10,24,Ahmad Bradshaw right tackle for 7 yards (tackle by Patrick Willis and Takeo Spikes),2.590,2.990
3,4:25,2,3,SFO 38,10,24,Ahmad Bradshaw left end for no gain (tackle by Justin Smith),2.990,2.280
3,3:44,3,3,SFO 38,10,24,"Eli Manning pass incomplete deep right intended for Amani Toomer. Penalty on Walt Harris: Defensive Pass Interference, 13 yards (no play)",2.280,3.910
3,3:32,1,10,SFO 25,10,24,"Ahmad Bradshaw left guard for 17 yards (tackle by Mark Roman and Takeo Spikes). Penalty on Shaun O'Hara: Unnecessary Roughness, 15 yards",3.910,4.040
,,,,,,,"NYG challenged the fumble ruling, and the original play was overturned.",,
3,3:01,1,10,SFO 23,10,24,Eli Manning pass incomplete (defended by Isaac Sopoaga),4.040,3.500
3,2:52,2,10,SFO 23,10,24,Eli Manning pass complete short left to Domenik Hixon for 6 yards (tackle by Tarell Brown),3.500,3.660
3,2:12,3,4,SFO 17,10,24,Eli Manning pass incomplete short left intended for Plaxico Burress,3.660,2.390
3,2:03,4,4,SFO 17,16,24,"John Carney 35 yard field goal no good, blocked by Manny Lawson, recovered by Nate Clements and returned for 74 yards, touchdown",2.390,-7.000
3,,,,NYG 2,17,24,,0.000,0.000
3,,,,SFO 30,17,24,"Joe Nedney kicks off 63 yards, returned by Ahmad Bradshaw for 29 yards (tackle by Tully Banta-Cain). Penalty on Keith Lewis: Offside on Free Kick, 5 yards",0.000,1.660
3,1:30,1,10,NYG 41,17,24,Brandon Jacobs right tackle for 2 yards (tackle by Walt Harris and Manny Lawson),1.660,1.390
3,1:12,2,8,NYG 43,17,24,Brandon Jacobs left tackle for 6 yards (tackle by Manny Lawson and Aubrayo Franklin),1.390,1.490
3,0:29,3,2,NYG 49,17,24,"Penalty on Manny Lawson: Defensive Offside, 5 yards (no play)",1.490,2.520
3,0:02,1,10,SFO 46,17,24,Eli Manning pass incomplete deep left intended for Plaxico Burress,2.520,1.980
Quarter,Time,Down,ToGo,Location,SFO,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,SFO 46,17,24,Ahmad Bradshaw up the middle for 1 yard (tackle by Isaac Sopoaga and Aubrayo Franklin),1.980,1.420
4,14:18,3,9,SFO 45,17,24,Eli Manning pass complete short right to Steve Smith for 10 yards (tackle by Tarell Brown),1.420,3.250
4,13:38,1,10,SFO 35,17,24,"Penalty on Kevin Boss: False Start, 5 yards (no play)",3.250,2.920
4,13:17,1,15,SFO 40,17,24,Eli Manning pass complete short left to Steve Smith for 10 yards (tackle by Donald Strickland),2.920,3.380
4,12:33,2,5,SFO 30,17,24,Eli Manning pass incomplete (defended by Keith Lewis),3.380,2.680
4,12:27,,,,17,24,Timeout #1 by San Francisco 49ers,0.000,2.680
4,12:27,3,5,SFO 30,17,24,Eli Manning pass incomplete short right intended for Amani Toomer,2.680,1.450
4,12:22,4,5,SFO 30,17,27,John Carney 48 yard field goal good,1.450,3.000
4,,,,NYG 30,17,27,"John Carney kicks off 47 yards, returned by Kentwan Balmer for 9 yards (tackle by Jonathan Goff)",0.000,1.070
4,12:12,1,10,SFO 32,17,27,Frank Gore right guard for -2 yards (tackle by Justin Tuck),1.070,0.260
4,11:36,2,12,SFO 30,17,27,"J.T. O'Sullivan for 4 yards (tackle by Michael Johnson). Penalty on Fred Robbins: Defensive Offside (Offsetting), Penalty on Jason Hill: Illegal Formation (Offsetting) (no play)",0.260,0.260
4,11:09,2,12,SFO 30,17,27,"Penalty on Fred Robbins: Encroachment, 5 yards (no play)",0.260,0.930
4,10:49,2,7,SFO 35,17,27,"J.T. O'Sullivan sacked by Chase Blackburn for -7 yards. J.T. O'Sullivan fumbles (forced by Chase Blackburn), recovered by Barry Sims at SFO-22",0.930,-1.480
4,9:55,3,20,SFO 22,17,27,J.T. O'Sullivan pass complete deep left to Arnaz Battle for 21 yards (tackle by Chase Blackburn),-1.480,1.800
4,9:15,1,10,SFO 43,17,27,J.T. O'Sullivan pass incomplete deep left intended for Josh Morgan,1.800,1.250
4,9:03,2,10,SFO 43,17,27,Frank Gore left end for -1 yards (tackle by Mathias Kiwanuka),1.250,0.430
4,8:27,3,11,SFO 42,17,27,J.T. O'Sullivan right end for 6 yards (tackle by Aaron Ross),0.430,-0.190
4,7:34,4,5,SFO 48,17,27,Andy Lee punts 28 yards,-0.190,-0.540
4,7:24,1,10,NYG 24,17,27,Brandon Jacobs left end for -4 yards (tackle by Keith Lewis and Aubrayo Franklin),0.540,-0.540
4,6:47,2,14,NYG 20,17,27,"Eli Manning pass incomplete deep right intended for Amani Toomer (defended by Keith Lewis). Penalty on David Diehl: Offensive Holding, 10 yards (no play)",-0.540,-1.800
4,6:38,,,,17,27,Timeout #2 by San Francisco 49ers,0.000,-1.800
4,6:38,2,24,NYG 10,17,27,Eli Manning pass complete short left to Ahmad Bradshaw for 5 yards (tackle by Keith Lewis),-1.800,-2.250
4,5:56,3,19,NYG 15,17,27,Derrick Ward right end for 13 yards (tackle by Patrick Willis and Mark Roman),-2.250,-1.500
4,5:22,4,6,NYG 28,17,27,"Jeff Feagles punts 49 yards, returned by Arnaz Battle for -3 yards (tackle by Domenik Hixon)",-1.500,-0.280
4,5:08,1,10,SFO 20,17,29,"J.T. O'Sullivan sacked by Justin Tuck for 0 yards. J.T. O'Sullivan fumbles (forced by Justin Tuck), safety. Penalty on Barry Sims: Offensive Holding (Declined), Penalty on Josh Morgan: Illegal Kick",0.280,-2.000
4,,,,SFO 20,17,29,"Andy Lee kicks off 63 yards, returned by Ahmad Bradshaw for 21 yards (tackle by Jason Hill)",0.000,1.470
4,4:51,1,10,NYG 38,17,29,Ahmad Bradshaw right end for 1 yard (tackle by Aubrayo Franklin and Keith Lewis),1.470,1.060
4,4:07,2,9,NYG 39,17,29,Ahmad Bradshaw left guard for 1 yard (tackle by Patrick Willis and Manny Lawson),1.060,0.500
4,3:22,3,8,NYG 40,17,29,"Ahmad Bradshaw left tackle for -1 yards (tackle by Manny Lawson). Ahmad Bradshaw fumbles (forced by Manny Lawson), recovered by David Diehl at NYG-39",0.500,-0.780
4,2:36,4,9,NYG 39,17,29,"Jeff Feagles punts 61 yards, touchback. Penalty on Domenik Hixon: Illegal Touch Kick",-0.780,-0.280
4,2:24,1,10,SFO 20,17,29,J.T. O'Sullivan pass complete short left to Josh Morgan for 16 yards (tackle by Terrell Thomas),0.280,1.330
4,2:16,1,10,SFO 36,17,29,"J.T. O'Sullivan sacked by Justin Tuck for -8 yards. J.T. O'Sullivan fumbles (forced by Justin Tuck), recovered by Adam Snyder at SFO-26",1.330,-0.560
4,2:00,2,20,SFO 26,17,29,J.T. O'Sullivan pass incomplete short right intended for Arnaz Battle,-0.560,-1.220
4,1:54,3,20,SFO 26,17,29,"J.T. O'Sullivan pass complete short left to Josh Morgan for 7 yards (tackle by Corey Webster). Penalty on Joe Staley: Offensive Holding, 10 yards (no play)",-1.220,-3.150
4,1:48,3,30,SFO 16,17,29,J.T. O'Sullivan pass complete short middle to Michael Robinson for 18 yards (tackle by Kevin Dockery),-3.150,-1.110
4,1:19,4,12,SFO 34,17,29,J.T. O'Sullivan for 3 yards (tackle by Chase Blackburn),-1.110,-3.120
4,1:09,1,10,SFO 37,17,29,Eli Manning kneels for -1 yards,3.120,2.440
4,0:36,2,11,SFO 38,17,29,Eli Manning kneels for -2 yards,2.440,1.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
