Quarter,Time,Down,ToGo,Location,PHI,TAM,Detail,EPB,EPA
1,6:59,1,10,PHI 19,0,7,Jalen Hurts right end for 9 yards (tackle by Jordan Whitehead),,
1,6:11,2,2,PHI 27,0,7,"Jalen Hurts pass incomplete short left. Penalty on Jason Pierre-Paul: Defensive Offside, 5 yards (accepted) (no play)",,
1,6:06,1,10,PHI 33,0,7,Miles Sanders right end for -5 yards (tackle by Jordan Whitehead),,
1,5:23,2,15,PHI 28,0,7,Jalen Hurts pass complete short right to Miles Sanders for 6 yards (tackle by Carlton Davis),,
1,4:41,3,9,PHI 34,0,7,Jalen Hurts pass incomplete short left intended for Jalen Reagor (defended by Joe Tryon-Shoyinka),,
1,4:35,4,9,PHI 34,0,7,"Arryn Siposs punts 36 yards, returned by Jaelon Darden for no gain (tackle by Josiah Scott)",,
1,4:25,1,10,TAM 30,0,7,Ke'Shawn Vaughn left guard for 2 yards (tackle by Milton Williams),,
1,4:01,2,8,TAM 32,0,7,Tom Brady pass complete short middle to Rob Gronkowski for 13 yards (tackle by Anthony Harris),,
1,3:34,1,10,TAM 45,0,7,Tom Brady pass complete short middle to Rob Gronkowski for 8 yards (tackle by Rodney McLeod),,
1,3:08,2,2,PHI 47,0,7,Tom Brady pass complete short right to Tyler Johnson for 17 yards (tackle by Rodney McLeod and Steven Nelson),,
1,2:36,1,10,PHI 30,0,7,Tom Brady pass incomplete deep middle intended for Rob Gronkowski,,
1,2:32,2,10,PHI 30,0,7,Tom Brady pass complete short right to Mike Evans for 16 yards (tackle by Avonte Maddox and T.J. Edwards),,
1,1:51,1,10,PHI 14,0,7,Tom Brady pass complete short left to Mike Evans for 8 yards (tackle by Avonte Maddox and Darius Slay),,
1,1:27,2,2,PHI 6,0,7,"Ke'Shawn Vaughn up the middle for 3 yards (tackle by Fletcher Cox and Hassan Ridgeway) Penalty on PHI: Defensive Too Many Men on Field, 5 yards (declined) . Penalty on Milton Williams: Defensive Offside, 5 yards (declined)",,
1,1:10,1,3,PHI 3,0,7,Ke'Shawn Vaughn up the middle for 2 yards (tackle by Anthony Harris and T.J. Edwards),,
1,0:28,2,1,PHI 1,0,13,"Ke'Shawn Vaughn left guard for 1 yard, touchdown",,
1,0:25,,,PHI 15,0,14,Ryan Succop kicks extra point good,,
1,0:25,,,TAM 35,0,14,"Bradley Pinion kicks off 55 yards, returned by Kenneth Gainwell for 17 yards (tackle by Jamel Dean)",,
1,0:20,1,10,PHI 27,0,14,Miles Sanders left tackle for 2 yards (tackle by Ndamukong Suh and Vita Vea),,
Quarter,Time,Down,ToGo,Location,PHI,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,PHI 29,0,14,Jalen Hurts pass incomplete deep left intended for Dallas Goedert,,
2,14:56,3,8,PHI 29,0,14,Jalen Hurts sacked by Antoine Winfield for -5 yards,,
2,14:20,4,13,PHI 24,0,14,"Arryn Siposs punts 46 yards, returned by Jaelon Darden for 1 yard (tackle by Patrick Johnson)",,
2,14:08,1,10,TAM 31,0,14,Tom Brady pass complete short right to Mike Evans for 18 yards (tackle by Darius Slay),,
2,13:39,1,10,TAM 49,0,14,Tom Brady pass complete short right to Mike Evans for 9 yards (tackle by Darius Slay),,
2,13:14,2,1,PHI 42,0,14,Ke'Shawn Vaughn up the middle for 5 yards (tackle by Tarron Jackson),,
2,12:49,1,10,PHI 37,0,14,Tom Brady pass complete short left to Scott Miller for 8 yards (tackle by Steven Nelson),,
2,12:19,2,2,PHI 29,0,14,Ke'Shawn Vaughn right tackle for 6 yards (tackle by Marcus Epps),,
2,11:45,1,10,PHI 23,0,14,Tom Brady pass complete short left to Ke'Shawn Vaughn for 5 yards (tackle by T.J. Edwards),,
2,11:21,2,5,PHI 18,0,14,Tom Brady pass complete short middle to Tyler Johnson for 13 yards (tackle by Marcus Epps and Avonte Maddox),,
2,10:46,1,5,PHI 5,0,14,Tom Brady pass incomplete short left intended for Mike Evans (defended by Darius Slay),,
2,10:43,2,5,PHI 5,0,14,Tom Brady pass complete short middle to Giovani Bernard for -4 yards (tackle by Ryan Kerrigan),,
2,10:05,3,9,PHI 9,0,14,Tom Brady sacked by and Derek Barnett for -7 yards and Javon Hargrave for -7 yards,,
2,9:20,4,16,PHI 16,0,17,Ryan Succop 34 yard field goal good,,
2,9:16,,,TAM 35,0,17,"Bradley Pinion kicks off 64 yards, returned by Kenneth Gainwell for 16 yards (tackle by Grant Stuard and Ross Cockrell)",,
2,9:12,1,10,PHI 17,0,17,Jalen Hurts right end for 11 yards (tackle by Antoine Winfield),,
2,8:35,1,10,PHI 28,0,17,Jalen Hurts pass complete short left to Quez Watkins for no gain (tackle by Jamel Dean),,
2,7:55,2,10,PHI 28,0,17,Jalen Hurts pass complete short right to Kenneth Gainwell for 3 yards (tackle by Carlton Davis),,
2,7:12,3,7,PHI 31,0,17,Jalen Hurts pass complete short middle to Dallas Goedert for 16 yards (tackle by Devin White),,
2,6:42,1,10,PHI 47,0,17,Jalen Hurts left end for 6 yards (tackle by Jamel Dean),,
2,6:19,2,4,TAM 47,0,17,Jalen Hurts pass incomplete short right intended for Dallas Goedert,,
2,6:15,3,4,TAM 47,0,17,Jalen Hurts pass incomplete deep left intended for Dallas Goedert,,
2,6:09,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
2,6:09,4,4,TAM 47,0,17,Jalen Hurts pass complete short left to Dallas Goedert for 10 yards (tackle by Lavonte David),,
2,5:32,1,10,TAM 37,0,17,Jalen Hurts pass incomplete short left intended for Dallas Goedert,,
2,5:26,2,10,TAM 37,0,17,Miles Sanders right end for -1 yards (tackle by Devin White),,
2,4:40,3,11,TAM 38,0,17,Jalen Hurts pass complete short left to Miles Sanders for 1 yard (tackle by Antoine Winfield and Devin White),,
2,4:04,4,10,TAM 37,0,17,Jalen Hurts pass incomplete short right intended for Jalen Reagor (defended by Carlton Davis),,
2,3:49,1,10,TAM 37,0,17,"Penalty on Carlton Davis: Unsportsmanlike Conduct / Offense, 15 yards (accepted) (no play)",,
2,3:49,1,10,TAM 22,0,17,Ke'Shawn Vaughn left guard for -1 yards (tackle by Fletcher Cox and Anthony Harris),,
2,3:17,2,11,TAM 21,0,17,Tom Brady pass complete short left to Ke'Shawn Vaughn for 4 yards (tackle by Alex Singleton),,
2,2:36,3,7,TAM 25,0,17,Tom Brady sacked by and Ryan Kerrigan for -9 yards and Javon Hargrave for -9 yards,,
2,2:31,,,,,,Timeout #1 by Philadelphia Eagles,,
2,2:31,4,16,TAM 16,0,17,"Bradley Pinion punts 50 yards, returned by Jalen Reagor for 5 yards (tackle by Grant Stuard)",,
2,2:23,1,10,PHI 39,0,17,"Jalen Hurts pass complete short left to Dallas Goedert for 10 yards (tackle by Jamel Dean). Penalty on Jason Kelce: Offensive Holding, 10 yards (accepted)",,
2,2:00,1,10,PHI 39,0,17,"Jalen Hurts pass complete short right to DeVonta Smith for no gain (tackle by Devin White and Antoine Winfield). Penalty on Quez Watkins: Offensive Pass Interference, 10 yards (accepted) (no play)",,
2,1:54,1,20,PHI 29,0,17,Jalen Hurts pass incomplete deep left intended for Dallas Goedert,,
2,1:48,2,20,PHI 29,0,17,Jalen Hurts left end for 9 yards (tackle by Jordan Whitehead),,
2,1:43,3,11,PHI 38,0,17,Jalen Hurts pass complete deep left to Quez Watkins for 35 yards (tackle by Jordan Whitehead),,
2,1:13,1,10,TAM 27,0,17,Jalen Hurts pass complete short left to DeVonta Smith for 6 yards (tackle by Jamel Dean),,
2,0:50,2,4,TAM 21,0,17,Jalen Hurts pass deep left intended for DeVonta Smith is intercepted by Mike Edwards in end zone and returned for no gain,,
2,0:43,1,10,TAM 20,0,17,Giovani Bernard up the middle for 5 yards (tackle by Derek Barnett and Rodney McLeod),,
2,0:37,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
2,0:37,2,5,TAM 25,0,17,Tom Brady pass complete short right to Rob Gronkowski for 3 yards (tackle by Steven Nelson),,
2,0:29,3,2,TAM 28,0,17,Tom Brady sacked by Ryan Kerrigan for -8 yards,,
2,0:27,,,,,,Timeout #2 by Philadelphia Eagles,,
2,0:27,4,10,TAM 20,0,17,Bradley Pinion punts 61 yards downed by Scott Miller,,
2,0:15,1,10,PHI 19,0,17,Jalen Hurts pass complete short left to Kenneth Gainwell for no gain (tackle by Jamel Dean),,
Quarter,Time,Down,ToGo,Location,PHI,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,0,17,"Bradley Pinion kicks off 65 yards, touchback.",,
3,15:00,1,10,PHI 25,0,17,Miles Sanders right tackle for 2 yards (tackle by Ndamukong Suh),,
3,14:19,2,8,PHI 27,0,17,"Jalen Hurts scrambles up the middle for no gain (tackle by Lavonte David). Penalty on Jason Kelce: Offensive Holding, 10 yards (accepted) (no play)",,
3,13:52,2,18,PHI 17,0,17,Jalen Hurts pass complete short right to Kenneth Gainwell for 10 yards (tackle by Jordan Whitehead),,
3,13:08,3,8,PHI 27,0,17,Jalen Hurts pass complete deep left to Dallas Goedert for 28 yards (tackle by Mike Edwards),,
3,12:28,1,10,TAM 45,0,17,Jalen Hurts pass incomplete deep middle intended for Quez Watkins,,
3,12:22,2,10,TAM 45,0,17,Jalen Hurts pass incomplete short left intended for Dallas Goedert,,
3,12:18,3,10,TAM 45,0,17,Jalen Hurts pass incomplete short left intended for DeVonta Smith (defended by Andrew Adams),,
3,12:13,4,10,TAM 45,0,17,"Arryn Siposs punts 36 yards, fair catch by Jaelon Darden at TB-9",,
3,12:07,1,10,TAM 9,0,17,Ke'Shawn Vaughn right tackle for 7 yards (tackle by Rodney McLeod and Anthony Harris),,
3,11:32,2,3,TAM 16,0,17,Ke'Shawn Vaughn up the middle for -2 yards (tackle by Alex Singleton and Anthony Harris),,
3,10:50,3,5,TAM 14,0,17,Tom Brady pass incomplete short left intended for Breshad Perriman (defended by Steven Nelson),,
3,10:46,4,5,TAM 14,0,17,"Bradley Pinion punts 39 yards, recovered by Ross Cockrell at PHI-48",,
3,10:35,1,10,PHI 48,0,17,Tom Brady pass complete short left to Giovani Bernard for 22 yards (tackle by Marcus Epps and Anthony Harris),,
3,9:46,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
3,9:46,1,10,PHI 26,0,17,Giovani Bernard right guard for 2 yards (tackle by Alex Singleton and Derek Barnett),,
3,9:06,2,8,PHI 24,0,17,Tom Brady pass complete short middle to Cameron Brate for 5 yards (tackle by Alex Singleton),,
3,8:24,3,3,PHI 19,0,17,Tom Brady pass complete deep left to Mike Evans for 17 yards (tackle by Avonte Maddox),,
3,7:42,1,2,PHI 2,0,23,"Tom Brady pass complete short middle to Rob Gronkowski for 2 yards, touchdown",,
3,7:38,,,PHI 15,0,24,Ryan Succop kicks extra point good,,
3,7:38,,,TAM 35,0,24,"Bradley Pinion kicks off 65 yards, touchback.",,
3,7:38,1,10,PHI 25,0,24,Miles Sanders left end for 14 yards (tackle by Mike Edwards),,
3,6:59,1,10,PHI 39,0,24,Jalen Hurts pass complete short right to Jalen Reagor for 2 yards (tackle by Carlton Davis and Antoine Winfield),,
3,6:23,2,8,PHI 41,0,24,Jalen Hurts pass complete short right to Miles Sanders for 5 yards (tackle by Carlton Davis),,
3,5:44,3,3,PHI 46,0,24,Jalen Hurts pass incomplete short middle intended for Quez Watkins (defended by Jamel Dean),,
3,5:39,4,3,PHI 46,0,24,Jalen Hurts pass short right intended for DeVonta Smith is intercepted by Shaquil Barrett at TB-47 and returned for 17 yards (tackle by Jordan Mailata),,
3,5:25,1,10,PHI 36,0,30,"Tom Brady pass complete deep left to Mike Evans for 36 yards, touchdown",,
3,5:18,,,PHI 15,0,31,Ryan Succop kicks extra point good,,
3,5:18,,,TAM 35,0,31,"Bradley Pinion kicks off 61 yards, returned by Kenneth Gainwell for 24 yards (tackle by Kevin Minter)",,
3,5:12,1,10,PHI 28,0,31,Jalen Hurts right end for -4 yards (tackle by Joe Tryon-Shoyinka),,
3,4:33,2,14,PHI 24,0,31,Jalen Hurts pass incomplete short left intended for DeVonta Smith,,
3,4:30,3,14,PHI 24,0,31,Jalen Hurts pass complete short right to Jordan Howard for 7 yards (tackle by Carlton Davis),,
3,4:01,4,7,PHI 31,0,31,"Arryn Siposs punts 58 yards, returned by Jaelon Darden for 8 yards (tackle by Josiah Scott)",,
3,3:50,1,10,TAM 19,0,31,Giovani Bernard right end for 8 yards (tackle by Alex Singleton),,
3,3:15,2,2,TAM 27,0,31,Giovani Bernard up the middle for 7 yards (tackle by Rodney McLeod and Steven Nelson),,
3,2:34,1,10,TAM 34,0,31,Giovani Bernard right end for -2 yards (tackle by Alex Singleton),,
3,1:55,2,12,TAM 32,0,31,Tom Brady pass incomplete short left,,
3,1:51,3,12,TAM 32,0,31,"Penalty on Ryan Jensen: False Start, 5 yards (accepted) (no play)",,
3,1:51,3,17,TAM 27,0,31,Giovani Bernard up the middle for 7 yards (tackle by Javon Hargrave and Fletcher Cox),,
3,1:11,4,10,TAM 34,0,31,"Bradley Pinion punts 45 yards, returned by Jalen Reagor for -1 yards (tackle by Dee Delaney)",,
3,1:03,1,10,PHI 20,0,31,Miles Sanders left end for -3 yards (tackle by Mike Edwards),,
3,0:18,2,13,PHI 17,0,31,Jalen Hurts pass incomplete deep left intended for Quez Watkins,,
3,0:11,3,13,PHI 17,0,31,Jalen Hurts pass incomplete short middle intended for DeVonta Smith (defended by Devin White),,
3,0:06,4,13,PHI 17,0,31,"Arryn Siposs punts 49 yards, returned by Jaelon Darden for 4 yards (tackle by Jack Stoll)",,
Quarter,Time,Down,ToGo,Location,PHI,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TAM 38,0,31,Ke'Shawn Vaughn left end for -5 yards (tackle by Milton Williams),,
4,14:27,2,15,TAM 33,0,31,Ke'Shawn Vaughn up the middle for 6 yards (tackle by Alex Singleton and Rodney McLeod),,
4,13:44,3,9,TAM 39,0,31,Tom Brady sacked by Alex Singleton for -4 yards,,
4,13:04,4,13,TAM 35,0,31,"Bradley Pinion punts 61 yards, returned by Jalen Reagor for 31 yards (tackle by K.J. Britt)",,
4,12:48,1,10,PHI 35,0,31,Jalen Hurts pass complete short left to DeVonta Smith for 31 yards (tackle by Jamel Dean),,
4,12:15,1,10,TAM 34,6,31,"Boston Scott left guard for 34 yards, touchdown",,
4,12:08,,,TAM 15,7,31,Jake Elliott kicks extra point good,,
4,12:08,,,PHI 35,7,31,"Jake Elliott kicks off 61 yards, returned by Jaelon Darden for 16 yards (tackle by Marcus Epps). Penalty on Rob Gronkowski: Offensive Holding, 10 yards (accepted)",,
4,12:01,1,10,TAM 10,7,31,Giovani Bernard up the middle for 5 yards (tackle by Shaun Bradley),,
4,11:23,2,5,TAM 15,7,31,Tom Brady pass complete short left to Cameron Brate for 16 yards (tackle by Alex Singleton),,
4,10:41,1,10,TAM 31,7,31,Tom Brady pass complete short right to Mike Evans for 3 yards (tackle by Darius Slay),,
4,10:02,2,7,TAM 34,7,31,Tom Brady pass complete short left to Rob Gronkowski for 5 yards (tackle by Alex Singleton and Avonte Maddox),,
4,9:20,3,2,TAM 39,7,31,Tom Brady pass incomplete short left intended for Giovani Bernard,,
4,9:17,4,2,TAM 39,7,31,"Bradley Pinion punts 48 yards, recovered by Jalen Reagor at PHI-7 (tackle by Cam Gill)",,
4,9:01,1,10,PHI 7,7,31,Kenneth Gainwell right tackle for 6 yards (tackle by Mike Edwards),,
4,8:25,2,4,PHI 13,7,31,Jalen Hurts pass complete short right to DeVonta Smith for 19 yards (tackle by Mike Edwards),,
4,7:50,1,10,PHI 32,7,31,Jalen Hurts up the middle for 5 yards (tackle by Mike Edwards),,
4,7:20,2,5,PHI 37,7,31,Jalen Hurts pass complete short middle to Dallas Goedert for 17 yards (tackle by Mike Edwards),,
4,6:48,1,10,TAM 46,7,31,Jalen Hurts pass incomplete deep left intended for Quez Watkins,,
4,6:41,2,10,TAM 46,7,31,Jalen Hurts pass complete short right to DeVonta Smith for 4 yards (tackle by Antoine Winfield),,
4,6:00,3,6,TAM 42,7,31,Jalen Hurts pass complete short left to Kenneth Gainwell for 20 yards (tackle by Mike Edwards),,
4,5:25,1,10,TAM 22,7,31,Jalen Hurts scrambles up the middle for 6 yards (tackle by Lavonte David),,
4,4:56,2,4,TAM 16,7,31,Jalen Hurts pass incomplete deep left intended for DeVonta Smith,,
4,4:51,3,4,TAM 16,13,31,"Jalen Hurts pass complete short left to Kenneth Gainwell for 16 yards, touchdown",,
4,4:45,,,TAM 2,15,31,Two Point Attempt: Jalen Hurts pass complete to to DeVonta Smith for no gain,,
4,4:45,,,PHI 35,15,31,"Jake Elliott kicks onside 11 yards, returned by Giovani Bernard for no gain",,
4,4:44,1,10,PHI 46,15,31,Ke'Shawn Vaughn left tackle for 2 yards (tackle by Shaun Bradley and Cameron Malveaux),,
4,4:02,2,8,PHI 44,15,31,Scott Miller right end for 9 yards (tackle by Shaun Bradley),,
4,3:52,,,,,,Timeout #1 by Philadelphia Eagles,,
4,3:52,1,10,PHI 35,15,31,Ke'Shawn Vaughn left end for 3 yards (tackle by Alex Singleton and Anthony Harris),,
4,3:45,,,,,,Timeout #2 by Philadelphia Eagles,,
4,3:45,2,7,PHI 32,15,31,Giovani Bernard right end for 3 yards (tackle by Anthony Harris),,
4,3:40,,,,,,Timeout #3 by Philadelphia Eagles,,
4,3:40,3,4,PHI 29,15,31,Tom Brady pass complete short right to Giovani Bernard for 6 yards (tackle by Anthony Harris),,
4,2:59,1,10,PHI 23,15,31,Giovani Bernard up the middle for 3 yards (tackle by Milton Williams),,
4,2:17,2,7,PHI 20,15,31,Giovani Bernard left end for 5 yards (tackle by Anthony Harris),,
4,2:00,3,2,PHI 15,15,31,Giovani Bernard up the middle for 1 yard (tackle by Anthony Harris),,
4,1:16,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,1:16,4,1,PHI 14,15,31,Giovani Bernard right end for -2 yards (tackle by Alex Singleton),,
4,1:11,1,10,PHI 16,15,31,Jalen Hurts pass incomplete deep left intended for Quez Watkins,,
4,1:04,2,10,PHI 16,15,31,Jalen Hurts pass complete short left to Dallas Goedert for 11 yards (tackle by Jamel Dean and Kevin Minter),,
4,0:42,1,10,PHI 27,15,31,"Jalen Hurts sacked by Steve McLendon for -9 yards. Jalen Hurts fumbles (forced by Steve McLendon), recovered by Kenneth Gainwell at PHI-18 (tackle by Steve McLendon)",,
4,0:04,2,19,PHI 18,15,31,Jalen Hurts pass incomplete deep left intended for DeVonta Smith,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
