0,1
Game Info,Game Info
Won Toss,Eagles (deferred)
Roof,outdoors
Surface,grass
Duration,3:07
Attendance,65077
Weather,"66 degrees, relative humidity 52%, wind 21 mph"
Vegas Line,Tampa Bay Buccaneers -8.5
Over/Under,45.5 (over)
