Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Sua Opeta,G,66,100%,0,0%,1,4%
Jordan Mailata,T,66,100%,0,0%,1,4%
Landon Dickerson,G,66,100%,0,0%,1,4%
Jason Kelce,C,66,100%,0,0%,0,0%
Jalen Hurts,QB,66,100%,0,0%,0,0%
DeVonta Smith,WR,66,100%,0,0%,0,0%
Dallas Goedert,TE,59,89%,0,0%,0,0%
Quez Watkins,WR,58,88%,0,0%,0,0%
Jalen Reagor,WR,53,80%,0,0%,7,25%
Lane Johnson,T,43,65%,0,0%,0,0%
Kenneth Gainwell,RB,25,38%,0,0%,16,58%
Le'Raven Clark,T,23,35%,0,0%,1,4%
Miles Sanders,RB,22,33%,0,0%,0,0%
Jack Stoll,TE,14,21%,0,0%,10,36%
Jordan Howard,RB,14,21%,0,0%,0,0%
Boston Scott,RB,6,9%,0,0%,7,25%
Greg Ward,WR,6,9%,0,0%,4,14%
Richard Rodgers,TE,5,8%,0,0%,22,79%
KeeSean Johnson,WR,2,3%,0,0%,16,58%
Rodney McLeod,FS,0,0%,72,99%,0,0%
Steven Nelson,CB,0,0%,71,97%,0,0%
Darius Slay,CB,0,0%,71,97%,0,0%
Alex Singleton,LB,0,0%,64,88%,11,40%
Anthony Harris,FS,0,0%,63,86%,0,0%
Derek Barnett,DE,0,0%,58,79%,5,18%
Fletcher Cox,DT,0,0%,58,79%,0,0%
Javon Hargrave,DT,0,0%,52,71%,0,0%
Avonte Maddox,CB,0,0%,51,70%,3,11%
Milton Williams,DT,0,0%,39,53%,4,14%
T.J. Edwards,LB,0,0%,35,48%,3,11%
Ryan Kerrigan,DE,0,0%,35,48%,0,0%
Marcus Epps,SS,0,0%,32,44%,23,83%
Genard Avery,LB,0,0%,30,41%,5,18%
Hassan Ridgeway,DT,0,0%,23,32%,6,22%
Shaun Bradley,LB,0,0%,18,25%,16,58%
Cameron Malveaux,DE,0,0%,15,21%,11,40%
Tarron Jackson,DE,0,0%,15,21%,11,40%
Patrick Johnson,LB,0,0%,1,1%,22,79%
Zech McPhearson,CB,0,0%,0,0%,27,97%
Josiah Scott,CB,0,0%,0,0%,27,97%
K'Von Wallace,SS,0,0%,0,0%,27,97%
Rick Lovato,LS,0,0%,0,0%,7,25%
Arryn Siposs,P,0,0%,0,0%,7,25%
Jake Elliott,K,0,0%,0,0%,4,14%
Andre Dillard,T,0,0%,0,0%,1,4%
