Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
James Hurst,T,76,100%,0,0%,3,11%
Ryan Ramczyk,T,76,100%,0,0%,3,11%
Cesar Ruiz,G,76,100%,0,0%,3,11%
Erik McCoy,C,76,100%,0,0%,0,0%
Terron Armstead,T,76,100%,0,0%,0,0%
Trevor Siemian,QB,73,96%,0,0%,0,0%
Adam Trautman,TE,67,88%,0,0%,3,11%
Tre'Quan Smith,WR,61,80%,0,0%,0,0%
Marquez Callaway,WR,60,79%,0,0%,0,0%
Alvin Kamara,RB,52,68%,0,0%,0,0%
Mark Ingram,RB,26,34%,0,0%,0,0%
Kenny Stills,WR,25,33%,0,0%,0,0%
Deonte Harty,WR,23,30%,0,0%,10,37%
Taysom Hill,QB,17,22%,0,0%,3,11%
Calvin Throckmorton,T,16,21%,0,0%,3,11%
Kevin White,WR,15,20%,0,0%,13,48%
Garrett Griffin,TE,11,14%,0,0%,11,41%
Alex Armah,RB,10,13%,0,0%,11,41%
Malcolm Jenkins,SS,0,0%,59,100%,2,7%
Demario Davis,LB,0,0%,59,100%,1,4%
Marcus Williams,FS,0,0%,59,100%,0,0%
Marshon Lattimore,CB,0,0%,58,98%,1,4%
Cameron Jordan,DE,0,0%,49,83%,6,22%
Kwon Alexander,LB,0,0%,46,78%,1,4%
Marcus Davenport,DE,0,0%,43,73%,6,22%
Paulson Adebo,CB,0,0%,39,66%,14,52%
David Onyemata,DT,0,0%,37,63%,5,19%
Shy Tuttle,DT,0,0%,32,54%,3,11%
P.J. Williams,CB,0,0%,30,51%,9,33%
Bradley Roby,CB,0,0%,28,47%,1,4%
Josiah Bronson,DT,0,0%,21,36%,0,0%
Tanoh Kpassagnon,DE,0,0%,17,29%,7,26%
Christian Ringo,DT,0,0%,17,29%,0,0%
C.J. Gardner-Johnson,SS,0,0%,16,27%,3,11%
Payton Turner,DE,0,0%,15,25%,2,7%
Pete Werner,LB,0,0%,12,20%,15,56%
Kaden Elliss,LB,0,0%,11,19%,23,85%
J.T. Gray,SS,0,0%,1,2%,23,85%
Andrew Dowell,LB,0,0%,0,0%,23,85%
Zack Baun,LB,0,0%,0,0%,23,85%
Jeff Heath,SS,0,0%,0,0%,20,74%
Dwayne Washington,RB,0,0%,0,0%,18,67%
Brian Johnson,K,0,0%,0,0%,9,33%
Blake Gillikin,P,0,0%,0,0%,6,22%
Zach Wood,LS,0,0%,0,0%,6,22%
Jordan Mills,T,0,0%,0,0%,3,11%
Landon Young,T,0,0%,0,0%,3,11%
