Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Saints won the coin toss and deferred, Falcons to receive the opening kickoff.",,
1,15:00,,,NOR 35,0,0,"Brian Johnson kicks off 65 yards, touchback.",,
1,15:00,1,10,ATL 25,0,0,Matt Ryan pass incomplete deep left intended for Kyle Pitts,,
1,14:55,2,10,ATL 25,0,0,Cordarrelle Patterson right end for 1 yard (tackle by Marcus Davenport and Kaden Elliss),,
1,14:19,3,9,ATL 26,0,0,Matt Ryan pass complete deep right to Cordarrelle Patterson for 34 yards (tackle by Marcus Williams),,
1,13:46,1,10,NOR 40,0,0,Cordarrelle Patterson left tackle for no gain (tackle by Cameron Jordan and C.J. Gardner-Johnson),,
1,13:09,2,10,NOR 40,0,0,Feleipe Franks right tackle for 4 yards (tackle by Tanoh Kpassagnon),,
1,12:29,3,6,NOR 36,0,0,"Matt Ryan pass incomplete short middle intended for Hayden Hurst. Penalty on Matt Hennessy: Offensive Holding, 10 yards (accepted) (no play)",,
1,12:20,3,16,NOR 46,0,0,Matt Ryan pass complete short left to Russell Gage for 7 yards (tackle by Marshon Lattimore),,
1,11:41,4,9,NOR 39,0,0,"Dustin Colquitt punts 30 yards, fair catch by Deonte Harty at NO-9",,
1,11:34,1,10,NOR 9,0,0,Mark Ingram right tackle for 9 yards (tackle by Foyesade Oluokun and Steven Means),,
1,11:00,2,1,NOR 18,0,0,Alvin Kamara right guard for 2 yards (tackle by Grady Jarrett),,
1,10:23,1,10,NOR 20,0,0,Mark Ingram left tackle for 9 yards (tackle by Grady Jarrett),,
1,9:43,2,1,NOR 29,0,0,Mark Ingram left tackle for 11 yards (tackle by Deion Jones),,
1,9:08,1,10,NOR 40,0,0,Trevor Siemian pass complete short left to Mark Ingram for -1 yards (tackle by Deion Jones and Tyeler Davison),,
1,8:27,2,11,NOR 39,0,0,Trevor Siemian pass incomplete short left intended for Adam Trautman (defended by Jaylinn Hawkins),,
1,8:23,3,11,NOR 39,0,0,Trevor Siemian pass incomplete intended for Kenny Stills (defended by Fabian Moreau),,
1,8:18,4,11,NOR 39,0,0,"Blake Gillikin punts 39 yards, fair catch by Avery Williams at ATL-22",,
1,8:11,1,10,ATL 22,0,0,Matt Ryan pass complete deep right to Kyle Pitts for 39 yards (tackle by Marshon Lattimore),,
1,7:54,1,10,NOR 39,0,0,Cordarrelle Patterson left tackle for 1 yard (tackle by Tanoh Kpassagnon),,
1,7:18,2,9,NOR 38,0,0,Matt Ryan scrambles right tackle for 5 yards (tackle by David Onyemata),,
1,6:33,3,4,NOR 33,0,0,Matt Ryan pass complete short left to Cordarrelle Patterson for 13 yards (tackle by Marcus Williams),,
1,5:51,1,10,NOR 20,0,0,Cordarrelle Patterson left end for no gain (tackle by Kaden Elliss and Marshon Lattimore),,
1,5:11,2,10,NOR 20,0,0,Matt Ryan pass complete short middle to Russell Gage for 6 yards (tackle by Marshon Lattimore),,
1,4:34,3,4,NOR 14,0,0,Matt Ryan pass incomplete short middle intended for Hayden Hurst (defended by C.J. Gardner-Johnson),,
1,4:31,4,4,NOR 14,3,0,Younghoe Koo 32 yard field goal good,,
1,4:26,,,ATL 35,3,0,"Younghoe Koo kicks off 64 yards, returned by Deonte Harty for 24 yards (tackle by Christian Blake)",,
1,4:20,1,10,NOR 25,3,0,Alvin Kamara left guard for 9 yards (tackle by Deion Jones),,
1,3:48,2,1,NOR 34,3,0,Alex Armah right guard for 9 yards (tackle by Deion Jones),,
1,3:14,1,10,NOR 43,3,0,Alvin Kamara right guard for 14 yards (tackle by Duron Harmon),,
1,2:29,1,10,ATL 43,3,0,Alvin Kamara right guard for 2 yards (tackle by Deion Jones and Anthony Rush),,
1,1:52,2,8,ATL 41,3,0,Alvin Kamara left tackle for 4 yards (tackle by James Vaughters and Foyesade Oluokun),,
1,1:17,3,4,ATL 37,3,0,Trevor Siemian pass complete short left to Deonte Harty for 9 yards (tackle by Mykal Walker and Avery Williams),,
1,0:37,1,10,ATL 28,3,0,"Mark Ingram left guard for no gain (tackle by Tyeler Davison). Penalty on Erik McCoy: Offensive Holding, 10 yards (accepted) (no play)",,
1,0:03,1,20,ATL 38,3,0,"Penalty on James Hurst: False Start, 5 yards (accepted) (no play)",,
Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,25,ATL 43,3,0,Trevor Siemian pass incomplete deep right intended for Deonte Harty,,
2,14:55,2,25,ATL 43,3,0,"Penalty on NOR: Delay of Game, 5 yards (accepted) (no play)",,
2,14:55,2,30,ATL 48,3,0,Mark Ingram left tackle for 1 yard (tackle by Grady Jarrett and Fabian Moreau),,
2,14:15,3,29,ATL 47,3,0,Trevor Siemian pass complete short right to Deonte Harty for 2 yards (tackle by Grady Jarrett),,
2,13:38,4,27,ATL 45,3,0,"Blake Gillikin punts 45 yards, touchback.",,
2,13:30,1,10,ATL 20,3,0,Cordarrelle Patterson right end for 2 yards (tackle by Demario Davis),,
2,12:53,2,8,ATL 22,3,0,Mike Davis right guard for 2 yards (tackle by Marcus Davenport and David Onyemata),,
2,12:14,3,6,ATL 24,3,0,Matt Ryan pass complete short right to Hayden Hurst for no gain (tackle by David Onyemata and Demario Davis),,
2,11:38,4,6,ATL 24,3,0,Dustin Colquitt punts 41 yards out of bounds,,
2,11:28,1,10,NOR 35,3,0,Alvin Kamara right end for 3 yards (tackle by Erik Harris),,
2,10:51,2,7,NOR 38,3,0,Trevor Siemian pass complete deep right to Tre'Quan Smith for 19 yards (tackle by Erik Harris),,
2,10:16,1,10,ATL 43,3,0,Alvin Kamara right tackle for 8 yards (tackle by AJ Terrell),,
2,9:33,2,2,ATL 35,3,0,Mark Ingram left guard for -1 yards (tackle by Marlon Davidson and Anthony Rush),,
2,8:54,3,3,ATL 36,3,0,Trevor Siemian pass incomplete deep right intended for Tre'Quan Smith (defended by AJ Terrell),,
2,8:48,4,3,ATL 36,3,0,Trevor Siemian pass incomplete short middle intended for Adam Trautman,,
2,8:44,1,10,ATL 36,3,0,Matt Ryan pass incomplete short right intended for Kyle Pitts,,
2,8:38,2,10,ATL 36,3,0,Cordarrelle Patterson left guard for 1 yard (tackle by Payton Turner and Demario Davis),,
2,7:57,3,9,ATL 37,3,0,Matt Ryan pass complete short middle to Russell Gage for 8 yards (tackle by C.J. Gardner-Johnson),,
2,7:28,4,1,ATL 45,3,0,Mike Davis left guard for -1 yards (tackle by Pete Werner and Cameron Jordan),,
