Quarter,Time,Down,ToGo,Location,CLE,BUF,Detail,EPB,EPA
1,6:37,3,6,CLE 15,7,0,"Jacoby Brissett pass complete short left to Donovan Peoples-Jones for no gain (tackle by Taron Johnson and Boogie Basham). Penalty on Kareem Hunt: Offensive Holding, 7 yards (accepted) (no play)",-0.950,-1.770
1,6:07,3,13,CLE 8,7,0,Jacoby Brissett pass complete short left to David Bell for 8 yards (tackle by Boogie Basham),-1.770,-2.390
1,5:29,4,5,CLE 16,7,0,"Corey Bojorquez punts 44 yards, returned by Nyheim Hines for 28 yards (tackle by Jordan Kunaszyk)",-2.390,-3.450
1,5:16,1,10,CLE 32,7,0,Josh Allen pass complete short left to Gabriel Davis for 8 yards (tackle by Martin Emerson),3.450,3.980
1,4:24,2,2,CLE 24,7,0,James Cook right end for no gain (tackle by Grant Delpit and Denzel Ward),3.980,3.270
1,3:44,3,2,CLE 24,7,0,Josh Allen pass incomplete short middle intended for Gabriel Davis,3.270,1.990
1,3:37,4,2,CLE 24,7,3,Tyler Bass 42 yard field goal good,1.990,3.000
1,3:32,,,BUF 35,7,3,"Tyler Bass kicks off 58 yards, returned by Jerome Ford for 28 yards (tackle by Tyler Matakevich)",0.000,1.270
1,3:26,1,10,CLE 35,7,3,Jacoby Brissett pass complete short right to Nick Chubb for 26 yards (tackle by Matt Milano and Jordan Poyer),1.270,2.980
1,2:40,1,10,BUF 39,7,3,Jacoby Brissett pass complete short left to David Bell for 2 yards (tackle by Taron Johnson),2.980,2.710
1,2:00,2,8,BUF 37,7,3,Nick Chubb left end for 12 yards (tackle by Jordan Poyer),2.710,3.910
1,1:15,1,10,BUF 25,7,3,Nick Chubb right end for 5 yards (tackle by DaQuan Jones and Matt Milano),3.910,4.040
1,0:32,2,5,BUF 20,7,3,Jacoby Brissett pass complete short middle to Amari Cooper for 12 yards (tackle by Damar Hamlin),4.040,5.370
Quarter,Time,Down,ToGo,Location,CLE,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,8,BUF 8,7,3,Nick Chubb left end for -6 yards (tackle by Matt Milano),5.370,3.580
2,14:17,2,14,BUF 14,7,3,Jacoby Brissett pass incomplete short middle intended for Harrison Bryant,3.580,3.000
2,14:13,3,14,BUF 14,7,3,Jacoby Brissett pass incomplete short middle intended for Pharaoh Brown,3.000,2.510
2,14:08,4,14,BUF 14,10,3,Cade York 32 yard field goal good,2.510,3.000
2,14:05,,,CLE 35,10,3,"Cade York kicks off 57 yards, returned by Nyheim Hines for 23 yards (tackle by Jerome Ford and D'Ernest Johnson)",0.000,1.000
2,13:57,1,10,BUF 31,10,3,Devin Singletary left tackle for no gain (tackle by Sione Takitaki and Jeremiah Owusu-Koramoah),1.000,0.460
2,13:21,2,10,BUF 31,10,3,Josh Allen pass complete short right to Dawson Knox for 3 yards (tackle by Jeremiah Owusu-Koramoah and Martin Emerson),0.460,0.170
2,12:37,3,7,BUF 34,10,3,Josh Allen sacked by Myles Garrett for -6 yards,0.170,-1.500
2,11:57,4,13,BUF 28,10,3,"Sam Martin punts 52 yards, fair catch by Donovan Peoples-Jones at CLE-20. Penalty on Ronnie Harrison: Offensive Holding, 10 yards (accepted)",-1.500,0.380
2,11:49,1,10,CLE 10,10,3,Jacoby Brissett pass complete short left to Amari Cooper for 9 yards (tackle by Dane Jackson),-0.380,0.240
2,11:13,2,1,CLE 19,10,3,Kareem Hunt left tackle for 3 yards (tackle by Taron Johnson and Tyrel Dodson),0.240,0.410
2,10:37,1,10,CLE 22,10,3,Jacoby Brissett pass complete short right to Donovan Peoples-Jones for 8 yards (tackle by Dane Jackson),0.410,0.950
2,10:07,2,2,CLE 30,10,3,Jacoby Brissett pass complete short right to Amari Cooper for 5 yards (tackle by Xavier Rhodes),0.950,1.270
2,9:53,1,10,CLE 35,10,3,Kareem Hunt right end for 6 yards (tackle by Xavier Rhodes and Damar Hamlin),1.270,1.530
2,9:22,2,4,CLE 41,10,3,Kareem Hunt right tackle for 5 yards (tackle by Matt Milano and Ed Oliver),1.530,1.990
2,8:52,1,10,CLE 46,10,3,Kareem Hunt left tackle for 7 yards (tackle by Taron Johnson and Damar Hamlin),1.990,2.400
2,8:23,2,3,BUF 47,10,3,"Jacoby Brissett aborted snap, recovered by Matt Milano at BUF-48",2.400,-2.130
2,8:17,1,10,BUF 48,10,3,Josh Allen pass incomplete short right,2.130,1.580
2,8:14,2,10,BUF 48,10,3,Josh Allen pass incomplete short left intended for James Cook,1.580,0.890
2,8:12,3,10,BUF 48,10,3,Josh Allen pass complete short right to Dawson Knox for 11 yards (tackle by Grant Delpit),0.890,2.850
2,7:47,1,10,CLE 41,10,3,"Josh Allen pass incomplete short right intended for Gabriel Davis. Penalty on Dion Dawkins: Illegal Shift, 5 yards (offset) Penalty on CLE: Defensive Too Many Men on Field, 5 yards (offset) (no play)",2.850,2.850
2,7:38,1,10,CLE 41,10,3,James Cook up the middle for 16 yards (tackle by John Johnson),2.850,3.910
2,6:59,1,10,CLE 25,10,3,Devin Singletary right tackle for 9 yards (tackle by Sione Takitaki and Martin Emerson),3.910,4.750
2,6:45,2,1,CLE 16,10,3,Devin Singletary left tackle for 2 yards (tackle by Sione Takitaki),4.750,4.650
2,6:05,1,10,CLE 14,10,3,"Devin Singletary up the middle for 1 yard (tackle by John Johnson). Penalty on Reggie Gilliam: Offensive Holding, 10 yards (accepted)",4.650,4.040
2,5:45,1,19,CLE 23,10,3,Josh Allen pass incomplete short left intended for Isaiah McKenzie,4.040,2.880
2,5:40,2,19,CLE 23,10,3,James Cook right end for 5 yards (tackle by Denzel Ward),2.880,2.840
2,5:03,3,14,CLE 18,10,3,Josh Allen pass incomplete short right intended for Nyheim Hines,2.840,2.250
2,4:58,4,14,CLE 18,10,6,Tyler Bass 36 yard field goal good,2.250,3.000
2,4:54,,,BUF 35,10,6,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
2,4:54,1,10,CLE 25,10,6,Nick Chubb left end for -2 yards (tackle by Tim Settle and Shaq Lawson),0.610,-0.210
2,4:15,2,12,CLE 23,10,6,Jacoby Brissett pass complete short middle to Harrison Bryant for 8 yards (tackle by Matt Milano and Shaq Lawson),-0.210,0.170
2,3:33,3,4,CLE 31,10,6,Jacoby Brissett pass complete deep left to Amari Cooper for 24 yards (tackle by Dane Jackson),0.170,2.590
2,2:58,1,10,BUF 45,10,6,Nick Chubb up the middle for no gain (tackle by Ed Oliver and DaQuan Jones),2.590,2.040
2,2:17,2,10,BUF 45,10,6,Jacoby Brissett pass incomplete deep left,2.040,1.360
2,2:08,3,10,BUF 45,10,6,"Penalty on Hjalte Froholdt: False Start, 5 yards (accepted) (no play)",1.360,0.700
2,2:08,3,15,BUF 50,10,6,Jacoby Brissett pass incomplete deep right intended for Amari Cooper (defended by Damar Hamlin),0.700,-0.060
2,2:01,4,15,BUF 50,10,6,"Corey Bojorquez punts 28 yards, fair catch by Nyheim Hines at BUF-22",-0.060,-0.410
2,1:54,1,10,BUF 22,10,6,Josh Allen pass complete short right to Dawson Knox for 9 yards (tackle by A.J. Green),0.410,1.080
2,1:46,2,1,BUF 31,10,6,Devin Singletary up the middle for 5 yards (tackle by Grant Delpit),1.080,1.330
2,1:23,1,10,BUF 36,10,6,Josh Allen pass complete short left to Dawson Knox for 7 yards (tackle by A.J. Green),1.330,1.740
2,0:56,2,3,BUF 43,10,6,Josh Allen pass complete deep left to Gabriel Davis for 28 yards,1.740,3.640
2,0:51,,,,,,Timeout #1 by Cleveland Browns,,
2,0:51,1,10,CLE 29,10,6,Devin Singletary left end for 7 yards (tackle by Sione Takitaki),3.640,4.050
2,0:46,2,3,CLE 22,10,6,Josh Allen scrambles left end for 6 yards (tackle by Jeremiah Owusu-Koramoah),4.050,4.510
2,0:39,1,10,CLE 16,10,6,Josh Allen pass complete short right to Gabriel Davis for 8 yards (tackle by A.J. Green and Martin Emerson),4.510,5.350
2,0:32,,,,,,Timeout #1 by Buffalo Bills,,
2,0:32,2,2,CLE 8,10,6,Devin Singletary up the middle for 1 yard (tackle by Jeremiah Owusu-Koramoah and Sione Takitaki),5.350,4.850
2,0:28,,,,,,Timeout #2 by Buffalo Bills,,
2,0:28,3,1,CLE 7,10,6,Devin Singletary up the middle for 2 yards (tackle by Grant Delpit and Sione Takitaki),4.850,6.060
2,0:23,,,,,,Timeout #3 by Buffalo Bills,,
2,0:23,1,5,CLE 5,10,6,Josh Allen pass incomplete short middle,6.060,5.150
2,0:18,,,,,,Timeout #2 by Cleveland Browns,,
2,0:18,2,5,CLE 5,10,12,"Josh Allen pass complete short left to Stefon Diggs for 5 yards, touchdown",5.150,7.000
2,0:14,,,CLE 15,10,13,Tyler Bass kicks extra point good,0.000,0.000
2,0:14,,,BUF 35,10,13,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
2,0:14,1,10,CLE 25,10,13,Jacoby Brissett kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,CLE,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,10,13,"Cade York kicks off 60 yards, returned by Nyheim Hines for 21 yards (tackle by Jordan Kunaszyk)",0.000,0.670
3,14:54,1,10,BUF 26,10,13,Josh Allen pass complete deep right to Stefon Diggs for 16 yards (tackle by John Johnson),0.670,1.730
3,14:15,1,10,BUF 42,10,13,Devin Singletary up the middle for 3 yards (tackle by Jeremiah Owusu-Koramoah and Sione Takitaki),1.730,1.590
3,13:42,2,7,BUF 45,10,13,Josh Allen pass complete short left to Stefon Diggs for 6 yards (tackle by Martin Emerson),1.590,1.690
3,12:59,3,1,CLE 49,10,13,James Cook left end for 17 yards (tackle by John Johnson),1.690,3.450
3,12:22,1,10,CLE 32,10,13,Josh Allen pass complete short left to Devin Singletary for 6 yards (tackle by Martin Emerson),3.450,3.710
3,11:45,2,4,CLE 26,10,13,Nyheim Hines right end for -8 yards (tackle by Jadeveon Clowney),3.710,1.950
3,11:06,,,,,,Timeout #1 by Buffalo Bills,,
3,11:06,3,12,CLE 34,10,13,"Josh Allen scrambles up the middle for no gain (tackle by Chase Winovich). Penalty on Rodger Saffold: Offensive Holding, 10 yards (accepted) (no play)",1.950,0.630
3,10:34,3,22,CLE 44,10,13,Josh Allen pass complete short right to Dawson Knox for 6 yards (tackle by Ronnie Harrison),0.630,0.720
3,9:48,4,16,CLE 38,10,16,Tyler Bass 56 yard field goal good,0.720,3.000
3,9:42,,,BUF 35,10,16,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
3,9:42,1,10,CLE 25,10,16,"Penalty on Von Miller: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.610,1.340
3,9:42,1,5,CLE 30,10,16,Jacoby Brissett pass complete short middle to Donovan Peoples-Jones for 4 yards (tackle by Tyrel Dodson),1.340,1.280
3,9:05,2,1,CLE 34,10,16,Nick Chubb left tackle for -2 yards (tackle by Matt Milano),1.280,0.300
3,8:25,3,3,CLE 32,10,16,Jacoby Brissett pass complete short left to Harrison Bryant for 7 yards (tackle by Tyrel Dodson),0.300,1.530
3,7:43,1,10,CLE 39,10,16,Jacoby Brissett pass complete short right to Kareem Hunt for 10 yards (tackle by Tyrel Dodson and Taron Johnson),1.530,2.190
3,7:06,1,10,CLE 49,10,16,"Jacoby Brissett pass incomplete short right intended for Amari Cooper. Penalty on Christian Benford: Defensive Pass Interference, 15 yards (declined) . Penalty on Dane Jackson: Face Mask (15 Yards), 15 yards (accepted) (no play)",2.190,3.180
3,6:59,1,10,BUF 36,10,16,Jacoby Brissett pass incomplete short right intended for Amari Cooper,3.180,2.640
3,6:55,2,10,BUF 36,10,16,Nick Chubb up the middle for 9 yards (tackle by Christian Benford and Jordan Poyer),2.640,3.140
3,6:23,3,1,BUF 27,10,16,Jacoby Brissett up the middle for no gain (tackle by Jordan Phillips and Tyrel Dodson),3.140,1.820
3,5:54,4,1,BUF 27,10,16,Jacoby Brissett up the middle for no gain (tackle by Boogie Basham and Dane Jackson),1.820,-0.740
3,5:49,1,10,BUF 27,10,16,"Josh Allen pass complete deep middle to Gabriel Davis for 17 yards (tackle by Greedy Williams). Penalty on Tommy Togiai: Roughing the Passer, 15 yards (accepted)",0.740,2.850
3,5:24,1,10,CLE 41,10,16,Josh Allen pass complete deep middle to Dawson Knox for 23 yards (tackle by John Johnson),2.850,4.370
3,4:56,1,10,CLE 18,10,16,Devin Singletary up the middle for 13 yards (tackle by Tony Fields and Martin Emerson),4.370,6.060
3,4:11,1,5,CLE 5,10,22,"Devin Singletary up the middle for 5 yards, touchdown",6.060,7.000
3,4:08,,,CLE 2,10,22,"Two Point Attempt: Isaiah McKenzie rushes, conversion fails.",1.000,-1.000
3,4:08,,,BUF 35,10,22,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
3,4:08,1,10,CLE 25,10,22,"Jacoby Brissett pass incomplete deep right intended for Donovan Peoples-Jones (defended by Damar Hamlin). Penalty on Damar Hamlin: Defensive Pass Interference, 36 yards (accepted) (no play)",0.610,2.980
3,4:01,1,10,BUF 39,10,22,Jacoby Brissett scrambles left end for 2 yards (tackle by Von Miller),2.980,2.710
3,3:17,2,8,BUF 37,10,22,Jacoby Brissett pass complete short left to David Njoku for 21 yards (tackle by Tyrel Dodson),2.710,4.510
3,2:39,1,10,BUF 16,10,22,Jacoby Brissett pass incomplete deep right intended for Harrison Bryant,4.510,3.900
3,2:31,2,10,BUF 16,10,22,"Penalty on CLE: Delay of Game, 5 yards (accepted) (no play)",3.900,3.280
3,2:31,2,15,BUF 21,10,22,Jacoby Brissett pass complete short right to Nick Chubb for 5 yards (tackle by Matt Milano and Tyrel Dodson),3.280,3.080
3,1:47,3,10,BUF 16,10,22,Jacoby Brissett pass incomplete short right,3.080,2.380
3,1:41,4,10,BUF 16,10,22,Cade York 34 yard field goal no good blocked by DaQuan Jones,2.380,-0.540
3,1:37,1,10,BUF 24,10,22,James Cook up the middle for 9 yards (tackle by Myles Garrett and Grant Delpit),0.540,1.210
3,0:51,2,1,BUF 33,10,22,James Cook up the middle for 4 yards (tackle by Jeremiah Owusu-Koramoah and A.J. Green),1.210,1.400
3,0:14,1,10,BUF 37,10,22,James Cook up the middle for 29 yards (tackle by John Johnson),1.400,3.310
Quarter,Time,Down,ToGo,Location,CLE,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CLE 34,10,22,James Cook up the middle for 3 yards (tackle by Grant Delpit),3.310,3.180
4,14:16,2,7,CLE 31,10,22,James Cook left end for no gain (tackle by Jeremiah Owusu-Koramoah and Tommy Togiai),3.180,2.480
4,13:30,,,,,,Timeout #2 by Buffalo Bills,,
4,13:30,3,7,CLE 31,10,22,Josh Allen pass incomplete deep left intended for Gabriel Davis,2.480,1.320
4,13:25,4,7,CLE 31,10,25,Tyler Bass 49 yard field goal good,1.320,3.000
4,13:20,,,BUF 35,10,25,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
4,13:20,1,10,CLE 25,10,25,Nick Chubb left end for 1 yard (tackle by Tyrel Dodson),0.610,0.200
4,12:46,2,9,CLE 26,10,25,Jacoby Brissett pass incomplete deep left intended for Amari Cooper (defended by Dane Jackson),0.200,-0.490
4,12:40,3,9,CLE 26,10,25,Jacoby Brissett sacked by Matt Milano for -8 yards,-0.490,-2.240
4,12:06,4,17,CLE 18,10,25,"Corey Bojorquez punts 55 yards, returned by Nyheim Hines for 9 yards (tackle by Jordan Kunaszyk and Anthony Schwartz)",-2.240,-1.330
4,11:53,1,10,BUF 36,10,25,Devin Singletary up the middle for 4 yards (tackle by Jordan Elliott),1.330,1.330
4,11:14,2,6,BUF 40,10,25,Josh Allen pass complete short left to Gabriel Davis for 7 yards (tackle by Martin Emerson),1.330,2.060
4,10:28,1,10,BUF 47,10,25,Devin Singletary right tackle for 18 yards (tackle by Jeremiah Owusu-Koramoah),2.060,3.250
4,9:45,1,10,CLE 35,10,25,James Cook right tackle for 5 yards (tackle by Jeremiah Owusu-Koramoah and Alex Wright),3.250,3.380
4,9:05,2,5,CLE 30,10,25,Josh Allen pass complete short right to Stefon Diggs for 21 yards (tackle by Denzel Ward and John Johnson),3.380,5.140
4,8:14,1,9,CLE 9,10,25,Devin Singletary up the middle for 1 yard (tackle by Sione Takitaki),5.140,4.570
4,7:33,2,8,CLE 8,10,25,James Cook left tackle for -2 yards (tackle by Jeremiah Owusu-Koramoah),4.570,3.130
4,6:54,3,10,CLE 10,10,25,"Josh Allen pass incomplete short left intended for Stefon Diggs. Penalty on Stefon Diggs: Offensive Pass Interference, 10 yards (declined)",3.130,2.760
4,6:48,4,10,CLE 10,10,28,Tyler Bass 28 yard field goal good,2.760,3.000
4,6:45,,,BUF 35,10,28,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
4,6:45,1,10,CLE 25,10,28,Nick Chubb right end for -1 yards (tackle by Ed Oliver and Taron Johnson),0.610,-0.210
4,6:25,2,12,CLE 23,10,28,Jacoby Brissett pass incomplete short right intended for Donovan Peoples-Jones (defended by Jordan Phillips),-0.210,-0.820
4,6:18,3,12,CLE 24,10,28,Jacoby Brissett pass complete short left to David Bell for 6 yards (tackle by Christian Benford),-0.820,-1.370
4,5:52,4,5,CLE 30,10,28,Jacoby Brissett pass complete short right to David Bell for 6 yards (tackle by Taron Johnson),-1.370,1.330
4,5:32,1,10,CLE 36,10,28,"Jacoby Brissett pass incomplete short left intended for Harrison Bryant. Penalty on Von Miller: Defensive Offside, 5 yards (accepted) (no play)",1.330,2.060
4,5:27,1,5,CLE 41,10,28,Kareem Hunt right end for 11 yards (tackle by Matt Milano),2.060,2.390
4,4:52,1,10,BUF 48,10,28,Jacoby Brissett pass incomplete short left intended for David Bell,2.390,1.850
4,4:46,2,10,BUF 48,10,28,Jacoby Brissett pass complete short middle to Harrison Bryant for 14 yards (tackle by Tyrel Dodson),1.850,3.310
4,4:22,1,10,BUF 34,10,28,Jacoby Brissett pass complete deep right to Donovan Peoples-Jones for 27 yards,3.310,5.600
4,4:16,1,7,BUF 7,16,28,"Jacoby Brissett pass complete short left to Amari Cooper for 7 yards, touchdown",5.600,7.000
4,4:11,,,BUF 2,16,28,Two Point Attempt: Jacoby Brissett pass incomplete intended for intended for Amari Cooper,1.000,-1.000
4,4:11,,,CLE 35,16,28,Penalty on Amari Cooper: Illegal Touch Pass (accepted),0.000,0.000
4,4:11,,,CLE 35,16,28,"Cade York kicks onside 7 yards, returned by Terrel Bernard for no gain",0.000,2.790
4,4:10,1,10,CLE 42,16,28,Devin Singletary left tackle for 3 yards (tackle by Tony Fields and John Johnson),2.790,2.650
4,4:05,,,,,,Timeout #1 by Cleveland Browns,,
4,4:05,2,7,CLE 39,16,28,Josh Allen pass complete short middle to Dawson Knox for 11 yards (tackle by John Johnson),2.650,3.710
4,4:00,,,,,,Timeout #2 by Cleveland Browns,,
4,4:00,1,10,CLE 28,16,28,Devin Singletary up the middle for 11 yards (tackle by John Johnson and Jordan Elliott),3.710,4.440
4,3:52,,,,,,Timeout #3 by Cleveland Browns,,
4,3:52,1,10,CLE 17,16,28,Devin Singletary right tackle for -3 yards (tackle by Jordan Elliott),4.440,3.490
4,3:10,2,13,CLE 20,16,28,Devin Singletary right tackle for 4 yards (tackle by Jeremiah Owusu-Koramoah and Sione Takitaki),3.490,3.190
4,2:24,3,9,CLE 16,16,28,Josh Allen sacked by Taven Bryan for -5 yards,3.190,2.060
4,2:00,4,14,CLE 21,16,31,Tyler Bass 39 yard field goal good,2.060,3.000
4,1:56,,,BUF 35,16,31,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
4,1:56,1,10,CLE 25,16,31,Jacoby Brissett pass complete short left to Harrison Bryant for 12 yards (tackle by Tyrel Dodson and Taron Johnson),0.610,1.400
4,1:29,1,10,CLE 37,16,31,Jacoby Brissett pass complete short right to Amari Cooper for 15 yards,1.400,2.390
4,1:21,1,10,BUF 48,16,31,Jacoby Brissett pass complete short right to Kareem Hunt for 12 yards (tackle by Matt Milano),2.390,3.180
4,1:13,1,10,BUF 36,16,31,Jacoby Brissett scrambles up the middle for 6 yards (tackle by Tyrel Dodson),3.180,3.450
4,0:49,2,4,BUF 30,16,31,"Jacoby Brissett pass incomplete short middle. Penalty on Matt Milano: Defensive Holding, 5 yards (accepted) (no play)",3.450,3.910
4,0:44,1,10,BUF 25,16,31,Jacoby Brissett pass incomplete deep right intended for Amari Cooper (defended by Christian Benford),3.910,3.360
4,0:39,2,10,BUF 25,16,31,Jacoby Brissett pass complete deep right to Donovan Peoples-Jones for 20 yards (tackle by Christian Benford),3.360,6.060
4,0:34,1,5,BUF 5,16,31,Jacoby Brissett pass incomplete short right intended for Harrison Bryant,6.060,5.150
4,0:30,2,5,BUF 5,16,31,"Jacoby Brissett pass incomplete short right. Penalty on Shaq Lawson: Defensive Offside, 3 yards (accepted) (no play)",5.150,5.720
4,0:25,2,2,BUF 2,22,31,"Jacoby Brissett pass complete short right to Donovan Peoples-Jones for 2 yards, touchdown",5.720,7.000
4,0:19,,,BUF 15,23,31,Cade York kicks extra point good,0.000,0.000
4,0:19,,,CLE 35,23,31,"Cade York kicks onside 27 yards, out of bounds",0.000,1.470
4,0:17,1,10,BUF 38,23,31,Josh Allen kneels for -1 yards,1.470,0.790
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
