Quarter,Time,Down,ToGo,Location,OAK,SDG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Raiders won the coin toss and deferred, Chargers to receive the opening kickoff.",,
1,15:00,,,OAK 35,0,0,"Sebastian Janikowski kicks off 74 yards, returned by Jacoby Jones for 20 yards (tackle by Jamize Olawale)",0.000,0.370
1,14:56,1,10,SDG 11,0,0,Philip Rivers pass complete short right to Malcom Floyd for 7 yards (tackle by D.J. Hayden),-0.370,0.000
1,14:19,2,3,SDG 18,0,0,Branden Oliver right tackle for 1 yard (tackle by Khalil Mack and Stacy McGee),0.000,-0.480
1,13:40,3,2,SDG 19,0,0,Philip Rivers pass incomplete short middle intended for Steve Johnson is intercepted by Malcolm Smith at SDG-29 and returned for 27 yards,-0.480,-6.740
1,13:27,1,2,SDG 2,0,0,Latavius Murray left tackle for 1 yard (tackle by Kavell Conner),6.740,5.910
1,12:51,2,1,SDG 1,6,0,"Latavius Murray left guard for 1 yard, touchdown",5.910,7.000
1,12:51,,,SDG 1,7,0,Sebastian Janikowski kicks extra point good,0.000,0.000
1,12:51,,,OAK 35,7,0,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
1,12:46,1,10,SDG 20,7,0,Philip Rivers pass complete short left to Branden Oliver for -1 yards (tackle by Curtis Lofton),0.280,-0.460
1,12:08,2,11,SDG 19,7,0,Philip Rivers pass complete short left to Ladarius Green for 5 yards (tackle by Malcolm Smith),-0.460,-0.430
1,11:29,3,6,SDG 24,7,0,Philip Rivers pass incomplete short left intended for Steve Johnson,-0.430,-1.770
1,11:25,4,6,SDG 24,7,0,"Mike Scifres punts 42 yards, returned by T.J. Carrie for 12 yards (tackle by Nick Dzubnar)",-1.770,-1.990
1,11:11,1,10,OAK 46,7,0,Derek Carr pass complete short left to Marcel Reece for 3 yards (tackle by Denzel Perryman),1.990,1.860
1,10:39,2,7,OAK 49,7,0,"Latavius Murray right end for no gain (tackle by Donald Butler). Penalty on Austin Howard: Face Mask (15 Yards), 15 yards (no play)",1.860,-0.170
1,10:03,2,22,OAK 34,7,0,"Derek Carr pass incomplete short left intended for Amari Cooper (defended by Jason Verrett). Penalty on Brandon Flowers: Illegal Use of Hands, 5 yards (no play)",-0.170,1.530
1,10:03,1,10,OAK 39,7,0,Derek Carr pass incomplete deep right intended for Michael Crabtree,1.530,0.990
1,9:56,2,10,OAK 39,7,0,Derek Carr pass complete short left to Latavius Murray for 1 yard (tackle by Donald Butler),0.990,0.430
1,9:25,3,9,OAK 40,7,0,Derek Carr pass complete short left to Taiwan Jones for 16 yards (tackle by Donald Butler and Adrian Phillips),0.430,2.650
1,8:48,1,10,SDG 44,7,0,Latavius Murray right end for 14 yards (tackle by Denzel Perryman),2.650,3.580
1,8:03,1,10,SDG 30,7,0,Derek Carr pass complete short left to Michael Crabtree for 6 yards (tackle by Brandon Flowers),3.580,3.840
1,7:27,2,4,SDG 24,7,0,Derek Carr pass complete short right to Michael Crabtree for 7 yards (tackle by Denzel Perryman),3.840,4.440
1,6:47,1,10,SDG 17,7,0,Jamize Olawale middle for 3 yards (tackle by Ryan Carrethers and Jahleel Addae),4.440,4.320
1,6:10,2,7,SDG 14,7,0,Derek Carr pass complete short right to Mychal Rivera for 4 yards (tackle by Jimmy Wilson and Donald Butler),4.320,4.340
1,5:28,3,3,SDG 10,7,0,Derek Carr pass incomplete short right intended for Michael Crabtree (defended by Brandon Flowers),4.340,2.860
1,5:23,4,3,SDG 10,10,0,Sebastian Janikowski 29 yard field goal good,2.860,3.000
1,5:23,,,OAK 35,10,0,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
1,5:21,1,10,SDG 20,10,0,Philip Rivers pass incomplete short left intended for Branden Oliver,0.280,-0.270
1,5:16,2,10,SDG 20,10,0,Philip Rivers pass complete short left to Keenan Allen for 9 yards (tackle by Malcolm Smith and T.J. Carrie),-0.270,0.230
1,4:38,3,1,SDG 29,10,0,Philip Rivers pass complete short middle to John Phillips for 5 yards (tackle by Malcolm Smith),0.230,1.200
1,4:05,1,10,SDG 34,10,0,"Philip Rivers pass incomplete short right intended for Steve Johnson. Penalty on Aldon Smith: Tripping, 10 yards (no play)",1.200,1.860
1,4:00,1,10,SDG 44,10,0,"Philip Rivers pass complete short right to Dontrelle Inman for 9 yards (tackle by D.J. Hayden). Penalty on Mario Edwards: Unnecessary Roughness, 15 yards",1.860,3.450
1,3:48,1,10,OAK 32,10,0,Danny Woodhead right end for 4 yards (tackle by Malcolm Smith),3.450,3.440
1,3:11,2,6,OAK 28,10,0,"Philip Rivers pass complete short right to Keenan Allen for 8 yards (tackle by T.J. Carrie). Penalty on D.J. Fluker: Offensive Holding, 10 yards (no play)",3.440,2.090
1,2:45,2,16,OAK 38,10,0,Philip Rivers pass complete short middle to Keenan Allen for 11 yards (tackle by D.J. Hayden),2.090,2.870
1,2:03,3,5,OAK 27,10,0,Philip Rivers pass complete short left to Danny Woodhead for 4 yards (tackle by Neiko Thorpe and Neiron Ball),2.870,2.870
1,1:21,3,5,OAK 27,10,0,Timeout #1 by Los Angeles Chargers,2.870,2.080
1,1:21,4,1,OAK 23,10,3,Josh Lambo 40 yard field goal good,2.080,3.000
1,1:21,,,SDG 35,10,3,"Josh Lambo kicks off 74 yards, returned by Taiwan Jones for 32 yards (tackle by Cordarro Law)",0.000,-0.480
1,1:12,1,10,OAK 23,10,3,Latavius Murray right end for 2 yards (tackle by Corey Liuget),0.480,0.200
1,0:27,2,8,OAK 25,10,3,Latavius Murray right end for 17 yards (tackle by Corey Liuget),0.200,1.730
Quarter,Time,Down,ToGo,Location,OAK,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,OAK 42,10,3,Taiwan Jones right end for 13 yards (tackle by Ricardo Mathews),1.730,2.590
2,14:24,1,10,SDG 45,10,3,Derek Carr pass complete short middle to Amari Cooper for 15 yards (tackle by Donald Butler),2.590,3.580
2,13:49,1,10,SDG 30,10,3,Derek Carr pass complete short right to Michael Crabtree for 7 yards (tackle by Jimmy Wilson),3.580,3.980
2,13:11,2,3,SDG 23,16,3,"Derek Carr pass complete deep right to Clive Walford for 23 yards, touchdown",3.980,7.000
2,13:11,,,SDG 23,17,3,Sebastian Janikowski kicks extra point good,0.000,0.000
2,13:11,,,OAK 35,17,3,"Sebastian Janikowski kicks off 70 yards, returned by Jacoby Jones for 21 yards (tackle by Larry Asante)",0.000,0.140
2,13:02,1,10,SDG 16,17,3,Philip Rivers pass complete short right to Keenan Allen for 6 yards (tackle by Neiron Ball),-0.140,0.280
2,12:31,2,4,SDG 22,17,3,Philip Rivers pass incomplete short right intended for Keenan Allen is intercepted by D.J. Hayden at SDG-32 and returned for 1 yard,0.280,-3.510
2,12:25,1,10,SDG 31,17,3,Derek Carr pass incomplete short left intended for Taiwan Jones,3.510,2.970
2,12:22,2,10,SDG 31,17,3,"Penalty on Melvin Ingram: Neutral Zone Infraction, 5 yards (no play)",2.970,3.640
2,12:22,2,5,SDG 26,17,3,Derek Carr pass complete short right to Amari Cooper for 6 yards (tackle by Donald Butler),3.640,4.240
2,11:48,1,10,SDG 20,17,3,Latavius Murray middle for 1 yard (tackle by Jahleel Addae and Kyle Emanuel),4.240,3.820
2,11:16,2,9,SDG 19,17,3,"Penalty on OAK: Offensive 12 On-field, 5 yards (no play)",3.820,3.150
2,10:53,2,14,SDG 24,17,3,Derek Carr pass complete short right to Michael Crabtree for 9 yards (tackle by Patrick Robinson),3.150,3.700
2,10:10,3,5,SDG 15,17,3,Derek Carr pass complete short right to Taiwan Jones for 1 yard (tackle by Jahleel Addae),3.700,2.580
2,9:31,4,4,SDG 14,20,3,Sebastian Janikowski 32 yard field goal good,2.580,3.000
2,,,,OAK 35,20,3,"Sebastian Janikowski kicks off 70 yards, returned by Jacoby Jones for 52 yards (tackle by Neiko Thorpe). Penalty on Nick Dzubnar: Offensive Holding, 8 yards, Penalty on Ladarius Green: Offensive Holding (Declined)",,
2,9:20,1,10,SDG 8,20,3,Philip Rivers pass complete short right to Keenan Allen for 5 yards (tackle by D.J. Hayden),-0.380,-0.410
2,8:53,2,5,SDG 13,20,3,Philip Rivers pass complete short right to Ladarius Green for 2 yards (tackle by Malcolm Smith),-0.410,-0.600
2,8:13,3,3,SDG 15,20,3,Philip Rivers pass incomplete short right intended for Keenan Allen,-0.600,-2.440
2,8:09,4,3,SDG 15,20,3,"Mike Scifres punts 43 yards, returned by T.J. Carrie for 11 yards (tackle by Nick Dzubnar)",-2.440,-2.460
2,7:58,1,10,SDG 47,20,3,Derek Carr sacked by Brandon Flowers for -7 yards,2.460,0.970
2,7:18,2,17,OAK 46,20,3,Latavius Murray right tackle for 3 yards (tackle by Corey Liuget),0.970,0.700
2,6:40,3,14,OAK 49,20,3,Derek Carr pass complete deep right to Amari Cooper for 44 yards (tackle by Jimmy Wilson),0.700,5.600
2,5:51,1,7,SDG 7,20,3,"Derek Carr pass complete short middle to Marcel Reece for 6 yards (tackle by Corey Liuget and Melvin Ingram). Penalty on Donald Penn: Unnecessary Roughness, 15 yards",5.600,5.600
2,5:28,1,7,SDG 7,20,3,Timeout #1 by Oakland Raiders,5.600,3.340
2,5:28,2,16,SDG 16,20,3,Derek Carr pass incomplete deep left intended for Mychal Rivera,3.340,2.850
2,5:23,3,16,SDG 16,20,3,"Penalty on Austin Howard: False Start, 5 yards (no play)",2.850,2.210
2,5:23,3,21,SDG 21,20,3,Derek Carr pass complete short left to Lee Smith for 8 yards (tackle by Melvin Ingram),2.210,2.570
2,4:43,4,13,SDG 13,23,3,Sebastian Janikowski 31 yard field goal good,2.570,3.000
2,4:43,,,OAK 35,23,3,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
2,4:41,1,10,SDG 20,23,3,Branden Oliver right end for 4 yards (tackle by Stacy McGee),0.280,0.270
2,4:15,2,6,SDG 24,23,3,Branden Oliver left tackle for 5 yards (tackle by C.J. Wilson),0.270,0.230
2,3:46,3,1,SDG 29,23,3,Branden Oliver middle for 2 yards (tackle by Stacy McGee and Aldon Smith),0.230,1.000
2,3:08,1,10,SDG 31,23,3,Philip Rivers pass incomplete short right intended for Ladarius Green,1.000,0.460
2,3:03,2,10,SDG 31,23,3,Branden Oliver left end for 2 yards (tackle by Stacy McGee),0.460,0.040
2,2:22,3,8,SDG 33,23,3,"Philip Rivers pass complete short left to Ladarius Green for 10 yards (tackle by Malcolm Smith). Penalty on Orlando Franklin: Offensive Holding, 10 yards (no play)",0.040,-1.290
2,2:01,3,18,SDG 23,23,3,Danny Woodhead left end for 5 yards (tackle by Khalil Mack),-1.290,-1.500
2,1:53,4,13,SDG 28,23,3,"Mike Scifres punts 39 yards, returned by T.J. Carrie for 4 yards (tackle by Darrell Stuckey)",-1.500,-1.400
2,1:42,1,10,OAK 37,23,3,Derek Carr pass complete short right to Mychal Rivera for 7 yards (tackle by Jahleel Addae),1.400,1.800
2,1:23,2,3,OAK 44,23,3,Derek Carr pass incomplete short left intended for Seth Roberts,1.800,1.090
2,1:19,3,3,OAK 44,23,3,Derek Carr for 4 yards (tackle by Kavell Conner and Patrick Robinson),1.090,2.130
2,1:12,1,10,OAK 48,29,3,"Derek Carr pass complete short left to Amari Cooper for 52 yards, touchdown",2.130,7.000
2,1:12,,,SDG 48,30,3,Sebastian Janikowski kicks extra point good,0.000,0.000
2,1:12,,,OAK 35,30,3,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
2,1:00,1,10,SDG 20,30,3,Philip Rivers pass complete short left to Danny Woodhead for 5 yards (tackle by Ray-Ray Armstrong),0.280,0.410
2,0:43,2,5,SDG 25,30,3,Philip Rivers pass complete short left to Ladarius Green for 7 yards (tackle by Charles Woodson),0.410,1.070
2,0:40,1,10,SDG 32,30,3,Philip Rivers pass complete short left to Danny Woodhead for 8 yards (tackle by Neiko Thorpe),1.070,1.610
2,0:34,2,2,SDG 40,30,3,Philip Rivers pass incomplete short right intended for Keenan Allen (defended by David Amerson),1.610,0.890
2,0:28,3,2,SDG 40,30,3,Danny Woodhead right guard for 5 yards (tackle by Aldon Smith),0.890,0.890
2,0:24,3,2,SDG 40,30,3,Timeout #2 by Los Angeles Chargers,0.890,1.930
2,0:24,1,10,SDG 45,30,3,Philip Rivers pass complete deep left to Steve Johnson for 23 yards (tackle by Neiko Thorpe),1.930,3.450
2,0:17,1,10,OAK 32,30,3,Philip Rivers pass incomplete deep left intended for Malcom Floyd,3.450,2.900
2,0:11,2,10,OAK 32,30,3,Danny Woodhead middle for 6 yards (tackle by Malcolm Smith),2.900,2.900
2,0:02,2,10,OAK 32,30,3,Timeout #3 by Los Angeles Chargers,2.900,3.010
2,0:02,3,4,OAK 26,30,6,Josh Lambo 44 yard field goal good,3.010,3.000
Quarter,Time,Down,ToGo,Location,OAK,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 35,30,6,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,OAK 20,30,6,Latavius Murray middle for 2 yards (tackle by Ryan Carrethers),0.280,0.000
3,14:24,2,8,OAK 22,30,6,Latavius Murray right tackle for 6 yards (tackle by Jahleel Addae),0.000,0.100
3,13:47,3,2,OAK 28,30,6,Taiwan Jones left end for 3 yards (tackle by Melvin Ingram),0.100,1.000
