Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
1,5:55,1,10,CHI 41,0,7,Latavius Murray left tackle for 6 yards (tackle by Danny Trevathan),2.850,3.120
1,5:19,2,4,CHI 35,0,7,"Case Keenum pass complete deep left to David Morgan for 27 yards (tackle by Sam Acho). Penalty on Latavius Murray: Offensive Holding, 10 yards (no play)",3.120,1.770
1,4:40,2,14,CHI 45,0,7,Case Keenum pass complete short left to Adam Thielen for 5 yards (tackle by Prince Amukamara),1.770,1.750
1,3:58,3,9,CHI 40,0,7,Case Keenum pass incomplete,1.750,0.590
1,3:50,4,9,CHI 40,0,7,Ryan Quigley punts 35 yards,0.590,0.380
1,3:43,1,10,CHI 5,0,7,Mitch Trubisky pass complete short middle to Dontrelle Inman for 19 yards (tackle by Xavier Rhodes),-0.380,0.540
1,3:09,1,10,CHI 24,0,7,Jordan Howard middle for 4 yards (tackle by Ben Gedeon),0.540,0.540
1,2:32,2,6,CHI 28,0,7,Mitch Trubisky pass complete short left to Jordan Howard for 5 yards (tackle by Linval Joseph),0.540,0.500
1,1:52,3,1,CHI 33,0,7,Michael Burton middle for no gain (tackle by Anthony Barr and Andrew Sendejo),0.500,-1.180
1,1:02,4,1,CHI 33,0,7,"Penalty on Pat O'Donnell: Delay of Game, 5 yards (no play)",-1.180,-1.500
1,0:49,4,6,CHI 28,0,7,"Pat O'Donnell punts 51 yards, returned by Marcus Sherels for 8 yards (tackle by Christian Jones)",-1.500,-0.870
1,0:38,1,10,MIN 29,0,7,Jerick McKinnon left end for 4 yards (tackle by Prince Amukamara and Danny Trevathan),0.870,0.870
Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,MIN 33,0,7,Jerick McKinnon middle for 5 yards (tackle by Adrian Amos),0.870,0.830
2,14:19,3,1,MIN 38,0,7,Case Keenum pass complete short left to Stefon Diggs for 5 yards (tackle by Prince Amukamara),0.830,1.800
2,13:52,1,10,MIN 43,0,7,Jerick McKinnon left end for -1 yards (tackle by Adrian Amos),1.800,1.120
2,13:11,2,11,MIN 42,0,7,Case Keenum pass complete short right to C.J. Ham for 6 yards (tackle by Danny Trevathan and Adrian Amos),1.120,1.220
2,12:22,3,5,MIN 48,0,7,"Case Keenum pass incomplete. Penalty on Marcus Cooper: Illegal Contact, 4 yards (no play)",1.220,2.390
2,12:14,1,10,CHI 48,0,7,Case Keenum pass incomplete short middle intended for Jerick McKinnon (defended by Jonathan Bullard),2.390,1.850
2,12:10,2,10,CHI 48,0,7,Jerick McKinnon left end for 5 yards (tackle by Prince Amukamara),1.850,1.820
2,11:28,3,5,CHI 43,0,7,Case Keenum pass complete short left to Adam Thielen for 12 yards (tackle by Prince Amukamara),1.820,3.510
2,11:06,1,10,CHI 31,0,7,Case Keenum pass complete short middle to Adam Thielen for 5 yards (tackle by Adrian Amos),3.510,3.640
2,10:28,2,5,CHI 26,0,7,Latavius Murray middle for 1 yard (tackle by Akiem Hicks and Jonathan Bullard),3.640,3.070
2,9:40,3,4,CHI 25,0,7,"Case Keenum pass incomplete deep right intended for Jarius Wright. Penalty on Bryce Callahan: Defensive Pass Interference, 24 yards (no play)",3.070,6.970
2,9:34,1,1,CHI 1,0,13,"Latavius Murray left guard for 1 yard, touchdown",6.970,7.000
2,9:30,,,CHI 15,0,14,Kai Forbath kicks extra point good,0.000,0.000
2,9:30,,,MIN 35,0,14,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.610
2,9:30,1,10,CHI 25,0,14,"Mitch Trubisky pass incomplete deep left intended for Dontrelle Inman. Penalty on Dontrelle Inman: Offensive Pass Interference, 10 yards (no play)",0.610,-0.410
2,9:24,1,20,CHI 15,0,14,Mitch Trubisky pass complete short middle to Kendall Wright for 5 yards (tackle by Andrew Sendejo),-0.410,-0.610
2,8:44,2,15,CHI 20,0,14,Mitch Trubisky pass incomplete short right intended for Markus Wheaton (defended by Trae Waynes),-0.610,-1.290
2,8:39,3,15,CHI 20,0,14,Mitch Trubisky pass complete short right to Tarik Cohen for 6 yards (tackle by Tom Johnson). Penalty on Hroniss Grasu: Offensive Holding (Declined),-1.290,-1.630
2,8:22,4,9,CHI 26,0,14,"Pat O'Donnell punts 50 yards, returned by Marcus Sherels for 12 yards (tackle by Jonathan Anderson). Penalty on Mackensie Alexander: Illegal Block Above the Waist, 10 yards",-1.630,0.220
2,8:12,1,10,MIN 15,0,14,Latavius Murray left tackle for 2 yards (tackle by Eddie Goldman),-0.220,-0.440
2,7:33,2,8,MIN 17,0,14,Latavius Murray right guard for 1 yard (tackle by Lamarr Houston),-0.440,-1.000
2,6:48,3,7,MIN 18,0,14,Case Keenum sacked by Roy Robertson-Harris for -2 yards,-1.000,-2.390
2,6:05,4,9,MIN 16,6,14,"Ryan Quigley punts 43 yards, returned by Bryce Callahan for 59 yards, touchdown",-2.390,-7.000
2,,,,MIN 15,7,14,Mike Nugent kicks extra point good,,
2,5:50,,,CHI 35,7,14,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.610
2,5:50,1,10,MIN 25,7,14,Case Keenum pass complete short middle to Adam Thielen for 11 yards (tackle by Nick Kwiatkoski),0.610,1.330
2,5:23,1,10,MIN 36,7,14,Latavius Murray middle for 2 yards (tackle by Danny Trevathan),1.330,1.060
2,4:48,2,8,MIN 38,7,14,Stefon Diggs for -8 yards (tackle by Christian Jones),1.060,-0.690
2,4:13,3,16,MIN 30,7,14,Case Keenum pass complete short right to Laquon Treadwell for 12 yards (tackle by Sherrick McManis),-0.690,-0.590
2,3:26,4,4,MIN 42,7,14,Ryan Quigley punts 46 yards,-0.590,0.350
2,3:16,1,10,CHI 12,7,14,Jordan Howard right end for -3 yards (tackle by Danielle Hunter),-0.350,-1.000
2,2:32,2,13,CHI 9,7,16,"Mitch Trubisky pass incomplete, safety. Penalty on Mitch Trubisky: Intentional Grounding, 9 yards",-1.000,-2.000
2,2:25,,,CHI 20,7,16,"Pat O'Donnell kicks off 60 yards, returned by Marcus Sherels for 24 yards (tackle by Benny Cunningham)",0.000,-1.860
2,2:18,1,10,MIN 44,7,16,"Penalty on Jeremiah Sirles: False Start, 5 yards (no play)",1.860,1.530
2,2:18,1,15,MIN 39,7,16,Jerick McKinnon middle for 2 yards (tackle by Jonathan Bullard and Akiem Hicks),1.530,0.910
2,2:00,2,13,MIN 41,7,16,Case Keenum pass complete short right to Kyle Rudolph for 3 yards (tackle by Adrian Amos),0.910,0.630
2,1:15,3,10,MIN 44,7,16,Case Keenum pass incomplete deep right intended for Michael Floyd,0.630,-0.460
2,1:08,4,10,MIN 44,7,16,Ryan Quigley punts 54 yards,-0.460,0.380
2,0:58,1,10,CHI 2,7,16,Mitch Trubisky pass incomplete deep right intended for Josh Bellamy (defended by Trae Waynes),-0.380,-0.780
2,0:51,2,10,CHI 2,7,16,Jordan Howard left guard for 2 yards (tackle by Ben Gedeon),-0.780,0.000
2,0:46,,,,,,Timeout #1 by Minnesota Vikings,0.000,1.190
2,0:46,3,8,CHI 4,7,16,Mitch Trubisky pass complete short right to Kendall Wright for 5 yards (tackle by Andrew Sendejo),-1.190,-2.490
2,0:40,4,3,CHI 9,7,16,"Pat O'Donnell punts 49 yards, returned by Marcus Sherels for 4 yards (tackle by Daniel Brown)",-2.490,0.000
2,0:40,,,,,,Timeout #2 by Minnesota Vikings,0.000,-1.990
2,0:29,1,10,MIN 46,7,16,Case Keenum pass complete short right to Stefon Diggs for 9 yards (tackle by Kyle Fuller),1.990,0.000
2,0:24,,,,,,Timeout #3 by Minnesota Vikings,0.000,-2.670
2,0:24,2,1,CHI 45,7,16,Case Keenum pass incomplete deep right intended for Kyle Rudolph,2.670,1.950
2,0:20,3,1,CHI 45,7,16,Case Keenum pass complete short middle to Laquon Treadwell for 2 yards (tackle by Nick Kwiatkoski and Sam Acho),1.950,2.720
2,0:05,1,10,CHI 43,7,16,Case Keenum pass complete short right to Stefon Diggs for 6 yards,2.720,2.990
2,0:01,2,4,CHI 37,7,16,Kai Forbath 55 yard field goal no good,2.990,1.860
Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,7,16,"Mike Nugent kicks off 65 yards, touchback. Penalty on Benny Cunningham: Offside on Free Kick, 5 yards",0.000,-0.940
3,15:00,1,10,MIN 30,7,16,Latavius Murray right guard for 5 yards (tackle by Akiem Hicks and Jonathan Bullard),0.940,1.070
3,14:29,2,5,MIN 35,7,16,"Jerick McKinnon middle for 2 yards (tackle by Prince Amukamara). Penalty on Joe Berger: Offensive Holding, 10 yards (no play)",1.070,-0.280
3,14:11,2,15,MIN 25,7,16,"Case Keenum pass complete short right to Jerick McKinnon for 5 yards (tackle by Adrian Amos). Penalty on Laquon Treadwell: Offensive Pass Interference, 10 yards (no play)",-0.280,-1.780
3,13:53,2,25,MIN 15,7,16,Case Keenum pass complete short middle to David Morgan for 17 yards (tackle by Nick Kwiatkoski),-1.780,-0.030
3,13:23,3,8,MIN 32,7,16,Case Keenum pass complete short middle to David Morgan for 16 yards (tackle by Bryce Callahan),-0.030,2.130
3,12:58,1,10,MIN 48,7,16,Jerick McKinnon right guard for 4 yards (tackle by Eddie Jackson),2.130,2.120
3,12:24,2,6,CHI 48,7,16,Jerick McKinnon middle for 3 yards (tackle by John Jenkins),2.120,1.820
3,11:39,3,3,CHI 45,7,16,Case Keenum pass incomplete short middle intended for Kyle Rudolph (defended by Sam Acho),1.820,0.270
3,11:34,4,3,CHI 45,7,16,"Ryan Quigley punts 37 yards, fair catch by Tarik Cohen",0.270,0.380
3,11:27,1,10,CHI 8,7,16,Jordan Howard left end for 4 yards (tackle by Trae Waynes and Anthony Barr),-0.380,-0.490
3,10:45,2,6,CHI 12,7,16,"Mitch Trubisky pass incomplete short right intended for Dontrelle Inman. Penalty on Xavier Rhodes: Defensive Holding, 5 yards (no play)",-0.490,-0.060
3,10:38,1,10,CHI 17,7,16,Tarik Cohen right end for -3 yards (tackle by Trae Waynes),-0.060,-0.970
3,9:51,2,13,CHI 14,7,16,"Penalty on Charles Leno: False Start, 5 yards (no play)",-0.970,-1.360
3,9:34,2,18,CHI 9,7,16,Mitch Trubisky pass incomplete short right intended for Josh Bellamy,-1.360,-2.360
3,9:30,3,18,CHI 9,7,16,Mitch Trubisky left tackle for 2 yards (tackle by Danielle Hunter),-2.360,-2.490
3,8:55,4,16,CHI 11,7,16,"Pat O'Donnell punts 51 yards, returned by Marcus Sherels for 11 yards (tackle by John Timu). Penalty on Ben Gedeon: Illegal Block Above the Waist, 10 yards",-2.490,-1.530
3,8:43,1,10,MIN 39,7,16,Latavius Murray left tackle for 14 yards (tackle by Nick Kwiatkoski and Adrian Amos),1.530,2.460
3,8:15,1,10,CHI 47,7,16,Latavius Murray right tackle for 1 yard (tackle by Bryce Callahan),2.460,2.050
3,7:43,2,9,CHI 46,7,16,Case Keenum pass complete short right to Latavius Murray for 3 yards (tackle by Danny Trevathan),2.050,1.750
3,7:05,3,6,CHI 43,7,16,Case Keenum pass incomplete short left intended for Adam Thielen (defended by Bryce Callahan),1.750,0.400
3,7:00,4,6,CHI 43,7,16,"Ryan Quigley punts 38 yards, fair catch by Tarik Cohen",0.400,0.380
3,6:52,1,10,CHI 5,7,16,Jordan Howard right tackle for 3 yards (tackle by Linval Joseph and Tom Johnson),-0.380,-0.560
3,6:14,2,7,CHI 8,7,16,Mitch Trubisky pass complete short middle to Dontrelle Inman for 11 yards (tackle by Xavier Rhodes),-0.560,0.150
3,5:34,1,10,CHI 19,7,16,Mitch Trubisky pass incomplete deep right intended for Tarik Cohen,0.150,-0.390
3,5:28,2,10,CHI 19,7,16,Mitch Trubisky pass complete short left to Kendall Wright for 3 yards (tackle by Harrison Smith and Eric Kendricks),-0.390,-0.680
3,4:41,3,7,CHI 22,7,16,Mitch Trubisky sacked by Brian Robison for -7 yards,-0.680,-2.440
3,4:01,4,14,CHI 15,7,16,"Pat O'Donnell punts 52 yards, returned by Marcus Sherels for 4 yards (tackle by Christian Jones)",-2.440,-1.400
3,3:50,1,10,MIN 37,7,16,Case Keenum pass complete deep middle to Adam Thielen for 16 yards (tackle by Prince Amukamara),1.400,2.460
3,3:21,1,10,CHI 47,7,16,Latavius Murray left tackle for 3 yards (tackle by Danny Trevathan and Eddie Jackson),2.460,2.320
3,2:49,2,7,CHI 44,7,16,Case Keenum pass complete short left to Adam Thielen for 12 yards (tackle by Eddie Jackson),2.320,3.450
3,2:14,1,10,CHI 32,7,16,Case Keenum pass complete short right to Laquon Treadwell for 2 yards (tackle by Kyle Fuller),3.450,3.170
3,1:27,2,8,CHI 30,7,16,Jerick McKinnon left guard for 14 yards (tackle by Eddie Jackson),3.170,4.510
3,0:57,1,10,CHI 16,7,16,Jerick McKinnon right end for 1 yard (tackle by Nick Kwiatkoski),4.510,4.050
3,0:20,2,9,CHI 15,7,22,"Case Keenum pass complete short middle to Stefon Diggs for 15 yards, touchdown",4.050,7.000
3,0:14,,,CHI 15,7,23,Kai Forbath kicks extra point good,0.000,0.000
3,0:14,,,MIN 35,7,23,"Kai Forbath kicks off 63 yards, returned by Tarik Cohen for 23 yards (tackle by Anthony Harris)",0.000,-0.610
3,0:10,1,10,CHI 25,7,23,Mitch Trubisky pass complete deep right to Dontrelle Inman for 20 yards (tackle by Andrew Sendejo),0.610,1.930
Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 45,7,23,Josh Bellamy for 6 yards (tackle by Eric Kendricks),1.930,2.190
4,14:29,2,4,MIN 49,7,23,Tarik Cohen left end for 6 yards (tackle by Linval Joseph and Ben Gedeon),2.190,2.720
4,13:52,1,10,MIN 43,7,23,Tarik Cohen pass incomplete deep right intended for Dontrelle Inman (defended by Andrew Sendejo),2.720,2.180
4,13:44,2,10,MIN 43,7,23,Tarik Cohen for 10 yards (tackle by Harrison Smith),2.180,3.380
4,13:13,1,10,MIN 33,7,23,Mitch Trubisky pass complete short right to Tarik Cohen for -3 yards (tackle by Eric Kendricks),3.380,2.430
4,12:27,2,13,MIN 36,7,23,Mitch Trubisky pass incomplete short left intended for Kendall Wright (defended by Everson Griffen),2.430,1.750
4,12:24,3,13,MIN 36,7,23,Mitch Trubisky pass complete short middle to Josh Bellamy for 30 yards (tackle by Harrison Smith and Xavier Rhodes),1.750,5.830
4,11:45,1,6,MIN 6,7,23,Mitch Trubisky pass incomplete short right intended for Josh Bellamy,5.830,4.950
4,11:40,2,6,MIN 6,7,23,Mitch Trubisky pass incomplete short right intended for Dontrelle Inman,4.950,4.040
4,11:34,3,6,MIN 6,7,23,Mitch Trubisky pass incomplete short right intended for Kendall Wright,4.040,2.990
4,11:29,4,6,MIN 6,7,23,Mitch Trubisky pass incomplete short right intended for Dontrelle Inman (defended by Xavier Rhodes),2.990,0.380
4,11:24,1,10,MIN 6,7,23,Latavius Murray middle for 4 yards (tackle by Danny Trevathan),-0.380,-0.490
4,10:42,2,6,MIN 10,7,23,"Latavius Murray left tackle for 6 yards (tackle by Sam Acho and Danny Trevathan). Penalty on Rashod Hill: Offensive Holding, 5 yards (no play)",-0.490,-0.850
4,10:17,2,11,MIN 5,7,23,Case Keenum pass incomplete short right intended for Michael Floyd (defended by Lamarr Houston),-0.850,-1.540
4,10:12,3,11,MIN 5,7,23,Case Keenum pass incomplete deep right intended for Michael Floyd,-1.540,-2.490
4,10:07,4,11,MIN 5,7,23,"Ryan Quigley punts 56 yards, returned by Tarik Cohen for 13 yards (tackle by Ben Gedeon)",-2.490,-2.390
4,9:53,1,10,MIN 48,7,23,Mitch Trubisky pass complete deep middle to Dontrelle Inman for 23 yards (tackle by Harrison Smith),2.390,3.910
4,9:16,1,10,MIN 25,7,23,Jordan Howard middle for 3 yards (tackle by Brian Robison),3.910,3.770
4,8:38,2,7,MIN 22,7,23,"Mitch Trubisky pass incomplete deep right intended for Dion Sims. Penalty on Bradley Sowell: Unnecessary Roughness, 15 yards",3.770,1.090
4,8:33,3,22,MIN 37,7,23,Mitch Trubisky pass incomplete deep left intended for Dontrelle Inman,1.090,0.790
4,8:27,4,22,MIN 37,10,23,Mike Nugent 55 yard field goal good,0.790,3.000
4,8:22,,,CHI 35,10,23,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.610
4,8:22,1,10,MIN 25,10,23,Jerick McKinnon left end for -1 yards (tackle by Adrian Amos),0.610,0.000
4,7:36,,,,,,Timeout #1 by Minnesota Vikings,0.000,0.070
4,7:36,2,11,MIN 24,10,23,"Latavius Murray left tackle for 4 yards (tackle by Roy Robertson-Harris). Penalty on Jeremiah Sirles: Offensive Holding, 10 yards",-0.070,-0.980
4,7:07,2,17,MIN 18,10,23,Case Keenum pass complete short left to Stefon Diggs for 4 yards (tackle by Adrian Amos),-0.980,-1.020
4,6:25,3,13,MIN 22,10,23,Case Keenum sacked by Sam Acho for -7 yards,-1.020,-2.440
4,5:42,4,20,MIN 15,10,23,"Ryan Quigley punts 49 yards, fair catch by Tarik Cohen",-2.440,-1.330
4,5:34,1,10,CHI 36,10,23,Mitch Trubisky pass complete deep middle to Dontrelle Inman for 21 yards (tackle by Xavier Rhodes),1.330,2.720
4,4:56,1,10,MIN 43,10,23,Mitch Trubisky pass complete short right to Kendall Wright for 10 yards (tackle by Danielle Hunter),2.720,3.380
4,4:18,1,10,MIN 33,10,23,Mitch Trubisky pass incomplete short left intended for Kendall Wright,3.380,2.840
4,4:14,2,10,MIN 33,10,23,"Mitch Trubisky pass incomplete deep right intended for Dontrelle Inman. Penalty on Xavier Rhodes: Defensive Pass Interference, 21 yards (no play)",2.840,4.780
4,4:09,1,10,MIN 12,10,23,Mitch Trubisky pass complete short right to Tarik Cohen for 2 yards (tackle by Harrison Smith),4.780,4.450
4,4:03,2,8,MIN 10,10,23,Mitch Trubisky pass complete short right to Benny Cunningham for 6 yards (tackle by Anthony Barr),4.450,4.840
4,3:58,3,2,MIN 4,10,23,Mitch Trubisky pass incomplete short middle intended for Dontrelle Inman,4.840,3.040
4,3:53,4,2,MIN 4,10,23,"Penalty on Danielle Hunter: Neutral Zone Infraction, 2 yards (no play)",3.040,6.740
4,3:53,1,2,MIN 2,10,23,Jordan Howard left end for no gain (tackle by Tom Johnson and Terence Newman),6.740,5.720
4,3:15,2,2,MIN 2,10,23,Mitch Trubisky pass complete short left to Michael Burton for no gain,5.720,4.950
4,2:32,3,2,MIN 2,10,23,Mitch Trubisky pass incomplete short left intended for Tarik Cohen (defended by Harrison Smith),4.950,3.250
4,2:27,4,2,MIN 2,10,23,Mitch Trubisky pass complete short middle to Tarik Cohen for 1 yard (tackle by Linval Joseph and Everson Griffen),3.250,0.380
4,2:18,1,10,MIN 1,10,23,Case Keenum middle for 2 yards (tackle by Roy Robertson-Harris and Adrian Amos),-0.380,0.000
4,2:15,,,,,,Timeout #1 by Chicago Bears,0.000,0.630
4,2:15,2,8,MIN 3,10,23,Latavius Murray middle for 1 yard (tackle by Eddie Goldman and Eddie Jackson),-0.630,0.000
4,2:11,,,,,,Timeout #2 by Chicago Bears,0.000,1.070
4,2:11,3,7,MIN 4,10,23,Latavius Murray middle for 18 yards (tackle by Nick Kwiatkoski and Eddie Jackson),-1.070,0.410
4,2:00,1,10,MIN 22,10,23,Latavius Murray right end for 22 yards (tackle by Eddie Jackson),0.410,1.860
4,1:09,1,10,MIN 44,10,23,"Penalty on Case Keenum: Delay of Game, 5 yards (no play)",1.860,1.530
4,1:09,1,15,MIN 39,10,23,Case Keenum kneels for -1 yards,1.530,0.510
4,0:34,2,16,MIN 38,10,23,Case Keenum kneels for -1 yards,0.510,-0.300
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
