Quarter,Time,Down,ToGo,Location,PHI,CAR,Detail,EPB,EPA
1,9:07,1,10,CAR 49,0,0,LeGarrette Blount right tackle for 14 yards (tackle by Shaq Thompson),2.320,3.250
1,8:31,1,10,CAR 35,0,0,LeGarrette Blount middle for 1 yard (tackle by Luke Kuechly and Kawann Short),3.250,2.840
1,7:51,2,9,CAR 34,0,0,Kenjon Barner right tackle for 2 yards (tackle by Vernon Butler),2.840,2.410
1,7:07,3,7,CAR 32,0,0,Carson Wentz pass incomplete short left intended for Nelson Agholor,2.410,1.240
1,7:02,4,7,CAR 32,3,0,Jake Elliott 50 yard field goal good,1.240,3.000
1,6:57,,,PHI 35,3,0,"Jake Elliott kicks off 65 yards, touchback",0.000,-0.610
1,6:57,1,10,CAR 25,3,0,Cam Newton left tackle for 5 yards (tackle by Jordan Hicks),0.610,0.740
1,6:18,2,5,CAR 30,3,0,Cam Newton pass complete short left to Christian McCaffrey for 9 yards (tackle by Patrick Robinson and Nigel Bradham),0.740,1.530
1,5:35,1,10,CAR 39,3,0,Cam Newton pass complete short right to Christian McCaffrey for no gain,1.530,0.990
1,5:06,2,10,CAR 39,3,0,"Cam Newton pass incomplete deep right intended for Curtis Samuel (defended by Jalen Mills). Penalty on Jalen Mills: Defensive Pass Interference, 21 yards (no play)",0.990,2.920
1,5:00,1,10,PHI 40,3,0,Curtis Samuel right end for 8 yards (tackle by Rodney McLeod and Mychal Kendricks),2.920,3.450
1,4:22,2,2,PHI 32,3,0,Cam Newton pass complete short right to Ed Dickson for 3 yards (tackle by Jalen Mills and Malcolm Jenkins),3.450,3.640
1,3:38,1,10,PHI 29,3,0,Fozzy Whittaker left end for -3 yards (tackle by Nigel Bradham),3.640,2.700
1,3:01,2,13,PHI 32,3,0,Cam Newton pass complete short left to Kelvin Benjamin for 11 yards (tackle by Patrick Robinson),2.700,3.470
1,2:29,3,2,PHI 21,3,0,Jonathan Stewart left guard for no gain (tackle by Jordan Hicks and Mychal Kendricks). Penalty on Matt Kalil: Illegal Formation (Declined),3.470,2.180
1,2:20,4,2,PHI 21,3,3,Graham Gano 39 yard field goal good,2.180,3.000
1,2:17,,,CAR 35,3,3,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
1,2:17,1,10,PHI 25,3,3,Carson Wentz pass complete short left to Alshon Jeffery for 15 yards (tackle by Kevon Seymour),0.610,1.600
1,1:46,1,10,PHI 40,3,3,Carson Wentz pass incomplete short left intended for Alshon Jeffery,1.600,1.050
1,1:46,2,10,PHI 40,3,3,LeGarrette Blount middle for 6 yards (tackle by Mario Addison and Mike Adams),1.050,1.160
1,1:06,3,4,PHI 46,3,3,"Carson Wentz pass incomplete short right intended for Alshon Jeffery. Penalty on LeGarrette Blount: Unnecessary Roughness, 15 yards",1.160,-1.310
1,1:02,4,19,PHI 31,3,3,"Donnie Jones punts 45 yards, returned by Christian McCaffrey for -1 yards (tackle by Chris Maragos). Penalty on Trey Burton: Ineligible Downfield Kick, 5 yards (no play)",-1.310,-1.630
1,0:51,4,24,PHI 26,3,3,"Donnie Jones punts 44 yards, muffed catch by Christian McCaffrey, recovered by Christian McCaffrey and returned for no gain",-1.630,-1.000
1,0:43,1,10,CAR 31,3,3,Jonathan Stewart left end for -6 yards (tackle by Chris Long and Beau Allen),1.000,-0.350
Quarter,Time,Down,ToGo,Location,PHI,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,16,CAR 25,3,3,Cam Newton pass complete short left to Kelvin Benjamin for 12 yards,-0.350,0.560
2,14:38,3,4,CAR 37,3,3,Cam Newton pass complete short left to Kelvin Benjamin for 2 yards (tackle by Jalen Mills),0.560,-0.780
2,14:02,4,2,CAR 39,3,3,"Michael Palardy punts 49 yards, muffed catch by Kenjon Barner, recovered by Patrick Robinson and returned for no gain",-0.780,0.370
2,13:52,1,10,PHI 11,3,3,Corey Clement middle for 3 yards (tackle by Thomas Davis),-0.370,-0.530
2,13:29,2,7,PHI 14,3,3,Carson Wentz pass incomplete short right intended for Torrey Smith,-0.530,0.000
2,13:24,,,,,,Timeout #1 by Philadelphia Eagles,0.000,1.070
2,13:24,3,7,PHI 14,3,3,Carson Wentz sacked by Thomas Davis for -5 yards,-1.070,-2.490
2,12:48,4,12,PHI 9,3,3,"Donnie Jones punts 59 yards, returned by Christian McCaffrey for 25 yards (tackle by Chris Maragos)",-2.490,-2.720
2,12:33,1,10,PHI 43,3,3,Cam Newton pass complete short left to Ed Dickson for 13 yards (tackle by Mychal Kendricks),2.720,3.580
2,12:01,1,10,PHI 30,3,3,Jonathan Stewart left guard for no gain (tackle by Vinny Curry),3.580,3.030
2,11:15,2,10,PHI 30,3,3,Cam Newton pass complete short left to Kelvin Benjamin for 14 yards (tackle by Mychal Kendricks),3.030,4.510
2,10:41,1,10,PHI 16,3,9,"Cam Newton left tackle for 16 yards, touchdown",4.510,7.000
2,10:34,,,PHI 15,3,10,Graham Gano kicks extra point good,0.000,0.000
2,10:34,,,CAR 35,3,10,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
2,10:34,1,10,PHI 25,3,10,Kenjon Barner right tackle for no gain (tackle by Luke Kuechly and Charles Johnson),0.610,0.060
2,9:55,2,10,PHI 25,3,10,Corey Clement right end for -1 yards (tackle by Luke Kuechly and Charles Johnson),0.060,-0.760
2,9:10,3,11,PHI 24,3,10,Carson Wentz pass complete short right to Alshon Jeffery for 14 yards (tackle by James Bradberry),-0.760,1.470
2,8:42,1,10,PHI 38,3,10,Kenjon Barner left guard for 5 yards (tackle by Jairus Byrd),1.470,1.600
2,8:08,2,5,PHI 43,3,10,Carson Wentz pass incomplete short middle intended for Kenjon Barner,1.600,0.890
2,8:01,3,5,PHI 43,3,10,Carson Wentz pass incomplete short left intended for Zach Ertz,0.890,-0.520
2,7:57,4,5,PHI 43,3,10,"Donnie Jones punts 48 yards, fair catch by Christian McCaffrey",-0.520,0.380
2,7:50,1,10,CAR 9,3,10,Christian McCaffrey middle for -2 yards (tackle by Timmy Jernigan),-0.380,-0.930
2,7:18,2,12,CAR 7,3,10,Cam Newton pass complete short left to Christian McCaffrey for 7 yards (tackle by Nigel Bradham),-0.930,-0.840
2,6:34,3,5,CAR 14,3,10,Cam Newton pass incomplete short left intended for Devin Funchess is intercepted by Rasul Douglas at CAR-19 and returned for 7 yards,-0.840,-4.780
2,6:26,1,10,CAR 12,3,10,LeGarrette Blount middle for 6 yards (tackle by Luke Kuechly and Thomas Davis),4.780,5.210
2,5:49,2,4,CAR 6,3,10,LeGarrette Blount left guard for 1 yard (tackle by Shaq Thompson and Mike Adams),5.210,4.610
2,5:11,3,3,CAR 5,3,10,LeGarrette Blount right tackle for 2 yards (tackle by Thomas Davis and Mike Adams),4.610,3.060
2,4:26,4,1,CAR 3,3,10,Carson Wentz middle for 2 yards (tackle by Charles Johnson and Star Lotulelei),3.060,6.970
2,3:58,1,1,CAR 1,3,10,LeGarrette Blount left tackle for -1 yards (tackle by Shaq Thompson and Kawann Short),6.970,5.720
2,3:18,2,2,CAR 2,3,10,Carson Wentz middle for 1 yard (tackle by Mike Adams and Charles Johnson),5.720,0.000
2,2:37,,,,,,Timeout #1 by Carolina Panthers,0.000,-5.170
2,2:37,3,1,CAR 1,9,10,"Carson Wentz pass complete short middle to Zach Ertz for 1 yard, touchdown",5.170,7.000
2,2:32,,,CAR 15,10,10,Jake Elliott kicks extra point good,0.000,0.000
2,2:32,,,PHI 35,10,10,"Jake Elliott kicks off 58 yards, returned by Russell Shepard for 16 yards (tackle by Mychal Kendricks). Penalty on Najee Goode: Offside on Free Kick, 5 yards",0.000,-0.810
2,2:27,1,10,CAR 28,10,10,Cam Newton pass complete short left to Christian McCaffrey for 9 yards (tackle by Malcolm Jenkins),0.810,1.480
2,2:02,2,1,CAR 37,10,10,Cam Newton middle for 1 yard (tackle by Brandon Graham),1.480,1.470
2,1:58,1,10,CAR 38,10,10,Cam Newton pass complete short left to Kelvin Benjamin for 9 yards (tackle by Rasul Douglas),1.470,2.140
2,1:36,2,1,CAR 47,10,10,Cam Newton pass incomplete short left intended for Christian McCaffrey,2.140,1.420
2,1:30,3,1,CAR 47,10,10,Cam Newton right end for 2 yards (tackle by Rodney McLeod),1.420,2.190
2,1:06,1,10,CAR 49,10,10,Cam Newton pass complete short right to Christian McCaffrey for 6 yards (tackle by Jordan Hicks),2.190,0.000
2,0:59,,,,,,Timeout #2 by Carolina Panthers,0.000,-2.460
2,0:59,2,4,PHI 45,10,10,Cam Newton pass incomplete deep left intended for Kelvin Benjamin,2.460,1.750
2,0:53,3,4,PHI 45,10,10,Cam Newton pass complete short right to Devin Funchess for 7 yards (tackle by Jalen Mills),1.750,3.050
2,0:49,1,10,PHI 38,10,10,Cam Newton sacked by Fletcher Cox and Brandon Graham for -7 yards,3.050,0.000
2,0:41,,,,,,Timeout #3 by Carolina Panthers,0.000,-1.560
2,0:41,2,17,PHI 45,10,10,Cam Newton left end for 5 yards (tackle by Nigel Bradham),1.560,1.550
2,0:12,3,12,PHI 40,10,10,Cam Newton pass incomplete short right intended for Russell Shepard,1.550,0.590
2,0:05,4,12,PHI 40,10,10,Cam Newton pass incomplete deep middle intended for Ed Dickson (defended by Corey Graham),0.590,1.600
Quarter,Time,Down,ToGo,Location,PHI,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,10,10,"Jake Elliott kicks off 61 yards, returned by Russell Shepard for 16 yards (tackle by Mychal Kendricks)",0.000,-0.280
3,14:56,1,10,CAR 20,10,10,Jonathan Stewart middle for -2 yards (tackle by Brandon Graham and Vinny Curry),0.280,-0.630
3,14:19,2,12,CAR 18,10,10,Cam Newton pass incomplete short left intended for Devin Funchess,-0.630,-1.330
3,14:13,3,12,CAR 18,10,10,Cam Newton pass incomplete short left intended for Jonathan Stewart is intercepted by Patrick Robinson at CAR-17,-1.330,-4.440
3,14:07,1,10,CAR 17,10,10,Carson Wentz pass incomplete short left intended for Nelson Agholor (defended by Shaq Thompson),4.440,3.850
3,14:04,2,10,CAR 17,16,10,"Carson Wentz pass complete deep right to Zach Ertz for 17 yards, touchdown",3.850,7.000
3,13:59,,,CAR 2,18,10,"Jake Elliott kicks extra point good. Penalty on Star Lotulelei: Illegal Formation, 1 yards (no play)",0.000,-1.000
3,13:59,,,CAR 1,18,10,"Two Point Attempt: LeGarrette Blount middle, conversion succeeds",0.000,1.000
3,13:59,,,PHI 35,18,10,"Jake Elliott kicks off 63 yards, returned by Curtis Samuel for 33 yards (tackle by Corey Clement)",0.000,-1.270
3,13:51,1,10,CAR 35,18,10,Cam Newton pass incomplete short left intended for Kelvin Benjamin,1.270,0.720
3,13:48,2,10,CAR 35,18,10,"Cam Newton pass incomplete deep middle intended for Curtis Samuel is intercepted by Rodney McLeod at PHI-19 and returned for 20 yards. Penalty on Jalen Mills: Defensive Pass Interference, 40 yards (no play)",0.720,3.910
3,13:36,1,10,PHI 25,18,10,Cam Newton middle for 8 yards (tackle by Vinny Curry),3.910,4.550
3,12:59,2,2,PHI 17,18,10,Cam Newton pass complete short left to Ed Dickson for 12 yards (tackle by Mychal Kendricks),4.550,6.060
3,12:18,1,5,PHI 5,18,10,Cam Newton pass incomplete short left intended for Kelvin Benjamin (defended by Rasul Douglas),6.060,5.150
3,12:13,2,5,PHI 5,18,10,Cam Newton pass incomplete short right intended for Ed Dickson,5.150,4.260
3,12:06,3,5,PHI 5,18,10,Cam Newton pass complete short left to Christian McCaffrey for 3 yards (tackle by Nigel Bradham),4.260,3.250
3,11:24,4,2,PHI 2,18,13,Graham Gano 20 yard field goal good,3.250,3.000
3,11:19,,,CAR 35,18,13,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
3,11:19,1,10,PHI 25,18,13,LeGarrette Blount middle for 18 yards (tackle by Mike Adams),0.610,1.800
3,10:41,1,10,PHI 43,18,13,Carson Wentz pass incomplete short right intended for Alshon Jeffery (defended by David Mayo),1.800,1.250
3,10:37,2,10,PHI 43,18,13,Carson Wentz pass complete short right to Mack Hollins for 18 yards (tackle by Colin Jones),1.250,2.980
3,9:59,1,10,CAR 39,18,13,Kenjon Barner left end for 6 yards (tackle by Thomas Davis),2.980,3.250
3,9:28,2,4,CAR 33,18,13,LeGarrette Blount middle for no gain (tackle by David Mayo and Mike Adams),3.250,2.540
3,8:48,3,4,CAR 33,18,13,Carson Wentz right tackle for 3 yards (tackle by Jairus Byrd),2.540,1.520
3,8:08,4,1,CAR 30,21,13,Jake Elliott 48 yard field goal good,1.520,3.000
3,8:02,,,PHI 35,21,13,"Jake Elliott kicks off 65 yards, touchback",0.000,-0.610
3,8:02,1,10,CAR 25,21,13,Jonathan Stewart left tackle for -2 yards (tackle by Beau Allen and Derek Barnett),0.610,-0.210
3,7:28,2,12,CAR 23,21,13,Jonathan Stewart left guard for 3 yards (tackle by Chris Long and Mychal Kendricks),-0.210,-0.490
3,6:54,3,9,CAR 26,21,13,Cam Newton pass complete short left to Ed Dickson for 8 yards (tackle by Mychal Kendricks). Penalty on Trai Turner: Offensive Holding (Declined),-0.490,-1.110
3,6:34,4,1,CAR 34,21,13,"Michael Palardy punts 49 yards, out of bounds",-1.110,0.060
3,6:26,1,10,PHI 17,21,13,Carson Wentz pass incomplete short right intended for Alshon Jeffery (defended by James Bradberry),-0.060,-0.580
3,6:22,2,10,PHI 17,21,13,Carson Wentz pass incomplete short middle intended for Zach Ertz,-0.580,-1.250
3,6:20,3,10,PHI 17,21,13,Carson Wentz pass incomplete deep right intended for Alshon Jeffery,-1.250,-2.320
3,6:14,4,10,PHI 17,21,13,"Donnie Jones punts 49 yards, out of bounds",-2.320,-1.200
3,6:05,1,10,CAR 34,21,13,Cam Newton pass complete short left to Christian McCaffrey for 2 yards (tackle by Mychal Kendricks),1.200,0.930
3,5:36,2,8,CAR 36,21,13,Cam Newton left end for 16 yards (tackle by Rodney McLeod),0.930,2.390
3,4:55,1,10,PHI 48,21,13,Cam Newton pass complete short middle to Kelvin Benjamin for 19 yards (tackle by Mychal Kendricks and Patrick Robinson),2.390,3.640
3,4:23,1,10,PHI 29,21,13,Cam Newton pass incomplete short right intended for Devin Funchess (defended by Fletcher Cox),3.640,3.100
3,4:19,2,10,PHI 29,21,13,Cam Newton right end for no gain (tackle by Chris Long),3.100,2.410
3,3:34,3,10,PHI 29,21,13,Cam Newton pass incomplete short middle intended for Devin Funchess (defended by Rodney McLeod),2.410,1.500
3,3:28,4,10,PHI 29,21,16,Graham Gano 46 yard field goal good,1.500,3.000
3,3:23,,,CAR 35,21,16,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
3,3:23,1,10,PHI 25,21,16,Kenjon Barner right end for -6 yards (tackle by David Mayo and James Bradberry),0.610,-0.810
3,2:38,2,16,PHI 19,21,16,"Carson Wentz left tackle for 8 yards (tackle by Mike Adams). Penalty on Stefen Wisniewski: Offensive Holding, 9 yards (no play)",-0.810,-1.880
3,2:07,2,25,PHI 10,21,16,Carson Wentz pass complete short left to Kenjon Barner for 9 yards (tackle by David Mayo),-1.880,-1.510
3,1:21,3,16,PHI 19,21,16,Carson Wentz pass complete deep middle to Mack Hollins for 20 yards (tackle by James Bradberry),-1.510,1.530
3,0:52,1,10,PHI 39,21,16,Carson Wentz pass complete deep left to Alshon Jeffery for 37 yards (tackle by Kevon Seymour),1.530,3.970
3,0:32,1,10,CAR 24,21,16,Carson Wentz pass complete short right to Nelson Agholor for no gain,3.970,3.430
Quarter,Time,Down,ToGo,Location,PHI,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,CAR 24,27,16,"Carson Wentz pass complete short left to Nelson Agholor for 24 yards, touchdown",3.430,7.000
4,14:55,,,CAR 15,28,16,Jake Elliott kicks extra point good,0.000,0.000
4,14:55,,,PHI 35,28,16,"Jake Elliott kicks off 65 yards, touchback",0.000,-0.610
4,14:55,1,10,CAR 25,28,16,Christian McCaffrey left guard for 4 yards (tackle by Beau Allen),0.610,0.600
4,14:20,2,6,CAR 29,28,16,Cam Newton pass complete short left to Kelvin Benjamin for 13 yards (tackle by Nigel Bradham and Mychal Kendricks),0.600,1.730
4,13:30,1,10,CAR 42,28,16,Cam Newton pass complete short left to Russell Shepard for 3 yards (tackle by Mychal Kendricks),1.730,1.590
4,12:47,2,7,CAR 45,28,16,Cam Newton left end for -1 yards (tackle by Mychal Kendricks),1.590,0.760
4,12:04,3,8,CAR 44,28,16,Cam Newton pass complete short left to Devin Funchess for 20 yards (tackle by Nigel Bradham),0.760,3.180
4,11:24,1,10,PHI 36,28,16,Cam Newton pass incomplete deep left intended for Devin Funchess,3.180,2.640
4,11:18,2,10,PHI 36,28,16,Jonathan Stewart left end for 2 yards (tackle by Justin Hamilton and Nigel Bradham),2.640,2.210
4,10:37,3,8,PHI 34,28,16,Cam Newton middle for 11 yards (tackle by Rodney McLeod),2.210,4.040
4,9:50,1,10,PHI 23,28,16,Cam Newton pass incomplete short right intended for Ed Dickson,4.040,3.500
4,9:45,2,10,PHI 23,28,16,Cam Newton pass incomplete short left intended for Christian McCaffrey,3.500,2.810
4,9:42,3,10,PHI 23,28,16,"Penalty on Cam Newton: Delay of Game (Declined), Penalty on Derek Barnett: Unnecessary Roughness, 11 yards (no play)",2.810,4.780
4,9:42,1,10,PHI 12,28,16,Christian McCaffrey right tackle for 3 yards (tackle by Joe Walker),4.780,4.640
4,9:04,2,7,PHI 9,28,16,Cam Newton left tackle for 8 yards (tackle by Nigel Bradham),4.640,6.970
,,,,,,,"CAR challenged the runner was down by contact ruling, and the play was upheld.",,
4,8:07,1,1,PHI 1,28,22,"Cam Newton pass complete short left to Christian McCaffrey for 1 yard, touchdown",6.970,7.000
4,8:04,,,PHI 15,28,23,Graham Gano kicks extra point good,0.000,0.000
4,8:04,,,CAR 35,28,23,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
4,8:04,1,10,PHI 25,28,23,LeGarrette Blount left tackle for 7 yards (tackle by Shaq Thompson and James Bradberry),0.610,1.010
4,7:18,2,3,PHI 32,28,23,"Penalty on Zach Ertz: False Start, 5 yards (no play)",1.010,0.330
4,6:48,2,8,PHI 27,28,23,Carson Wentz pass complete short right to Alshon Jeffery for 5 yards (tackle by Mike Adams),0.330,0.300
4,6:05,3,3,PHI 32,28,23,Carson Wentz pass incomplete deep right intended for Alshon Jeffery,0.300,-1.240
4,5:58,4,3,PHI 32,28,23,"Donnie Jones punts 55 yards, returned by Christian McCaffrey for 10 yards (tackle by Rick Lovato)",-1.240,-0.480
4,5:49,1,10,CAR 23,28,23,Cam Newton pass complete short right to Kelvin Benjamin for 7 yards (tackle by Nigel Bradham),0.480,0.880
4,5:19,2,3,CAR 30,28,23,Christian McCaffrey middle for 3 yards (tackle by Beau Allen and Vinny Curry),0.880,1.140
4,4:38,1,10,CAR 33,28,23,Cam Newton pass complete short left to Devin Funchess for 9 yards,1.140,1.810
4,4:33,2,1,CAR 42,28,23,"Cam Newton pass incomplete deep left intended for Devin Funchess. Penalty on Rasul Douglas: Defensive Holding, 5 yards (no play)",1.810,2.060
4,4:27,1,10,CAR 47,28,23,Cam Newton pass incomplete short right intended for Russell Shepard,2.060,1.520
4,4:23,2,10,CAR 47,28,23,Cam Newton sacked by Derek Barnett and Justin Hamilton for -7 yards,1.520,-0.100
4,3:41,3,17,CAR 40,28,23,Cam Newton pass complete short left to Christian McCaffrey for 15 yards (tackle by Mychal Kendricks),-0.100,0.000
4,3:33,,,,,,Timeout #2 by Carolina Panthers,0.000,-0.270
4,3:33,4,2,PHI 45,28,23,Cam Newton pass complete short left to Christian McCaffrey for 4 yards (tackle by Mychal Kendricks),0.270,2.850
4,3:29,1,10,PHI 41,28,23,Cam Newton pass incomplete deep left intended for Devin Funchess (defended by Rasul Douglas),2.850,2.310
4,3:23,2,10,PHI 41,28,23,Cam Newton pass incomplete deep right intended for Christian McCaffrey,2.310,1.620
4,3:16,3,10,PHI 41,28,23,Cam Newton pass incomplete deep right intended for Russell Shepard is intercepted by Jalen Mills at PHI-15 and returned for 1 yard,1.620,0.140
4,3:06,1,10,PHI 16,28,23,LeGarrette Blount left guard for 7 yards (tackle by Thomas Davis),-0.140,0.000
4,3:06,,,,,,Timeout #3 by Carolina Panthers,0.000,-0.420
4,3:01,2,3,PHI 23,28,23,LeGarrette Blount middle for -4 yards (tackle by Shaq Thompson and Kawann Short),0.420,-0.950
4,2:15,3,7,PHI 19,28,23,Carson Wentz pass incomplete short middle intended for Zach Ertz,-0.950,-2.140
4,2:13,4,7,PHI 19,28,23,Donnie Jones punts 50 yards,-2.140,-1.000
4,2:03,1,10,CAR 31,28,23,Cam Newton pass complete short left to Kelvin Benjamin for 12 yards (tackle by Rasul Douglas),1.000,1.800
4,1:57,1,10,CAR 43,28,23,Cam Newton pass incomplete deep right intended for Russell Shepard,1.800,1.250
4,1:53,2,10,CAR 43,28,23,Cam Newton pass complete short middle to Russell Shepard for 9 yards (tackle by Mychal Kendricks),1.250,1.750
4,1:26,3,1,PHI 48,28,23,Cam Newton pass incomplete short left intended for Ed Dickson (defended by Nigel Bradham),1.750,0.070
4,1:22,4,1,PHI 48,28,23,Cam Newton pass incomplete short left intended for Christian McCaffrey,0.070,-2.130
4,1:16,1,10,PHI 48,28,23,Carson Wentz kneels for -1 yards,2.130,1.450
4,0:38,2,11,PHI 47,28,23,Carson Wentz kneels for -1 yards,1.450,0.630
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
