Quarter,Time,Down,ToGo,Location,JAX,SEA,Detail,EPB,EPA
1,1:32,1,10,SEA 13,0,3,Matt Hasselbeck pass complete short middle to Edgerrin James for 7 yards (tackle by Russell Allen),-0.320,0.220
1,1:04,2,3,SEA 20,0,3,Edgerrin James left tackle for 2 yards (tackle by Derek Landri),0.220,-0.350
1,0:26,3,1,SEA 22,0,3,Matt Hasselbeck pass incomplete short left intended for Justin Forsett,-0.350,-1.900
1,0:22,4,1,SEA 22,0,3,"Jon Ryan punts 47 yards, returned by Mike Thomas for 7 yards (tackle by Aaron Curry). Penalty on Courtney Greene: Offensive Holding, 10 yards",-1.900,-0.340
1,0:10,1,10,JAX 21,0,3,Maurice Jones-Drew left tackle for 1 yard (tackle by Aaron Curry and Nick Reed),0.340,-0.070
Quarter,Time,Down,ToGo,Location,JAX,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,JAX 22,0,3,David Garrard pass incomplete short right intended for Torry Holt,-0.070,-0.760
2,14:55,3,9,JAX 22,0,3,David Garrard pass incomplete short left intended for Zach Miller (defended by Lofa Tatupu),-0.760,-1.900
2,14:51,4,9,JAX 22,0,3,"Adam Podlesh punts 42 yards, returned by Nate Burleson for 2 yards (tackle by Courtney Greene)",-1.900,-1.470
2,14:40,1,10,SEA 38,0,3,Julius Jones right tackle for 3 yards (tackle by Daryl Smith),1.470,1.330
2,14:19,2,7,SEA 41,0,3,Matt Hasselbeck pass incomplete short left intended for T.J. Houshmandzadeh (defended by Rashean Mathis),1.330,0.630
2,14:13,3,7,SEA 41,0,3,Matt Hasselbeck pass incomplete deep middle intended for Deion Branch (defended by Reggie Nelson),0.630,-0.650
2,14:08,4,7,SEA 41,0,3,"Jon Ryan punts 54 yards, returned by Mike Thomas for -1 yards (tackle by Ben Obomanu)",-0.650,0.380
2,13:59,1,10,JAX 4,0,3,Maurice Jones-Drew middle for 2 yards (tackle by Cory Redding),-0.380,-0.630
2,13:23,2,8,JAX 6,0,3,David Garrard pass incomplete deep middle intended for Marcedes Lewis,-0.630,-1.190
2,13:18,3,8,JAX 6,0,3,David Garrard pass incomplete short left intended for Marcedes Lewis,-1.190,-2.490
2,13:14,4,8,JAX 6,0,3,"Adam Podlesh punts 50 yards, fair catch by Justin Forsett",-2.490,-1.860
2,13:07,1,10,SEA 44,0,3,Matt Hasselbeck pass complete short right to Julius Jones for 2 yards (tackle by Daryl Smith),1.860,1.590
2,12:34,2,8,SEA 46,0,3,Julius Jones left tackle for no gain (tackle by Derrick Harvey and Derek Landri),1.590,0.890
2,12:08,3,8,SEA 46,0,3,"Matt Hasselbeck pass incomplete short left intended for T.J. Houshmandzadeh. Penalty on Rashean Mathis: Illegal Contact, 5 yards (no play)",0.890,2.320
2,12:04,1,10,JAX 49,0,3,Matt Hasselbeck left end for 12 yards,2.320,3.120
2,11:38,1,10,JAX 37,0,3,Justin Forsett left tackle for 8 yards (tackle by Derek Cox and Brian Russell),3.120,3.650
2,11:07,2,2,JAX 29,0,3,Matt Hasselbeck pass complete short right to Deion Branch for 12 yards (tackle by Russell Allen),3.650,4.440
2,10:38,1,10,JAX 17,0,3,Justin Forsett middle for 4 yards (tackle by Russell Allen and Derek Landri),4.440,4.500
2,9:58,2,6,JAX 13,0,3,Matt Hasselbeck sacked by Derek Landri for -5 yards. Penalty on Kyle Williams: Illegal Formation (Declined),4.500,3.000
2,9:33,3,11,JAX 18,0,3,"Matt Hasselbeck pass incomplete deep middle intended for John Carlson is intercepted by Gerald Alexander at JAX--2 and returned for 20 yards. Penalty on Russell Allen: Illegal Contact, 5 yards (no play)",3.000,4.710
2,9:22,1,10,JAX 13,0,3,Julius Jones left tackle for 2 yards (tackle by Brian Iwuh and Derrick Harvey),4.710,4.390
2,8:53,2,8,JAX 11,0,3,Matt Hasselbeck pass complete short right to Owen Schmitt for 3 yards (tackle by Russell Allen and Rashean Mathis),4.390,4.100
2,8:08,3,5,JAX 8,0,3,Matt Hasselbeck pass incomplete short left intended for Justin Forsett,4.100,2.970
2,8:03,4,5,JAX 8,0,6,Olindo Mare 27 yard field goal good,2.970,3.000
2,,,,SEA 30,0,6,"Olindo Mare kicks off 70 yards, returned by Mike Thomas for 16 yards (tackle by Ben Obomanu). Penalty on Bryan Smith: Illegal Block Above the , 8 yards",0.000,-0.380
2,7:53,1,10,JAX 8,0,6,Maurice Jones-Drew right guard for 1 yard (tackle by Aaron Curry and Lofa Tatupu),-0.380,-0.710
2,7:13,2,9,JAX 9,0,6,David Garrard pass complete short right to Maurice Jones-Drew for -4 yards (tackle by Will Herring),-0.710,-1.770
2,6:29,3,13,JAX 5,0,6,David Garrard pass incomplete deep right intended for Torry Holt (defended by Kelly Jennings),-1.770,-2.490
2,6:23,4,13,JAX 5,0,6,"Adam Podlesh punts 43 yards, returned by Justin Forsett for no gain",-2.490,-2.390
2,6:15,1,10,JAX 48,0,6,Edgerrin James right end for -1 yards (tackle by Brian Iwuh and Derrick Harvey),2.390,1.710
2,5:36,2,11,JAX 49,0,6,Matt Hasselbeck pass incomplete deep left intended for Nate Burleson,1.710,1.030
2,5:31,3,11,JAX 49,0,6,Matt Hasselbeck pass complete short left to Nate Burleson for 15 yards (tackle by Brian Iwuh and Derek Cox),1.030,3.310
2,4:50,1,10,JAX 34,0,12,"Matt Hasselbeck pass complete deep left to T.J. Houshmandzadeh for 34 yards, touchdown",3.310,7.000
2,,,,JAX 2,0,13,Olindo Mare kicks extra point good,0.000,0.000
2,,,,SEA 30,0,13,"Olindo Mare kicks off 62 yards, returned by Mike Thomas for 18 yards (tackle by D.D. Lewis)",0.000,0.670
2,4:38,1,10,JAX 26,0,13,David Garrard left end for 1 yard,0.670,0.270
2,3:54,2,9,JAX 27,0,13,David Garrard sacked by Darryl Tapp for -6 yards,0.270,-1.220
2,3:21,3,15,JAX 21,0,13,David Garrard pass incomplete deep middle intended for Torry Holt,-1.220,-1.960
2,3:15,4,15,JAX 21,0,13,"Adam Podlesh punts 46 yards, returned by Nate Burleson for 6 yards (tackle by Montell Owens)",-1.960,-1.530
2,3:06,1,10,SEA 39,0,13,Julius Jones middle for 6 yards (tackle by Russell Allen),1.530,1.800
2,2:44,2,4,SEA 45,0,13,Matt Hasselbeck pass complete short right to Deion Branch for 11 yards,1.800,2.650
2,2:19,1,10,JAX 44,0,19,"Matt Hasselbeck pass complete deep right to Nate Burleson for 44 yards, touchdown",2.650,7.000
2,,,,JAX 2,0,20,Olindo Mare kicks extra point good,0.000,0.000
2,,,,SEA 30,0,20,"Olindo Mare kicks off 76 yards, returned by Brian Witherspoon for 42 yards (tackle by Lawyer Milloy)",0.000,1.330
2,2:01,1,10,JAX 36,0,20,David Garrard pass complete short middle to Marcedes Lewis for 7 yards (tackle by Josh Wilson and Craig Terrill),1.330,1.740
2,1:54,2,3,JAX 43,0,20,"Penalty on Tra Thomas: False Start, 5 yards (no play)",1.740,1.060
2,1:54,2,8,JAX 38,0,20,David Garrard pass complete short left to Marcedes Lewis for 6 yards (tackle by Ken Lucas),1.060,1.160
2,1:36,3,2,JAX 44,0,20,Rashad Jennings middle for -1 yards (tackle by Darryl Tapp),1.160,-0.520
2,1:30,,,,0,20,Timeout #1 by Seattle Seahawks,0.000,-0.520
2,1:30,4,3,JAX 43,0,20,"Adam Podlesh punts 49 yards, fair catch by Justin Forsett",-0.520,0.380
2,1:22,1,10,SEA 8,0,20,Edgerrin James left tackle for 1 yard (tackle by Daryl Smith and Russell Allen),-0.380,-0.710
2,0:42,2,9,SEA 9,0,20,Edgerrin James right guard for 2 yards (tackle by Gerald Alexander),-0.710,-1.070
Quarter,Time,Down,ToGo,Location,JAX,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,0,20,"Olindo Mare kicks off 73 yards, returned by Brian Witherspoon for 22 yards (tackle by Justin Forsett)",0.000,0.150
3,14:55,1,10,JAX 19,0,20,David Garrard pass complete short left to Torry Holt for 8 yards (tackle by Aaron Curry),0.150,0.750
3,14:19,2,2,JAX 27,0,20,David Garrard pass complete deep middle to Jarett Dillard for 18 yards (tackle by Ken Lucas),0.750,1.930
3,13:40,1,10,JAX 45,0,20,David Garrard pass incomplete short right intended for Jarett Dillard (defended by Josh Wilson),1.930,1.380
3,13:32,2,10,JAX 45,0,20,Maurice Jones-Drew middle for -2 yards (tackle by Lofa Tatupu and Colin Cole),1.380,0.430
3,12:56,3,12,JAX 43,0,20,David Garrard pass complete short right to Jarett Dillard for 11 yards (tackle by Deon Grant),0.430,0.200
3,12:15,4,1,SEA 46,0,20,Maurice Jones-Drew left end for 4 yards (tackle by Jordan Babineaux),0.200,2.790
3,11:33,1,10,SEA 42,0,20,"David Garrard sacked by Aaron Curry for -6 yards. David Garrard fumbles (forced by Aaron Curry), recovered by Cory Redding at SEA-42 and returned for 26 yards (tackle by David Garrard)",2.790,-3.450
3,11:20,1,10,JAX 32,0,20,Julius Jones right end for 3 yards (tackle by Russell Allen),3.450,3.310
3,11:01,2,7,JAX 29,0,20,Matt Hasselbeck pass incomplete short right intended for Julius Jones,3.310,2.610
3,10:56,3,7,JAX 29,0,20,Matt Hasselbeck pass complete short middle to John Carlson for 16 yards (tackle by Rashean Mathis),2.610,4.710
3,10:14,1,10,JAX 13,0,26,"Matt Hasselbeck pass complete short left to T.J. Houshmandzadeh for 13 yards, touchdown",4.710,7.000
3,,,,JAX 2,0,27,Olindo Mare kicks extra point good,0.000,0.000
3,,,,SEA 30,0,27,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
3,10:08,1,10,JAX 20,0,27,David Garrard pass incomplete short left intended for Torry Holt (defended by Aaron Curry),0.280,-0.270
3,10:03,2,10,JAX 20,0,27,David Garrard pass complete short left to Marcedes Lewis for no gain,-0.270,-0.960
3,9:18,3,10,JAX 20,0,27,David Garrard pass incomplete short right intended for Marcedes Lewis,-0.960,-2.030
3,9:12,4,10,JAX 20,0,27,"Adam Podlesh punts 43 yards, returned by Justin Forsett for no gain. Penalty on Montell Owens: Face Mask (15 Yards), 15 yards",-2.030,-2.390
3,8:58,1,10,JAX 48,0,27,Julius Jones left end for 4 yards (tackle by Rashean Mathis),2.390,2.390
3,8:20,2,6,JAX 44,0,27,Justin Forsett middle for 22 yards (tackle by Derek Landri),2.390,4.110
3,7:49,1,10,JAX 22,0,27,Julius Jones right end for no gain (tackle by Derek Cox),4.110,3.560
3,7:27,2,10,JAX 22,0,27,Matt Hasselbeck pass incomplete deep middle intended for John Owens,3.560,2.870
3,7:22,3,10,JAX 22,0,27,Matt Hasselbeck pass complete short right to John Carlson for 15 yards (tackle by Derek Cox and Gerald Alexander),2.870,5.600
3,6:41,1,7,JAX 7,0,27,Matt Hasselbeck left tackle for 2 yards (tackle by Derek Landri),5.600,5.150
3,6:03,2,5,JAX 5,0,27,Matt Hasselbeck pass incomplete short right intended for Deion Branch,5.150,4.260
3,5:59,3,5,JAX 5,0,33,"Matt Hasselbeck pass complete short right to Nate Burleson for 5 yards, touchdown",4.260,7.000
3,,,,JAX 2,0,34,Olindo Mare kicks extra point good,0.000,0.000
3,,,,SEA 30,0,34,"Olindo Mare kicks off 71 yards, returned by Brian Witherspoon for 20 yards (tackle by Lance Laury)",0.000,0.150
3,5:47,1,10,JAX 19,0,34,David Garrard sacked by Nick Reed for -7 yards,0.150,-1.290
3,5:15,2,17,JAX 12,0,34,David Garrard pass complete short right to Maurice Jones-Drew for 2 yards (tackle by Aaron Curry),-1.290,-1.920
3,4:37,3,15,JAX 14,0,34,David Garrard pass complete deep middle to Torry Holt for 16 yards (tackle by Josh Wilson and Jordan Babineaux),-1.920,0.940
3,3:48,1,10,JAX 30,0,34,David Garrard pass complete deep right to Mike Thomas for 28 yards (tackle by Jordan Babineaux),0.940,2.790
3,3:16,1,10,SEA 42,0,34,Maurice Jones-Drew right guard for 1 yard (tackle by Aaron Curry and Lofa Tatupu),2.790,2.380
3,2:38,2,9,SEA 41,0,34,David Garrard pass complete short right to Maurice Jones-Drew for 7 yards (tackle by Lofa Tatupu),2.380,2.610
3,2:01,,,,0,34,Timeout #1 by Seattle Seahawks,0.000,2.610
3,2:01,3,2,SEA 34,0,34,David Garrard pass complete short middle to Maurice Jones-Drew for 10 yards (tackle by Lofa Tatupu),2.610,3.970
3,1:24,1,10,SEA 24,0,34,David Garrard pass complete short left to Torry Holt for 12 yards (tackle by Ken Lucas and Lofa Tatupu),3.970,4.780
3,0:46,1,10,SEA 12,0,34,Maurice Jones-Drew left end for 4 yards (tackle by Ken Lucas),4.780,4.830
3,0:05,2,6,SEA 8,0,34,"David Garrard pass complete short left to Maurice Jones-Drew for 7 yards (tackle by Darryl Tapp). Penalty on Mike Thomas: Illegal Formation, 5 yards (no play)",4.830,3.940
Quarter,Time,Down,ToGo,Location,JAX,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,11,SEA 13,0,34,David Garrard pass complete short middle to Torry Holt for 5 yards (tackle by Ken Lucas),3.940,3.930
4,14:19,3,6,SEA 8,0,40,"David Garrard sacked by Lawrence Jackson for -6 yards. David Garrard fumbles (forced by Lawrence Jackson), recovered by Nick Reed at SEA-21 and returned for 79 yards, touchdown",3.930,-7.000
4,,,,JAX 2,0,41,Olindo Mare kicks extra point good,0.000,0.000
4,,,,SEA 30,0,41,"Olindo Mare kicks off 72 yards, returned by Brian Witherspoon for 29 yards (tackle by Lance Laury)",0.000,0.740
4,13:54,1,10,JAX 27,0,41,Luke McCown pass complete short right to Zach Miller for 2 yards (tackle by Aaron Curry),0.740,0.470
4,13:15,2,8,JAX 29,0,41,Rashad Jennings right tackle for 4 yards (tackle by Deon Grant),0.470,0.300
4,12:33,3,4,JAX 33,0,41,Luke McCown sacked by Josh Wilson for -3 yards. Penalty on Brad Meester: Offensive Holding (Declined),0.300,-1.370
4,12:05,4,7,JAX 30,0,41,"Adam Podlesh punts 44 yards, returned by Justin Forsett for no gain",-1.370,-0.670
4,11:53,1,10,SEA 26,0,41,Edgerrin James right tackle for 10 yards (tackle by Gerald Alexander),0.670,1.330
4,11:12,1,10,SEA 36,0,41,"Edgerrin James right end for 14 yards (tackle by Rashean Mathis). Penalty on Max Unger: Offensive Holding, 10 yards (no play)",1.330,0.670
4,10:45,1,20,SEA 26,0,41,Edgerrin James left end for 4 yards,0.670,-0.020
4,10:00,2,16,SEA 30,0,41,"Edgerrin James left end for -5 yards. Edgerrin James fumbles, recovered by Edgerrin James at SEA-24",-0.020,-1.350
4,9:15,3,21,SEA 25,0,41,"Edgerrin James right end for 5 yards (tackle by Gerald Alexander). Penalty on Tyron Brackenridge: Unnecessary Roughness, 15 yards",-1.350,1.930
4,8:45,1,10,SEA 45,0,41,Edgerrin James middle for 5 yards (tackle by Montavious Stanley),1.930,2.060
4,7:59,2,5,,0,41,Edgerrin James right guard for 4 yards (tackle by Montavious Stanley),2.060,1.880
4,7:15,3,1,JAX 46,0,41,Edgerrin James right tackle for 4 yards (tackle by Julius Williams),1.880,2.790
4,6:33,1,10,JAX 42,0,41,Edgerrin James left end for -2 yards (tackle by Brian Iwuh),2.790,1.970
4,5:46,2,12,JAX 44,0,41,"Justin Forsett right tackle for 7 yards (tackle by Daryl Smith). Justin Forsett fumbles (forced by Daryl Smith), recovered by Ben Obomanu at JAX-33",1.970,2.740
4,4:57,3,1,JAX 33,0,41,Justin Forsett right guard for no gain (tackle by Daryl Smith),2.740,1.210
4,4:17,4,1,JAX 33,0,41,Edgerrin James right guard for 2 yards (tackle by Brian Iwuh),1.210,3.510
4,3:32,1,10,JAX 31,0,41,Edgerrin James left guard for 9 yards (tackle by Reggie Nelson),3.510,4.180
4,2:49,2,1,JAX 22,0,41,Edgerrin James right tackle for 3 yards (tackle by Montavious Stanley),4.180,4.310
4,2:00,1,10,JAX 19,0,41,Seneca Wallace kneels for -1 yards,4.310,3.630
4,1:18,2,11,JAX 20,0,41,Seneca Wallace kneels for -1 yards,3.630,2.810
4,0:38,3,12,JAX 21,0,41,Seneca Wallace kneels for -1 yards,2.810,1.990
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
