Quarter,Time,Down,ToGo,Location,SEA,NYG,Detail,EPB,EPA
2,11:47,1,10,SEA 38,3,17,Eli Manning pass complete short left to Mario Manningham for 6 yards (tackle by Josh Wilson),3.050,3.320
2,11:08,2,4,SEA 32,3,17,Brandon Jacobs left tackle for 3 yards (tackle by Howard Green and Lawrence Jackson),3.320,3.010
2,10:24,3,1,SEA 29,3,17,Brandon Jacobs right guard for 4 yards (tackle by Jordan Babineaux),3.010,3.910
2,9:42,1,10,SEA 25,3,17,Brandon Jacobs left end for 4 yards (tackle by Rocky Bernard),3.910,3.900
2,8:51,2,6,SEA 21,3,17,Eli Manning pass complete short middle to Derrick Ward for 7 yards (tackle by LeRoy Hill),3.900,4.650
2,8:19,1,10,SEA 14,3,17,Eli Manning pass incomplete short right intended for Madison Hedgecock,4.650,4.000
2,8:08,2,10,SEA 14,3,17,Eli Manning pass complete short left to Domenik Hixon for 13 yards (tackle by Lofa Tatupu),4.000,6.970
2,7:31,1,1,SEA 1,3,23,"Brandon Jacobs right guard for 1 yard, touchdown",6.970,7.000
2,,,,SEA 2,3,24,John Carney kicks extra point good,0.000,0.000
2,,,,NYG 30,3,24,"John Carney kicks off 56 yards, returned by Josh Wilson for 16 yards (tackle by Kenny Phillips)",0.000,0.940
2,7:17,1,10,SEA 30,3,24,Matt Hasselbeck pass complete short left to Bobby Engram for 16 yards (tackle by Mathias Kiwanuka),0.940,1.990
2,6:43,1,10,SEA 46,3,24,Julius Jones up the middle for -1 yards (tackle by Justin Tuck and Gerris Wilkinson),1.990,1.320
2,6:05,2,11,SEA 45,3,24,Matt Hasselbeck pass complete short left to Bobby Engram for 5 yards (tackle by Antonio Pierce),1.320,1.290
2,5:19,3,6,,3,24,Matt Hasselbeck pass incomplete deep left intended for Keary Colbert (defended by Kevin Dockery),1.290,-0.060
2,5:11,4,6,,3,24,"Jon Ryan punts 40 yards, returned by R.W. McQuarters for 15 yards (tackle by Jeff Robinson)",-0.060,-0.610
2,4:58,1,10,NYG 25,3,24,Derrick Ward left tackle for 4 yards (tackle by Lawrence Jackson and LeRoy Hill),0.610,0.600
2,4:29,2,6,NYG 29,3,24,"Eli Manning sacked by Patrick Kerney for -6 yards. Eli Manning fumbles (forced by Patrick Kerney), recovered by Kevin Boothe at NYG-26",0.600,-0.490
2,3:37,3,9,NYG 26,3,24,Eli Manning pass complete short middle to Domenik Hixon for 16 yards (tackle by Josh Wilson),-0.490,1.730
2,2:57,1,10,NYG 42,3,24,Derrick Ward left tackle for 4 yards (tackle by Lawrence Jackson),1.730,1.730
2,2:09,2,6,NYG 46,3,24,Eli Manning pass complete short left to Sinorice Moss for 9 yards (tackle by Josh Wilson),1.730,2.590
2,1:58,1,10,SEA 45,3,24,Derrick Ward up the middle for 21 yards (tackle by Brian Russell and Deon Grant),2.590,3.970
2,1:36,1,10,SEA 24,3,24,Eli Manning pass incomplete short left intended for Kevin Boss,3.970,3.430
2,1:29,2,10,SEA 24,3,24,Eli Manning pass complete short left to Derrick Ward for 3 yards (tackle by Patrick Kerney),3.430,3.140
2,1:02,3,7,SEA 21,3,24,Eli Manning pass complete short right to Kevin Boss for 6 yards (tackle by Jordan Babineaux),3.140,2.590
2,0:52,,,,3,24,Timeout #1 by Seattle Seahawks,0.000,2.590
2,0:52,4,1,SEA 15,3,27,John Carney 33 yard field goal good,2.590,3.000
2,,,,NYG 30,3,27,John Carney kicks off 57 yards,0.000,1.600
2,0:47,1,10,SEA 40,3,27,Matt Hasselbeck pass complete short right to Deion Branch for 8 yards,1.600,2.130
2,0:41,2,2,SEA 48,3,27,Matt Hasselbeck pass complete short left to Julius Jones for 13 yards (tackle by Antonio Pierce),2.130,2.980
2,0:30,,,,3,27,Timeout #2 by Seattle Seahawks,0.000,2.980
2,0:30,1,10,NYG 39,3,27,Matt Hasselbeck pass complete short right to Bobby Engram for 5 yards (tackle by Kevin Dockery),2.980,3.120
2,0:23,2,5,NYG 34,3,27,"Matt Hasselbeck pass incomplete short right intended for Billy McMullen (defended by Kevin Dockery). Penalty on Antonio Pierce: Face Mask (15 Yards), 15 yards (no play)",3.120,4.310
2,0:18,,,,3,27,Timeout #3 by Seattle Seahawks,0.000,4.310
2,0:18,1,10,NYG 19,3,27,Matt Hasselbeck pass incomplete deep left intended for Keary Colbert,4.310,3.750
2,0:12,2,10,NYG 19,3,27,"Matt Hasselbeck sacked by Dave Tollefson for -3 yards. Penalty on Dave Tollefson: Face Mask (15 Yards), 11 yards",3.750,4.840
2,0:07,1,10,NYG 11,6,27,Olindo Mare 29 yard field goal good,4.840,3.000
2,,,,SEA 30,6,27,Olindo Mare kicks off 44 yards,0.000,0.940
Quarter,Time,Down,ToGo,Location,SEA,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,6,27,"Olindo Mare kicks off 75 yards, touchback",0.000,0.280
3,15:00,1,10,NYG 20,6,27,Brandon Jacobs left tackle for 4 yards (tackle by LeRoy Hill and Josh Wilson),0.280,0.270
3,14:25,2,6,NYG 24,6,27,Brandon Jacobs up the middle for 8 yards (tackle by Marcus Trufant),0.270,1.070
3,13:43,1,10,NYG 32,6,27,Eli Manning pass incomplete deep middle intended for Sinorice Moss (defended by Marcus Trufant),1.070,0.530
3,13:28,2,10,NYG 32,6,27,Brandon Jacobs left tackle for 38 yards (tackle by Brian Russell),0.530,3.580
3,12:53,1,10,SEA 30,6,27,Derrick Ward left guard for 7 yards (tackle by Josh Wilson),3.580,3.980
3,12:06,2,3,SEA 23,6,33,"Eli Manning pass complete deep middle to Sinorice Moss for 23 yards, touchdown",3.980,7.000
3,,,,SEA 2,6,34,John Carney kicks extra point good,0.000,0.000
3,,,,NYG 30,6,34,"John Carney kicks off 59 yards, returned by Josh Wilson for 19 yards (tackle by Zak DeOssie)",0.000,0.940
3,11:47,1,10,SEA 30,6,34,Matt Hasselbeck pass incomplete deep right intended for Bobby Engram,0.940,0.390
3,11:40,2,10,SEA 30,6,34,Julius Jones up the middle for 8 yards (tackle by Justin Tuck),0.390,0.760
3,11:09,3,2,SEA 38,6,34,Leonard Weaver left guard for -1 yards (tackle by Fred Robbins),0.760,-0.910
3,10:33,4,3,SEA 37,6,34,"Jon Ryan punts 63 yards, touchback",-0.910,-0.280
3,10:21,1,10,NYG 20,6,34,Eli Manning pass incomplete short left intended for Sinorice Moss (defended by Josh Wilson),0.280,-0.270
3,10:16,2,10,NYG 20,6,34,Brandon Jacobs left guard for 6 yards (tackle by Julian Peterson and Brian Russell),-0.270,-0.160
3,9:35,3,4,NYG 26,6,34,Eli Manning pass complete short middle to Kevin Boss for 3 yards (tackle by Deon Grant),-0.160,-1.440
3,8:59,4,1,NYG 29,6,34,Jeff Feagles punts 40 yards,-1.440,-1.000
3,8:47,1,10,SEA 31,6,34,Julius Jones left end for 3 yards (tackle by Barry Cofield),1.000,0.870
3,8:14,2,7,SEA 34,6,34,Matt Hasselbeck pass complete short right to Bobby Engram for 21 yards (tackle by Aaron Ross),0.870,2.590
3,7:43,1,10,NYG 45,6,34,Julius Jones left end for 3 yards (tackle by James Butler),2.590,2.450
3,6:56,2,7,NYG 42,6,34,Matt Hasselbeck pass complete short right to Bobby Engram for 2 yards (tackle by Aaron Ross),2.450,2.010
3,6:17,3,5,NYG 40,6,34,Matt Hasselbeck pass incomplete short right intended for Bobby Engram is intercepted by Kevin Dockery at NYG-25 and returned for 44 yards (tackle by Leonard Weaver),2.010,-3.510
3,5:54,1,10,SEA 31,6,34,Derrick Ward up the middle for no gain (tackle by Lawrence Jackson),3.510,2.970
3,5:23,2,10,SEA 31,6,34,Eli Manning pass complete short left to Amani Toomer for 9 yards (tackle by Josh Wilson),2.970,3.470
3,4:34,3,1,SEA 22,6,34,Brandon Jacobs right tackle for 2 yards (tackle by Rocky Bernard and LeRoy Hill),3.470,4.240
3,3:48,1,10,SEA 20,6,34,"Derrick Ward left end for 1 yard (tackle by Deon Grant and Darryl Tapp). Penalty on Kevin Boothe: Offensive Holding, 10 yards (no play)",4.240,3.580
3,3:26,1,20,SEA 30,6,34,Derrick Ward left end for 5 yards (tackle by Brian Russell and Kevin Hobbs),3.580,3.020
3,2:40,2,15,SEA 25,6,34,Eli Manning pass complete short right to Sinorice Moss for 8 yards (tackle by Brian Russell),3.020,3.360
3,1:53,3,7,SEA 17,6,34,Eli Manning pass incomplete short right intended for Steve Smith,3.360,2.310
3,1:43,4,7,SEA 17,6,37,John Carney 35 yard field goal good,2.310,3.000
3,,,,NYG 30,6,37,"John Carney kicks off 62 yards, returned by Josh Wilson for 25 yards (tackle by Reuben Droughns)",0.000,1.140
3,1:32,1,10,SEA 33,6,37,Seneca Wallace pass complete short right to Keary Colbert for 10 yards (tackle by Kenny Phillips),1.140,1.800
3,0:57,1,10,SEA 43,6,37,Julius Jones left guard for 5 yards (tackle by Aaron Ross and James Butler),1.800,1.930
3,0:24,2,5,SEA 48,6,37,Julius Jones left end for 6 yards (tackle by Chase Blackburn),1.930,2.520
Quarter,Time,Down,ToGo,Location,SEA,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 46,6,37,Seneca Wallace pass incomplete short right intended for Bobby Engram,2.520,1.980
4,14:55,2,10,NYG 46,6,37,Seneca Wallace pass complete short right to Bobby Engram for no gain,1.980,1.290
4,14:17,3,10,NYG 46,6,37,Seneca Wallace sacked by Mathias Kiwanuka for -9 yards,1.290,-0.390
4,13:56,4,19,SEA 45,6,37,"Jon Ryan punts 44 yards, returned by R.W. McQuarters for 12 yards (tackle by David Hawthorne)",-0.390,-0.480
4,13:41,1,10,NYG 23,6,37,Ahmad Bradshaw left end for 11 yards (tackle by Craig Terrill),0.480,1.200
4,13:02,1,10,NYG 34,6,37,Ahmad Bradshaw right end for -1 yards (tackle by LeRoy Hill),1.200,0.520
4,12:26,2,11,NYG 33,6,37,Ahmad Bradshaw right guard for -1 yards (tackle by Darryl Tapp and Julian Peterson),0.520,-0.300
4,11:39,3,12,NYG 32,6,37,"David Carr pass incomplete deep right intended for Mario Manningham. Penalty on Marcus Trufant: Defensive Pass Interference, 24 yards (no play)",-0.300,2.650
4,11:33,1,10,SEA 44,6,37,Ahmad Bradshaw right guard for 5 yards (tackle by Rocky Bernard and LeRoy Hill),2.650,2.780
4,11:02,2,5,SEA 39,6,37,Ahmad Bradshaw left end for 32 yards (tackle by Josh Wilson),2.780,5.600
4,10:16,1,7,SEA 7,6,37,Ahmad Bradshaw right end for 2 yards (tackle by Craig Terrill),5.600,5.150
4,9:34,2,5,SEA 5,6,43,"David Carr pass complete short right to Sinorice Moss for 5 yards, touchdown",5.150,7.000
4,,,,SEA 2,6,44,John Carney kicks extra point good,0.000,0.000
4,,,,NYG 30,6,44,"John Carney kicks off 65 yards, returned by Josh Wilson for 17 yards (tackle by Mario Manningham)",0.000,0.410
4,9:15,1,10,SEA 22,6,44,Seneca Wallace pass incomplete short right intended for Leonard Weaver,0.410,-0.130
4,9:10,2,10,SEA 22,6,44,Julius Jones right end for -1 yards (tackle by Corey Webster and Bryan Kehl),-0.130,-0.960
4,8:41,3,11,SEA 21,6,44,Julius Jones up the middle for 1 yard (tackle by Chase Blackburn),-0.960,-1.900
4,8:09,4,10,SEA 22,6,44,"Jon Ryan punts 55 yards, returned by R.W. McQuarters for 4 yards (tackle by D.D. Lewis)",-1.900,-0.740
4,7:51,1,10,NYG 27,6,44,Ahmad Bradshaw right guard for 7 yards (tackle by Jordan Babineaux and Deon Grant),0.740,1.140
4,7:12,2,3,NYG 34,6,44,Ahmad Bradshaw right guard for 4 yards (tackle by Darryl Tapp and Julian Peterson),1.140,1.470
4,6:30,1,10,NYG 38,6,44,Ahmad Bradshaw left guard for 4 yards (tackle by LeRoy Hill),1.470,1.460
4,5:50,2,6,NYG 42,6,44,Ahmad Bradshaw right end for -1 yards (tackle by Brandon Mebane),1.460,0.630
4,5:00,3,7,NYG 41,6,44,Ahmad Bradshaw right end for 3 yards (tackle by Darryl Tapp),0.630,-0.460
4,4:23,4,4,NYG 44,6,44,"Jeff Feagles punts 56 yards, touchback",-0.460,-0.280
4,4:07,1,10,SEA 20,6,44,T.J. Duckett left end for 2 yards (tackle by Barry Cofield and Danny Clark),0.280,0.000
4,3:32,2,8,SEA 22,6,44,T.J. Duckett left guard for 6 yards (tackle by Chase Blackburn and Kenny Phillips),0.000,0.100
4,3:00,3,2,SEA 28,6,44,Seneca Wallace pass complete short right to Michael Bumpus for 10 yards (tackle by Sammy Knight),0.100,1.470
4,2:25,1,10,SEA 38,6,44,T.J. Duckett right guard for 4 yards (tackle by Barry Cofield),1.470,1.460
4,2:00,2,6,SEA 42,6,44,Seneca Wallace pass incomplete short left intended for Keary Colbert,1.460,0.760
4,1:53,3,6,SEA 42,6,44,T.J. Duckett up the middle for 2 yards (tackle by Sammy Knight and Jay Alford),0.760,-0.460
4,1:09,4,4,SEA 44,6,44,"Jon Ryan punts 56 yards, touchback",-0.460,-0.280
4,1:00,1,10,NYG 20,6,44,David Carr kneels for -1 yards,0.280,-0.460
4,0:25,2,11,NYG 19,6,44,David Carr kneels for -1 yards,-0.460,-1.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
