Quarter,Time,Down,ToGo,Location,NYG,CAR,Detail,EPB,EPA
1,1:40,2,4,CAR 32,3,0,Brad Hoover right guard for 3 yards (tackle by Mathias Kiwanuka),0.940,0.630
1,0:58,3,1,CAR 35,3,0,Chris Weinke pass incomplete short middle intended for Steve Smith,0.630,-1.040
1,0:54,4,1,CAR 35,3,0,"Jason Baker punts 50 yards, returned by Chad Morton for 9 yards (tackle by Taye Biddle)",-1.040,-0.540
1,0:44,1,10,NYG 24,3,0,Eli Manning pass complete deep left to Plaxico Burress for 45 yards (tackle by Dion Byrum),0.540,3.510
1,0:20,1,10,CAR 31,3,0,Tiki Barber middle for 3 yards (tackle by Na'il Diggs and Mike Rucker),3.510,3.370
Quarter,Time,Down,ToGo,Location,NYG,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,CAR 28,3,0,Eli Manning pass incomplete short right intended for Tiki Barber,3.370,2.680
2,14:54,3,7,CAR 28,9,0,"Eli Manning pass complete to Plaxico Burress for 28 yards, touchdown",2.680,7.000
2,,,,CAR 2,10,0,Jay Feely kicks extra point good,0.000,0.000
2,,,,NYG 30,10,0,"Jay Feely kicks off 64 yards, returned by DeAngelo Williams for 16 yards (tackle by David Tyree)",0.000,0.410
2,14:43,1,10,CAR 22,10,0,Chris Weinke pass complete deep right to Drew Carter for 9 yards (tackle by Kevin Dockery),0.410,1.080
2,14:19,2,1,CAR 31,10,0,DeShaun Foster left guard for 12 yards (tackle by R.W. McQuarters),1.080,1.800
2,13:34,1,10,CAR 43,10,0,Chris Weinke pass complete deep right to Steve Smith for 21 yards (tackle by Will Demps and Kevin Dockery),1.800,3.180
2,13:05,1,10,NYG 36,10,6,"Chris Weinke pass complete deep right to Drew Carter for 36 yards, touchdown",3.180,7.000
2,,,,NYG 2,10,7,John Kasay kicks extra point good,0.000,0.000
2,,,,CAR 30,10,7,"John Kasay kicks off 58 yards, returned by Brandon Jacobs for 16 yards (tackle by Kevin McCadam)",0.000,0.810
2,12:53,1,10,NYG 28,10,7,Tiki Barber right end for 20 yards (tackle by Thomas Davis),0.810,2.130
2,12:07,1,10,NYG 48,10,7,Eli Manning pass incomplete deep right intended for Tim Carter (defended by Dion Byrum),2.130,1.580
2,11:58,2,10,NYG 48,10,7,Tiki Barber middle for -3 yards (tackle by Shaun Williams and Kindal Moorehead),1.580,0.500
2,11:21,3,13,NYG 45,10,7,Eli Manning pass incomplete short right intended for Jeremy Shockey,0.500,-0.390
2,11:15,4,13,NYG 45,10,7,Jeff Feagles punts 36 yards,-0.390,-0.150
2,11:08,1,10,CAR 19,10,7,DeShaun Foster right guard for -3 yards (tackle by Osi Umenyiora),0.150,-0.870
2,10:26,2,13,CAR 16,10,7,Chris Weinke pass complete short middle to Steve Smith for 12 yards (tackle by Gibril Wilson),-0.870,0.100
2,9:53,3,1,CAR 28,10,7,DeShaun Foster right guard for 1 yard (tackle by Antonio Pierce),0.100,0.870
2,9:23,1,10,CAR 29,10,7,DeAngelo Williams right guard for 3 yards (tackle by Gerris Wilkinson),0.870,0.730
2,8:42,2,7,CAR 32,10,7,DeAngelo Williams middle for -2 yards (tackle by Fred Robbins),0.730,-0.230
2,8:04,3,9,CAR 30,10,7,Chris Weinke pass incomplete deep middle intended for Steve Smith,-0.230,-1.370
2,7:59,4,9,CAR 30,10,7,"Jason Baker punts 33 yards, fair catch by Chad Morton",-1.370,-1.400
2,7:52,1,10,NYG 37,10,7,Eli Manning pass complete short middle to Jeremy Shockey for 5 yards (tackle by Richard Marshall),1.400,1.530
2,7:07,2,5,NYG 42,10,7,Eli Manning pass complete short left to Plaxico Burress for 2 yards (tackle by Richard Marshall),1.530,1.090
2,6:44,3,3,NYG 44,10,7,Eli Manning pass incomplete short left intended for Jeremy Shockey,1.090,-0.460
2,6:40,4,3,NYG 44,10,7,"Jeff Feagles punts 48 yards, returned by Steve Smith for 2 yards (tackle by Mathias Kiwanuka)",-0.460,0.380
2,6:26,1,10,CAR 10,10,7,"Steve Smith right end for -1 yards (tackle by Antonio Pierce). Penalty on Fred Robbins: Defensive Holding, 5 yards (no play)",-0.380,-0.220
2,5:56,,,,10,7,Timeout #1 by Carolina Panthers,0.000,-0.220
2,5:56,1,10,CAR 15,10,7,Chris Weinke pass incomplete short right intended for Steve Smith,-0.220,-0.710
2,5:50,2,10,CAR 15,10,7,Chris Weinke pass incomplete short left intended for DeShaun Foster,-0.710,-1.370
2,5:47,3,10,CAR 15,10,7,Chris Weinke pass complete deep right to Drew Carter for 38 yards (tackle by Kevin Dockery),-1.370,2.460
2,5:07,1,10,NYG 47,10,7,Chris Weinke pass incomplete deep middle intended for Keyshawn Johnson,2.460,1.910
2,5:04,2,10,NYG 47,10,7,Chris Weinke pass incomplete short right intended for Kris Mangum,1.910,1.220
2,5:01,3,10,NYG 47,10,7,Chris Weinke middle for 13 yards (tackle by Gibril Wilson),1.220,3.310
2,4:22,1,10,NYG 34,10,7,Chris Weinke pass complete to Karl Hankton for 11 yards (tackle by Gibril Wilson). Penalty on Sam Madison: Defensive Holding (Declined),3.310,4.040
2,3:58,1,10,NYG 23,10,7,Chris Weinke pass incomplete short middle intended for Steve Smith (defended by Fred Robbins),4.040,3.500
2,3:54,2,10,NYG 23,10,7,Chris Weinke pass complete short middle to DeAngelo Williams for 4 yards (tackle by Fred Robbins),3.500,3.340
2,3:10,3,6,NYG 19,10,7,Chris Weinke pass incomplete short right intended for Kris Mangum (defended by R.W. McQuarters),3.340,2.210
2,3:05,4,6,NYG 19,10,10,John Kasay 37 yard field goal good,2.210,3.000
2,,,,CAR 30,10,10,"John Kasay kicks off 70 yards, returned by Derrick Ward for 21 yards (tackle by Nate Salley)",0.000,0.340
2,2:56,1,10,NYG 21,10,10,Eli Manning pass complete short middle to Sinorice Moss for 7 yards (tackle by Dion Byrum),0.340,0.750
2,2:25,2,3,NYG 28,10,10,Tiki Barber right tackle for 18 yards (tackle by Shaun Williams),0.750,1.990
2,2:00,1,10,NYG 46,10,10,"Penalty on Kris Jenkins: Encroachment, 5 yards (no play)",1.990,2.720
2,2:00,1,5,CAR 49,10,10,Eli Manning middle for 9 yards (tackle by Thomas Davis),2.720,2.920
2,1:38,1,10,CAR 40,10,10,Tiki Barber left tackle for 5 yards (tackle by Shaun Williams),2.920,3.050
2,1:11,2,5,CAR 35,10,10,Eli Manning pass incomplete short middle intended for Jeremy Shockey (defended by Thomas Davis),3.050,2.340
2,1:05,3,5,CAR 35,10,10,Eli Manning pass complete short middle to Jeremy Shockey for 25 yards (tackle by Thomas Davis),2.340,4.910
2,0:54,,,,10,10,Timeout #2 by New York Giants,0.000,4.910
2,0:54,1,10,CAR 10,10,10,Eli Manning pass complete short right to Visanthe Shiancoe for 9 yards (tackle by Dion Byrum),4.910,5.910
2,0:48,2,1,CAR 1,10,10,"Brandon Jacobs left tackle for -1 yards (tackle by Shaun Williams). Brandon Jacobs fumbles (forced by Shaun Williams), recovered by Jeremy Shockey at CAR-2",5.910,4.950
2,0:35,3,2,CAR 2,16,10,"Eli Manning pass complete short left to Jeremy Shockey for 2 yards, touchdown. Penalty on Al Wallace: Defensive Holding (Declined)",4.950,7.000
2,,,,CAR 2,17,10,Jay Feely kicks extra point good,0.000,0.000
2,,,,NYG 30,17,10,"Jay Feely kicks off 63 yards, returned by DeAngelo Williams for 5 yards (tackle by James Butler)",0.000,-0.350
2,0:27,1,10,CAR 12,17,10,Chris Weinke kneels for -1 yards,-0.350,-0.850
Quarter,Time,Down,ToGo,Location,NYG,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,17,10,"Jay Feely kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,CAR 20,17,10,DeShaun Foster middle for 4 yards (tackle by Antonio Pierce),0.280,0.270
3,14:23,2,6,CAR 24,17,10,Chris Weinke pass incomplete short left intended for Drew Carter,0.270,-0.430
3,14:19,3,6,CAR 24,17,10,Chris Weinke pass incomplete deep middle intended for Steve Smith (defended by Kevin Dockery),-0.430,-1.770
3,14:14,4,6,CAR 24,17,10,"Jason Baker punts 44 yards, returned by Chad Morton for 22 yards (tackle by Thomas Davis). Chad Morton fumbles, ball out of bounds at CAR-40",-1.770,-2.520
3,14:01,1,10,CAR 46,17,10,Tiki Barber left end for 20 yards (tackle by Shaun Williams),2.520,3.840
3,13:26,1,10,CAR 26,17,10,Eli Manning pass incomplete deep left intended for Sinorice Moss,3.840,3.300
3,13:20,2,10,CAR 26,17,10,"Tiki Barber left end for 1 yard (tackle by Richard Marshall). Penalty on Kris Jenkins: Defensive Holding, 5 yards",3.300,4.240
3,12:56,1,10,CAR 20,17,10,Tiki Barber middle for 2 yards (tackle by Mike Rucker),4.240,3.960
3,12:14,2,8,CAR 18,17,10,Eli Manning pass complete short right to Jeremy Shockey for 7 yards (tackle by Thomas Davis),3.960,4.590
3,11:29,3,1,CAR 11,17,10,Brandon Jacobs right tackle for no gain (tackle by Na'il Diggs),4.590,2.850
3,10:47,4,1,CAR 11,20,10,Jay Feely 29 yard field goal good,2.850,3.000
3,,,,NYG 30,20,10,"Jay Feely kicks off 73 yards, returned by DeAngelo Williams for 21 yards (tackle by Gerris Wilkinson)",0.000,0.040
3,10:40,1,10,CAR 18,20,10,Chris Weinke pass complete short left to DeShaun Foster for 1 yard (tackle by Kevin Dockery),0.040,-0.320
3,10:09,2,9,CAR 19,20,10,Chris Weinke pass complete short left to Keyshawn Johnson for 7 yards (tackle by Kevin Dockery),-0.320,-0.140
3,9:27,3,2,CAR 26,20,10,Chris Weinke pass incomplete short middle intended for Steve Smith is intercepted by Gibril Wilson at CAR-39 and returned for 25 yards,-0.140,-4.650
3,9:15,1,10,CAR 14,20,10,Brandon Jacobs right guard for 6 yards (tackle by Shaun Williams and Thomas Davis),4.650,5.090
3,8:32,,,,20,10,Timeout #1 by New York Giants,0.000,5.090
3,8:32,2,4,CAR 8,20,10,Eli Manning pass complete short middle to Tiki Barber for 6 yards (tackle by Dion Byrum),5.090,6.740
3,7:47,1,2,CAR 2,20,10,Eli Manning pass incomplete short left intended for Grey Ruegamer,6.740,5.720
3,7:42,2,2,CAR 2,20,10,Brandon Jacobs right guard for -1 yards (tackle by Shaun Williams and Kris Jenkins),5.720,4.720
3,7:03,3,3,CAR 3,26,10,"Eli Manning pass complete short middle to David Tyree for 3 yards, touchdown",4.720,7.000
3,,,,CAR 2,27,10,Jay Feely kicks extra point good,0.000,0.000
3,,,,NYG 30,27,10,"Jay Feely kicks off 74 yards, returned by DeAngelo Williams for 20 yards (tackle by Chad Morton)",0.000,-0.140
3,6:54,1,10,CAR 16,27,10,Chris Weinke pass complete short left to Keyshawn Johnson for 11 yards,-0.140,0.740
3,6:34,1,10,CAR 27,27,10,Chris Weinke pass complete short left to Kris Mangum for 13 yards (tackle by Antonio Pierce),0.740,1.600
3,6:10,1,10,CAR 40,27,10,Chris Weinke pass incomplete short middle intended for DeShaun Foster,1.600,1.050
3,6:05,2,10,CAR 40,27,10,Chris Weinke pass complete short right to Steve Smith for 8 yards (tackle by Antonio Pierce),1.050,1.420
3,5:24,3,2,CAR 48,27,10,Chris Weinke pass incomplete short left intended for Keyshawn Johnson (defended by Kevin Dockery),1.420,-0.190
3,5:11,4,2,CAR 48,27,10,"Jason Baker punts 41 yards, fair catch by Chad Morton",-0.190,0.370
3,5:11,1,10,NYG 11,27,10,Tiki Barber left end for -3 yards (tackle by Julius Peppers),-0.370,-1.000
3,4:34,2,13,NYG 8,27,10,"Eli Manning sacked for -6 yards. Eli Manning fumbles, recovered by Jim Finn at NYG-10",-1.000,-1.540
3,3:46,3,11,NYG 10,27,10,Tiki Barber right guard for 5 yards (tackle by Mike Minter). Penalty on Chris Snee: Offensive Holding (Declined),-1.540,-2.440
3,3:32,4,6,NYG 15,27,10,Jeff Feagles punts 45 yards,-2.440,-1.600
3,3:25,1,10,CAR 40,27,10,Chris Weinke pass complete short left to Drew Carter for 26 yards (tackle by Kevin Dockery and Sam Madison),1.600,3.310
3,2:58,1,10,NYG 34,27,10,Chris Weinke pass complete short right to Drew Carter for 7 yards (tackle by R.W. McQuarters),3.310,3.720
3,2:20,2,3,NYG 27,27,10,--,3.720,3.040
3,1:54,2,8,NYG 32,27,10,Chris Weinke pass incomplete deep right intended for Steve Smith is intercepted by Gibril Wilson at NYG-6,3.040,0.380
3,1:49,1,10,NYG 6,27,10,Tiki Barber right tackle for no gain (tackle by Ma'ake Kemoeatu),-0.380,-0.780
3,1:16,2,10,NYG 6,27,10,Eli Manning pass complete short right to Jim Finn for 5 yards (tackle by Dion Byrum),-0.780,-0.840
3,0:41,3,5,NYG 11,27,10,Eli Manning pass incomplete short left intended for Jeremy Shockey (defended by Mike Minter),-0.840,-2.490
3,0:36,4,5,NYG 11,27,10,Jeff Feagles punts 50 yards,-2.490,-1.530
3,0:25,1,10,CAR 39,27,10,"Chris Weinke sacked by William Joseph for -5 yards. Chris Weinke fumbles (forced by William Joseph), recovered by Chris Weinke at CAR-34",1.530,0.310
Quarter,Time,Down,ToGo,Location,NYG,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,15,CAR 34,27,10,Chris Weinke pass complete short middle to Keyshawn Johnson for 10 yards (tackle by Antonio Pierce),0.310,0.960
4,14:34,3,5,CAR 44,27,10,Chris Weinke pass complete to Michael Gaines for 7 yards (tackle by Antonio Pierce),0.960,2.320
4,14:34,1,10,NYG 49,27,10,Chris Weinke pass incomplete deep middle intended for Keyshawn Johnson (defended by Kevin Dockery),2.320,1.780
4,14:16,2,10,NYG 49,27,10,Chris Weinke pass complete short right to Drew Carter for 7 yards (tackle by R.W. McQuarters),1.780,2.020
4,13:46,3,3,NYG 42,27,10,Chris Weinke pass incomplete short middle intended for Michael Gaines (defended by Will Demps),2.020,0.460
4,13:41,4,3,NYG 42,27,10,Chris Weinke pass incomplete deep middle intended for Keyshawn Johnson,0.460,-1.730
4,13:37,1,10,NYG 42,27,10,Tiki Barber left end for 5 yards (tackle by Na'il Diggs),1.730,1.860
4,12:57,2,5,NYG 47,27,10,Eli Manning pass complete short left to Jeremy Shockey for 4 yards (tackle by Thomas Davis),1.860,1.690
4,12:13,3,1,CAR 49,27,10,Eli Manning pass incomplete short right intended for Sinorice Moss,1.690,0.000
4,12:09,4,1,CAR 49,27,10,"Jeff Feagles punts 31 yards, fair catch by Steve Smith",0.000,-0.040
4,12:01,1,10,CAR 18,27,10,DeShaun Foster middle for -4 yards (tackle by Fred Robbins),0.040,-1.040
4,11:22,2,14,CAR 14,27,10,Chris Weinke pass complete short middle to Drew Carter for 18 yards (tackle by Jason Bell),-1.040,1.070
4,10:58,1,10,CAR 32,27,10,Chris Weinke pass complete short middle to DeAngelo Williams for 12 yards (tackle by Will Demps),1.070,1.860
4,10:31,1,10,CAR 44,27,10,Chris Weinke pass complete short middle to Kris Mangum for 10 yards (tackle by Will Demps),1.860,2.520
4,10:03,1,10,NYG 46,27,10,Chris Weinke pass complete short middle to DeShaun Foster for 2 yards (tackle by Adrian Awasom),2.520,2.250
4,9:36,2,8,NYG 44,27,10,Chris Weinke pass incomplete short left intended for Keyshawn Johnson is intercepted by Kevin Dockery at NYG-36 and returned for 4 yards,2.250,-1.600
4,9:30,1,10,NYG 40,27,10,Brandon Jacobs left end for -2 yards (tackle by Chris Draft),1.600,0.780
4,8:49,2,12,NYG 38,27,10,Brandon Jacobs right end for 9 yards (tackle by Thomas Davis),0.780,1.290
4,8:04,3,3,NYG 47,27,10,Eli Manning pass complete short right to Plaxico Burress for 2 yards (tackle by Richard Marshall),1.290,-0.130
4,7:50,,,,27,10,Timeout #1 by Carolina Panthers,0.000,-0.130
4,7:49,4,1,NYG 49,27,10,"Jeff Feagles punts 36 yards, returned by Steve Smith for no gain. Penalty on Taye Biddle: Illegal Block Above the , 7 yards",-0.130,0.380
4,7:39,1,10,CAR 8,27,10,Chris Weinke pass complete short right to Kris Mangum for 17 yards (tackle by James Butler),-0.380,0.610
4,7:14,1,10,CAR 25,27,10,Chris Weinke pass complete short middle to Kris Mangum for 5 yards (tackle by Antonio Pierce),0.610,0.740
4,6:57,2,5,CAR 30,27,10,Chris Weinke pass complete short right to Steve Smith for 8 yards (tackle by Will Demps and R.W. McQuarters),0.740,1.470
4,6:32,1,10,CAR 38,27,10,"Chris Weinke for 4 yards. Penalty on Chris Weinke: Illegal Forward Pass, 5 yards",1.470,0.790
4,6:23,2,11,CAR 37,27,10,Chris Weinke pass incomplete short right intended for DeShaun Foster,0.790,0.100
4,6:20,3,11,CAR 37,27,10,Chris Weinke pass complete deep middle to Steve Smith for 18 yards (tackle by Will Demps),0.100,2.590
4,5:58,1,10,NYG 45,27,10,Chris Weinke pass incomplete short right intended for Drew Carter,2.590,2.040
4,5:54,2,10,NYG 45,27,10,Chris Weinke pass complete deep right to Keyshawn Johnson for 17 yards (tackle by James Butler),2.040,3.710
4,5:28,1,10,NYG 28,27,10,Chris Weinke pass incomplete short right intended for DeAngelo Williams,3.710,3.170
4,5:23,2,10,NYG 28,27,10,Chris Weinke pass incomplete,3.170,2.480
4,5:17,3,10,NYG 28,27,10,Chris Weinke sacked by Mathias Kiwanuka for 0 yards,2.480,1.590
4,4:37,4,10,NYG 28,27,13,John Kasay 45 yard field goal good,1.590,3.000
4,,,,CAR 30,27,13,"John Kasay kicks onside 12 yards. Penalty on John Kasay: Short Free Kick, 5 yards",0.000,3.120
4,4:32,1,10,CAR 37,27,13,Brandon Jacobs right tackle for 2 yards (tackle by Mike Minter),3.120,2.840
4,3:48,2,8,CAR 35,27,13,Brandon Jacobs left guard for 2 yards (tackle by Kris Jenkins),2.840,2.410
4,3:42,,,,27,13,Timeout #2 by Carolina Panthers,0.000,2.410
4,3:42,3,6,CAR 33,27,13,Eli Manning pass incomplete deep left intended for Jeremy Shockey,2.410,1.160
4,3:42,4,6,CAR 33,27,13,Penalty on Jeff Feagles: Delay of Game (Declined),1.160,1.160
4,3:36,4,6,CAR 33,27,13,"Jeff Feagles punts 25 yards, fair catch by Steve Smith",1.160,0.380
4,3:30,1,10,CAR 8,27,13,Chris Weinke pass complete short left to Taye Biddle for 9 yards (tackle by James Butler),-0.380,0.050
4,3:08,2,1,CAR 17,27,13,Chris Weinke pass complete short middle to Michael Gaines for 11 yards (tackle by Will Demps),0.050,0.810
4,2:46,1,10,CAR 28,27,13,Chris Weinke pass complete short right to DeAngelo Williams for 7 yards (tackle by Kevin Dockery and Will Demps),0.810,1.210
4,2:19,2,3,CAR 35,27,13,Chris Weinke pass complete deep left to Taye Biddle for 22 yards (tackle by James Butler),1.210,2.720
4,2:00,1,10,NYG 43,27,13,Chris Weinke pass complete short left to Michael Gaines for 8 yards (tackle by Antonio Pierce and Kevin Dockery),2.720,3.260
4,1:37,2,2,NYG 35,27,13,Chris Weinke pass complete short middle to DeAngelo Williams for 22 yards (tackle by R.W. McQuarters),3.260,4.710
4,1:29,1,10,NYG 13,27,13,Chris Weinke pass incomplete short right intended for Keyshawn Johnson,4.710,4.050
4,1:25,2,10,NYG 13,27,13,Chris Weinke pass complete short left to Drew Carter for 3 yards (tackle by Sam Madison),4.050,3.650
4,0:57,3,7,NYG 10,27,13,Chris Weinke pass incomplete short right intended for Drew Carter (defended by R.W. McQuarters),3.650,2.760
4,0:55,4,7,NYG 10,27,13,"Penalty on Sam Madison: Defensive Delay of Game, 5 yards (no play)",2.760,3.030
4,0:55,4,2,NYG 5,27,13,Chris Weinke pass incomplete short middle intended for Keyshawn Johnson,3.030,0.380
4,0:52,1,10,NYG 5,27,13,Eli Manning kneels for -1 yards,-0.380,-0.850
4,0:42,,,,27,13,Timeout #3 by Carolina Panthers,0.000,-0.850
4,0:42,2,11,NYG 4,27,13,Eli Manning kneels for -1 yards,-0.850,-1.650
4,0:29,3,12,NYG 3,27,13,Eli Manning kneels for -1 yards,-1.650,-2.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
