Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Raheem Mostert,SFO,16,43,1,3,25,1.6,18,1.1,0,
Jeff Wilson,SFO,12,40,0,2,25,2.1,15,1.3,0,
Jerick McKinnon,SFO,3,21,0,,14,4.7,7,2.3,0,
Kyle Juszczyk,SFO,2,8,0,1,6,3.0,2,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Darrell Henderson,LAR,10,19,0,,7,0.7,12,1.2,0,
Cam Akers,LAR,9,84,1,2,73,8.1,11,1.2,0,
Jared Goff,LAR,5,11,0,0,11,2.2,0,0.0,0,
Malcolm Brown,LAR,3,4,0,2,3,1.0,1,0.3,0,
Robert Woods,LAR,1,8,0,1,8,8.0,0,0.0,0,
