#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:40,TEN 20,3,2:17,9,Punt
2,1,9:25,TEN 15,13,6:40,70,Field Goal
3,2,12:47,TEN 20,7,4:29,68,Field Goal
4,2,6:34,TEN 16,2,0:46,-10,Fumble
5,2,5:20,TEN 31,8,4:15,63,Field Goal
6,2,0:17,TEN 27,1,0:17,-1,End of Half
7,3,15:00,TEN 20,8,4:23,80,Touchdown
8,3,5:41,TEN 8,12,5:41,66,Missed FG
9,4,13:06,TEN 25,2,0:49,75,Touchdown
10,4,10:43,TEN 18,10,4:57,53,Downs
11,4,4:13,TEN 32,12,3:44,68,Touchdown
12,5,10:00,TEN 18,5,1:41,16,Punt
13,5,7:19,SEA 39,5,2:34,21,Field Goal
