Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss, Browns to receive the opening kickoff.",,
1,15:00,,,PIT 30,0,0,"Jeff Reed kicks off 68 yards, returned by Josh Cribbs for 32 yards (tackle by Andre Frazier)",0.000,1.200
1,14:52,1,10,CLE 34,0,0,Jerome Harrison for 1 yard (tackle by William Gay),1.200,0.790
1,14:29,2,9,CLE 35,0,0,Brady Quinn pass complete short right to Jerome Harrison for 9 yards (tackle by Brett Keisel),0.790,1.860
1,13:43,1,10,CLE 44,0,0,Jerome Harrison left guard for -4 yards (tackle by Tyrone Carter),1.860,0.780
1,13:04,2,14,CLE 40,0,0,Brady Quinn pass incomplete short right intended for Evan Moore,0.780,0.100
1,12:59,3,14,CLE 40,0,0,Brady Quinn pass complete short middle to Evan Moore for 10 yards (tackle by James Farrior),0.100,-0.060
1,12:29,4,4,,0,0,"Reggie Hodges punts 35 yards, fair catch by Mewelde Moore",-0.060,0.220
1,12:22,1,10,PIT 15,0,0,Rashard Mendenhall right tackle for 5 yards (tackle by Robaire Smith),-0.220,0.080
1,11:42,2,5,PIT 20,0,0,Rashard Mendenhall right guard for 4 yards (tackle by Kaluka Maiava and Matt Roth),0.080,-0.270
1,10:58,3,1,PIT 24,0,0,Ben Roethlisberger sacked by Corey Williams for -9 yards,-0.270,-2.440
1,10:37,4,10,PIT 15,0,0,Daniel Sepulveda punts 47 yards,-2.440,-1.470
1,10:27,1,10,CLE 38,0,0,Jerome Harrison left guard for 3 yards (tackle by Lawrence Timmons),1.470,1.330
1,9:50,2,7,CLE 41,0,0,"Penalty on Eric Steinbach: False Start, 5 yards (no play)",1.330,0.650
1,9:26,2,12,CLE 36,0,0,Josh Cribbs right tackle for 2 yards (tackle by Brett Keisel),0.650,0.230
1,8:41,3,10,CLE 38,0,0,Brady Quinn pass complete short middle to Evan Moore for 24 yards (tackle by Tyrone Carter),0.230,3.050
1,7:59,1,10,PIT 38,0,0,Chansi Stuckey right end for no gain (tackle by Joe Burnett),3.050,2.510
1,7:27,2,10,PIT 38,0,0,Brady Quinn pass incomplete deep right intended for Mohamed Massaquoi,2.510,1.820
1,7:20,3,10,PIT 38,0,0,Brady Quinn pass incomplete short left intended for Mohamed Massaquoi,1.820,0.720
1,7:17,4,10,PIT 38,0,0,Reggie Hodges punts 32 yards,0.720,0.380
1,7:08,1,10,PIT 6,0,0,Rashard Mendenhall right tackle for 5 yards (tackle by David Bowens),-0.380,-0.420
1,6:29,2,5,PIT 11,0,0,Rashard Mendenhall right guard for 2 yards (tackle by Kaluka Maiava and Matt Roth),-0.420,-0.600
1,5:45,3,3,PIT 13,0,0,Ben Roethlisberger sacked by Hank Poteat for -10 yards,-0.600,-2.490
1,5:21,4,13,PIT 3,0,0,"Daniel Sepulveda punts 52 yards, muffed catch by Josh Cribbs, recovered by Josh Cribbs and returned for 55 yards (tackle by Daniel Sepulveda)",-2.490,-5.370
1,5:00,1,8,PIT 8,0,0,Chris Jennings right guard for 1 yard (tackle by Tyrone Carter),5.370,4.760
1,4:29,2,7,PIT 7,0,0,"Brady Quinn pass complete short middle to Chris Jennings for 2 yards (tackle by James Farrior). Penalty on Joe Thomas: Offensive Holding, 10 yards (no play)",4.760,3.240
1,4:01,2,17,PIT 17,0,0,Brady Quinn pass incomplete short right intended for Mohamed Massaquoi,3.240,2.740
1,3:55,,,,0,0,Timeout #1 by Cleveland Browns,0.000,2.740
1,3:55,3,17,PIT 17,0,0,"Penalty on James Farrior: Encroachment, 5 yards (no play)",2.740,3.100
1,3:55,3,12,PIT 12,0,0,Brady Quinn pass incomplete short right intended for Robert Royal,3.100,2.630
1,3:51,4,12,PIT 12,0,3,Phil Dawson 29 yard field goal good,2.630,3.000
1,,,,CLE 30,0,3,"Phil Dawson kicks off 59 yards, returned by Mewelde Moore for 12 yards (tackle by Nick Sorensen)",0.000,0.480
1,3:40,1,10,PIT 23,0,3,Ben Roethlisberger pass incomplete short right intended for David Johnson,0.480,-0.070
1,3:36,2,10,PIT 23,0,3,Ben Roethlisberger pass complete short right to Hines Ward for 9 yards,-0.070,0.430
1,3:13,3,1,PIT 32,0,3,Rashard Mendenhall right tackle for no gain (tackle by David Bowens),0.430,-1.240
1,2:52,4,1,PIT 32,0,3,Ben Roethlisberger middle for 2 yards (tackle by Corey Williams and Robaire Smith),-1.240,1.200
1,2:10,1,10,PIT 34,0,3,Ben Roethlisberger pass incomplete deep middle intended for Santonio Holmes,1.200,0.660
1,2:03,2,10,PIT 34,0,3,Ben Roethlisberger left end for 10 yards (tackle by Mike Furrey),0.660,1.860
1,1:18,1,10,PIT 44,0,3,Ben Roethlisberger pass complete short right to Santonio Holmes for 12 yards (tackle by Eric Wright),1.860,2.650
1,0:56,1,10,CLE 44,0,3,Willie Parker right guard for 6 yards (tackle by Robaire Smith),2.650,2.920
1,0:15,2,4,CLE 38,0,3,Ben Roethlisberger pass complete short left to Hines Ward for -3 yards (tackle by Eric Wright),2.920,1.820
Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,CLE 41,0,3,Ben Roethlisberger sacked by Marcus Benard for -7 yards,1.820,0.070
2,14:36,4,14,CLE 48,0,3,Daniel Sepulveda punts 38 yards,0.070,0.370
2,14:24,1,10,CLE 11,0,3,"Jerome Harrison right tackle for 5 yards (tackle by LaMarr Woodley). Penalty on LaMarr Woodley: Face Mask (15 Yards), 15 yards",-0.370,1.000
2,14:07,1,10,CLE 31,0,3,Josh Cribbs left end for 18 yards (tackle by William Gay),1.000,2.190
2,13:20,1,10,CLE 49,0,3,Brady Quinn sacked by LaMarr Woodley for -6 yards,2.190,0.840
2,12:50,2,16,CLE 43,0,3,Brady Quinn pass complete short right to Jerome Harrison for 1 yard (tackle by LaMarr Woodley),0.840,0.300
2,12:07,3,15,CLE 44,0,3,Brady Quinn pass incomplete short right intended for Jerome Harrison (defended by LaMarr Woodley),0.300,-0.460
2,12:04,4,15,CLE 44,0,3,Reggie Hodges punts 49 yards,-0.460,0.380
2,11:52,1,10,PIT 7,0,3,Rashard Mendenhall left guard for 3 yards (tackle by Eric Wright),-0.380,-0.560
2,11:15,2,7,PIT 10,0,3,Rashard Mendenhall right tackle for 2 yards (tackle by Corey Williams and Kamerion Wimbley),-0.560,-0.840
2,10:30,3,5,PIT 12,0,3,Ben Roethlisberger pass incomplete short right intended for Santonio Holmes (defended by Eric Wright),-0.840,-2.490
2,10:25,4,5,PIT 12,0,3,Daniel Sepulveda punts 36 yards,-2.490,-2.390
2,10:16,1,10,PIT 48,0,3,Jerome Harrison middle for 2 yards (tackle by Lawrence Timmons),2.390,2.120
2,9:46,2,8,PIT 46,0,3,Jerome Harrison left tackle for no gain (tackle by James Harrison),2.120,1.420
2,9:46,3,8,PIT 46,0,3,"Penalty on Evan Moore: False Start, 5 yards (no play)",1.420,0.760
2,8:49,3,13,CLE 49,0,3,Brady Quinn pass complete short left to Mohamed Massaquoi for 37 yards (tackle by Ryan Clark),0.760,4.650
2,8:06,1,10,PIT 14,0,3,Jerome Harrison right guard for 2 yards (tackle by Tyrone Carter),4.650,4.330
2,7:33,2,8,PIT 12,0,3,Brady Quinn pass incomplete short right intended for Lawrence Vickers,4.330,3.430
2,7:29,3,8,PIT 12,0,3,Brady Quinn pass incomplete short middle intended for Evan Moore,3.430,2.630
2,7:24,4,8,PIT 12,0,6,Phil Dawson 29 yard field goal good,2.630,3.000
2,,,,CLE 30,0,6,"Phil Dawson kicks off 57 yards, returned by Joe Burnett for 13 yards (tackle by Blake Costanzo)",0.000,0.670
2,7:14,1,10,PIT 26,0,6,Ben Roethlisberger pass complete short right to Heath Miller for 9 yards (tackle by Eric Wright),0.670,1.350
2,6:43,2,1,PIT 35,0,6,Rashard Mendenhall right guard for 7 yards (tackle by Kaluka Maiava),1.350,1.730
2,6:06,1,10,PIT 42,0,6,"Ben Roethlisberger for no gain. Ben Roethlisberger fumbles, recovered by Ben Roethlisberger at PIT-40",1.730,0.920
2,5:29,2,12,PIT 40,0,6,Ben Roethlisberger sacked by Corey Williams for -7 yards,0.920,-0.690
2,5:00,3,19,PIT 33,0,6,Ben Roethlisberger sacked by Marcus Benard for -6 yards,-0.690,-1.570
2,4:38,4,25,PIT 27,0,6,"Daniel Sepulveda punts 31 yards, returned by Hank Poteat for no gain. Hank Poteat fumbles (forced by Keyaron Fox), recovered by Anthony Madison at CLE-44. Penalty on Tyrone Carter: Offensive Holding, 10 yards (no play)",-1.570,-2.320
2,4:27,4,35,PIT 17,0,6,"Daniel Sepulveda punts 42 yards. Penalty on Alex Hall: Unnecessary Roughness, 15 yards",-2.320,-0.670
2,4:16,1,10,CLE 26,0,6,Josh Cribbs right guard for 7 yards (tackle by Brett Keisel),0.670,1.070
2,3:33,2,3,CLE 33,0,6,Brady Quinn pass incomplete short right intended for Mohamed Massaquoi,1.070,0.370
2,3:31,3,3,CLE 33,0,6,Josh Cribbs left tackle for 37 yards (tackle by LaMarr Woodley),0.370,3.580
2,2:54,1,10,PIT 30,0,6,Chris Jennings for 8 yards (tackle by Ryan Clark),3.580,4.110
2,2:26,2,2,PIT 22,0,6,Chris Jennings right guard for 1 yard (tackle by LaMarr Woodley),4.110,3.530
2,2:00,3,1,PIT 21,0,6,Brady Quinn middle for 2 yards (tackle by Lawrence Timmons),3.530,4.310
2,1:23,1,10,PIT 19,0,6,Chris Jennings right tackle for 9 yards (tackle by Tyrone Carter),4.310,5.360
2,0:48,2,1,PIT 10,0,12,"Chris Jennings right tackle for 10 yards, touchdown",5.360,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
2,,,,PIT 2,0,13,Phil Dawson kicks extra point good,0.000,0.000
2,,,,CLE 30,0,13,"Phil Dawson kicks off 47 yards, returned by Mewelde Moore for 10 yards (tackle by Ramzee Robinson)",0.000,1.140
2,0:33,1,10,PIT 33,0,13,Ben Roethlisberger pass complete short middle to Hines Ward for 8 yards (tackle by Hank Poteat),1.140,1.670
2,0:27,,,,0,13,Timeout #1 by Pittsburgh Steelers,0.000,1.670
2,0:27,2,2,PIT 41,0,13,"Ben Roethlisberger pass complete deep left to Santonio Holmes for 24 yards (tackle by Mike Furrey). Penalty on Marcus Benard: Roughing the Passer, 15 yards",1.670,4.240
2,0:15,1,10,CLE 20,0,13,Ben Roethlisberger pass incomplete short middle intended for Hines Ward,4.240,3.690
2,0:12,2,10,CLE 20,0,13,Ben Roethlisberger pass complete short left to Santonio Holmes for 11 yards,3.690,5.140
2,0:07,1,9,CLE 9,0,13,Ben Roethlisberger pass incomplete short right intended for Heath Miller,5.140,4.380
2,0:02,2,9,CLE 9,3,13,Jeff Reed 27 yard field goal good,4.380,3.000
Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 30,3,13,"Phil Dawson kicks off 67 yards, returned by Mewelde Moore for 9 yards (tackle by Josh Cribbs)",0.000,-0.350
3,14:53,1,10,PIT 12,3,13,Rashard Mendenhall right tackle for -1 yards (tackle by Matt Roth and David Bowens),-0.350,-0.850
3,14:09,2,11,PIT 11,3,13,Ben Roethlisberger pass complete short right to Santonio Holmes for 10 yards (tackle by Kamerion Wimbley),-0.850,-0.370
3,13:27,3,1,PIT 21,3,13,Rashard Mendenhall right tackle for 4 yards (tackle by Brandon McDonald),-0.370,0.610
3,12:46,1,10,PIT 25,3,13,Ben Roethlisberger pass complete deep left to Santonio Holmes for 19 yards (tackle by Eric Wright),0.610,1.860
3,12:04,1,10,PIT 44,3,13,Willie Parker right guard for 5 yards (tackle by Ahtyba Rubin),1.860,1.990
3,11:21,2,5,PIT 49,3,13,Willie Parker right guard for 1 yard (tackle by Corey Williams),1.990,1.420
3,10:37,3,4,,3,13,Ben Roethlisberger pass incomplete deep middle intended for Santonio Holmes,1.420,-0.060
3,10:32,4,4,,3,13,Daniel Sepulveda punts 37 yards,-0.060,0.320
3,10:22,1,10,CLE 13,3,13,Chris Jennings left tackle for 15 yards (tackle by Lawrence Timmons and Ryan Clark),-0.320,0.810
3,9:54,1,10,CLE 28,3,13,Chris Jennings right guard for 5 yards (tackle by James Harrison and Casey Hampton),0.810,0.940
3,9:17,2,5,CLE 33,3,13,Chris Jennings right guard for 7 yards (tackle by Ryan Clark),0.940,1.600
3,8:35,1,10,CLE 40,3,13,Chris Jennings left tackle for no gain (tackle by Casey Hampton and James Farrior),1.600,1.050
3,7:59,2,10,CLE 40,3,13,Chris Jennings left tackle for 5 yards (tackle by Ike Taylor and James Harrison),1.050,1.030
3,7:14,3,5,CLE 45,3,13,Brady Quinn pass incomplete deep right intended for Chansi Stuckey,1.030,-0.390
3,7:08,4,5,CLE 45,3,13,"Reggie Hodges punts 27 yards, fair catch by Stefan Logan",-0.390,-0.810
3,7:01,1,10,PIT 28,3,13,Ben Roethlisberger pass incomplete short left intended for Hines Ward,0.810,0.260
3,6:53,2,10,PIT 28,3,13,Rashard Mendenhall right guard for 3 yards (tackle by Kamerion Wimbley),0.260,-0.030
3,6:04,3,7,PIT 31,3,13,Ben Roethlisberger sacked by David Bowens for -11 yards,-0.030,-2.030
3,5:40,4,18,PIT 20,3,13,"Daniel Sepulveda punts 52 yards, returned by Josh Cribbs for 6 yards (tackle by Patrick Bailey)",-2.030,-1.200
3,5:30,1,10,CLE 34,3,13,Chris Jennings left end for 3 yards (tackle by Tyrone Carter),1.200,1.060
3,4:47,2,7,CLE 37,3,13,Josh Cribbs left guard for 1 yard (tackle by Brett Keisel),1.060,0.500
3,4:07,3,6,CLE 38,3,13,Brady Quinn pass incomplete deep right intended for Evan Moore,0.500,-0.850
3,4:02,4,6,CLE 38,3,13,"Reggie Hodges punts 35 yards, fair catch by Santonio Holmes",-0.850,-0.740
3,3:53,1,10,PIT 27,3,13,Rashard Mendenhall left guard for 6 yards (tackle by Brian Schaefering and Abram Elam),0.740,1.010
3,3:09,2,4,PIT 33,3,13,Ben Roethlisberger pass complete short middle to Heath Miller for 22 yards (tackle by Brandon McDonald and Abram Elam),1.010,2.590
3,2:28,1,10,CLE 45,3,13,Ben Roethlisberger pass complete short middle to Rashard Mendenhall for 17 yards (tackle by Brandon McDonald),2.590,3.710
3,1:41,1,10,CLE 28,3,13,Ben Roethlisberger pass complete short right to Mike Wallace for 5 yards (tackle by Brandon McDonald),3.710,3.840
3,0:59,2,5,CLE 23,3,13,Ben Roethlisberger sacked by Brian Schaefering for -1 yards,3.840,3.010
3,0:17,3,6,CLE 24,3,13,Ben Roethlisberger pass incomplete deep left intended for Hines Ward,3.010,1.890
3,0:12,4,6,CLE 24,6,13,Jeff Reed 42 yard field goal good,1.890,3.000
3,,,,PIT 30,6,13,"Jeff Reed kicks off 66 yards, returned by Josh Cribbs for 11 yards (tackle by Anthony Madison)",0.000,-0.220
3,0:03,1,10,CLE 15,6,13,Chris Jennings right guard for no gain (tackle by Lawrence Timmons and James Farrior),-0.220,-0.710
Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,CLE 15,6,13,Brady Quinn pass incomplete deep left intended for Chansi Stuckey,-0.710,-1.370
4,14:56,3,10,CLE 15,6,13,Brady Quinn pass complete short middle to Josh Cribbs for 9 yards (tackle by Deshea Townsend),-1.370,-1.770
4,14:17,4,1,CLE 24,6,13,"Reggie Hodges punts 40 yards, returned by Santonio Holmes for 3 yards (tackle by Blake Costanzo)",-1.770,-1.530
4,14:05,1,10,PIT 39,6,13,Ben Roethlisberger pass complete deep middle to Santonio Holmes for 17 yards (tackle by Eric Wright),1.530,2.650
4,13:23,1,10,CLE 44,6,13,Rashard Mendenhall left guard for 3 yards (tackle by Brian Schaefering and Kamerion Wimbley),2.650,2.520
4,12:43,2,7,CLE 41,6,13,"Ben Roethlisberger pass incomplete deep left intended for Santonio Holmes. Penalty on Mike Adams: Defensive Holding, 5 yards (no play)",2.520,3.180
4,12:35,1,10,CLE 36,6,13,Rashard Mendenhall left guard for 2 yards (tackle by Brian Schaefering),3.180,2.910
4,11:55,2,8,CLE 34,6,13,Ben Roethlisberger pass incomplete short right intended for Santonio Holmes (defended by Brandon McDonald),2.910,2.210
4,11:51,3,8,CLE 34,6,13,"Ben Roethlisberger pass incomplete short right intended for Heath Miller. Penalty on Justin Hartwig: Offensive Holding, 10 yards (no play)",2.210,0.890
4,11:46,3,18,CLE 44,6,13,Ben Roethlisberger pass incomplete short middle intended for Rashard Mendenhall,0.890,0.330
4,11:39,4,18,CLE 44,6,13,Daniel Sepulveda punts 30 yards,0.330,0.280
4,11:34,1,10,CLE 14,6,13,Chris Jennings right tackle for 3 yards (tackle by Travis Kirschke),-0.280,-0.370
4,11:01,2,7,CLE 17,6,13,Josh Cribbs for 6 yards (tackle by Tyrone Carter),-0.370,-0.320
4,10:41,3,1,CLE 23,6,13,Josh Cribbs right tackle for 2 yards (tackle by Lawrence Timmons and Chris Hoke),-0.320,0.610
4,9:59,1,10,CLE 25,6,13,Chris Jennings right guard for 2 yards (tackle by Brett Keisel and Lawrence Timmons),0.610,0.330
4,9:12,2,8,CLE 27,6,13,Chris Jennings right tackle for -3 yards (tackle by William Gay),0.330,-0.760
4,8:27,3,11,CLE 24,6,13,Josh Cribbs for 14 yards (tackle by Ryan Clark),-0.760,1.470
4,7:55,1,10,CLE 38,6,13,Chris Jennings right tackle for 1 yard (tackle by LaMarr Woodley),1.470,1.060
4,7:13,2,9,CLE 39,6,13,Chris Jennings left guard for 1 yard (tackle by Tyrone Carter),1.060,0.500
4,6:29,3,8,CLE 40,6,13,Brady Quinn pass incomplete deep middle intended for Evan Moore,0.500,-0.720
4,6:24,4,8,CLE 40,6,13,Reggie Hodges punts 39 yards,-0.720,-0.340
4,6:16,1,10,PIT 21,6,13,Ben Roethlisberger pass incomplete short left intended for Mike Wallace,0.340,-0.200
4,6:09,2,10,PIT 21,6,13,Ben Roethlisberger pass complete short right to Heath Miller for 11 yards (tackle by Hank Poteat),-0.200,1.070
4,5:39,1,10,PIT 32,6,13,Rashard Mendenhall left tackle for 3 yards (tackle by Matt Roth),1.070,0.930
4,4:51,2,7,PIT 35,6,13,Ben Roethlisberger pass complete short right to Mike Wallace for 6 yards (tackle by Eric Wright),0.930,1.030
4,4:18,3,1,PIT 41,6,13,Rashard Mendenhall right guard for 5 yards (tackle by Marcus Benard and Mike Adams),1.030,1.990
4,3:38,1,10,PIT 46,6,13,Ben Roethlisberger pass incomplete short right intended for Hines Ward,1.990,1.450
4,3:30,2,10,PIT 46,6,13,Ben Roethlisberger pass complete short left to Heath Miller for 4 yards (tackle by Hank Poteat),1.450,1.290
4,2:47,3,6,,6,13,Ben Roethlisberger pass complete short middle to Hines Ward for 7 yards (tackle by Mike Adams),1.290,2.720
4,2:40,,,,6,13,Timeout #1 by Pittsburgh Steelers,0.000,2.720
4,2:40,1,10,CLE 43,6,13,Ben Roethlisberger sacked by Kaluka Maiava and Brian Schaefering for -9 yards,2.720,0.960
4,2:02,2,19,PIT 48,6,13,Ben Roethlisberger pass incomplete deep middle intended for Heath Miller,0.960,0.300
4,1:55,3,19,PIT 48,6,13,Ben Roethlisberger pass complete short right to Heath Miller for 13 yards (tackle by Abram Elam),0.300,0.660
4,1:48,,,,6,13,Timeout #2 by Pittsburgh Steelers,0.000,0.660
4,1:48,4,6,CLE 39,6,13,Ben Roethlisberger pass incomplete short right intended for Santonio Holmes (defended by David Bowens),0.660,-1.530
4,1:43,1,10,CLE 39,6,13,Chris Jennings right guard for 3 yards (tackle by Tyrone Carter),1.530,1.390
4,1:39,,,,6,13,Timeout #3 by Pittsburgh Steelers,0.000,1.390
4,1:39,2,7,CLE 42,6,13,Chris Jennings right guard for 1 yard (tackle by Lawrence Timmons),1.390,0.830
4,0:55,3,6,CLE 43,6,13,Chris Jennings right tackle for 1 yard (tackle by Ryan Clark),0.830,-0.460
4,0:08,,,,6,13,Timeout #1 by Cleveland Browns,0.000,-0.460
4,0:08,4,5,CLE 44,6,13,"Reggie Hodges punts 45 yards, returned by Santonio Holmes for 3 yards (tackle by Arnold Harrison)",-0.460,1.860
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
