Quarter,Time,Down,ToGo,Location,DET,CHI,Detail,EPB,EPA
2,9:09,3,8,DET 7,7,3,Matthew Stafford pass complete short right to Jahvid Best for 5 yards (tackle by Lance Briggs and Danieal Manning),-1.190,-2.490
2,8:30,4,3,DET 12,7,3,"Nick Harris punts 42 yards, returned by Devin Hester for 6 yards (tackle by Spencer Havner). Penalty on Rashied Davis: Personal Foul, 15 yards",-2.490,-1.000
2,8:17,1,10,CHI 31,7,3,"Jay Cutler pass complete short left to Greg Olsen for 5 yards (tackle by Julian Peterson). Penalty on Brandon Manumaleuna: Offensive Holding, 10 yards (no play)",1.000,0.340
2,7:40,1,20,CHI 21,7,3,Jay Cutler pass complete deep left to Devin Aromashodu for 21 yards (tackle by Louis Delmas),0.340,1.730
2,7:00,1,10,CHI 42,7,3,Jay Cutler pass incomplete deep middle intended for Greg Olsen,1.730,1.190
2,6:56,2,10,CHI 42,7,3,Jay Cutler pass complete short middle to Johnny Knox for 15 yards (tackle by Louis Delmas),1.190,2.720
2,6:14,1,10,DET 43,7,3,"Jay Cutler pass complete short right to Matt Forte for 13 yards (tackle by C.C. Brown). Matt Forte fumbles (forced by C.C. Brown), recovered by Cliff Avril at DET-30 and returned for 10 yards (tackle by Olin Kreutz)",2.720,-1.600
2,6:03,1,10,DET 40,7,3,Jahvid Best right tackle for 8 yards (tackle by Danieal Manning),1.600,2.130
2,5:27,2,2,DET 48,7,3,Matthew Stafford pass incomplete short right intended for Tony Scheffler (defended by Lance Briggs),2.130,1.420
2,5:24,3,2,DET 48,7,3,Jahvid Best left end for 2 yards (tackle by Lance Briggs),1.420,2.260
2,4:44,1,10,,7,3,Matthew Stafford pass complete short left to Maurice Morris for 3 yards (tackle by Lance Briggs and Charles Tillman),2.260,2.120
2,4:13,2,7,CHI 47,7,3,Jahvid Best left end for 1 yard (tackle by Mark Anderson),2.120,1.550
2,3:32,3,6,CHI 46,7,3,Matthew Stafford pass complete short right to Tony Scheffler for 9 yards (tackle by Danieal Manning),1.550,3.120
2,2:53,1,10,CHI 37,7,3,Jahvid Best right end for -1 yards (tackle by Pisa Tinoisamoa),3.120,2.440
2,2:13,2,11,CHI 38,7,3,Matthew Stafford pass complete short right to Maurice Morris for 15 yards (tackle by Pisa Tinoisamoa and Lance Briggs),2.440,4.040
2,2:00,1,10,CHI 23,7,3,Matthew Stafford pass complete deep right to Nate Burleson for 19 yards (tackle by Zackary Bowman and Chris Harris),4.040,6.280
2,1:33,1,4,CHI 4,13,3,"Jahvid Best left tackle for 4 yards, touchdown",6.280,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
2,,,,CHI 2,14,3,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,14,3,"Jason Hanson kicks off 61 yards, returned by Danieal Manning for 12 yards (tackle by Isaiah Ekejiuba)",0.000,0.340
2,1:25,1,10,CHI 21,14,3,"Jay Cutler pass complete short middle to Matt Forte for 9 yards (tackle by Julian Peterson). Penalty on Chris Williams: Offensive Holding, 10 yards (no play)",0.340,-0.720
2,1:18,1,20,CHI 11,14,9,"Jay Cutler pass complete short right to Matt Forte for 89 yards, touchdown",-0.720,7.000
,,,,,,,"Replay Assistant challenged the runner was in bounds ruling, and the play was upheld.",,
2,,,,DET 2,14,10,Robbie Gould kicks extra point good,0.000,0.000
2,,,,CHI 30,14,10,"Robbie Gould kicks off 67 yards, returned by Stefan Logan for 32 yards (tackle by Garrett Wolfe)",0.000,1.270
2,0:57,1,10,DET 35,14,10,Matthew Stafford pass complete short right to Tony Scheffler for 5 yards (tackle by Zackary Bowman),1.270,1.400
2,0:52,2,5,DET 40,14,10,Matthew Stafford pass complete short right to Tony Scheffler for 5 yards (tackle by Zackary Bowman),1.400,1.930
2,0:29,1,10,DET 45,14,10,"Matthew Stafford sacked by Julius Peppers for -9 yards. Matthew Stafford fumbles (forced by Julius Peppers), recovered by Tommie Harris at DET-31 and returned for 9 yards (tackle by Rob Sims). Penalty on Brian Urlacher: Personal Foul, 15 yards",1.930,-3.120
2,0:20,1,10,DET 37,14,10,Jay Cutler pass incomplete short left intended for Devin Aromashodu,3.120,2.570
2,0:13,2,10,DET 37,14,10,Jay Cutler pass complete short left to Chester Taylor for 13 yards (tackle by Jonathan Wade and Julian Peterson),2.570,3.970
2,0:08,,,,14,10,Timeout #1 by Chicago Bears,0.000,3.970
2,0:08,1,10,DET 24,14,10,Jay Cutler pass complete short left to Greg Olsen for 11 yards (tackle by Jonathan Wade),3.970,4.710
2,0:04,,,,14,10,Timeout #2 by Detroit Lions,0.000,4.710
2,0:04,1,10,DET 13,14,13,Robbie Gould 31 yard field goal good,4.710,3.000
Quarter,Time,Down,ToGo,Location,DET,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,14,13,"Robbie Gould kicks off 66 yards, returned by Stefan Logan for 18 yards (tackle by Henry Melton)",0.000,0.410
3,14:54,1,10,DET 22,14,13,Jahvid Best left guard for 1 yard (tackle by Israel Idonije),0.410,0.000
3,14:21,2,9,DET 23,14,13,Shaun Hill pass incomplete short middle intended for Brandon Pettigrew,0.000,-0.690
3,14:18,3,9,DET 23,14,13,Shaun Hill pass incomplete short right intended for Nate Burleson,-0.690,-1.830
3,14:10,4,9,DET 23,14,13,"Penalty on Ashlee Palmer: False Start, 5 yards (no play)",-1.830,-2.240
3,14:10,4,14,DET 18,14,13,Nick Harris punts 46 yards,-2.240,-1.330
3,13:57,1,10,CHI 36,14,13,Matt Forte left guard for 5 yards (tackle by Landon Johnson),1.330,1.470
3,13:22,2,5,CHI 41,14,13,"Jay Cutler pass complete short left to Matt Forte for 8 yards (tackle by Louis Delmas). Matt Forte fumbles (forced by Louis Delmas), recovered by Lance Louis at DET-49",1.470,2.320
3,12:36,1,10,DET 49,14,13,Chester Taylor right tackle for 6 yards (tackle by Kyle Vanden Bosch),2.320,2.590
3,12:02,2,4,DET 43,14,13,Chester Taylor right tackle for 2 yards (tackle by C.C. Brown),2.590,2.150
3,11:26,3,2,DET 41,14,13,Jay Cutler pass incomplete short right intended for Devin Aromashodu (defended by C.C. Brown),2.150,0.530
3,11:22,4,2,DET 41,14,13,"Brad Maynard punts 29 yards, returned by Stefan Logan for 3 yards (tackle by Corey Graham)",0.530,0.220
3,11:14,1,10,DET 15,14,13,Shaun Hill pass complete short right to Jahvid Best for no gain,-0.220,-0.710
3,10:36,2,10,DET 15,14,13,Shaun Hill sacked by Brian Urlacher for -9 yards,-0.710,-2.470
3,10:01,3,19,DET 6,14,13,Shaun Hill pass complete short right to Jahvid Best for 1 yard (tackle by Lance Briggs and Zackary Bowman),-2.470,-2.490
3,9:23,4,18,DET 7,14,13,"Nick Harris punts 48 yards, returned by Devin Hester for 9 yards (tackle by Landon Johnson). Penalty on Garrett Wolfe: Illegal Block Above the , 10 yards",-2.490,-1.470
3,9:10,1,10,CHI 38,14,13,Jay Cutler pass complete deep right to Devin Aromashodu for 18 yards (tackle by Chris Houston),1.470,2.650
3,8:43,1,10,DET 44,14,13,Jay Cutler pass complete short right to Greg Olsen for 9 yards (tackle by Corey Williams and Julian Peterson),2.650,3.330
3,8:01,2,1,DET 35,14,13,Matt Forte right guard for no gain (tackle by Corey Williams),3.330,2.610
3,7:21,3,1,DET 35,14,13,Jay Cutler pass complete short right to Johnny Knox for 5 yards (tackle by Louis Delmas),2.610,3.580
3,6:44,1,10,DET 30,14,13,Jay Cutler sacked by Sammie Lee Hill for -8 yards,3.580,1.950
3,6:12,2,18,DET 38,14,13,Jay Cutler pass incomplete short right intended for Johnny Knox,1.950,1.290
3,6:08,3,18,DET 38,14,13,Jay Cutler pass incomplete short middle intended for Chester Taylor,1.290,0.720
3,6:02,4,18,DET 38,14,13,"Brad Maynard punts 38 yards, touchback",0.720,-0.280
3,5:54,1,10,DET 20,14,13,Maurice Morris left guard for -3 yards (tackle by Brian Urlacher),0.280,-0.790
3,5:20,2,13,DET 17,14,13,Shaun Hill pass complete short right to Calvin Johnson for 12 yards (tackle by Zackary Bowman),-0.790,0.230
3,4:54,3,1,DET 29,14,13,Maurice Morris right guard for no gain (tackle by Lance Briggs),0.230,-1.440
3,4:20,4,1,DET 29,14,13,Nick Harris punts 44 yards,-1.440,-0.740
3,4:11,1,10,CHI 27,14,13,Chester Taylor right end for 1 yard (tackle by Zack Follett),0.740,0.330
3,3:35,2,9,CHI 28,14,13,Chester Taylor right guard for no gain (tackle by Alphonso Smith),0.330,-0.360
3,2:56,3,9,CHI 28,14,13,Jay Cutler left end for 11 yards (tackle by Kyle Vanden Bosch),-0.360,1.530
3,2:10,1,10,CHI 39,14,13,"Jay Cutler sacked by Turk McBride for -5 yards. Jay Cutler fumbles (forced by Turk McBride), recovered by Sammie Lee Hill at CHI-39 (tackle by Chris Williams)",1.530,-2.980
3,1:54,1,10,CHI 39,14,13,"Shaun Hill for 3 yards. Shaun Hill fumbles, recovered by Shaun Hill at DET-CHI",2.980,2.850
3,1:15,2,7,CHI 36,14,13,Shaun Hill pass incomplete short right intended for Calvin Johnson,2.850,2.150
3,1:11,3,7,CHI 36,14,13,Shaun Hill pass complete short left to Calvin Johnson for 8 yards (tackle by Charles Tillman),2.150,3.710
3,0:29,1,10,CHI 28,14,13,Shaun Hill pass incomplete deep left intended for Calvin Johnson is intercepted by Charles Tillman at CHI-2 and returned for 7 yards,3.710,0.380
3,0:16,1,10,CHI 9,14,13,Matt Forte right end for 17 yards (tackle by C.C. Brown),-0.380,0.670
Quarter,Time,Down,ToGo,Location,DET,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 26,14,13,Matt Forte right guard for 4 yards (tackle by Corey Williams),0.670,0.670
4,14:23,2,6,CHI 30,14,13,Matt Forte left guard for 5 yards (tackle by Randy Phillips),0.670,0.630
4,13:58,3,1,CHI 35,14,13,Matt Forte right tackle for 4 yards (tackle by Randy Phillips),0.630,1.530
4,13:17,1,10,CHI 39,14,13,Jay Cutler left end for 5 yards (tackle by Julian Peterson),1.530,1.660
4,12:47,2,5,CHI 44,14,13,"Jay Cutler left guard for 3 yards (tackle by Kyle Vanden Bosch). Penalty on Chris Houston: Defensive Holding, 5 yards",1.660,2.390
4,12:15,1,10,DET 48,14,13,Jay Cutler pass complete short left to Matt Forte for 6 yards (tackle by Kyle Vanden Bosch),2.390,2.660
4,11:35,2,4,DET 42,14,13,Matt Forte right guard for no gain (tackle by Kyle Vanden Bosch),2.660,1.950
4,10:57,3,4,DET 42,14,13,Jay Cutler pass incomplete deep right intended for Johnny Knox,1.950,0.460
4,10:52,4,4,DET 42,14,13,"Brad Maynard punts 33 yards, fair catch by Stefan Logan",0.460,0.380
4,10:45,1,10,DET 9,14,13,"Shaun Hill for -8 yards (tackle by Lance Briggs). Shaun Hill fumbles (forced by Lance Briggs), recovered by Lance Briggs at DET-1 (tackle by Shaun Hill)",-0.380,-6.970
4,10:37,1,1,DET 1,14,13,Matt Forte right guard for no gain (tackle by Kyle Vanden Bosch),6.970,5.910
4,9:51,2,1,DET 1,14,13,Jay Cutler pass incomplete short right intended for Greg Olsen,5.910,5.170
4,9:45,3,1,DET 1,14,13,Matt Forte left guard for no gain (tackle by Andre Fluellen),5.170,3.550
4,9:04,4,1,DET 1,14,13,Matt Forte right tackle for no gain (tackle by Kyle Vanden Bosch),3.550,0.380
4,8:58,1,10,DET 1,14,13,Shaun Hill middle for 1 yard (tackle by Tommie Harris),-0.380,-0.710
4,8:18,2,9,DET 2,14,13,Jahvid Best right tackle for -1 yards (tackle by Israel Idonije),-0.710,-1.420
4,7:31,3,10,DET 1,14,13,Penalty on Shaun Hill: Delay of Game (no play),-1.420,-1.420
4,7:14,3,10,DET 1,14,13,Shaun Hill pass complete short left to Calvin Johnson for 9 yards (tackle by Charles Tillman),-1.420,-2.490
4,6:31,4,1,DET 10,14,13,"Nick Harris punts 36 yards, returned by Devin Hester for 5 yards (tackle by Isaiah Ekejiuba)",-2.490,-2.850
4,6:20,1,10,DET 41,14,13,Jay Cutler pass complete short right to Matt Forte for 1 yard (tackle by Landon Johnson),2.850,2.440
4,5:40,2,9,DET 40,14,13,Jay Cutler sacked by Corey Williams for -1 yards,2.440,1.620
4,5:04,3,10,DET 41,14,13,Jay Cutler pass complete short left to Devin Aromashodu for 3 yards (tackle by Louis Delmas),1.620,0.720
4,4:24,4,7,DET 38,14,13,Brad Maynard punts 24 yards,0.720,0.280
4,4:18,1,10,DET 14,14,13,Shaun Hill pass incomplete short left intended for Nate Burleson,-0.280,-0.750
4,4:14,2,10,DET 14,14,13,Jahvid Best right end for no gain (tackle by Mark Anderson),-0.750,-1.400
4,3:35,3,10,DET 14,14,13,Shaun Hill pass incomplete short right intended for Jahvid Best,-1.400,-2.470
4,3:29,4,10,DET 14,14,13,"Nick Harris punts 42 yards, fair catch by Devin Hester",-2.470,-1.860
4,3:21,1,10,CHI 44,14,13,"Matt Forte right guard for 2 yards (tackle by Alphonso Smith and Ndamukong Suh). Penalty on Olin Kreutz: Offensive Holding, 10 yards (no play)",1.860,1.200
4,3:15,1,20,CHI 34,14,13,Jay Cutler pass incomplete deep left intended for Johnny Knox,1.200,-0.030
4,3:10,2,20,CHI 34,14,13,Jay Cutler pass complete short right to Chester Taylor for 18 yards (tackle by Chris Houston),-0.030,1.690
4,2:27,3,2,DET 48,14,13,Jay Cutler pass complete short right to Greg Olsen for 13 yards (tackle by C.C. Brown),1.690,3.250
4,2:00,1,10,DET 35,14,13,"Jay Cutler pass incomplete short left intended for Devin Aromashodu. Penalty on Alphonso Smith: Defensive Holding, 5 yards (no play)",3.250,3.580
4,1:55,1,10,DET 30,14,13,Chester Taylor left end for 10 yards (tackle by Landon Johnson and C.C. Brown),3.580,4.240
4,1:45,,,,14,13,Timeout #1 by Detroit Lions,0.000,4.240
4,1:45,1,10,DET 20,14,13,"Penalty on Roberto Garza: False Start, 5 yards (no play)",4.240,3.910
4,1:45,1,15,DET 25,14,13,Chester Taylor left guard for -3 yards (tackle by Kyle Vanden Bosch),3.910,2.610
4,1:40,,,,14,13,Timeout #2 by Detroit Lions,0.000,2.610
4,1:40,2,18,DET 28,14,19,"Jay Cutler pass complete deep left to Matt Forte for 28 yards, touchdown",2.610,7.000
4,,,,,14,19,"Two Point Attempt: Jay Cutler pass incomplete intended for Devin Aromashodu, conversion fails",1.000,-1.000
4,,,,CHI 30,14,19,"Robbie Gould kicks off 71 yards, returned by Stefan Logan for 18 yards (tackle by Brian Iwuh)",0.000,-0.060
4,1:27,1,10,DET 17,14,19,Shaun Hill pass complete deep left to Bryant Johnson for 24 yards (tackle by Charles Tillman),-0.060,1.660
4,1:03,1,10,DET 41,14,19,Shaun Hill pass complete short left to Jahvid Best for 8 yards (tackle by Lance Briggs),1.660,2.200
4,0:55,2,2,DET 49,14,19,Shaun Hill pass complete short middle to Tony Scheffler for 10 yards (tackle by Brian Urlacher),2.200,2.850
4,0:50,,,,14,19,Timeout #3 by Detroit Lions,0.000,2.850
4,0:50,1,10,CHI 41,14,19,Shaun Hill pass complete short right to Calvin Johnson for 16 yards (tackle by Danieal Manning and D.J. Moore),2.850,3.910
4,0:31,1,10,CHI 25,14,19,Shaun Hill spiked the ball,3.910,3.360
4,0:31,2,10,CHI 25,14,19,Shaun Hill pass incomplete deep right intended for Calvin Johnson,3.360,2.680
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
4,0:24,3,10,CHI 25,14,19,Shaun Hill pass incomplete deep right intended for Calvin Johnson,2.680,1.800
4,0:18,4,10,CHI 25,14,19,Shaun Hill pass incomplete deep left intended for Calvin Johnson (defended by Danieal Manning),1.800,-0.610
4,0:12,1,10,CHI 25,14,19,Jay Cutler kneels for -1 yards,0.610,-0.070
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
