Player,Pos
Jake Plummer,QB
Quentin Griffin,RB
Reuben Droughns,FB
Rod Smith,WR
Ashley Lelie,WR
Jeb Putzier,TE
Matt Lepsis,LT
Ben Hamilton,LG
Tom Nalen,C
Dan Neil,RG
George Foster,RT
Marco Coleman,LDE
Mario Fatafehi,LDT
Trevor Pryce,RDT
Raylee Johnson,RDE
Donnie Spragan,SLB
Al Wilson,MLB
D.J. Williams,WLB
Champ Bailey,LCB
Kelly Herndon,RCB
Kenoy Kennedy,SS
John Lynch,FS
