Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chiefs won the coin toss, Chiefs to receive the opening kickoff.",,
1,15:00,,,DEN 30,0,0,"Micah Knorr kicks off 70 yards, touchback",0.000,0.280
1,15:00,1,10,KAN 20,0,0,Priest Holmes right end for 5 yards (tackle by Al Wilson),0.280,0.410
1,14:28,2,5,KAN 25,0,0,Trent Green pass complete to Eddie Kennison for 57 yards (tackle by Al Wilson),0.410,4.370
1,14:00,1,10,DEN 18,0,0,"Penalty on Tony Gonzalez: False Start, 5 yards (no play)",4.370,4.040
1,13:37,1,15,DEN 23,0,0,Priest Holmes right end for 8 yards (tackle by Champ Bailey),4.040,4.250
1,12:57,2,7,DEN 15,0,0,Priest Holmes up the middle for 3 yards (tackle by D.J. Williams and Donnie Spragan),4.250,4.030
1,12:15,3,4,DEN 12,0,0,Trent Green pass complete to Johnnie Morton for 5 yards (tackle by John Lynch),4.030,5.600
1,11:36,1,7,DEN 7,0,0,Priest Holmes right end for 5 yards (tackle by Kelly Herndon and John Lynch),5.600,5.720
1,10:58,2,2,DEN 2,0,0,Trent Green pass incomplete intended for Tony Gonzalez (defended by Kenoy Kennedy),5.720,4.950
1,10:53,3,2,DEN 2,6,0,"Priest Holmes right tackle for 2 yards, touchdown",4.950,7.000
1,,,,DEN 2,7,0,Lawrence Tynes kicks extra point good,0.000,0.000
1,,,,KAN 30,7,0,"Lawrence Tynes kicks off 72 yards, returned by Reuben Droughns for 32 yards (tackle by William Bartee)",0.000,0.940
1,10:38,1,10,DEN 30,7,0,Jake Plummer pass incomplete intended for Quentin Griffin,0.940,0.390
1,10:34,2,10,DEN 30,7,0,"Jake Plummer up the middle for 4 yards (tackle by Jerome Woods). Penalty on John Browning: Face Mask (15 Yards), 15 yards",0.390,2.190
1,10:09,1,10,DEN 49,7,0,Quentin Griffin up the middle for -4 yards (tackle by Scott Fujita),2.190,1.110
1,9:29,2,14,DEN 45,7,0,Quentin Griffin right tackle for 2 yards (tackle by Eric Hicks),1.110,0.700
1,8:51,3,12,DEN 47,7,0,Jake Plummer pass complete to Champ Bailey for 11 yards (tackle by Jerome Woods),0.700,0.460
1,8:24,,,,7,0,Timeout #1 by Denver Broncos,0.000,0.460
1,8:24,4,1,KAN 42,7,0,Quentin Griffin for 10 yards,0.460,3.450
1,7:53,1,10,KAN 32,7,0,Jake Plummer pass complete to Rod Smith for 7 yards (tackle by Eric Warfield),3.450,3.850
1,7:11,2,3,KAN 25,7,0,Garrison Hearst right tackle for 6 yards (tackle by Vonnie Holliday),3.850,4.310
1,6:31,1,10,KAN 19,7,0,Jake Plummer pass incomplete intended for Ashley Lelie (defended by Shawn Barber),4.310,3.750
1,6:27,2,10,KAN 19,7,0,Quentin Griffin left end for 4 yards (tackle by Eric Warfield and Greg Wesley),3.750,3.580
1,5:46,3,6,KAN 15,7,0,Jake Plummer for -10 yards (tackle by Vonnie Holliday),3.580,1.800
1,5:24,4,16,KAN 25,7,3,Jason Elam 43 yard field goal good,1.800,3.000
1,,,,DEN 30,7,3,"Micah Knorr kicks off 70 yards, touchback",0.000,0.280
1,5:19,1,10,KAN 20,7,3,Trent Green pass complete to Priest Holmes for 4 yards (tackle by D.J. Williams),0.280,0.270
1,4:36,2,6,KAN 24,7,3,Priest Holmes left guard for 11 yards (tackle by John Lynch and Donnie Spragan),0.270,1.270
1,3:55,1,10,KAN 35,7,3,Trent Green pass incomplete intended for Eddie Kennison,1.270,0.720
1,3:51,2,10,KAN 35,7,3,Priest Holmes left end for 11 yards (tackle by John Lynch),0.720,1.990
1,3:19,1,10,KAN 46,7,3,Trent Green pass incomplete intended for Tony Gonzalez (defended by Raylee Johnson),1.990,1.450
1,3:15,2,10,KAN 46,7,3,Trent Green sacked by Reggie Hayward and Mario Fatafehi for -23 yards,1.450,-2.280
1,2:43,,,,7,3,Timeout #1 by Kansas City Chiefs,0.000,-2.280
1,2:42,3,33,KAN 23,7,3,Trent Green pass complete to Derrick Blaylock for 11 yards (tackle by Champ Bailey),-2.280,-1.110
1,2:07,4,22,KAN 34,7,3,"Stephen Cheek punts 55 yards, returned by Rod Smith for 30 yards (tackle by Derrick Blaylock)",-1.110,-1.660
1,1:53,1,10,DEN 41,7,3,Jake Plummer pass complete to Rod Smith for 14 yards (tackle by Shawn Barber),1.660,2.590
1,1:17,1,10,KAN 45,7,3,Jake Plummer pass complete to Darius Watts for 22 yards (tackle by Greg Wesley),2.590,4.040
1,0:36,1,10,KAN 23,7,3,Jake Plummer pass complete to Ashley Lelie for 4 yards (tackle by Dexter McCleon),4.040,4.050
