Quarter,Time,Down,ToGo,Location,SDG,BAL,Detail,EPB,EPA
2,5:38,2,10,BAL 16,7,13,Joe Flacco pass complete short right to Justin Forsett for 15 yards (tackle by Brandon Flowers),-0.660,1.000
2,5:02,1,10,BAL 31,7,13,Justin Forsett right tackle for 23 yards (tackle by Eric Weddle),1.000,2.520
2,4:27,1,10,SDG 46,7,13,Bernard Pierce right guard for 6 yards (tackle by Kavell Conner),2.520,2.790
2,3:50,2,4,SDG 40,7,13,Bernard Pierce right end for 1 yard (tackle by Kavell Conner and Marcus Gilchrist),2.790,2.210
2,3:09,3,3,SDG 39,7,13,"Joe Flacco pass incomplete deep left intended for Torrey Smith (defended by Darrell Stuckey). Penalty on Shareece Wright: Defensive Pass Interference, 22 yards (no play)",2.210,2.210
2,3:03,3,3,SDG 39,7,13,Timeout #1 by San Diego Chargers,2.210,4.440
2,3:03,1,10,SDG 17,7,13,Justin Forsett right guard for 1 yard (tackle by Tenny Palepoi and Marcus Gilchrist),4.440,4.000
2,2:28,2,9,SDG 16,7,13,"Joe Flacco pass complete short middle to Owen Daniels for 11 yards (tackle by Marcus Gilchrist and Donald Butler). Penalty on Eugene Monroe: Illegal Use of Hands, 10 yards (no play)",4.000,2.680
2,2:00,2,19,SDG 26,7,13,Joe Flacco pass complete short left to Owen Daniels for 9 yards (tackle by Marcus Gilchrist),2.680,3.070
2,1:55,3,10,SDG 17,7,13,Joe Flacco pass complete short middle to Torrey Smith for 6 yards (tackle by Shareece Wright),3.070,3.070
2,1:44,3,10,SDG 17,7,13,Timeout #2 by San Diego Chargers,3.070,2.770
2,1:44,4,4,SDG 11,7,16,Justin Tucker 29 yard field goal good,2.770,3.000
2,1:44,,,BAL 35,7,16,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
2,1:41,1,10,SDG 20,7,16,Philip Rivers pass incomplete short middle intended for Antonio Gates (defended by C.J. Mosley),0.280,-0.270
2,1:33,2,10,SDG 20,7,16,Philip Rivers pass complete short right to Donald Brown for 6 yards (tackle by C.J. Mosley and Jeromy Miles),-0.270,-0.160
2,1:10,3,4,SDG 26,7,16,Philip Rivers pass complete short left to Keenan Allen for 6 yards (tackle by Anthony Levine),-0.160,1.070
2,0:52,1,10,SDG 32,7,16,"Philip Rivers pass incomplete deep right intended for Malcom Floyd. Penalty on Elvis Dumervil: Defensive Offside, 5 yards (no play)",1.070,1.800
2,0:47,1,5,SDG 37,7,16,Philip Rivers for 1 yard (tackle by Daryl Smith),1.800,1.340
2,0:39,2,4,SDG 38,7,16,Philip Rivers up the middle for 9 yards (tackle by C.J. Mosley),1.340,1.340
2,0:31,2,4,SDG 38,7,16,Timeout #3 by San Diego Chargers,1.340,2.060
2,0:31,1,10,SDG 47,7,16,Philip Rivers pass complete short left to Antonio Gates for 6 yards,2.060,2.330
2,0:26,2,4,BAL 47,7,16,Philip Rivers pass complete short left to Antonio Gates for 8 yards (tackle by C.J. Mosley),2.330,2.980
2,0:22,1,10,BAL 39,7,16,"Philip Rivers pass incomplete deep right intended for Malcom Floyd (defended by Jeromy Miles). Penalty on Terrell Suggs: Illegal Use of Hands, 5 yards (no play)",2.980,3.310
2,0:15,1,10,BAL 34,7,16,Philip Rivers pass incomplete short left intended for Seyi Ajirotutu,3.310,3.310
2,0:10,1,10,BAL 34,7,16,Timeout #2 by Baltimore Ravens,3.310,2.770
2,0:10,2,10,BAL 34,7,16,Philip Rivers pass incomplete short left intended for Keenan Allen,2.770,2.080
2,0:07,3,10,BAL 34,10,16,Nick Novak 52 yard field goal good,2.080,3.000
2,0:07,,,SDG 35,10,16,"Nick Novak kicks off 33 yards, returned by Kyle Juszczyk for 12 yards (tackle by Darrell Stuckey)",0.000,1.270
Quarter,Time,Down,ToGo,Location,SDG,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,10,16,"Justin Tucker kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,SDG 20,10,16,Ryan Mathews right guard for 3 yards (tackle by Chris Canty and Haloti Ngata),0.280,0.140
3,14:22,2,7,SDG 23,10,16,Philip Rivers pass complete short middle to Antonio Gates for 7 yards (tackle by C.J. Mosley and Daryl Smith),0.140,0.940
3,13:44,1,10,SDG 30,10,16,Philip Rivers pass complete short right to Ladarius Green for -2 yards (tackle by Haloti Ngata),0.940,0.120
3,13:02,2,12,SDG 28,10,16,Ryan Mathews right guard for 2 yards (tackle by Daryl Smith and Matt Elam),0.120,-0.300
3,13:02,3,10,SDG 30,10,16,Philip Rivers pass complete deep middle to Malcom Floyd for 59 yards (tackle by Danny Gorrer),-0.300,4.840
3,11:44,1,10,BAL 11,10,16,Donald Brown right guard for -2 yards (tackle by Will Hill),4.840,3.830
3,11:02,2,12,BAL 13,10,16,Philip Rivers pass incomplete short middle intended for Ryan Mathews,3.830,3.080
3,10:57,3,12,BAL 13,10,16,Philip Rivers right end for 5 yards (tackle by C.J. Mosley),3.080,2.960
3,10:14,4,7,BAL 8,13,16,Nick Novak 26 yard field goal good,2.960,3.000
3,10:14,,,SDG 35,13,16,"Nick Novak kicks off 42 yards, returned by Jacoby Jones for 24 yards (tackle by Eric Weddle)",0.000,-2.060
3,10:05,1,10,BAL 47,13,16,Joe Flacco pass incomplete short left intended for Kyle Juszczyk,2.060,1.520
3,9:59,2,10,BAL 47,13,16,Justin Forsett right guard for 8 yards (tackle by Kendall Reyes and Sean Lissemore),1.520,1.880
3,9:17,3,2,SDG 45,13,16,Justin Forsett left guard for 4 yards (tackle by Eric Weddle and Manti Te'o),1.880,2.850
3,8:44,1,10,SDG 41,13,16,Joe Flacco pass incomplete short middle intended for Torrey Smith (defended by Shareece Wright),2.850,2.310
3,8:41,2,10,SDG 41,13,16,Bernard Pierce right guard for 2 yards (tackle by Kendall Reyes and Donald Butler),2.310,1.880
3,7:57,3,8,SDG 39,13,16,"Joe Flacco pass incomplete deep middle intended for Kamar Aiken. Penalty on Eric Weddle: Roughing the Passer, 15 yards (no play)",1.880,3.970
3,7:49,1,10,SDG 24,13,16,Joe Flacco left end for 2 yards (tackle by Brandon Flowers),3.970,3.700
3,7:05,2,8,SDG 22,13,16,Justin Forsett right end for 1 yard (tackle by Manti Te'o and Dwight Freeney),3.700,3.140
3,6:22,3,7,SDG 21,13,16,Joe Flacco pass complete short right to Torrey Smith for 9 yards (tackle by Shareece Wright),3.140,4.780
3,5:42,1,10,SDG 12,13,16,Justin Forsett right tackle for 2 yards (tackle by Tenny Palepoi),4.780,4.450
3,5:06,2,8,SDG 10,13,22,"Joe Flacco pass complete short right to Torrey Smith for 10 yards, touchdown",4.450,7.000
3,5:06,,,SDG 2,13,23,Justin Tucker kicks extra point good,0.000,0.000
3,5:06,,,BAL 35,13,23,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
3,5:01,1,10,SDG 20,13,23,Philip Rivers pass complete short middle to Antonio Gates for 5 yards (tackle by Daryl Smith),0.280,0.410
3,4:20,2,5,SDG 25,13,23,Branden Oliver right tackle for 7 yards (tackle by Matt Elam),0.410,1.070
3,3:35,1,10,SDG 32,13,23,"Penalty on D.J. Fluker: False Start, 5 yards (no play)",1.070,0.740
3,3:07,1,15,SDG 27,13,23,Philip Rivers pass incomplete deep right intended for Malcom Floyd,0.740,-0.150
3,3:00,2,15,SDG 27,13,23,Philip Rivers sacked by Terrell Suggs for -7 yards,-0.150,-1.750
3,2:24,3,22,SDG 20,13,23,Philip Rivers pass complete short left to Eddie Royal for 16 yards (tackle by Jeromy Miles),-1.750,-0.980
3,2:05,4,6,SDG 36,13,23,"Penalty on Seyi Ajirotutu: False Start, 5 yards (no play)",-0.980,-1.310
3,1:56,4,11,SDG 31,13,23,"Mike Scifres punts 54 yards, returned by Jacoby Jones for 10 yards (tackle by John Phillips). Penalty on Lorenzo Taliaferro: Illegal Block Above the Waist, 10 yards",-1.310,0.220
3,1:45,1,10,BAL 15,13,23,Justin Forsett right guard for 6 yards (tackle by Melvin Ingram and Eric Weddle),-0.220,0.210
3,1:06,2,4,BAL 21,13,23,Justin Forsett left guard for -1 yards (tackle by Corey Liuget),0.210,-0.760
3,0:28,3,5,BAL 20,13,23,Joe Flacco pass incomplete short left intended for Torrey Smith,-0.760,-2.030
3,0:23,4,5,BAL 20,13,23,"Sam Koch punts 39 yards, out of bounds",-2.030,-1.660
3,0:17,1,10,SDG 41,13,23,Philip Rivers pass complete short right to Keenan Allen for 13 yards (tackle by Lardarius Webb). Penalty on Courtney Upshaw: Defensive Offside (Declined),1.660,2.520
Quarter,Time,Down,ToGo,Location,SDG,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BAL 46,13,23,Philip Rivers pass complete short left to Eddie Royal for 9 yards (tackle by Matt Elam),2.520,3.190
4,14:29,2,1,BAL 37,13,23,Philip Rivers pass complete short left to Eddie Royal for 5 yards (tackle by Anthony Levine),3.190,3.450
4,13:53,1,10,BAL 32,13,23,Philip Rivers pass complete deep left to Malcom Floyd for 18 yards (tackle by Anthony Levine),3.450,4.650
4,13:18,1,10,BAL 14,19,23,"Ryan Mathews left guard for 14 yards, touchdown",4.650,7.000
4,13:18,,,BAL 2,20,23,Nick Novak kicks extra point good,0.000,0.000
4,13:18,,,SDG 35,20,23,"Nick Novak kicks off 65 yards, returned by Jacoby Jones for 21 yards (tackle by Darrell Stuckey)",0.000,-0.340
4,13:07,1,10,BAL 21,20,23,"Joe Flacco pass complete short middle to Crockett Gillmore for 31 yards (tackle by Marcus Gilchrist and Tenny Palepoi). Penalty on Kelechi Osemele: Ineligible Downfield Pass, 5 yards (no play)",0.340,-0.220
4,12:37,1,15,BAL 16,20,23,Joe Flacco pass complete short left to Justin Forsett for 2 yards (tackle by Shareece Wright),-0.220,-0.700
4,12:02,2,13,BAL 18,20,23,Joe Flacco pass complete short right to Jacoby Jones for 31 yards (tackle by Brandon Flowers),-0.700,2.190
4,11:29,1,10,BAL 49,20,23,Joe Flacco pass incomplete deep right intended for Steve Smith,2.190,1.650
4,11:20,2,10,BAL 49,20,23,"Justin Forsett right tackle for 7 yards (tackle by Marcus Gilchrist). Penalty on Steve Smith: Illegal Shift, 5 yards (no play)",1.650,0.970
4,10:58,2,15,BAL 44,20,23,Joe Flacco pass complete short middle to Torrey Smith for 7 yards (tackle by Manti Te'o and Marcus Gilchrist),0.970,1.220
4,10:16,3,8,SDG 49,20,23,"Joe Flacco pass incomplete short middle intended for Jacoby Jones. Penalty on Marcus Gilchrist: Defensive Holding, 5 yards (no play)",1.220,2.650
4,10:16,1,10,SDG 44,20,23,Justin Forsett left tackle for 14 yards (tackle by Sean Lissemore),2.650,3.580
4,9:48,1,10,SDG 30,20,23,Bernard Pierce up the middle for 6 yards (tackle by Sean Lissemore),3.580,3.840
4,9:07,2,4,SDG 24,20,23,Bernard Pierce left guard for 4 yards (tackle by Kavell Conner and Donald Butler),3.840,4.240
4,8:24,1,10,SDG 20,20,23,Justin Forsett right guard for 1 yard (tackle by Sean Lissemore and Kendall Reyes),4.240,3.820
4,7:49,2,9,SDG 19,20,23,Joe Flacco pass incomplete deep right intended for Steve Smith (defended by Brandon Flowers),3.820,3.820
4,7:43,2,9,SDG 19,20,23,Timeout #1 by Baltimore Ravens,3.820,3.100
4,7:43,3,9,SDG 19,20,23,"Joe Flacco pass incomplete deep left intended for Torrey Smith. Penalty on Melvin Ingram: Defensive Offside (Declined), Penalty on Shareece Wright: Defensive Pass Interference, 16 yards (no play)",3.100,6.510
4,7:30,1,3,SDG 3,20,23,Justin Forsett left guard for 2 yards (tackle by Ricardo Mathews),6.510,5.910
4,7:00,2,1,SDG 1,20,23,Justin Forsett right guard for no gain (tackle by Shareece Wright and Sean Lissemore),5.910,5.170
4,6:16,3,1,SDG 1,20,29,"Joe Flacco up the middle for 1 yard, touchdown",5.170,7.000
4,6:16,,,SDG 2,20,30,Justin Tucker kicks extra point good,0.000,0.000
4,6:16,,,BAL 35,20,30,"Justin Tucker kicks off 70 yards, returned by Chris Davis for 28 yards (tackle by Kyle Juszczyk)",0.000,-0.480
4,6:03,1,10,SDG 23,20,30,Philip Rivers pass complete short left to Eddie Royal for 21 yards (tackle by Will Hill),0.480,1.860
4,5:26,1,10,SDG 44,20,30,"Philip Rivers pass incomplete short middle intended for Antonio Gates (defended by C.J. Mosley). Penalty on Matt Elam: Illegal Contact, 5 yards (no play)",1.860,2.190
4,5:20,1,10,SDG 49,20,30,Philip Rivers pass incomplete short right intended for Keenan Allen (defended by Matt Elam),2.190,1.650
4,5:11,2,10,SDG 49,20,30,Philip Rivers pass complete deep middle to Keenan Allen for 18 yards (tackle by Danny Gorrer),1.650,3.380
4,4:38,1,10,BAL 33,20,30,Philip Rivers pass incomplete deep middle intended for Malcom Floyd,3.380,2.840
4,4:31,2,10,BAL 33,20,30,Philip Rivers pass complete short right to Keenan Allen for 5 yards (tackle by Lardarius Webb),2.840,2.810
4,3:53,3,5,BAL 28,20,30,"Philip Rivers pass incomplete short right intended for Antonio Gates (defended by Will Hill). Penalty on Daryl Smith: Defensive Holding, 5 yards (no play)",2.810,4.040
4,3:47,1,10,BAL 23,26,30,"Philip Rivers pass complete deep left to Keenan Allen for 23 yards, touchdown",4.040,7.000
4,3:47,,,BAL 2,27,30,Nick Novak kicks extra point good,0.000,0.000
4,,,,SDG 35,,,"Nick Novak kicks off 67 yards, returned by Jacoby Jones for 72 yards (tackle by Eric Weddle)",,
4,3:29,1,10,SDG 30,27,30,Justin Forsett right tackle for -1 yards (tackle by Corey Liuget),3.580,2.900
4,2:47,2,11,SDG 31,27,30,Joe Flacco pass complete short right to Kamar Aiken for 12 yards (tackle by Shareece Wright),2.900,2.900
4,2:40,2,11,SDG 31,27,30,Timeout #1 by San Diego Chargers,2.900,4.310
4,2:40,1,10,SDG 19,27,30,Justin Forsett left guard for 5 yards (tackle by Kavell Conner),4.310,4.310
4,2:36,1,10,SDG 19,27,30,Timeout #2 by San Diego Chargers,4.310,4.530
4,2:36,2,5,SDG 14,27,30,Justin Forsett right guard for 1 yard (tackle by Corey Liuget),4.530,4.530
4,2:32,2,5,SDG 14,27,30,Timeout #3 by San Diego Chargers,4.530,3.960
4,2:32,3,4,SDG 13,27,30,Joe Flacco pass incomplete short left intended for Kyle Juszczyk,3.960,3.960
4,2:27,3,4,SDG 13,27,30,Timeout #2 by Baltimore Ravens,3.960,2.640
4,2:26,4,4,SDG 13,27,33,Justin Tucker 31 yard field goal good,2.640,3.000
4,2:26,,,BAL 35,27,33,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
4,2:22,1,10,SDG 20,27,33,Philip Rivers pass complete short left to Keenan Allen for 14 yards (tackle by Will Hill),0.280,1.200
4,2:16,1,10,SDG 34,27,33,Philip Rivers pass complete short left to Keenan Allen for 12 yards (tackle by Anthony Levine),1.200,1.990
4,2:00,1,10,SDG 46,27,33,Philip Rivers pass incomplete short left intended for Keenan Allen,1.990,1.450
4,1:57,2,10,SDG 46,27,33,"Philip Rivers sacked by Elvis Dumervil for -6 yards. Penalty on Elvis Dumervil: Defensive Offside, 5 yards (no play)",1.450,2.130
4,1:52,2,5,BAL 49,27,33,Philip Rivers pass complete short middle to Eddie Royal for 10 yards (tackle by C.J. Mosley),2.130,2.980
4,1:46,1,10,BAL 39,27,33,Philip Rivers pass complete short right to Keenan Allen for 7 yards (tackle by Matt Elam),2.980,3.390
4,1:13,2,3,BAL 32,27,33,Philip Rivers pass incomplete short left intended for Eddie Royal,3.390,2.680
4,1:09,3,3,BAL 32,27,33,Philip Rivers pass complete short left to Malcom Floyd for 8 yards (tackle by Anthony Levine and Matt Elam),2.680,3.970
4,0:46,1,10,BAL 24,27,33,"Philip Rivers pass incomplete deep left intended for Eddie Royal (defended by Anthony Levine). Penalty on Anthony Levine: Defensive Pass Interference, 23 yards (no play)",3.970,6.970
4,0:46,1,1,BAL 1,33,33,"Philip Rivers pass complete short left to Eddie Royal for 1 yard, touchdown",6.970,7.000
4,0:46,,,BAL 2,34,33,Nick Novak kicks extra point good,0.000,0.000
4,0:46,,,SDG 35,34,33,"Nick Novak kicks off 67 yards, returned by Jacoby Jones for 4 yards. Jacoby Jones fumbles, recovered by Jacoby Jones at BAL-2",0.000,0.280
4,0:32,1,10,BAL 14,34,33,Joe Flacco pass complete short middle to Jacoby Jones for 4 yards (tackle by Shareece Wright),-0.280,-0.210
4,0:24,2,6,BAL 18,34,33,Joe Flacco pass incomplete deep right intended for Kamar Aiken,-0.210,-0.920
4,0:18,3,6,BAL 18,34,33,Joe Flacco pass complete short right to Kamar Aiken for 15 yards (tackle by Brandon Flowers),-0.920,-0.920
4,0:09,3,6,BAL 18,34,33,Timeout #3 by Baltimore Ravens,-0.920,1.140
4,0:09,1,10,BAL 33,34,33,Joe Flacco pass complete deep right to Kamar Aiken for 24 yards (tackle by Brandon Flowers),1.140,2.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
