Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
James White,NWE,6,6,45,0,3,-2,-0.3,47,7.8,-0.3,1,6.0,0,0.0,0,97.9
Jakobi Meyers,NWE,6,4,38,0,1,23,5.8,15,3.8,8.5,0,,0,0.0,0,84.0
Jonnu Smith,NWE,5,4,28,0,1,4,1.0,24,6.0,1.4,0,,1,20.0,0,90.0
Nelson Agholor,NWE,3,3,21,0,1,5,1.7,16,5.3,1.7,0,,0,0.0,0,95.8
Kendrick Bourne,NWE,3,2,10,0,1,2,1.0,8,4.0,3.3,0,,1,33.3,0,71.5
Hunter Henry,NWE,4,2,42,0,2,20,10.0,22,11.0,9.5,0,,0,0.0,0,87.5
Damien Harris,NWE,1,1,2,0,0,2,2.0,0,0.0,2.0,0,,0,0.0,0,79.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Braxton Berrios,NYJ,11,7,73,0,2,53,7.6,20,2.9,7.2,0,,0,0.0,0,82.8
Elijah Moore,NYJ,8,4,47,0,1,42,10.5,5,1.3,14.1,0,,0,0.0,2,28.6
Michael Carter,NYJ,3,2,29,0,2,3,1.5,26,13.0,1.7,2,1.0,0,0.0,0,97.9
Corey Davis,NYJ,5,2,8,0,,-2,-1.0,10,5.0,7.4,0,,0,0.0,2,8.3
Ryan Griffin,NYJ,2,2,10,0,,6,3.0,4,2.0,3.0,0,,0,0.0,0,87.5
Tyler Kroft,NYJ,2,1,8,0,,3,3.0,5,5.0,7.5,0,,0,0.0,0,60.4
Jeff Smith,NYJ,2,1,35,0,1,29,29.0,6,6.0,23.0,0,,0,0.0,0,95.8
