Quarter,Time,Down,ToGo,Location,SEA,WAS,Detail,EPB,EPA
1,4:32,1,10,WAS 33,3,0,Mark Brunell pass complete to David Patten for 4 yards (tackle by Marcus Trufant),1.140,1.130
1,4:10,2,6,WAS 37,3,0,Mark Brunell sacked by Lofa Tatupu for -7 yards,1.130,-0.490
1,3:39,3,13,WAS 30,3,0,Mark Brunell pass complete to Santana Moss for 15 yards (tackle by Andre Dyson),-0.490,1.930
1,2:54,1,10,WAS 45,3,0,Ladell Betts right tackle for 9 yards (tackle by Michael Boulware),1.930,2.600
1,2:20,2,1,SEA 46,3,0,Ladell Betts right tackle for no gain (tackle by Lofa Tatupu and Marquand Manuel),2.600,1.880
1,1:42,3,1,SEA 46,3,0,"Mark Brunell pass incomplete intended for Santana Moss. Penalty on D.D. Lewis: Defensive Pass Interfere, 6 yards (no play)",1.880,2.920
1,1:36,1,10,SEA 40,3,0,Ladell Betts right end for -3 yards (tackle by Chartric Darby and Lofa Tatupu),2.920,1.970
1,0:54,2,13,SEA 43,3,0,Ladell Betts right guard for 1 yard (tackle by Bryce Fisher),1.970,1.420
1,0:15,3,12,SEA 42,3,0,Mark Brunell pass incomplete intended for David Patten (defended by Andre Dyson),1.420,0.460
1,0:11,4,12,SEA 42,3,0,"Derrick Frost punts 42 yards, touchback",0.460,-0.280
1,0:03,1,10,SEA 20,3,0,Shaun Alexander right end for 3 yards (tackle by Lemar Marshall),0.280,0.140
Quarter,Time,Down,ToGo,Location,SEA,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,SEA 23,3,0,Shaun Alexander right end for 4 yards (tackle by Cornelius Griffin),0.140,-0.030
2,14:25,3,3,SEA 27,3,0,Matt Hasselbeck pass complete to Ryan Hannam for 20 yards (tackle by Sean Taylor),-0.030,2.060
2,14:01,1,10,SEA 47,3,0,Matt Hasselbeck pass complete to Bobby Engram for 9 yards (tackle by Marcus Washington),2.060,2.730
2,13:28,2,1,WAS 44,3,0,Shaun Alexander up the middle for 3 yards (tackle by Phillip Daniels),2.730,2.850
2,12:55,1,10,WAS 41,3,0,Matt Hasselbeck pass complete to Bobby Engram for 11 yards (tackle by Cornelius Griffin),2.850,3.580
2,12:11,1,10,WAS 30,3,0,Matt Hasselbeck pass complete to Darrell Jackson for no gain,3.580,3.030
2,11:32,2,10,WAS 30,3,0,"Shaun Alexander right end for 1 yard (tackle by Shawn Springs). Penalty on Robbie Tobeck: Offensive Holding, 10 yards (no play)",3.030,1.680
2,11:04,2,20,WAS 40,3,0,Matt Hasselbeck pass incomplete intended for Shaun Alexander,1.680,1.020
2,10:57,3,20,WAS 40,3,0,Matt Hasselbeck pass incomplete intended for Ryan Hannam (defended by Phillip Daniels),1.020,0.590
2,10:53,4,20,WAS 40,3,0,"Leo Araguz punts 25 yards, fair catch by James Thrash",0.590,0.220
2,10:46,1,10,WAS 15,3,0,Mark Brunell pass complete to David Patten for 11 yards (tackle by Andre Dyson),-0.220,0.670
2,10:12,1,10,WAS 26,3,0,Clinton Portis left end for 2 yards (tackle by D.D. Lewis),0.670,0.400
2,9:35,2,8,WAS 28,3,0,Mark Brunell pass complete to Santana Moss for 13 yards (tackle by Andre Dyson),0.400,1.660
2,8:52,1,10,WAS 41,3,0,Clinton Portis right end for 4 yards (tackle by Jamie Sharper),1.660,1.660
2,8:21,2,6,WAS 45,3,0,Clinton Portis right end for 4 yards (tackle by Rocky Bernard),1.660,1.490
2,7:42,3,2,WAS 49,3,0,Mark Brunell pass complete to Chris Cooley for 11 yards (tackle by D.D. Lewis),1.490,2.920
2,7:11,1,10,SEA 40,3,0,Mark Brunell pass complete to Chris Cooley for 17 yards (tackle by Marquand Manuel),2.920,4.040
2,6:24,1,10,SEA 23,3,0,Clinton Portis left guard for no gain (tackle by Chartric Darby),4.040,3.500
2,5:45,2,10,SEA 23,3,0,Mark Brunell pass incomplete intended for David Patten,3.500,2.810
2,5:39,3,10,SEA 23,3,0,Mark Brunell pass complete to Robert Royal for 10 yards (tackle by Bryce Fisher and Kevin Bentley),2.810,4.710
2,5:18,1,10,SEA 13,3,0,Mark Brunell pass incomplete intended for Santana Moss,4.710,4.050
,,,,,,,"WAS challenged the ruling, and the play was upheld.",,
2,5:10,2,10,SEA 13,3,0,Clinton Portis right tackle for 3 yards (tackle by Kevin Bentley),4.050,3.650
2,4:33,3,7,SEA 10,3,0,Mark Brunell pass complete to Santana Moss for 8 yards (tackle by Andre Dyson),3.650,6.740
2,3:49,1,2,SEA 2,3,0,Clinton Portis right end for 1 yard (tackle by Rocky Bernard). Penalty on SEA: Defensive 12 On-field (Declined),6.740,5.910
2,3:29,2,1,SEA 1,3,0,Clinton Portis left guard for no gain (tackle by Kelly Herndon),5.910,5.170
2,2:44,3,1,SEA 1,3,6,"Mark Brunell pass complete to Robert Royal for 1 yard, touchdown",5.170,7.000
2,,,,SEA 2,3,7,Nick Novak kicks extra point good,0.000,0.000
2,,,,WAS 30,3,7,"Nick Novak kicks off 59 yards, returned by Josh Scobey for 19 yards (tackle by Mike Sellers)",0.000,0.940
2,2:34,1,10,SEA 30,3,7,Matt Hasselbeck pass complete to Jerramy Stevens for 13 yards (tackle by Lemar Marshall),0.940,1.800
2,2:07,1,10,SEA 43,3,7,Matt Hasselbeck pass incomplete intended for Darrell Jackson,1.800,1.250
2,2:00,2,10,SEA 43,3,7,Shaun Alexander left guard for 3 yards (tackle by Renaldo Wynn and Phillip Daniels),1.250,0.960
2,1:28,3,7,SEA 46,3,7,Matt Hasselbeck pass complete to Bobby Engram for 9 yards (tackle by Carlos Rogers),0.960,2.590
2,1:03,1,10,WAS 45,3,7,"Shaun Alexander left end for -1 yards (tackle by Carlos Rogers). Shaun Alexander fumbles (forced by Carlos Rogers), ball out of bounds at WAS-46",2.590,1.910
2,0:56,2,11,WAS 46,3,7,Matt Hasselbeck pass incomplete intended for Shaun Alexander,1.910,1.220
2,0:52,3,11,WAS 46,3,7,"Penalty on Bobby Engram: False Start, 4 yards (no play)",1.220,0.700
2,0:52,3,15,WAS 50,3,7,Matt Hasselbeck pass incomplete intended for Shaun Alexander (defended by Matt Bowen),0.700,-0.060
2,0:46,4,15,WAS 50,3,7,"Leo Araguz punts 28 yards, fair catch by James Thrash",-0.060,-0.410
2,0:39,1,10,WAS 22,3,7,Ladell Betts left guard for 4 yards (tackle by Isaiah Kacyvenski),0.410,0.410
Quarter,Time,Down,ToGo,Location,SEA,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,3,7,"Nick Novak kicks off 48 yards, returned by Maurice Morris for no gain. Penalty on Maurice Morris: Delay of Game, 5 yards",0.000,-0.060
3,14:57,1,10,SEA 17,3,7,Matt Hasselbeck pass complete to Mack Strong for no gain,-0.060,-0.580
3,14:34,2,10,SEA 17,3,7,Matt Hasselbeck pass complete to Bobby Engram for 11 yards (tackle by Joe Salave'a),-0.580,0.810
3,13:59,1,10,SEA 28,3,7,Matt Hasselbeck pass complete to Bobby Engram for 16 yards (tackle by Sean Taylor),0.810,1.860
3,13:37,1,10,SEA 44,3,7,Matt Hasselbeck pass complete to Darrell Jackson for 5 yards (tackle by Shawn Springs),1.860,1.990
3,13:14,2,5,SEA 49,3,7,Shaun Alexander left tackle for no gain (tackle by Carlos Rogers),1.990,1.290
3,12:39,3,5,SEA 49,3,7,Matt Hasselbeck pass complete to Darrell Jackson for 7 yards (tackle by Ade Jimoh),1.290,2.650
3,12:13,1,10,WAS 44,3,7,Shaun Alexander right end for 7 yards (tackle by Cornelius Griffin),2.650,3.060
3,11:38,2,3,WAS 37,3,7,Matt Hasselbeck pass complete to Bobby Engram for 9 yards (tackle by Ryan Clark),3.060,3.710
3,11:11,1,10,WAS 28,3,7,Shaun Alexander up the middle for no gain (tackle by Warrick Holdman),3.710,3.170
3,10:39,2,10,WAS 28,3,7,Matt Hasselbeck pass complete to Darrell Jackson for 6 yards (tackle by Sean Taylor),3.170,3.270
3,10:02,3,4,WAS 22,3,7,Matt Hasselbeck sacked by Lemar Marshall for -7 yards,3.270,1.500
3,9:41,4,11,WAS 29,3,7,Josh Brown 47 yard field goal no good,1.500,-1.470
3,9:36,1,10,WAS 38,3,7,Clinton Portis right end for 13 yards (tackle by Grant Wistrom and Michael Boulware),1.470,2.320
3,9:01,1,10,SEA 49,3,7,Clinton Portis left end for 2 yards (tackle by Lofa Tatupu),2.320,2.050
3,8:25,2,8,SEA 47,3,7,Mark Brunell pass complete to Chris Cooley for 14 yards (tackle by Jamie Sharper),2.050,3.380
3,7:46,1,10,SEA 33,3,7,Mark Brunell pass incomplete intended for Chris Cooley,3.380,2.840
3,7:37,2,10,SEA 33,3,7,Mark Brunell pass incomplete,2.840,2.150
3,7:31,3,10,SEA 33,3,7,"Mark Brunell pass incomplete intended for David Patten. Penalty on Michael Boulware: Defensive Pass Interfere, 29 yards (no play)",2.150,6.280
3,7:24,1,4,SEA 4,3,13,"Mark Brunell pass complete to Mike Sellers for 4 yards, touchdown",6.280,7.000
3,,,,SEA 2,3,14,Nick Novak kicks extra point good,0.000,0.000
3,,,,WAS 30,3,14,"Nick Novak kicks off 65 yards, returned by Josh Scobey for 25 yards (tackle by Carlos Rogers). Penalty on Kevin Bentley: Offensive Holding, 15 yards",0.000,-0.220
3,7:14,1,10,SEA 15,3,14,Matt Hasselbeck pass complete to Mack Strong for 6 yards (tackle by Shawn Springs),-0.220,0.210
3,6:51,2,4,SEA 21,3,14,Matt Hasselbeck pass complete to Darrell Jackson for 16 yards (tackle by Carlos Rogers),0.210,1.400
3,6:13,1,10,SEA 37,3,14,Shaun Alexander right end for 34 yards (tackle by Sean Taylor),1.400,3.640
3,5:47,1,10,WAS 29,3,14,Matt Hasselbeck pass incomplete intended for Jerramy Stevens,3.640,3.100
3,5:42,,,,3,14,Timeout #1 by Seattle Seahawks,0.000,3.100
3,5:42,2,10,WAS 29,3,14,Shaun Alexander right tackle for no gain (tackle by Cedric Killings),3.100,2.410
3,5:02,3,10,WAS 29,3,14,Matt Hasselbeck pass complete to Bobby Engram for 26 yards (tackle by Sean Taylor),2.410,6.510
3,4:18,1,3,WAS 3,3,14,Matt Hasselbeck pass incomplete intended for Jerramy Stevens,6.510,5.530
3,4:14,2,3,WAS 3,9,14,"Shaun Alexander right end for 3 yards, touchdown",5.530,7.000
3,,,,WAS 2,10,14,Josh Brown kicks extra point good,0.000,0.000
3,,,,SEA 30,10,14,"Josh Brown kicks off 67 yards, returned by Ladell Betts for 26 yards (tackle by LeRoy Hill)",0.000,0.870
3,4:05,1,10,WAS 29,10,14,Mark Brunell pass incomplete intended for David Patten,0.870,0.330
3,4:01,2,10,WAS 29,10,14,Clinton Portis right end for 1 yard (tackle by Andre Dyson and Bryce Fisher),0.330,-0.230
3,3:23,3,9,WAS 30,10,14,Mark Brunell pass complete to Clinton Portis for 12 yards (tackle by D.D. Lewis),-0.230,1.730
3,2:43,1,10,WAS 42,10,14,Clinton Portis right end for 7 yards (tackle by D.D. Lewis),1.730,2.130
3,2:05,2,3,WAS 49,10,14,Ladell Betts left guard for 6 yards (tackle by Marcus Tubbs),2.130,2.590
3,1:32,1,10,SEA 45,10,14,Mark Brunell pass complete to Chris Cooley for 19 yards (tackle by Ken Hamlin),2.590,3.840
3,0:54,1,10,SEA 26,10,14,Ladell Betts left guard for 4 yards (tackle by Bryce Fisher and D.D. Lewis),3.840,3.840
3,0:18,2,6,SEA 22,10,14,Mark Brunell pass incomplete intended for Robert Royal,3.840,3.140
3,0:13,3,6,SEA 22,10,14,Mark Brunell pass incomplete intended for Santana Moss (defended by Michael Boulware),3.140,2.020
3,0:08,4,6,SEA 22,10,17,Nick Novak 40 yard field goal good,2.020,3.000
3,,,,WAS 30,10,17,"Nick Novak kicks off 43 yards, fair catch by Ryan Hannam",0.000,0.740
3,0:03,1,10,SEA 27,10,17,Matt Hasselbeck pass complete to Ryan Hannam for 3 yards (tackle by Shawn Springs),0.740,0.600
Quarter,Time,Down,ToGo,Location,SEA,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,SEA 30,10,17,Matt Hasselbeck pass complete to Jerramy Stevens for 9 yards (tackle by Lemar Marshall),0.600,1.530
4,14:32,1,10,SEA 39,10,17,"Shaun Alexander left end for 5 yards (tackle by Lemar Marshall). Penalty on D.J. Hackett: Offensive Holding, 10 yards",1.530,1.200
4,14:10,1,15,SEA 34,10,17,Matt Hasselbeck pass incomplete intended for Joe Jurevicius,1.200,0.310
4,14:05,2,15,SEA 34,10,17,Matt Hasselbeck pass complete to Shaun Alexander for 4 yards (tackle by Cedric Killings and Carlos Rogers),0.310,0.170
4,13:24,3,11,SEA 38,10,17,Mack Strong for 5 yards (tackle by Cornelius Griffin),0.170,-0.520
4,12:48,4,6,SEA 43,10,17,"Leo Araguz punts 46 yards, returned by Santana Moss for 9 yards (tackle by Josh Scobey)",-0.520,-0.280
4,12:38,1,10,WAS 20,10,17,Clinton Portis for 1 yard (tackle by Lofa Tatupu),0.280,-0.130
4,12:38,2,9,WAS 21,10,17,Clinton Portis for 7 yards (tackle by Bryce Fisher),-0.130,0.100
4,12:38,3,2,WAS 28,10,17,Clinton Portis for 6 yards (tackle by Bryce Fisher),0.100,1.200
4,12:38,1,10,WAS 34,10,17,Ladell Betts for 7 yards (tackle by Marcus Trufant),1.200,1.600
4,12:38,2,3,WAS 41,10,17,Ladell Betts right end for 4 yards (tackle by Ken Hamlin),1.600,1.930
4,12:38,1,10,WAS 45,10,17,Ladell Betts right end for -3 yards (tackle by Lofa Tatupu),1.930,0.980
4,12:38,2,13,WAS 42,10,17,Clinton Portis for 6 yards (tackle by Jamie Sharper),0.980,1.090
4,8:03,3,7,WAS 48,10,17,Mark Brunell pass incomplete intended for David Patten (defended by Marcus Trufant),1.090,-0.190
4,7:52,4,7,WAS 48,10,17,"Derrick Frost punts 40 yards, returned by Jimmy Williams for -3 yards (tackle by Omar Stoutmire)",-0.190,0.380
4,7:42,1,10,SEA 9,10,17,Matt Hasselbeck pass complete to Joe Jurevicius for 17 yards (tackle by Lemar Marshall),-0.380,0.670
4,7:11,1,10,SEA 26,10,17,"Matt Hasselbeck pass complete to Darrell Jackson for 7 yards (tackle by Matt Bowen). Penalty on Darrell Jackson: Illegal Touch Pass, 5 yards (no play)",0.670,0.340
4,6:52,1,15,SEA 21,10,17,Shaun Alexander left tackle for -1 yards (tackle by Cedric Killings),0.340,-0.680
4,6:20,2,16,SEA 20,10,17,Matt Hasselbeck pass incomplete intended for Ryan Hannam,-0.680,-1.350
4,6:12,3,16,SEA 20,10,17,Matt Hasselbeck pass complete to Darrell Jackson for 15 yards (tackle by Ade Jimoh),-1.350,-1.040
4,6:12,,,,10,17,Timeout #2 by Seattle Seahawks,0.000,0.000
4,5:46,,,,10,17,Timeout #1 by Washington Redskins,0.000,-1.040
4,5:46,4,1,SEA 35,10,17,Matt Hasselbeck left end for 10 yards (tackle by Matt Bowen),-1.040,1.930
4,5:08,1,10,SEA 45,10,17,Shaun Alexander up the middle for 5 yards (tackle by Cedric Killings),1.930,2.060
4,4:38,2,5,WAS 50,10,17,Matt Hasselbeck pass complete to Ryan Hannam for no gain,2.060,1.360
4,3:50,3,5,WAS 50,10,17,Shaun Alexander left guard for 9 yards (tackle by Lemar Marshall),1.360,2.850
4,3:21,1,10,WAS 41,10,17,Shaun Alexander left end for 17 yards (tackle by Ryan Clark),2.850,3.970
4,3:13,1,10,WAS 24,10,17,Matt Hasselbeck pass incomplete intended for Jerramy Stevens,3.970,3.430
4,3:08,2,10,WAS 24,10,17,Matt Hasselbeck pass complete to Jerramy Stevens for 9 yards (tackle by Marcus Washington),3.430,4.170
4,2:32,3,1,WAS 15,10,17,Shaun Alexander up the middle for 3 yards (tackle by Renaldo Wynn),4.170,4.780
4,2:00,1,10,WAS 12,10,17,Matt Hasselbeck right end for 6 yards (tackle by Demetric Evans),4.780,5.210
4,1:27,2,4,WAS 6,16,17,"Matt Hasselbeck pass complete to Darrell Jackson for 6 yards, touchdown",5.210,7.000
4,,,,WAS 2,17,17,Josh Brown kicks extra point good,0.000,0.000
4,,,,SEA 30,17,17,"Josh Brown kicks off 70 yards, touchback",0.000,0.280
4,1:23,1,10,WAS 20,17,17,Mark Brunell pass complete to Clinton Portis for 6 yards (tackle by Marcus Trufant),0.280,0.540
4,1:00,2,4,WAS 26,17,17,Mark Brunell pass incomplete intended for Clinton Portis is intercepted by Kelly Herndon at WAS-35 and returned for 2 yards,0.540,-3.380
4,0:49,1,10,WAS 33,17,17,Shaun Alexander left end for 4 yards (tackle by Cornelius Griffin),3.380,3.380
4,0:19,2,6,WAS 29,17,17,Shaun Alexander up the middle for no gain (tackle by Marcus Washington),3.380,2.680
4,0:01,,,,17,17,Timeout #3 by Seattle Seahawks,0.000,2.680
4,0:01,3,6,WAS 29,17,17,Josh Brown 47 yard field goal no good,2.680,0.030
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,SEA,WAS,Detail,EPB,EPA
,,,,,,,"Redskins won the coin toss, Redskins to receive the overtime kickoff.",,
OT,15:00,3,6,SEA 30,17,17,"Josh Brown kicks off 71 yards, returned by Ladell Betts for 24 yards (tackle by Joe Tafoya). Penalty on Omar Stoutmire: Illegal Block Above the (Offsetting), Penalty on Maurice Morris: Low Block (Offsetting)",-0.030,0.480
OT,14:54,1,10,WAS 23,17,17,Mark Brunell pass incomplete intended for Santana Moss,0.480,-0.070
OT,14:48,2,10,WAS 23,17,17,Clinton Portis up the middle for no gain (tackle by Lofa Tatupu),-0.070,-0.760
OT,14:12,3,10,WAS 23,17,17,Mark Brunell pass complete to Santana Moss for 13 yards (tackle by Marcus Trufant),-0.760,1.330
OT,13:33,1,10,WAS 36,17,17,Clinton Portis right end for 1 yard (tackle by Rocky Bernard),1.330,0.930
OT,12:52,2,9,WAS 37,17,17,Mark Brunell pass incomplete intended for James Thrash,0.930,0.230
OT,12:47,3,9,WAS 37,17,17,Mark Brunell up the middle for 18 yards (tackle by Ken Hamlin),0.230,2.590
OT,12:02,1,10,SEA 45,17,17,Ladell Betts left end for no gain (tackle by D.D. Lewis),2.590,2.040
OT,11:19,2,10,SEA 45,17,17,Mark Brunell pass incomplete intended for Santana Moss (defended by Bryce Fisher),2.040,1.360
OT,11:15,3,10,SEA 45,17,17,Mark Brunell pass complete to Santana Moss for 30 yards (tackle by Kelly Herndon),1.360,4.580
OT,10:26,1,10,SEA 15,17,17,Mark Brunell right guard for -2 yards (tackle by Rocky Bernard),4.580,3.680
OT,9:41,2,12,SEA 17,17,17,"Penalty on Mark Brunell: Delay of Game, 5 yards (no play)",3.680,3.080
OT,9:34,2,17,SEA 22,17,20,Nick Novak 39 yard field goal good,3.080,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
