Quarter,Time,Down,ToGo,Location,DEN,KAN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chiefs won the coin toss and deferred, Broncos to receive the opening kickoff.",,
1,15:00,,,KAN 35,0,0,--,0.000,-0.410
1,14:54,1,10,DEN 22,0,0,Justin Forsett right guard for 3 yards (tackle by Terrance Smith),0.410,0.270
1,14:23,2,7,DEN 25,0,0,Trevor Siemian pass incomplete short right intended for Justin Forsett,0.270,-0.430
1,14:18,3,7,DEN 25,0,0,Trevor Siemian pass complete short left to Jeff Heuerman for 9 yards (tackle by Steven Nelson),-0.430,1.200
1,13:38,1,10,DEN 34,0,0,Justin Forsett middle for no gain (tackle by Chris Jones),1.200,0.660
1,13:10,2,10,DEN 34,0,0,Trevor Siemian pass incomplete short right intended for Emmanuel Sanders,0.660,-0.030
1,13:04,3,10,DEN 34,0,0,Trevor Siemian pass incomplete short left intended for Demaryius Thomas (defended by Chris Jones),-0.030,-1.110
1,13:00,4,10,DEN 34,0,0,"Riley Dixon punts 43 yards, out of bounds",-1.110,-0.480
1,12:50,1,10,KAN 23,0,0,Spencer Ware middle for 4 yards (tackle by Jared Crick),0.480,0.470
1,12:17,2,6,KAN 27,0,0,Alex Smith pass complete short right to Travis Kelce for 4 yards (tackle by Aqib Talib),0.470,0.300
1,11:41,3,2,KAN 31,0,0,Tyreek Hill right end for 28 yards (tackle by Todd Davis),0.300,2.850
1,11:14,1,10,DEN 41,0,0,Spencer Ware middle for 18 yards (tackle by Von Miller),2.850,4.040
1,10:27,1,10,DEN 23,0,0,Tyreek Hill left guard for -1 yards (tackle by Corey Nelson),4.040,3.360
1,9:44,2,11,DEN 24,0,0,Alex Smith pass complete short middle to Travis Kelce for 14 yards (tackle by Justin Simmons),3.360,4.910
1,9:05,1,10,DEN 10,0,6,"Alex Smith left end for 10 yards, touchdown",4.910,7.000
1,8:59,,,DEN 15,0,7,Cairo Santos kicks extra point good,0.000,0.000
1,8:59,,,KAN 35,0,7,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.610
1,8:59,1,10,DEN 25,0,7,Trevor Siemian pass complete short left to Devontae Booker for 16 yards (tackle by Eric Berry),0.610,1.660
1,8:23,1,10,DEN 41,0,7,Devontae Booker middle for 12 yards (tackle by Terrance Mitchell),1.660,2.460
1,7:53,1,10,KAN 47,0,7,Trevor Siemian pass incomplete deep left intended for Jordan Taylor,2.460,1.910
1,7:48,2,10,KAN 47,0,7,Trevor Siemian pass incomplete short right intended for Cody Latimer (defended by Chris Jones),1.910,1.220
1,7:43,3,10,KAN 47,0,7,Trevor Siemian pass incomplete short right intended for Demaryius Thomas,1.220,0.130
1,7:39,4,10,KAN 47,0,7,"Riley Dixon punts 39 yards, returned by Tyreek Hill for 11 yards (tackle by Shaquil Barrett)",0.130,-0.150
1,7:29,1,10,KAN 19,0,7,Spencer Ware middle for 1 yard (tackle by Derek Wolfe),0.150,-0.200
1,6:46,2,9,KAN 20,0,7,Alex Smith pass complete short left to Travis Kelce for 8 yards (tackle by Will Parks),-0.200,0.100
1,6:08,3,1,KAN 28,0,7,Spencer Ware middle for 2 yards (tackle by Justin Simmons and Todd Davis),0.100,0.940
1,5:31,1,10,KAN 30,0,13,"Tyreek Hill left end for 70 yards, touchdown",0.940,7.000
1,5:17,,,DEN 15,0,14,Cairo Santos kicks extra point good,0.000,0.000
1,5:17,,,KAN 35,0,14,"Cairo Santos kicks off 61 yards, returned by Kalif Raymond for 40 yards (tackle by Cairo Santos)",0.000,-1.860
1,5:08,1,10,DEN 44,0,14,Devontae Booker left guard for 8 yards (tackle by Ramik Wilson),1.860,2.400
1,4:38,2,2,KAN 48,0,14,"Penalty on Max Garcia: False Start, 5 yards (no play)",2.400,1.720
