Quarter,Time,Tm,Detail,DEN,KAN
1.0,8:59,Chiefs,Alex Smith 10 yard rush (Cairo Santos kick),0,7
,5:17,Chiefs,Tyreek Hill 70 yard rush (Cairo Santos kick),0,14
,1:54,Broncos,Justin Forsett 1 yard rush (Brandon McManus kick),7,14
,0:53,Chiefs,Travis Kelce 80 yard pass from Alex Smith (Cairo Santos kick),7,21
2.0,6:38,Broncos,Brandon McManus 52 yard field goal,10,21
4.0,11:59,Chiefs,Cairo Santos 27 yard field goal,10,24
,8:51,Chiefs,Cairo Santos 39 yard field goal,10,27
,1:52,Chiefs,Demetrius Harris 2 yard pass from Dontari Poe (Cairo Santos kick failed),10,33
