Quarter,Time,Down,ToGo,Location,ARI,SEA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Seahawks won the coin toss and deferred, Cardinals to receive the opening kickoff.",,
1,15:00,,,SEA 30,0,0,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
1,15:00,1,10,ARI 20,0,0,Kurt Warner pass complete short middle to Levi Brown for 4 yards (tackle by Julian Peterson),0.280,0.270
1,14:04,2,6,ARI 24,0,0,Kurt Warner pass complete short left to Anquan Boldin for 9 yards (tackle by LeRoy Hill),0.270,1.140
1,13:43,1,10,ARI 33,0,0,Tim Hightower right end for 4 yards (tackle by Rocky Bernard and Deon Grant),1.140,1.130
1,12:59,2,6,ARI 37,0,0,Kurt Warner pass complete short left to Steve Breaston for 9 yards (tackle by Kelly Jennings),1.130,1.990
1,12:23,1,10,ARI 46,0,0,Kurt Warner pass complete short left to Larry Fitzgerald for 8 yards (tackle by Josh Wilson),1.990,2.530
1,11:47,2,2,SEA 46,0,0,Kurt Warner pass complete short right to Leonard Pope for 1 yard (tackle by Deon Grant),2.530,1.950
1,11:02,3,1,SEA 45,0,0,Kurt Warner pass complete short left to Larry Fitzgerald for 3 yards (tackle by Josh Wilson),1.950,2.790
1,10:23,1,10,SEA 42,0,0,Kurt Warner pass complete short right to Anquan Boldin for 13 yards (tackle by Jordan Babineaux),2.790,3.640
1,9:55,1,10,SEA 29,0,0,"J.J. Arrington left end for 5 yards (tackle by Brian Russell). Penalty on Anquan Boldin: Offensive Holding, 10 yards",3.640,3.310
1,9:30,1,15,SEA 34,0,0,Kurt Warner pass incomplete short right intended for Anquan Boldin (defended by LeRoy Hill),3.310,2.420
1,9:25,2,15,SEA 34,0,0,Kurt Warner pass complete short right to Leonard Pope for 8 yards (tackle by Lofa Tatupu),2.420,2.810
1,8:40,3,7,SEA 26,0,0,Kurt Warner pass complete short left to Anquan Boldin for 6 yards (tackle by Lofa Tatupu),2.810,2.270
1,7:52,4,1,SEA 20,3,0,Neil Rackers 38 yard field goal good,2.270,3.000
1,,,,ARI 30,3,0,"Neil Rackers kicks off 58 yards, returned by Josh Wilson for 10 yards (tackle by Monty Beisel)",0.000,0.410
1,7:41,1,10,SEA 22,3,0,Matt Hasselbeck pass complete short right to John Carlson for 3 yards (tackle by Aaron Francisco),0.410,0.270
1,7:12,2,7,SEA 25,3,0,Matt Hasselbeck pass complete short left to Bobby Engram for 18 yards (tackle by Dominique Rodgers-Cromartie),0.270,1.800
1,6:39,1,10,SEA 43,3,0,Julius Jones right guard for 2 yards (tackle by Roderick Hood),1.800,1.520
1,5:59,2,8,SEA 45,3,0,Matt Hasselbeck pass complete short middle to Koren Robinson for 12 yards (tackle by Karlos Dansby),1.520,2.720
1,5:21,1,10,ARI 43,3,0,Julius Jones right guard for 3 yards (tackle by Gerald Hayes),2.720,2.580
1,4:40,2,7,ARI 40,3,0,Julius Jones up the middle for -3 yards (tackle by Chike Okeafor),2.580,1.490
1,3:54,,,,3,0,Timeout #1 by Seattle Seahawks,0.000,1.490
1,3:54,3,10,ARI 43,3,0,Matt Hasselbeck pass incomplete deep right intended for Koren Robinson,1.490,0.400
1,3:48,4,10,ARI 43,3,0,"Jon Ryan punts 32 yards, fair catch by Steve Breaston",0.400,0.370
1,3:40,1,10,ARI 11,3,0,Kurt Warner pass complete short left to Anquan Boldin for 9 yards (tackle by Josh Wilson),-0.370,0.360
1,3:04,2,1,ARI 20,3,0,Kurt Warner pass complete short left to Anquan Boldin for 45 yards (tackle by Josh Wilson),0.360,3.250
1,2:33,1,10,SEA 35,3,0,J.J. Arrington left tackle for 2 yards (tackle by Brandon Mebane),3.250,2.970
1,1:57,2,8,SEA 33,3,0,Kurt Warner pass complete short right to Jerheme Urban for 9 yards (tackle by Jordan Babineaux),2.970,3.970
1,1:18,1,10,SEA 24,3,0,Tim Hightower left end for no gain (tackle by Howard Green),3.970,3.430
1,0:39,2,10,SEA 24,3,0,Kurt Warner pass complete deep middle to Larry Fitzgerald for 20 yards (tackle by Brian Russell),3.430,6.280
1,0:12,1,4,SEA 4,3,0,"Kurt Warner pass incomplete short left intended for Larry Fitzgerald. Penalty on SEA: Defensive 12 On-field (Offsetting), Penalty on Larry Fitzgerald: Offensive Pass Interference (Offsetting) (no play)",6.280,6.280
1,0:08,1,4,SEA 4,9,0,"J.J. Arrington up the middle for 4 yards, touchdown",6.280,7.000
1,,,,SEA 2,10,0,Neil Rackers kicks extra point good,0.000,0.000
1,,,,ARI 30,10,0,"Neil Rackers kicks off 63 yards, returned by Justin Forsett for 23 yards (tackle by Calais Campbell)",0.000,0.940
Quarter,Time,Down,ToGo,Location,ARI,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SEA 30,10,0,Matt Hasselbeck pass complete short right to Deion Branch for 5 yards (tackle by Roderick Hood),0.940,1.070
2,14:33,2,5,SEA 35,10,0,Julius Jones right end for 4 yards (tackle by Chike Okeafor),1.070,0.890
2,14:01,3,1,SEA 39,10,0,T.J. Duckett up the middle for 2 yards (tackle by Karlos Dansby and Chike Okeafor),0.890,1.660
2,13:23,1,10,SEA 41,10,0,Matt Hasselbeck sacked by Adrian Wilson for -9 yards,1.660,-0.100
2,12:55,2,19,SEA 32,10,0,Julius Jones up the middle for 6 yards (tackle by Adrian Wilson),-0.100,0.040
2,12:13,3,13,SEA 38,10,0,"Matt Hasselbeck pass incomplete short right intended for Bobby Engram. Penalty on Antrel Rolle: Defensive Holding, 5 yards (no play)",0.040,1.800
2,12:07,1,10,SEA 43,10,0,Julius Jones left tackle for 4 yards (tackle by Travis LaBoy and Gerald Hayes),1.800,1.790
