Quarter,Time,Down,ToGo,Location,JAX,GNB,Detail,EPB,EPA
1,9:47,4,7,GNB 48,7,0,"Bryan Barker punts 35 yards, returned by David Allen for 12 yards. David Allen fumbles, recovered by Michael Hawthorne at JAX-30",-0.190,3.580
1,9:34,1,10,JAX 30,7,0,Brett Favre pass complete to Javon Walker for 19 yards (tackle by Rashean Mathis),3.580,4.840
1,9:06,1,10,JAX 11,7,0,"Ahman Green up the middle for no gain. Ahman Green fumbles, recovered by Deon Grant at JAX-10 (tackle by Bubba Franks)",4.840,0.380
1,8:58,1,10,JAX 10,7,0,Byron Leftwich left end for 11 yards (tackle by Nick Barnett). Penalty on Cletidus Hunt: Defensive Offside (Declined),-0.380,0.340
1,8:35,1,10,JAX 21,7,0,Fred Taylor right end for 1 yard (tackle by Nick Barnett and Michael Hawthorne),0.340,-0.070
1,7:53,2,9,JAX 22,7,0,Fred Taylor up the middle for 2 yards (tackle by Colin Cole),-0.070,-0.490
1,7:12,3,7,JAX 24,7,0,"Byron Leftwich pass incomplete intended for Reggie Williams. Penalty on Joey Thomas: Defensive Holding, 5 yards (no play)",-0.490,0.870
1,7:08,1,10,JAX 29,7,0,Troy Edwards left end for 2 yards (tackle by Al Harris),0.870,0.600
1,6:41,2,8,JAX 31,7,0,Fred Taylor left guard for 3 yards (tackle by Kabeer Gbaja-Biamila and Cullen Jenkins),0.600,0.300
1,5:56,3,5,JAX 34,7,0,LaBrandon Toefield left guard for 1 yard (tackle by Cletidus Hunt),0.300,-1.040
1,5:24,4,4,JAX 35,7,0,"Chris Hanson punts 28 yards, returned by Antonio Chatman for 4 yards (tackle by Tommy Hendricks)",-1.040,-1.660
1,5:15,1,10,GNB 41,7,0,Brett Favre pass complete to Javon Walker for 19 yards (tackle by Akin Ayodele),1.660,2.920
1,4:36,1,10,JAX 40,7,0,Ahman Green left end for 1 yard (tackle by Elton Patterson),2.920,2.510
1,3:55,2,9,JAX 39,7,0,"Penalty on Robert Ferguson: False Start, 5 yards (no play)",2.510,1.830
1,3:38,2,14,JAX 44,7,0,Ahman Green left end for 8 yards (tackle by Deon Grant and Donovin Darius),1.830,2.210
1,2:54,3,6,JAX 36,7,0,Brett Favre pass incomplete intended for Javon Walker (defended by Rashean Mathis),2.210,0.880
1,2:48,4,6,JAX 36,7,0,"Bryan Barker punts 36 yards, touchback",0.880,-0.280
1,2:41,1,10,JAX 20,7,0,Fred Taylor left tackle for 3 yards (tackle by Nick Barnett and Grady Jackson),0.280,0.140
1,1:56,2,7,JAX 23,7,0,Byron Leftwich pass incomplete intended for Reggie Williams (defended by Aaron Kampman),0.140,-0.560
1,1:52,3,7,JAX 23,7,0,Byron Leftwich pass incomplete intended for Reggie Williams (defended by Joey Thomas),-0.560,-1.830
1,1:48,4,7,JAX 23,7,0,"Chris Hanson punts 30 yards, returned by Antonio Chatman for no gain",-1.830,-2.060
1,1:41,1,10,GNB 47,7,0,Ahman Green left guard for 4 yards (tackle by Marcus Stroud and Donovin Darius),2.060,2.060
1,1:08,2,6,JAX 49,7,0,Brett Favre pass incomplete intended for Donald Driver (defended by Donovin Darius),2.060,1.360
1,1:01,3,6,JAX 49,7,0,Brett Favre pass complete to Javon Walker for 23 yards (tackle by Donovin Darius),1.360,3.840
1,0:14,1,10,JAX 26,7,0,Ahman Green up the middle for 2 yards (tackle by John Henderson and Elton Patterson),3.840,3.570
Quarter,Time,Down,ToGo,Location,JAX,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,JAX 24,7,0,"Ahman Green left guard for 6 yards (tackle by Greg Favors and Mike Peterson). Penalty on Marco Rivera: Offensive Holding, 10 yards (no play)",3.570,2.220
2,14:42,2,18,JAX 34,7,0,Brett Favre pass incomplete intended for Ben Steele (defended by Rashean Mathis),2.220,1.550
2,14:34,3,18,JAX 34,7,0,Brett Favre pass complete to Antonio Chatman for 17 yards (tackle by Donovin Darius),1.550,2.460
2,13:39,4,1,JAX 17,7,3,Ryan Longwell 35 yard field goal good,2.460,3.000
2,,,,GNB 30,7,3,"Ryan Longwell kicks off 48 yards, returned by Greg Jones for 14 yards (tackle by Tony Fisher)",0.000,1.330
2,13:31,1,10,JAX 36,7,3,Fred Taylor right end for 4 yards (tackle by Aaron Kampman and Darren Sharper),1.330,1.330
2,12:50,2,6,JAX 40,7,3,Fred Taylor left end for no gain (tackle by Mark Roman and Corey Williams),1.330,0.630
2,12:09,3,6,JAX 40,7,3,Byron Leftwich pass complete to Troy Edwards for 4 yards (tackle by Ahmad Carroll),0.630,-0.460
2,11:31,4,2,JAX 44,7,3,"Chris Hanson punts 41 yards, returned by Antonio Chatman for 28 yards (tackle by Chris Hanson)",-0.460,-1.800
2,11:19,1,10,GNB 43,7,3,Ahman Green right end for no gain (tackle by Marcus Stroud and Rashean Mathis),1.800,1.250
2,10:42,2,10,GNB 43,7,3,Brett Favre pass incomplete intended for Javon Walker (defended by Rashean Mathis),1.250,0.560
2,10:37,3,10,GNB 43,7,3,Brett Favre pass complete to Robert Ferguson for 12 yards (tackle by Dewayne Washington),0.560,2.590
2,9:57,1,10,JAX 45,7,3,Brett Favre pass complete to William Henderson for no gain,2.590,2.040
2,9:15,2,10,JAX 45,7,3,Ahman Green right end for 1 yard (tackle by Mike Peterson),2.040,1.490
2,8:30,,,,7,3,Timeout #1 by Green Bay Packers,0.000,1.490
2,8:30,3,9,JAX 44,7,3,"Brett Favre pass incomplete intended for Donald Driver. Penalty on Kiwaukee Thomas: Defensive Pass Interference, 4 yards (no play)",1.490,2.920
2,8:27,1,10,JAX 40,7,3,Ahman Green left guard for 8 yards (tackle by Bobby McCray),2.920,3.450
2,7:52,2,2,JAX 32,7,3,Ahman Green left end for 11 yards (tackle by Dewayne Washington and Tommy Hendricks),3.450,4.170
2,7:11,1,10,JAX 21,7,3,Brett Favre pass complete to Javon Walker for 5 yards (tackle by Rashean Mathis),4.170,4.370
2,6:28,2,5,JAX 16,7,3,Brett Favre pass complete to Bubba Franks for 3 yards (tackle by Rashean Mathis),4.370,4.240
2,5:39,3,2,JAX 13,7,3,Brett Favre pass incomplete intended for Javon Walker,4.240,2.690
2,5:35,4,2,JAX 13,7,3,Ryan Longwell 31 yard field goal no good,2.690,-0.410
2,5:31,1,10,JAX 22,7,3,Fred Taylor left end for 2 yards (tackle by Darren Sharper and Aaron Kampman),0.410,0.140
2,4:49,2,8,JAX 24,7,9,"Byron Leftwich sacked by Kabeer Gbaja-Biamila for -8 yards. Byron Leftwich fumbles (forced by Darren Sharper), recovered by Darren Sharper at JAX-15 and returned for 15 yards, touchdown",0.140,-7.000
,,,,,,,"JAX challenged the ruling, and the play was upheld.",,
2,,,,JAX 2,7,10,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,GNB 30,7,10,"Ryan Longwell kicks off 53 yards, returned by Greg Jones for 15 yards (tackle by Vonta Leach)",0.000,1.070
2,4:39,1,10,JAX 32,7,10,Fred Taylor left end for 8 yards (tackle by Ahmad Carroll),1.070,1.610
2,3:59,2,2,JAX 40,7,10,"Fred Taylor left tackle for 4 yards (tackle by Corey Williams and Darren Sharper). Penalty on Aaron Kampman: Defensive Offside, 5 yards (no play)",1.610,1.930
2,3:36,1,10,JAX 45,7,10,"Byron Leftwich pass incomplete intended for Kyle Brady (defended by Hannibal Navies). Penalty on Hannibal Navies: Defensive Pass Interference, 28 yards, Penalty on Aaron Kampman: Roughing the Passer (Declined) (no play)",1.930,3.780
2,3:28,1,10,GNB 27,7,10,Byron Leftwich pass incomplete intended for Jimmy Smith,3.780,3.230
2,3:23,2,10,GNB 27,7,10,Fred Taylor right end for 6 yards (tackle by Corey Williams and Mark Roman),3.230,3.340
2,2:39,3,4,GNB 21,7,10,"Byron Leftwich pass incomplete intended for Cortez Hankton (defended by Al Harris). Penalty on Al Harris: Defensive Holding, 5 yards (no play)",3.340,4.510
2,2:34,1,10,GNB 16,13,10,"Byron Leftwich pass complete to Jimmy Smith for 16 yards, touchdown",4.510,7.000
2,,,,GNB 2,14,10,Josh Scobee kicks extra point good,0.000,0.000
2,,,,JAX 30,14,10,"Josh Scobee kicks off 55 yards, returned by Robert Ferguson for 15 yards (tackle by Todd Yoder)",0.000,0.940
2,2:23,1,10,GNB 30,14,10,Ahman Green up the middle for -1 yards (tackle by Mike Peterson),0.940,0.260
2,2:00,2,11,GNB 29,14,10,Brett Favre pass complete to Donald Driver for 11 yards (tackle by Donovin Darius),0.260,1.600
2,1:54,1,10,GNB 40,14,10,Brett Favre pass complete to Javon Walker for 9 yards (tackle by Dewayne Washington),1.600,2.270
2,1:30,2,1,GNB 49,14,10,Brett Favre pass complete to Bubba Franks for 7 yards (tackle by Donovin Darius),2.270,2.650
2,1:24,1,10,JAX 44,14,10,Brett Favre pass complete to Antonio Chatman for 21 yards (tackle by Deon Grant),2.650,4.040
2,1:18,,,,14,10,Timeout #2 by Green Bay Packers,0.000,4.040
2,1:17,1,10,JAX 23,14,10,"Brett Favre for no gain. Brett Favre fumbles, recovered by Daryl Smith at JAX-31 (tackle by Robert Ferguson)",4.040,-1.000
2,1:10,1,10,JAX 31,14,10,Byron Leftwich pass complete to Todd Yoder for 10 yards (tackle by Michael Hawthorne),1.000,1.660
2,0:45,1,10,JAX 41,14,10,"Penalty on Kabeer Gbaja-Biamila: Neutral Zone Infraction, 5 yards (no play)",1.660,2.390
2,0:45,1,5,JAX 46,14,10,"Byron Leftwich pass incomplete intended for Fred Taylor. Penalty on Maurice Williams: Offensive Holding, 10 yards (no play)",2.390,1.330
2,0:41,1,15,JAX 36,14,10,Byron Leftwich pass incomplete intended for Brian Jones,1.330,0.450
2,0:37,2,15,JAX 36,14,10,Byron Leftwich pass complete to Troy Edwards for 6 yards (tackle by Al Harris),0.450,0.560
2,0:37,,,,14,10,Timeout #2 by Jacksonville Jaguars,0.000,0.560
2,0:25,3,9,JAX 42,14,10,Byron Leftwich pass incomplete intended for Jimmy Smith,0.560,-0.590
2,0:20,4,9,JAX 42,14,10,Chris Hanson punts 14 yards,-0.590,-1.930
2,0:07,1,10,GNB 45,14,10,Brett Favre sacked by Daryl Smith for -8 yards,1.930,0.300
2,0:01,2,18,GNB 37,14,10,"Penalty on Chad Clifton: False Start, 5 yards (no play)",0.300,-0.370
2,0:01,2,23,GNB 32,14,10,Brett Favre kneels for -1 yards,-0.370,-1.150
Quarter,Time,Down,ToGo,Location,JAX,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 30,14,10,"Josh Scobee kicks off 62 yards, returned by Robert Ferguson for 16 yards (tackle by Nick Sorensen)",0.000,0.540
3,14:56,1,10,GNB 24,14,10,Ahman Green up the middle for 4 yards (tackle by Mike Peterson and Marcus Stroud),0.540,0.540
3,14:21,2,6,GNB 28,14,10,Brett Favre pass complete to Javon Walker for 14 yards (tackle by Dewayne Washington),0.540,1.730
3,13:43,1,10,GNB 42,14,10,Brett Favre pass complete to Javon Walker for 18 yards (tackle by Rashean Mathis),1.730,2.920
3,13:06,1,10,JAX 40,14,10,"Ahman Green right tackle for 5 yards. Ahman Green fumbles, recovered by Ahman Green at JAX-35",2.920,3.050
3,12:36,2,5,JAX 35,14,10,Brett Favre pass complete to Ben Steele for 3 yards (tackle by Daryl Smith),3.050,2.740
3,11:52,3,2,JAX 32,14,16,"Brett Favre pass complete to Donald Driver for 32 yards, touchdown",2.740,7.000
3,,,,JAX 2,14,17,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,GNB 30,14,17,"Ryan Longwell kicks off 52 yards, returned by Greg Jones for 18 yards (tackle by William Henderson)",0.000,1.330
3,11:38,1,10,JAX 36,14,17,Fred Taylor left tackle for 1 yard (tackle by Grady Jackson and Aaron Kampman),1.330,0.930
3,11:00,2,9,JAX 37,14,17,Byron Leftwich pass complete to Jimmy Smith for 26 yards (tackle by Darren Sharper),0.930,3.120
3,10:28,1,10,GNB 37,14,17,Byron Leftwich pass incomplete intended for Jimmy Smith,3.120,2.570
3,10:22,2,10,GNB 37,20,17,"Fred Taylor up the middle for 37 yards, touchdown",2.570,7.000
3,,,,GNB 2,21,17,Josh Scobee kicks extra point good,0.000,0.000
3,,,,JAX 30,21,17,"Josh Scobee kicks off 58 yards, returned by Robert Ferguson for 19 yards (tackle by Ernest Wilford)",0.000,1.000
3,10:07,1,10,GNB 31,21,17,Brett Favre pass complete to Ahman Green for 12 yards (tackle by Donovin Darius),1.000,1.800
3,9:45,1,10,GNB 43,21,17,Ahman Green left guard for 27 yards (tackle by Dewayne Washington),1.800,3.580
3,9:07,1,10,JAX 30,21,17,Brett Favre pass incomplete intended for William Henderson,3.580,3.030
3,9:01,2,10,JAX 30,21,17,Najeh Davenport right end for 2 yards (tackle by John Henderson and Akin Ayodele),3.030,2.610
3,8:14,3,8,JAX 28,21,17,Brett Favre pass complete to Javon Walker for 10 yards (tackle by Deon Grant),2.610,4.370
3,7:32,1,10,JAX 18,21,17,Brett Favre pass complete to Antonio Chatman for 4 yards (tackle by Dewayne Washington),4.370,4.430
3,7:09,2,6,JAX 14,21,17,Najeh Davenport left end for -1 yards (tackle by John Henderson),4.430,3.460
3,6:25,3,7,JAX 15,21,17,Brett Favre pass complete to Javon Walker for 12 yards (tackle by Greg Favors),3.460,6.510
3,5:34,1,3,JAX 3,21,17,Brett Favre pass incomplete intended for Bubba Franks is intercepted by Rashean Mathis,6.510,-0.280
3,5:27,1,10,JAX 20,21,17,"Fred Taylor left end for 4 yards (tackle by Nick Barnett). Penalty on Todd Yoder: Offensive Holding, 10 yards (no play)",0.280,-0.760
3,5:01,1,20,JAX 10,21,17,"Byron Leftwich pass incomplete intended for Troy Edwards. Penalty on Ahmad Carroll: Defensive Pass Interference, 13 yards (no play)",-0.760,0.480
3,4:57,1,10,JAX 23,21,17,Byron Leftwich pass complete to Reggie Williams for 11 yards (tackle by Joey Thomas),0.480,1.200
3,4:21,1,10,JAX 34,21,17,Fred Taylor left guard for 4 yards (tackle by Aaron Kampman),1.200,1.200
3,3:33,2,6,JAX 38,21,17,Fred Taylor right end for 5 yards (tackle by Hannibal Navies),1.200,1.160
3,2:54,3,1,JAX 43,21,17,Fred Taylor up the middle for 2 yards (tackle by Aaron Kampman and Cletidus Hunt),1.160,1.930
3,2:04,1,10,JAX 45,21,17,Byron Leftwich pass incomplete intended for Jimmy Smith,1.930,1.380
3,1:56,2,10,JAX 45,21,17,Byron Leftwich pass incomplete intended for Ernest Wilford (defended by Al Harris),1.380,0.700
3,1:51,3,10,JAX 45,21,17,Byron Leftwich pass incomplete intended for LaBrandon Toefield,0.700,-0.390
3,1:47,4,10,JAX 45,21,17,"Chris Hanson punts 47 yards, returned by Antonio Chatman for 10 yards (tackle by Tony Gilbert)",-0.390,-0.040
3,1:36,1,10,GNB 18,21,17,Ahman Green up the middle for 5 yards (tackle by Akin Ayodele),0.040,0.280
3,1:00,2,5,GNB 23,21,17,Brett Favre pass incomplete intended for Ahman Green,0.280,-0.530
3,0:55,3,5,GNB 23,21,17,Brett Favre pass incomplete intended for Javon Walker,-0.530,-1.830
3,0:50,4,5,GNB 23,21,17,"Bryan Barker punts 43 yards, returned by David Allen for 8 yards (tackle by Jason Horton)",-1.830,-1.730
3,0:40,1,10,JAX 42,21,17,Fred Taylor left end for 2 yards (tackle by Mark Roman and Nick Barnett),1.730,1.460
Quarter,Time,Down,ToGo,Location,JAX,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,JAX 44,21,17,Byron Leftwich pass complete to Jimmy Smith for 14 yards (tackle by Al Harris),1.460,2.790
4,14:18,1,10,GNB 42,21,17,Fred Taylor right end for 2 yards (tackle by Darren Sharper and Nick Barnett),2.790,2.510
4,13:31,2,8,GNB 40,21,17,Byron Leftwich pass incomplete intended for Brian Jones,2.510,1.820
4,13:26,3,8,GNB 40,21,17,--,1.820,3.910
4,12:41,1,10,GNB 25,21,17,Fred Taylor left guard for 21 yards (tackle by Darren Sharper),3.910,6.280
4,11:56,1,4,GNB 4,21,17,Byron Leftwich pass complete to Kyle Brady for 3 yards (tackle by Hannibal Navies),6.280,5.910
4,11:19,2,1,GNB 1,21,17,Greg Jones right tackle for no gain (tackle by Nick Barnett),5.910,5.170
4,10:39,3,1,GNB 1,21,17,Fred Taylor right guard for no gain (tackle by Nick Barnett and Cletidus Hunt),5.170,3.550
4,9:53,4,1,GNB 1,27,17,"Greg Jones left guard for 1 yard, touchdown",3.550,7.000
4,,,,GNB 2,28,17,Josh Scobee kicks extra point good,0.000,0.000
4,,,,JAX 30,28,17,"Josh Scobee kicks off 58 yards, returned by Robert Ferguson for 28 yards (tackle by Josh Scobee)",0.000,1.600
4,9:41,1,10,GNB 40,28,17,Brett Favre pass incomplete intended for Javon Walker is intercepted by Rashean Mathis at JAX-42,1.600,-1.800
4,9:35,1,10,JAX 43,28,17,Fred Taylor up the middle for no gain (tackle by Corey Williams),1.800,1.250
4,8:47,2,10,JAX 43,28,17,Greg Jones left tackle for 5 yards (tackle by Colin Cole),1.250,1.220
4,8:03,3,5,JAX 48,28,17,Greg Jones left tackle for 7 yards (tackle by Cletidus Hunt),1.220,2.590
4,7:17,1,10,GNB 45,28,17,Greg Jones left end for 2 yards (tackle by Colin Cole and Hannibal Navies),2.590,2.310
4,6:32,2,8,GNB 43,28,17,Greg Jones up the middle for no gain (tackle by Mark Roman and Corey Williams),2.310,1.620
4,5:44,3,8,GNB 43,28,17,Byron Leftwich pass incomplete intended for Troy Edwards,1.620,0.400
4,5:41,4,8,GNB 43,28,17,Chris Hanson punts 42 yards,0.400,0.380
4,5:29,1,10,GNB 2,28,17,Ahman Green left tackle for 2 yards (tackle by John Henderson),-0.380,-0.630
4,4:56,2,8,GNB 4,28,17,Brett Favre pass complete to Nick Luchey for 9 yards (tackle by Tommy Hendricks),-0.630,-0.320
4,4:49,1,10,GNB 13,28,17,"Brett Favre pass complete to Robert Ferguson for 31 yards (tackle by Donovin Darius). Penalty on Donovin Darius: Disqualification, 15 yards",-0.320,2.850
4,4:41,1,10,JAX 41,28,17,"Penalty on Mark Tauscher: False Start, 5 yards (no play)",2.850,2.520
4,4:41,1,15,JAX 46,28,17,Brett Favre pass complete to Donald Driver for 14 yards (tackle by Deon Grant),2.520,3.520
4,4:15,2,1,JAX 32,28,17,Brett Favre pass complete to Tony Fisher for 10 yards (tackle by Akin Ayodele),3.520,4.110
4,3:45,1,10,JAX 22,28,17,"Brett Favre pass incomplete intended for Donald Driver is intercepted by Deon Grant at JAX-20. Penalty on Deon Grant: Taunting, 10 yards",4.110,0.380
,,,,,,,"GNB challenged the ruling, and the play was upheld.",,
4,3:40,1,10,JAX 10,28,17,Greg Jones up the middle for 4 yards (tackle by Nick Barnett),-0.380,-0.460
4,3:33,,,,28,17,Timeout #2 by Green Bay Packers,0.000,-0.460
4,3:33,2,6,JAX 14,28,17,Greg Jones up the middle for 1 yard (tackle by Corey Williams and Mark Roman),-0.460,-0.840
4,3:27,,,,28,17,Timeout #3 by Green Bay Packers,0.000,-0.840
4,3:27,3,5,JAX 15,28,17,Greg Jones left end for no gain (tackle by Corey Williams and Nick Barnett),-0.840,-2.440
4,2:45,4,5,JAX 15,28,17,"Chris Hanson punts 54 yards, returned by Antonio Chatman for 19 yards (tackle by Daryl Smith). Penalty on Vonta Leach: Illegal Block Above the Waist, 10 yards",-2.440,-1.140
4,2:32,1,10,GNB 33,28,17,Brett Favre pass incomplete intended for Antonio Chatman,1.140,0.590
4,2:27,2,10,GNB 33,28,17,Brett Favre pass incomplete intended for Donald Driver,0.590,-0.100
4,2:18,3,10,GNB 33,28,17,Brett Favre pass complete to Javon Walker for 13 yards (tackle by Daryl Smith),-0.100,1.990
4,1:59,1,10,GNB 46,28,17,Brett Favre pass complete to Donald Driver for 17 yards (tackle by Rashean Mathis),1.990,3.120
4,1:42,1,10,JAX 37,28,17,Brett Favre pass incomplete intended for Antonio Chatman,3.120,2.570
4,1:37,2,10,JAX 37,28,17,"Penalty on Chad Clifton: False Start, 5 yards (no play)",2.570,1.900
4,1:37,2,15,JAX 42,28,17,"Brett Favre pass incomplete intended for Donald Driver. Penalty on Deon Grant: Defensive Pass Interference, 26 yards (no play)",1.900,4.510
4,1:32,1,10,JAX 16,28,17,Brett Favre pass complete to Javon Walker for 10 yards (tackle by Rashean Mathis),4.510,5.830
4,1:11,1,6,JAX 6,28,23,"Brett Favre pass complete to Antonio Chatman for 6 yards, touchdown",5.830,7.000
4,,,,,28,25,"Two Point Attempt: Brett Favre pass complete to Donald Driver, conversion succeeds",1.000,1.000
4,,,,GNB 30,28,25,"Ryan Longwell kicks onside 13 yards, recovered by Nick Sorensen",0.000,2.720
4,1:07,1,10,GNB 43,28,25,Byron Leftwich kneels for -1 yards,2.720,2.040
4,0:26,2,11,GNB 44,28,25,Byron Leftwich kneels for -1 yards,2.040,1.220
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
