Quarter,Time,Down,ToGo,Location,BUF,CLE,Detail,EPB,EPA
1,9:40,2,5,BUF 15,7,0,EJ Manuel pass incomplete short middle intended for Lee Smith,-0.350,-0.840
1,9:36,3,5,BUF 15,7,0,EJ Manuel pass complete short right to Scott Chandler for 20 yards (tackle by Chris Owens). Penalty on Paul Kruger: Defensive Offside (Declined),-0.840,1.270
1,9:18,1,10,BUF 35,7,0,Tashard Choice left tackle for 5 yards (tackle by Ahtyba Rubin),1.270,1.400
1,8:47,2,5,BUF 40,7,0,EJ Manuel pass complete short right to Steve Johnson for 6 yards (tackle by D'Qwell Jackson),1.400,1.990
1,8:19,1,10,BUF 46,7,0,Fred Jackson left guard for 4 yards (tackle by T.J. Ward and D'Qwell Jackson),1.990,1.990
1,7:53,2,6,,7,0,EJ Manuel pass incomplete short right intended for Steve Johnson,1.990,1.290
1,7:49,3,6,,7,0,EJ Manuel pass complete short middle to Steve Johnson for 13 yards (tackle by Tashaun Gipson),1.290,3.120
1,7:19,1,10,CLE 37,7,0,EJ Manuel sacked by Ahtyba Rubin for -9 yards,3.120,1.360
1,6:45,2,19,CLE 46,7,0,EJ Manuel pass complete short right to T.J. Graham for 12 yards (tackle by Joe Haden),1.360,2.280
1,6:02,3,7,CLE 34,7,0,EJ Manuel pass incomplete short left intended for T.J. Graham (defended by Barkevious Mingo),2.280,1.060
1,5:55,4,7,CLE 34,10,0,Dan Carpenter 52 yard field goal good,1.060,3.000
1,5:55,,,BUF 35,10,0,"Dan Carpenter kicks off 65 yards, touchback",0.000,-0.280
1,5:51,1,10,CLE 20,10,0,Brandon Weeden pass complete short left to Josh Gordon for 15 yards (tackle by Aaron Williams),0.280,1.270
1,5:27,1,10,CLE 35,10,0,Brandon Weeden pass complete short left to Chris Ogbonnaya for 7 yards (tackle by Kiko Alonso and Arthur Moats),1.270,1.670
1,4:51,2,3,CLE 42,10,0,Willis McGahee left guard for -4 yards (tackle by Kiko Alonso),1.670,0.430
1,4:12,3,7,CLE 38,10,0,Brandon Weeden sacked by Mario Williams for -6 yards,0.430,-1.240
1,3:44,4,13,CLE 32,10,0,"Spencer Lanning punts 43 yards, fair catch by Jim Leonhard",-1.240,-0.610
1,3:37,1,10,BUF 25,10,0,EJ Manuel pass incomplete short left intended for Robert Woods (defended by Buster Skrine),0.610,0.610
1,3:32,1,10,BUF 25,10,0,Timeout #1 by Buffalo Bills,0.610,0.060
1,3:32,2,10,BUF 25,10,0,Fred Jackson left guard for 11 yards (tackle by Buster Skrine),0.060,1.330
1,3:04,1,10,BUF 36,10,0,Fred Jackson left guard for 2 yards (tackle by Phil Taylor),1.330,1.060
1,2:37,2,8,BUF 38,10,0,Tashard Choice left guard for 6 yards (tackle by Joe Haden),1.060,1.160
1,1:58,3,2,BUF 44,10,0,EJ Manuel pass incomplete short right intended for Chris Hogan,1.160,-0.460
1,1:51,4,2,BUF 44,10,0,"Shawn Powell punts 44 yards, returned by Travis Benjamin for 57 yards (tackle by Shawn Powell)",-0.460,-3.510
1,1:36,1,10,BUF 31,10,0,Brandon Weeden pass incomplete short left intended for Willis McGahee,3.510,2.970
1,1:31,2,10,BUF 31,10,0,Willis McGahee left tackle for 6 yards (tackle by Corbin Bryant and Jim Leonhard),2.970,3.070
1,0:53,3,4,BUF 25,10,0,"Brandon Weeden pass incomplete short right intended for Davone Bess. Penalty on Aaron Williams: Unnecessary Roughness, 13 yards",3.070,4.780
1,0:53,1,10,BUF 12,10,0,Brandon Weeden sacked by Kyle Williams for -4 yards,4.780,3.530
1,0:11,2,14,BUF 16,10,0,Bobby Rainey left tackle for 1 yard (tackle by Aaron Williams and Kiko Alonso),3.530,3.000
Quarter,Time,Down,ToGo,Location,BUF,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,13,BUF 15,10,0,"Brandon Weeden pass complete short left to Jordan Cameron for 3 yards (tackle by Manny Lawson). Jordan Cameron fumbles (forced by Manny Lawson), ball out of bounds at BUF-12",3.000,2.630
2,14:28,4,10,BUF 12,10,3,Billy Cundiff 30 yard field goal good,2.630,3.000
2,14:28,,,CLE 35,10,3,"Billy Cundiff kicks off 72 yards, returned by Marcus Easley for 19 yards (tackle by Brandon Magee)",0.000,0.350
2,14:19,1,10,BUF 12,10,3,C.J. Spiller left guard for no gain (tackle by Craig Robertson),-0.350,-0.780
2,13:30,2,10,BUF 12,10,3,C.J. Spiller right tackle for 3 yards (tackle by John Hughes),-0.780,-1.070
2,13:06,3,7,BUF 15,10,3,EJ Manuel pass complete short right to Robert Woods for 15 yards (tackle by Tashaun Gipson),-1.070,0.940
2,12:26,1,10,BUF 30,10,3,Fred Jackson left guard for no gain (tackle by Craig Robertson),0.940,0.390
2,11:53,2,10,BUF 30,10,3,EJ Manuel pass complete short left to Robert Woods for 6 yards (tackle by Buster Skrine),0.390,0.500
2,11:16,3,4,BUF 36,10,3,EJ Manuel pass incomplete short right intended for T.J. Graham (defended by Paul Kruger),0.500,-0.980
2,11:11,4,4,BUF 36,10,3,"Shawn Powell punts 44 yards, returned by Travis Benjamin for 6 yards (tackle by Nigel Bradham)",-0.980,-0.670
2,11:02,1,10,CLE 26,10,3,Brandon Weeden pass incomplete short left intended for Chris Ogbonnaya,0.670,0.130
2,10:58,2,10,CLE 26,10,3,Willis McGahee right tackle for 2 yards (tackle by Marcell Dareus and Da'Norris Searcy),0.130,-0.300
2,10:20,3,8,CLE 28,10,3,Brandon Weeden pass complete short left to Jordan Cameron for 19 yards (tackle by Jerry Hughes),-0.300,2.060
2,9:54,1,10,CLE 47,10,3,Willis McGahee right guard for 6 yards (tackle by Manny Lawson),2.060,2.330
2,9:18,2,4,BUF 47,10,3,Brandon Weeden pass incomplete short left intended for Greg Little (defended by Nickell Robey),2.330,1.620
2,9:13,3,4,BUF 47,10,3,Brandon Weeden pass complete short right to Greg Little for 8 yards (tackle by Da'Norris Searcy),1.620,2.980
2,8:38,1,10,BUF 39,10,3,Brandon Weeden pass complete deep left to Josh Gordon for 16 yards (tackle by Aaron Williams),2.980,4.040
2,8:13,1,10,BUF 23,10,3,Willis McGahee left guard for 11 yards (tackle by Da'Norris Searcy),4.040,4.040
2,7:31,1,10,BUF 23,10,3,Timeout #1 by Cleveland Browns,4.040,4.780
2,7:31,1,10,BUF 12,10,3,Willis McGahee right guard for 6 yards (tackle by Jim Leonhard),4.780,5.210
2,7:31,2,4,BUF 6,10,3,"Penalty on Kyle Williams: Encroachment, 3 yards (no play)",5.210,5.790
2,6:29,2,1,BUF 3,10,3,Willis McGahee left guard for no gain (tackle by Kyle Williams and Arthur Moats),5.790,5.790
2,5:54,2,1,BUF 3,10,3,Timeout #2 by Cleveland Browns,5.790,5.060
2,5:54,3,1,BUF 3,10,3,Willis McGahee left guard for 2 yards (tackle by Alan Branch and Jerry Hughes),5.060,6.970
2,5:15,1,1,BUF 1,10,3,Brandon Weeden pass incomplete short right intended for Jordan Cameron. Penalty on Da'Norris Searcy: Illegal Contact (no play),6.970,6.970
2,5:09,1,1,BUF 1,10,3,Timeout #2 by Buffalo Bills,6.970,6.970
2,5:09,1,1,BUF 1,10,3,Willis McGahee left guard for no gain (tackle by Kyle Williams and Kiko Alonso),6.970,5.910
2,4:34,2,1,BUF 1,10,3,Willis McGahee left guard for no gain (tackle by Da'Norris Searcy and Arthur Moats),5.910,5.170
2,3:52,3,1,BUF 1,10,9,"Willis McGahee right guard for 1 yard, touchdown",5.170,7.000
2,3:52,,,BUF 2,10,10,Billy Cundiff kicks extra point good,0.000,0.000
2,3:52,,,CLE 35,10,10,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
2,3:52,1,10,BUF 20,10,10,Fred Jackson right guard for 4 yards (tackle by Ahtyba Rubin),0.280,0.270
2,3:25,2,6,BUF 24,10,10,Fred Jackson left guard for 3 yards (tackle by Craig Robertson and Barkevious Mingo),0.270,-0.030
2,2:45,3,3,BUF 27,10,10,EJ Manuel pass incomplete intended for Scott Chandler,-0.030,-1.570
2,2:41,4,3,BUF 27,10,16,"Shawn Powell punts 52 yards, returned by Travis Benjamin for 79 yards, touchdown",-1.570,-7.000
2,2:20,,,BUF 2,10,17,Billy Cundiff kicks extra point good,0.000,0.000
2,2:20,,,CLE 35,10,17,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
2,2:20,1,10,BUF 20,10,17,Fred Jackson right guard for 2 yards (tackle by Desmond Bryant and Craig Robertson),0.280,0.000
2,1:59,2,8,BUF 22,10,17,"EJ Manuel pass complete short right to Fred Jackson for 9 yards (tackle by T.J. Ward). Penalty on Fred Jackson: Unsportsmanlike Conduct, 15 yards",0.000,-0.140
2,1:44,1,10,BUF 16,10,17,Fred Jackson right guard for 5 yards (tackle by D'Qwell Jackson and John Hughes),-0.140,0.150
2,1:09,2,5,BUF 21,10,17,Fred Jackson right tackle for 9 yards (tackle by Desmond Bryant and D'Qwell Jackson),0.150,0.940
2,0:42,1,10,BUF 30,10,17,EJ Manuel pass complete short left to Robert Woods for 7 yards (tackle by Chris Owens),0.940,1.340
2,0:36,2,3,BUF 37,10,17,EJ Manuel pass incomplete short left intended for Chris Hogan,1.340,0.630
2,0:33,3,3,BUF 37,10,17,Fred Jackson right guard for -1 yards (tackle by Phil Taylor and D'Qwell Jackson),0.630,0.630
2,0:28,3,3,BUF 37,10,17,Timeout #3 by Cleveland Browns,0.630,-0.980
2,0:28,4,4,BUF 36,10,17,"Penalty on Arthur Moats: False Start, 5 yards (no play)",-0.980,-1.310
2,0:28,4,9,BUF 31,10,17,"Shawn Powell punts 58 yards, returned by Travis Benjamin for 13 yards (tackle by Garrison Sanborn)",-1.310,-0.540
2,0:17,1,10,CLE 24,10,17,Brandon Weeden kneels for -1 yards,0.540,-0.140
Quarter,Time,Down,ToGo,Location,BUF,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,10,17,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,BUF 20,10,17,C.J. Spiller right tackle for 2 yards (tackle by Ahtyba Rubin and D'Qwell Jackson),0.280,0.000
3,14:30,2,8,BUF 22,10,17,EJ Manuel pass complete short right to Robert Woods for 24 yards (tackle by Tashaun Gipson),0.000,1.990
3,14:01,1,10,BUF 46,16,17,"C.J. Spiller left guard for 54 yards, touchdown",1.990,7.000
3,14:01,,,CLE 2,17,17,Dan Carpenter kicks extra point good,0.000,0.000
3,14:01,,,BUF 35,17,17,"Dan Carpenter kicks off 65 yards, touchback",0.000,-0.280
3,13:51,1,10,CLE 20,17,17,Willis McGahee right tackle for -2 yards (tackle by Mario Williams and Kyle Williams),0.280,-0.630
3,13:16,2,12,CLE 18,17,17,Brandon Weeden pass complete short right to Gary Barnidge for 2 yards (tackle by Marcell Dareus and Manny Lawson),-0.630,-0.960
3,12:32,3,10,CLE 20,17,17,Brandon Weeden sacked by Mario Williams for -6 yards,-0.960,-2.470
3,11:57,4,16,CLE 14,17,17,"Spencer Lanning punts 49 yards, returned by Leodis McKelvin for 9 yards (tackle by Barkevious Mingo)",-2.470,-1.990
3,11:47,1,10,BUF 46,17,17,Fred Jackson up the middle for 2 yards (tackle by Barkevious Mingo),1.990,1.720
3,11:16,2,8,BUF 48,17,17,EJ Manuel pass complete short left to Robert Woods for 12 yards (tackle by Buster Skrine),1.720,2.920
3,10:39,1,10,CLE 40,17,17,Fred Jackson left tackle for 5 yards (tackle by Ahtyba Rubin and D'Qwell Jackson),2.920,3.050
3,10:09,2,5,CLE 35,17,17,EJ Manuel pass incomplete short left intended for Robert Woods (defended by Buster Skrine),3.050,2.340
3,10:04,3,5,CLE 35,17,17,Tashard Choice left end for 6 yards (tackle by Barkevious Mingo),2.340,3.640
3,9:42,1,10,CLE 29,17,17,C.J. Spiller right guard for 3 yards (tackle by Paul Kruger and Ahtyba Rubin),3.640,3.510
3,9:10,2,7,CLE 26,17,17,EJ Manuel sacked by Buster Skrine for -1 yards,3.510,2.680
3,8:24,3,8,CLE 27,17,17,EJ Manuel left end for 14 yards (tackle by Tashaun Gipson),2.680,4.710
3,8:02,1,10,CLE 13,17,17,Tashard Choice left guard for 4 yards (tackle by Phil Taylor and Tashaun Gipson),4.710,4.770
3,7:24,2,6,CLE 9,17,17,Tashard Choice right guard for 1 yard (tackle by Ahtyba Rubin),4.770,4.100
3,6:41,3,5,CLE 8,17,17,"Jeff Tuel pass incomplete short left intended for Scott Chandler (defended by T.J. Ward). Penalty on T.J. Ward: Defensive Pass Interference, 7 yards (no play)",4.100,6.970
3,6:41,1,1,CLE 1,23,17,"Fred Jackson left tackle for 1 yard, touchdown. Penalty on Frank Summers: Taunting, 15 yards",6.970,7.000
3,6:41,,,CLE 2,23,17,Dan Carpenter kicks extra point no good. Penalty on Joe Haden: Defensive Offside (no play),0.000,-1.000
3,6:41,,,CLE 2,24,17,Dan Carpenter kicks extra point good,0.000,0.000
3,6:41,,,BUF 20,24,17,"Dan Carpenter kicks off 66 yards, returned by Greg Little for 12 yards (tackle by Brandon Burton)",0.000,-0.670
3,6:29,1,10,CLE 26,24,17,"Penalty on Kyle Williams: Neutral Zone Infraction, 5 yards (no play)",0.670,1.400
3,6:29,1,5,CLE 31,24,17,Brandon Weeden pass complete deep left to Greg Little for 47 yards (tackle by Aaron Williams),1.400,4.110
3,5:48,1,10,BUF 22,24,17,"Brandon Weeden pass incomplete deep right intended for Greg Little. Penalty on John Greco: Face Mask (15 Yards), 15 yards (no play)",4.110,3.120
3,5:39,1,25,BUF 37,24,23,"Brandon Weeden pass complete short left to Josh Gordon for 37 yards, touchdown",3.120,7.000
3,5:39,,,BUF 2,24,24,Billy Cundiff kicks extra point good,0.000,0.000
3,5:39,,,CLE 35,24,24,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
3,5:35,1,10,BUF 20,24,24,C.J. Spiller right guard for 2 yards (tackle by John Hughes and Ishmaa'ily Kitchen),0.280,0.000
3,5:07,2,8,BUF 22,24,24,Jeff Tuel pass incomplete intended for Robert Woods,0.000,-0.690
3,5:02,3,8,BUF 22,24,24,Jeff Tuel pass incomplete short right intended for Scott Chandler,-0.690,-1.900
3,4:57,4,8,BUF 22,24,24,"Shawn Powell punts 39 yards, out of bounds",-1.900,-1.530
3,4:52,1,10,CLE 39,24,24,Willis McGahee right guard for 3 yards (tackle by Kiko Alonso and Marcell Dareus),1.530,1.390
3,4:16,2,7,CLE 42,24,24,Brandon Weeden pass incomplete deep left intended for Davone Bess,1.390,0.700
3,4:10,3,7,CLE 42,24,24,"Penalty on Joe Thomas: False Start, 5 yards (no play)",0.700,0.040
3,4:10,3,12,CLE 37,24,24,"Brandon Weeden sacked by Jerry Hughes for -7 yards. Brandon Weeden fumbles (forced by Jerry Hughes), recovered by Joe Thomas at CLE-30 and returned for 9 yards",0.040,-0.780
3,3:25,4,10,CLE 39,24,24,"Spencer Lanning punts 50 yards, out of bounds",-0.780,0.370
3,3:25,1,10,BUF 11,24,24,C.J. Spiller left tackle for no gain (tackle by T.J. Ward),-0.370,-0.780
3,2:54,2,10,BUF 11,24,24,Jeff Tuel pass incomplete deep middle intended for Robert Woods (defended by Tashaun Gipson),-0.780,-1.420
3,2:46,3,10,BUF 11,24,24,Jeff Tuel sacked by Armonty Bryant for -7 yards,-1.420,-2.490
3,2:07,4,17,BUF 4,24,24,"Shawn Powell punts 34 yards, returned by Travis Benjamin for 6 yards (tackle by Marcus Dowtin)",-2.490,-3.450
3,2:03,1,10,BUF 32,24,24,Willis McGahee right guard for 4 yards (tackle by Manny Lawson),3.450,3.440
3,1:30,2,6,BUF 28,24,24,Brandon Weeden pass incomplete short left intended for Josh Gordon,3.440,2.740
3,1:27,3,6,BUF 28,24,24,Willis McGahee right guard for 16 yards (tackle by Da'Norris Searcy and Marcus Dowtin),2.740,4.780
3,0:39,1,10,BUF 12,24,24,Willis McGahee right guard for no gain (tackle by Arthur Moats),4.780,4.100
Quarter,Time,Down,ToGo,Location,BUF,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,BUF 12,24,24,Willis McGahee left guard for 9 yards (tackle by Manny Lawson and Jerry Hughes),4.100,5.060
4,14:26,3,1,BUF 3,24,24,Brandon Weeden up the middle for 2 yards (tackle by Kiko Alonso),5.060,6.970
4,13:59,1,1,BUF 1,24,24,Willis McGahee left guard for -1 yards (tackle by Kyle Williams and Kiko Alonso),6.970,5.720
4,13:21,2,2,BUF 2,24,24,Willis McGahee left tackle for -4 yards (tackle by Manny Lawson and Kiko Alonso),5.720,4.040
4,12:39,3,6,BUF 6,24,24,Brandon Weeden pass incomplete short left intended for Jordan Cameron,4.040,2.990
4,12:34,4,6,BUF 6,24,27,Billy Cundiff 24 yard field goal good,2.990,3.000
4,12:34,,,CLE 35,24,27,"Billy Cundiff kicks off 64 yards, returned by Marcus Easley for 18 yards (tackle by Leon McFadden)",0.000,-0.150
4,12:25,1,10,BUF 19,24,27,Fred Jackson left guard for no gain (tackle by Craig Robertson and D'Qwell Jackson),0.150,-0.390
4,11:56,2,10,BUF 19,24,27,Jeff Tuel pass incomplete short left intended for Robert Woods,-0.390,-1.070
4,11:53,3,10,BUF 19,24,27,Jeff Tuel pass complete short right to T.J. Graham for 9 yards (tackle by D'Qwell Jackson and Joe Haden),-1.070,-1.500
4,11:17,4,1,BUF 28,24,27,"Shawn Powell punts 44 yards, returned by Travis Benjamin for 5 yards (tackle by Tashard Choice)",-1.500,-1.140
4,11:15,1,10,CLE 33,24,27,Willis McGahee right guard for 4 yards (tackle by Kyle Williams),1.140,1.130
4,10:41,2,6,CLE 37,24,27,Brandon Weeden pass complete short left to Jordan Cameron for 14 yards (tackle by Leodis McKelvin),1.130,2.320
4,10:13,1,10,BUF 49,24,27,Willis McGahee right guard for 2 yards (tackle by Kyle Williams and Marcell Dareus),2.320,2.050
4,9:38,2,8,BUF 47,24,27,Brandon Weeden sacked by Jamaal Westerman and Jerry Hughes for -7 yards,2.050,0.430
4,9:02,3,15,CLE 46,24,27,Brandon Weeden pass incomplete deep left intended for Davone Bess,0.430,-0.320
4,8:56,4,15,CLE 46,24,27,Spencer Lanning punts 47 yards,-0.320,0.380
4,8:45,1,10,BUF 7,24,27,Jeff Tuel pass complete short left to Chris Hogan for 9 yards (tackle by Buster Skrine),-0.380,-0.020
4,8:22,2,1,BUF 16,24,27,Fred Jackson left guard for 3 yards (tackle by Ahtyba Rubin),-0.020,0.150
4,7:57,1,10,BUF 19,24,27,C.J. Spiller right guard for 2 yards (tackle by Ishmaa'ily Kitchen),0.150,-0.060
4,7:24,2,8,BUF 21,24,27,Jeff Tuel pass incomplete short right intended for Robert Woods,-0.060,-0.810
4,7:20,3,8,BUF 21,24,27,Jeff Tuel pass incomplete deep right intended for Robert Woods (defended by Joe Haden),-0.810,-1.960
4,7:13,4,8,BUF 21,24,27,Shawn Powell punts 49 yards (tackle by Johnathan Meeks),-1.960,-1.800
4,7:00,1,10,CLE 43,24,27,"Willis McGahee right guard for 1 yard (tackle by Marcell Dareus). Penalty on Alex Mack: Offensive Holding, 10 yards (no play)",1.800,1.140
4,6:38,1,20,CLE 33,24,27,Brandon Weeden pass complete short right to Bobby Rainey for -5 yards (tackle by Manny Lawson),1.140,-0.770
4,6:38,2,25,CLE 28,24,27,Bobby Rainey left guard for 7 yards (tackle by Leodis McKelvin),-0.770,-0.490
4,5:08,3,18,CLE 35,24,27,Brandon Weeden pass complete deep left to Josh Gordon for 18 yards (tackle by Aaron Williams),-0.490,2.460
4,4:40,1,10,BUF 47,24,27,Brandon Weeden pass complete short right to Greg Little for 16 yards (tackle by Leodis McKelvin),2.460,3.510
4,3:56,1,10,BUF 31,24,27,Willis McGahee right guard for 2 yards (tackle by Arthur Moats and Jim Leonhard),3.510,3.240
4,3:13,2,8,BUF 29,24,27,Willis McGahee right tackle for 3 yards (tackle by Mario Williams and Kiko Alonso),3.240,2.940
4,2:26,3,5,BUF 26,24,27,Brandon Weeden pass incomplete short right intended for Willis McGahee,2.940,1.790
4,2:26,4,5,BUF 26,24,30,Billy Cundiff 44 yard field goal good,1.790,3.000
4,2:26,,,CLE 35,24,30,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
4,2:19,1,10,BUF 20,24,30,Jeff Tuel pass incomplete short right intended for Chris Hogan,0.280,-0.270
4,2:14,2,10,BUF 20,24,30,Jeff Tuel pass complete short right to Fred Jackson for 13 yards (tackle by T.J. Ward),-0.270,1.140
4,2:00,1,10,BUF 33,24,30,Jeff Tuel pass complete short right to Chris Hogan for 7 yards (tackle by Joe Haden),1.140,1.540
4,1:54,2,3,BUF 40,24,36,"Jeff Tuel pass incomplete short left intended for Robert Woods is intercepted by T.J. Ward at BUF-44 and returned for 44 yards, touchdown",1.540,-7.000
4,1:44,,,BUF 2,24,37,Billy Cundiff kicks extra point good,0.000,0.000
4,1:44,,,CLE 35,24,37,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
4,1:43,1,10,BUF 20,24,37,Jeff Tuel pass complete short middle to Fred Jackson for 12 yards (tackle by Phil Taylor),0.280,1.070
4,1:24,1,10,BUF 32,24,37,Jeff Tuel pass incomplete short right intended for Fred Jackson (defended by Armonty Bryant),1.070,1.070
4,1:19,1,10,BUF 32,24,37,Timeout #1 by Cleveland Browns,1.070,0.530
4,1:19,2,10,BUF 32,24,37,Jeff Tuel pass complete short right to Fred Jackson for 6 yards (tackle by Buster Skrine),0.530,0.630
4,1:12,3,4,BUF 38,24,37,Jeff Tuel pass incomplete deep right intended for T.J. Graham,0.630,-0.850
4,1:08,4,4,BUF 38,24,37,Jeff Tuel pass complete short middle to Scott Chandler for 11 yards (tackle by D'Qwell Jackson),-0.850,-0.850
4,1:01,4,4,BUF 38,24,37,Timeout #1 by Buffalo Bills,-0.850,2.190
4,1:01,1,10,BUF 49,24,37,Jeff Tuel sacked by Craig Robertson for -4 yards,2.190,2.190
4,0:51,1,10,BUF 49,24,37,Timeout #2 by Buffalo Bills,2.190,1.110
4,0:51,2,14,BUF 45,24,37,Jeff Tuel pass incomplete short right intended for Marcus Easley,1.110,0.430
4,0:44,3,14,BUF 45,24,37,Jeff Tuel pass complete short middle to Scott Chandler for 13 yards (tackle by D'Qwell Jackson),0.430,0.460
4,0:13,4,1,CLE 42,24,37,Jeff Tuel pass incomplete short left intended for Fred Jackson,0.460,-1.730
4,0:09,1,10,CLE 42,24,37,Brandon Weeden kneels for -1 yards,1.730,1.050
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
