Quarter,Time,Down,ToGo,Location,PIT,SFO,Detail,EPB,EPA
1,6:51,2,4,PIT 32,0,0,Frank Gore left tackle for 5 yards (tackle by Ryan Clark and Brett Keisel),3.320,3.780
1,6:09,1,10,PIT 27,0,0,Frank Gore left tackle for 13 yards (tackle by Lawrence Timmons),3.780,4.650
1,5:38,1,10,PIT 14,0,0,Alex Smith pass incomplete short left intended for Vernon Davis (defended by Cameron Heyward),4.650,4.000
1,5:34,2,10,PIT 14,0,0,Kendall Hunter left guard for no gain,4.000,3.110
1,4:52,3,10,PIT 14,0,0,Alex Smith pass complete short right to Michael Crabtree for 12 yards (tackle by Troy Polamalu),3.110,6.740
1,4:19,1,2,PIT 2,0,0,Frank Gore up the middle for -2 yards (tackle by Ryan Clark),6.740,5.340
1,3:39,2,4,PIT 4,0,0,Alex Smith pass incomplete short middle intended for Kyle Williams,5.340,4.490
1,3:33,3,4,PIT 4,0,0,Alex Smith pass incomplete short right intended for Frank Gore,4.490,3.030
1,3:29,4,4,PIT 4,0,3,David Akers 22 yard field goal good,3.030,3.000
1,,,,SFO 35,0,3,"David Akers kicks off 65 yards, touchback",0.000,0.280
1,3:25,1,10,PIT 20,0,3,Rashard Mendenhall up the middle for 4 yards (tackle by Isaac Sopoaga),0.280,0.270
1,2:43,2,6,PIT 24,0,3,Ben Roethlisberger pass incomplete deep left intended for Mike Wallace,0.270,-0.430
1,2:38,3,6,PIT 24,0,3,Ben Roethlisberger pass complete short left to Antonio Brown for 7 yards (tackle by Chris Culliver),-0.430,1.000
1,2:05,1,10,PIT 31,0,3,Rashard Mendenhall right tackle for 3 yards (tackle by Ahmad Brooks),1.000,0.870
1,1:23,2,7,PIT 34,0,3,Rashard Mendenhall right guard for 8 yards (tackle by Dashon Goldson and Navorro Bowman),0.870,1.730
1,0:36,1,10,PIT 42,0,3,Ben Roethlisberger pass incomplete short right intended for Antonio Brown,1.730,1.190
1,0:32,2,10,PIT 42,0,3,Ben Roethlisberger pass incomplete deep left intended for Heath Miller is intercepted by Dashon Goldson at SFO-34 and returned for 21 yards (tackle by Jerricho Cotchery),1.190,-2.590
1,0:15,1,10,PIT 45,0,3,Alex Smith pass complete short left to Michael Crabtree for 9 yards (tackle by Ike Taylor),2.590,3.260
Quarter,Time,Down,ToGo,Location,PIT,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,PIT 36,0,3,Bruce Miller up the middle for 3 yards (tackle by Jason Worilds),3.260,3.380
2,14:25,1,10,PIT 33,0,3,Frank Gore left guard for 3 yards (tackle by Ryan Clark),3.380,3.240
2,13:48,2,7,PIT 30,0,3,Alex Smith pass incomplete short left intended for Vernon Davis,3.240,2.540
2,13:42,3,7,PIT 30,0,3,Alex Smith pass complete short right to Vernon Davis for 7 yards (tackle by Cortez Allen),2.540,4.040
2,13:12,1,10,PIT 23,0,3,Alex Smith pass incomplete deep left intended for Michael Crabtree,4.040,3.500
2,13:07,2,10,PIT 23,0,3,Frank Gore left tackle for 3 yards,3.500,3.200
2,12:24,3,7,PIT 20,0,3,Alex Smith pass incomplete short left intended for Frank Gore,3.200,2.120
2,12:18,4,7,PIT 20,0,6,David Akers 38 yard field goal good,2.120,3.000
2,,,,SFO 35,0,6,"David Akers kicks off 73 yards, touchback",0.000,0.280
2,12:13,1,10,PIT 20,0,6,--,0.280,1.010
2,12:13,1,5,PIT 25,0,6,Ben Roethlisberger pass complete short left to Rashard Mendenhall for 13 yards (tackle by Navorro Bowman),1.010,1.470
2,11:29,1,10,PIT 38,0,6,Rashard Mendenhall right guard for 7 yards (tackle by Dashon Goldson),1.470,1.870
2,10:46,2,3,PIT 45,0,6,Rashard Mendenhall right end for 2 yards (tackle by Parys Haralson),1.870,1.420
2,10:02,3,1,PIT 47,0,6,Ben Roethlisberger pass complete short middle to Heath Miller for 5 yards (tackle by Parys Haralson),1.420,2.390
2,9:23,1,10,SFO 48,0,6,"Isaac Redman left end for 6 yards (tackle by Ahmad Brooks and Dashon Goldson). Penalty on Trai Essex: Offensive Holding, 10 yards (no play)",2.390,1.730
2,8:54,1,20,PIT 42,0,6,"Ben Roethlisberger pass complete short right to Jerricho Cotchery for 10 yards (tackle by Carlos Rogers). Penalty on Mike Wallace: Illegal Formation, 5 yards (no play)",1.730,1.400
2,8:24,1,25,PIT 37,0,6,Ben Roethlisberger pass incomplete short left intended for Isaac Redman,1.400,-0.180
2,8:19,2,25,PIT 37,0,6,"Ben Roethlisberger sacked by Aldon Smith for -7 yards. Penalty on SFO: Illegal Contact, 5 yards (no play)",-0.180,1.730
2,7:58,1,10,PIT 42,0,6,Ben Roethlisberger pass complete short right to Mike Wallace for 7 yards (tackle by Chris Culliver),1.730,2.130
2,7:12,2,3,PIT 49,0,6,Rashard Mendenhall right tackle for 1 yard (tackle by Ahmad Brooks),2.130,1.550
2,6:26,3,2,,0,6,Ben Roethlisberger pass complete short middle to Mike Wallace for 3 yards (tackle by Chris Culliver),1.550,2.460
2,5:45,1,10,SFO 47,0,6,Ben Roethlisberger pass incomplete short left intended for Rashard Mendenhall,2.460,1.910
2,5:39,2,10,SFO 47,0,6,Ben Roethlisberger pass incomplete short middle intended for Antonio Brown (defended by Larry Grant),1.910,1.220
2,5:35,3,10,SFO 47,0,6,Ben Roethlisberger pass incomplete deep middle intended for Mike Wallace (defended by Carlos Rogers),1.220,0.130
2,5:27,4,10,SFO 47,0,6,"Jeremy Kapinos punts 35 yards, fair catch by Ted Ginn Jr.",0.130,0.350
2,5:19,1,10,SFO 12,0,6,Alex Smith pass incomplete deep left intended for Vernon Davis (defended by Ryan Clark),-0.350,-0.780
2,5:13,2,10,SFO 12,0,6,Frank Gore up the middle for 2 yards (tackle by Lawrence Timmons),-0.780,-1.190
2,4:31,3,8,SFO 14,0,6,Alex Smith pass complete short right to Kyle Williams for 10 yards (tackle by Keenan Lewis),-1.190,0.540
2,3:52,1,10,SFO 24,0,6,Alex Smith pass incomplete short right intended for Vernon Davis (defended by Ryan Clark),0.540,0.000
2,3:48,2,10,SFO 24,0,6,Alex Smith left end for 14 yards (tackle by Troy Polamalu),0.000,1.470
2,3:05,1,10,SFO 38,0,6,"Penalty on Jonathan Goodwin: False Start, 5 yards (no play)",1.470,1.140
2,2:48,1,15,SFO 33,0,6,Alex Smith pass complete short right to Ted Ginn Jr. for 14 yards (tackle by William Gay),1.140,2.140
2,2:33,2,1,SFO 47,0,6,Frank Gore up the middle for 6 yards (tackle by Lawrence Timmons),2.140,2.460
2,2:00,1,10,PIT 47,0,6,Alex Smith pass incomplete deep left intended for Delanie Walker,2.460,1.910
2,1:55,2,10,PIT 47,0,6,"Alex Smith pass complete short right to Delanie Walker for 6 yards (tackle by Ryan Clark). Penalty on Frank Gore: Chop Block, 15 yards (no play)",1.910,-0.110
2,1:50,2,25,SFO 38,0,6,Frank Gore up the middle for 4 yards (tackle by Casey Hampton),-0.110,-0.230
2,1:44,,,,0,6,Timeout #1 by Pittsburgh Steelers,0.000,-0.230
2,1:44,3,21,SFO 42,0,6,Alex Smith pass complete short left to Kyle Williams for 9 yards (tackle by Troy Polamalu),-0.230,0.000
2,1:36,4,12,PIT 49,0,6,Andy Lee punts 44 yards,0.000,0.380
2,1:26,1,10,PIT 5,0,6,Mewelde Moore left end for 21 yards (tackle by Aldon Smith),-0.380,0.670
2,1:18,1,10,PIT 26,0,6,Ben Roethlisberger pass complete short right to Antonio Brown for 19 yards (tackle by Chris Culliver),0.670,1.930
2,1:07,,,,0,6,Timeout #2 by Pittsburgh Steelers,0.000,1.930
2,1:07,1,10,PIT 45,0,6,Ben Roethlisberger pass complete short right to Mike Wallace for 7 yards (tackle by Donte Whitner),1.930,2.330
2,0:44,2,3,SFO 48,0,6,Ben Roethlisberger pass incomplete short right intended for Mike Wallace (defended by Larry Grant),2.330,1.620
2,0:42,3,3,SFO 48,0,6,Ben Roethlisberger pass complete short left to Antonio Brown for 5 yards (tackle by Shawntae Spencer),1.620,2.720
2,0:36,,,,0,6,Timeout #1 by San Francisco 49ers,0.000,2.720
2,0:36,1,10,SFO 43,0,6,Ben Roethlisberger pass complete short middle to Mewelde Moore for 7 yards (tackle by Navorro Bowman),2.720,3.120
2,0:11,2,3,SFO 36,0,6,Ben Roethlisberger pass complete short left to Mewelde Moore for -2 yards (tackle by Navorro Bowman),3.120,2.150
2,0:04,,,,0,6,Timeout #2 by San Francisco 49ers,0.000,2.150
2,0:04,3,5,SFO 38,0,6,Ben Roethlisberger pass complete deep left to Antonio Brown for 24 yards (tackle by C.J. Spillman),2.150,1.470
Quarter,Time,Down,ToGo,Location,PIT,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,0,6,"Shaun Suisham kicks off 68 yards, returned by Ted Ginn Jr. for 12 yards (tackle by Stevenson Sylvester)",0.000,-0.380
3,14:55,1,10,SFO 9,0,6,"Penalty on Bruce Miller: False Start, 4 yards (no play)",-0.380,-0.530
3,14:55,1,14,SFO 5,0,6,Frank Gore up the middle for no gain (tackle by Lawrence Timmons),-0.530,-1.070
3,14:16,2,14,SFO 5,0,6,Frank Gore right tackle for 7 yards (tackle by Troy Polamalu),-1.070,-1.070
3,13:37,3,7,SFO 12,0,6,Alex Smith pass incomplete short right intended for Michael Crabtree,-1.070,-2.490
3,13:31,4,7,SFO 12,0,6,"Andy Lee punts 62 yards, returned by Antonio Brown for 7 yards (tackle by Tavares Gooden). Penalty on Stevenson Sylvester: Illegal Block Above the Waist (Declined), Penalty on Da'Mon Cromartie-Smith: Offensive Holding, 10 yards",-2.490,0.140
3,13:20,1,10,PIT 16,0,6,Rashard Mendenhall right end for 11 yards (tackle by Carlos Rogers),-0.140,0.740
3,12:39,1,10,PIT 27,0,6,Rashard Mendenhall right end for -1 yards (tackle by Larry Grant),0.740,0.060
3,12:00,2,11,PIT 26,0,6,Ben Roethlisberger pass incomplete deep middle intended for Antonio Brown,0.060,-0.620
3,11:55,3,11,PIT 26,0,6,Ben Roethlisberger pass incomplete short left intended for Mike Wallace (defended by Tarell Brown),-0.620,-1.630
3,11:48,4,11,PIT 26,0,6,"Jeremy Kapinos punts 42 yards. Penalty on Keenan Lewis: Interference with Opportunity to Catch, 15 yards",-1.630,-2.060
3,11:40,1,10,SFO 47,0,6,Frank Gore left end for 2 yards (tackle by Jason Worilds),2.060,1.790
3,10:59,2,8,SFO 49,0,6,Alex Smith pass complete short right to Vernon Davis for 5 yards (tackle by Troy Polamalu),1.790,1.750
3,10:20,3,3,PIT 46,0,6,Alex Smith pass incomplete short right intended for Brett Swain (defended by Keenan Lewis),1.750,0.200
3,10:15,4,3,PIT 46,0,6,"Penalty on Navorro Bowman: False Start, 5 yards (no play)",0.200,-0.130
3,10:15,4,8,SFO 49,0,6,"Andy Lee punts 41 yards, fair catch by Antonio Brown",-0.130,0.380
3,10:08,1,10,PIT 10,0,6,Ben Roethlisberger pass complete short right to Heath Miller for 39 yards (tackle by Dashon Goldson),-0.380,2.190
3,9:25,1,10,PIT 49,0,6,Isaac Redman right tackle for -1 yards (tackle by Navorro Bowman and Ahmad Brooks),2.190,1.510
3,8:43,2,11,PIT 48,0,6,Ben Roethlisberger pass complete short right to Heath Miller for 11 yards (tackle by Donte Whitner),1.510,2.850
3,7:58,1,10,SFO 41,0,6,"Penalty on Max Starks: False Start, 5 yards (no play)",2.850,2.520
3,7:39,1,15,SFO 46,0,6,Rashard Mendenhall right tackle for 11 yards (tackle by Larry Grant),2.520,3.120
3,7:00,2,4,SFO 35,0,6,Rashard Mendenhall right tackle for 2 yards (tackle by Justin Smith),3.120,2.680
3,6:19,3,2,SFO 33,0,6,Ben Roethlisberger pass incomplete deep right intended for Antonio Brown,2.680,1.200
,,,,,,,"PIT challenged the incomplete pass ruling, and the play was upheld.",,
3,6:13,4,2,SFO 33,3,6,Shaun Suisham 51 yard field goal good,1.200,3.000
3,,,,PIT 35,3,6,"Shaun Suisham kicks off 62 yards, returned by Kyle Williams for 18 yards (tackle by Da'Mon Cromartie-Smith)",0.000,0.340
3,6:03,1,10,SFO 21,3,6,Alex Smith pass complete deep left to Vernon Davis for 31 yards (tackle by James Farrior),0.340,2.390
3,5:20,1,10,PIT 48,3,6,"Alex Smith pass incomplete deep right intended for Kyle Williams. Penalty on Delanie Walker: Offensive Holding, 10 yards (no play)",2.390,1.730
3,5:13,1,20,SFO 42,3,6,Alex Smith pass complete short right to Michael Crabtree for 9 yards (tackle by Ike Taylor),1.730,1.710
3,4:44,2,11,PIT 49,3,6,Alex Smith pass complete short right to Kendall Hunter for 27 yards (tackle by Troy Polamalu),1.710,4.110
3,3:56,1,10,PIT 22,3,6,Alex Smith pass complete short left to Vernon Davis for 21 yards (tackle by Lawrence Timmons),4.110,6.970
,,,,,,,"SFO challenged the runner was in bounds ruling, and the play was upheld.",,
3,3:48,1,1,PIT 1,3,12,"Alex Smith pass complete short right to Vernon Davis for 1 yard, touchdown",6.970,7.000
3,,,,PIT 2,3,13,David Akers kicks extra point good,0.000,0.000
3,,,,SFO 35,3,13,"David Akers kicks off 72 yards, returned by Antonio Brown for 27 yards (tackle by C.J. Spillman)",0.000,0.280
3,3:39,1,10,PIT 20,3,13,Ben Roethlisberger pass complete short right to Antonio Brown for 4 yards (tackle by Ahmad Brooks),0.280,0.270
3,3:17,2,6,PIT 24,3,13,Rashard Mendenhall right tackle for 10 yards (tackle by Justin Smith),0.270,1.200
3,2:36,1,10,PIT 34,3,13,Ben Roethlisberger pass complete short right to Jerricho Cotchery for 36 yards (tackle by Dashon Goldson),1.200,3.580
3,1:51,1,10,SFO 30,3,13,Isaac Redman left end for no gain (tackle by Larry Grant),3.580,3.030
3,1:09,2,10,SFO 30,3,13,Ben Roethlisberger pass incomplete short middle intended for Heath Miller (defended by Larry Grant),3.030,2.340
3,1:04,3,10,SFO 30,3,13,Ben Roethlisberger pass incomplete deep middle intended for Jerricho Cotchery,2.340,1.410
3,0:58,4,10,SFO 30,3,13,Shaun Suisham 48 yard field goal no good,1.410,-1.470
3,0:54,1,10,SFO 38,3,13,Frank Gore right end for -5 yards (tackle by Jason Worilds),1.470,0.250
3,0:14,2,15,SFO 33,3,13,Frank Gore right tackle for 12 yards (tackle by James Farrior and William Gay),0.250,1.160
Quarter,Time,Down,ToGo,Location,PIT,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,SFO 45,3,13,Frank Gore left guard for no gain (tackle by Larry Foote),1.160,-0.390
4,14:19,4,3,SFO 45,3,13,Andy Lee punts 47 yards,-0.390,0.380
4,14:07,1,10,PIT 8,3,13,Ben Roethlisberger pass incomplete short middle intended for Heath Miller,-0.380,-0.780
4,14:02,2,10,PIT 8,3,13,Ben Roethlisberger pass complete short left to Rashard Mendenhall for 5 yards (tackle by Dashon Goldson),-0.780,-0.840
4,13:38,3,5,PIT 13,3,13,"Penalty on Antonio Brown: False Start, 5 yards (no play)",-0.840,-1.420
4,13:06,3,10,PIT 8,3,13,Ben Roethlisberger pass complete deep right to Jerricho Cotchery for 20 yards (tackle by Donte Whitner),-1.420,0.810
4,12:21,1,10,PIT 28,3,13,Rashard Mendenhall up the middle for 1 yard (tackle by Navorro Bowman),0.810,0.400
4,11:39,2,9,PIT 29,3,13,"Ben Roethlisberger sacked by Ray McDonald and Aldon Smith for -12 yards. Ben Roethlisberger fumbles (forced by Ray McDonald), recovered by Justin Smith at PIT-17 (tackle by Ramon Foster)",0.400,-4.440
4,11:31,1,10,PIT 17,3,13,Frank Gore left guard for 1 yard (tackle by James Farrior and Jason Worilds),4.440,4.000
4,10:52,2,9,PIT 16,3,13,Alex Smith pass complete short right to Kendall Hunter for -3 yards (tackle by Ryan Clark),4.000,2.910
4,10:04,3,12,PIT 19,3,13,Alex Smith pass complete short left to Brett Swain for 9 yards (tackle by Jason Worilds),2.910,2.860
4,9:19,4,3,PIT 10,3,13,"David Akers 28 yard field goal good. Penalty on Lawrence Timmons: Leaping, 5 yards (no play)",2.860,6.060
4,9:14,1,5,PIT 5,3,13,Alex Smith pass incomplete short right intended for Michael Crabtree,6.060,5.150
4,9:10,2,5,PIT 5,3,19,"Frank Gore left tackle for 5 yards, touchdown",5.150,7.000
4,,,,PIT 2,3,20,David Akers kicks extra point good,0.000,0.000
4,,,,SFO 35,3,20,"David Akers kicks off 73 yards, returned by Antonio Brown for 22 yards (tackle by Delanie Walker)",0.000,-0.280
4,9:00,1,10,PIT 14,3,20,Ben Roethlisberger pass complete short left to Jerricho Cotchery for 7 yards (tackle by Navorro Bowman),-0.280,0.280
4,8:28,2,3,PIT 21,3,20,Ben Roethlisberger sacked by Aldon Smith for -6 yards,0.280,-1.280
4,7:57,3,9,PIT 15,3,20,Ben Roethlisberger pass incomplete short left intended for Antonio Brown,-1.280,-2.440
4,7:53,4,9,PIT 15,3,20,"Jeremy Kapinos punts 38 yards, fair catch by Kyle Williams",-2.440,-2.060
4,7:46,1,10,SFO 47,3,20,Anthony Dixon right tackle for no gain (tackle by Jason Worilds),2.060,1.520
4,7:03,2,10,SFO 47,3,20,Anthony Dixon right guard for 3 yards (tackle by Ryan Clark),1.520,1.220
4,6:19,3,7,,3,20,Kendall Hunter right tackle for 2 yards (tackle by William Gay),1.220,0.070
4,5:37,4,5,PIT 48,3,20,"Andy Lee punts 34 yards, fair catch by Antonio Brown",0.070,0.280
4,5:31,1,10,PIT 14,3,20,"Ben Roethlisberger pass complete deep middle to Antonio Brown for 21 yards (tackle by Dashon Goldson). Penalty on Isaac Redman: Chop Block, 7 yards (no play)",-0.280,-0.650
4,5:07,1,17,PIT 7,3,20,Ben Roethlisberger pass complete short right to Mike Wallace for 13 yards (tackle by Chris Culliver),-0.650,0.150
4,4:34,2,4,PIT 20,3,20,Ben Roethlisberger sacked by Aldon Smith for -7 yards,0.150,-1.530
4,4:07,3,11,PIT 13,3,20,Ben Roethlisberger pass complete deep right to Jerricho Cotchery for 21 yards (tackle by Navorro Bowman and Dashon Goldson). Penalty on Chris Culliver: Illegal Contact (Declined),-1.530,1.200
4,4:00,1,10,PIT 34,3,20,Ben Roethlisberger pass complete short middle to Heath Miller for 24 yards (tackle by Dashon Goldson and Larry Grant),1.200,2.790
4,3:30,1,10,SFO 42,3,20,Ben Roethlisberger pass incomplete short middle intended for Heath Miller (defended by Larry Grant),2.790,2.240
4,3:25,2,10,SFO 42,3,20,Ben Roethlisberger pass incomplete deep left intended for Mike Wallace is intercepted by Tarell Brown at SFO-2,2.240,0.380
,,,,,,,"SFO challenged the touchback ruling, and the play was upheld.",,
4,3:17,1,10,SFO 2,3,20,Anthony Dixon up the middle for 3 yards,-0.380,-0.560
4,3:11,,,,3,20,Timeout #2 by Pittsburgh Steelers,0.000,-0.560
4,3:11,2,7,SFO 5,3,20,--,-0.560,-0.600
4,2:26,3,3,SFO 9,3,20,Anthony Dixon right tackle for 2 yards,-0.600,-2.490
4,2:18,,,,3,20,Timeout #3 by Pittsburgh Steelers,0.000,-2.490
4,2:17,4,1,SFO 11,3,20,"Andy Lee punts 57 yards, returned by Antonio Brown for -10 yards (tackle by Tavares Gooden). Penalty on PIT: Illegal Block Above the Waist, 10 yards",-2.490,0.350
4,2:01,1,10,PIT 12,3,20,Ben Roethlisberger pass complete short right to Jerricho Cotchery for 9 yards (tackle by Carlos Rogers),-0.350,0.420
4,1:56,2,1,PIT 21,3,20,Ben Roethlisberger pass incomplete short right intended for Mike Wallace,0.420,-0.370
4,1:50,3,1,PIT 21,3,20,"Ben Roethlisberger for no gain. Ben Roethlisberger fumbles, recovered by Ben Roethlisberger at PIT-11",-0.370,-2.490
4,1:11,4,11,PIT 11,3,20,"Jeremy Kapinos punts 39 yards, fair catch by Kyle Williams",-2.490,-2.260
4,1:09,1,10,,3,20,Alex Smith kneels for -1 yards,2.260,1.580
4,0:36,2,11,SFO 49,3,20,Alex Smith kneels for -1 yards,1.580,0.760
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
