Quarter,Time,Down,ToGo,Location,CIN,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss and deferred, Bengals to receive the opening kickoff.",,
1,15:00,,,CLE 30,0,0,"Phil Dawson kicks off 54 yards, returned by James Johnson for 13 yards (tackle by Alex Hall)",0.000,0.870
1,14:54,1,10,CIN 29,0,0,Cedric Benson left tackle for 3 yards (tackle by Andra Davis),0.870,0.730
1,14:54,2,7,CIN 32,0,0,"Penalty on Shaun Rogers: Defensive Offside, 5 yards (no play)",0.730,1.410
1,13:55,2,2,CIN 37,0,0,Cedric Benson right guard for 4 yards (tackle by D'Qwell Jackson),1.410,1.660
1,13:20,1,10,CIN 41,0,0,Cedric Benson left tackle for 6 yards (tackle by Andra Davis),1.660,1.930
1,12:56,2,4,CIN 47,0,0,Cedric Benson right guard for 1 yard (tackle by D'Qwell Jackson and Corey Williams),1.930,1.360
1,12:09,3,3,CIN 48,0,0,Ryan Fitzpatrick pass incomplete short middle intended for Glenn Holt,1.360,-0.190
1,12:05,4,3,CIN 48,0,0,"Kyle Larson punts 34 yards, returned by Josh Cribbs for 1 yard (tackle by Andre Caldwell)",-0.190,-0.150
1,11:56,1,10,CLE 19,0,0,Jamal Lewis right guard for 3 yards (tackle by John Thornton),0.150,0.070
1,11:19,2,7,CLE 22,0,0,Josh Cribbs right guard for 5 yards (tackle by Domata Peko),0.070,-0.030
1,10:40,3,2,CLE 27,0,0,Josh Cribbs right guard for 4 yards (tackle by Antwan Odom),-0.030,1.000
1,10:02,1,10,CLE 31,0,0,Josh Cribbs left end for 14 yards (tackle by Leon Hall),1.000,1.930
1,9:14,1,10,CLE 45,0,0,Jamal Lewis right guard for 2 yards (tackle by Chris Crocker),1.930,1.650
1,8:39,2,8,CLE 47,6,0,"Ken Dorsey pass incomplete short left intended for Braylon Edwards is intercepted by Leon Hall at tm_-50 and returned for 50 yards, touchdown",1.650,-7.000
1,,,,CLE 2,7,0,Shayne Graham kicks extra point good,0.000,0.000
1,,,,CIN 30,7,0,Shayne Graham kicks off 39 yards,0.000,1.000
1,8:29,1,10,CLE 31,7,0,Jamal Lewis right guard for 4 yards (tackle by Rashad Jeanty),1.000,1.000
1,7:58,2,6,CLE 35,7,0,Jamal Lewis left guard for 1 yard (tackle by Domata Peko),1.000,0.430
1,7:19,3,5,CLE 36,7,0,"Ken Dorsey pass complete short left to Braylon Edwards for 9 yards (tackle by Chris Crocker). Penalty on Braylon Edwards: Offensive Pass Interference, 10 yards (no play)",0.430,-0.890
1,6:50,3,15,CLE 26,7,0,Ken Dorsey pass complete short middle to Jason Wright for 4 yards (tackle by John Thornton),-0.890,-1.370
1,6:17,4,11,CLE 30,7,0,Dave Zastudil punts 49 yards,-1.370,-0.340
1,6:08,1,10,CIN 21,7,0,Cedric Benson right guard for 4 yards (tackle by Willie McGinest),0.340,0.340
1,5:33,2,6,CIN 25,7,0,"Cedric Benson left guard for 46 yards (tackle by Eric Wright). Cedric Benson fumbles (forced by Eric Wright), recovered by Eric Wright at CLE-26 (tackle by Cedric Benson)",0.340,-0.670
,,,,,,,"CIN challenged the runner was down by contact ruling, and the original play was overturned.",,
1,5:25,1,10,CLE 26,7,0,Jamal Lewis left guard for 4 yards (tackle by Domata Peko),0.670,0.670
1,4:47,2,6,CLE 30,7,0,Jamal Lewis right guard for 10 yards (tackle by Rashad Jeanty),0.670,1.600
1,4:11,1,10,CLE 40,7,0,Jamal Lewis left guard for 1 yard (tackle by Pat Sims),1.600,1.190
1,3:30,2,9,CLE 41,7,0,Jason Wright left end for 4 yards (tackle by Rashad Jeanty),1.190,1.030
1,2:59,3,5,CLE 45,7,0,Ken Dorsey pass complete short right to Braylon Edwards for 4 yards (tackle by Jamar Fletcher),1.030,-0.130
1,2:59,4,1,CLE 49,7,0,"Penalty on Eric Steinbach: False Start, 5 yards (no play)",-0.130,-0.460
1,1:52,4,6,CLE 44,7,0,Dave Zastudil punts 46 yards,-0.460,0.370
1,1:38,1,10,CIN 11,7,0,Ryan Fitzpatrick pass incomplete short left intended for T.J. Houshmandzadeh,-0.370,-0.780
1,1:34,2,10,CIN 11,7,0,Cedric Benson right tackle for 1 yard (tackle by Willie McGinest and Ahtyba Rubin),-0.780,-1.300
1,1:34,3,9,CIN 12,7,0,"Penalty on Shaun Rogers: Defensive Offside, 5 yards (no play)",-1.300,-0.720
1,0:31,3,4,CIN 17,7,0,Ryan Fitzpatrick pass complete short right to James Johnson for 15 yards (tackle by Mike Adams),-0.720,1.070
Quarter,Time,Down,ToGo,Location,CIN,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CIN 32,7,0,Cedric Benson left tackle for -1 yards (tackle by Brandon McDonald),1.070,0.390
2,14:27,2,11,CIN 31,7,0,Ryan Fitzpatrick pass incomplete short right intended for Nate Lawrie (defended by Willie McGinest),0.390,-0.290
2,14:21,3,11,CIN 31,7,0,Ryan Fitzpatrick pass complete short middle to James Johnson for 16 yards (tackle by D'Qwell Jackson),-0.290,2.060
2,13:35,1,10,CIN 47,7,0,Cedric Benson right tackle for 1 yard (tackle by Willie McGinest),2.060,1.650
2,13:00,2,9,CIN 48,7,0,Cedric Benson left tackle for 5 yards (tackle by Kamerion Wimbley),1.650,1.620
2,12:19,3,4,CLE 47,7,0,James Johnson right end for 12 yards (tackle by Nick Sorensen and Eric Wright),1.620,3.250
2,11:36,1,10,CLE 35,7,0,Cedric Benson left end for 2 yards (tackle by Brandon McDonald),3.250,2.970
2,10:59,2,8,CLE 33,7,0,Cedric Benson right guard for 3 yards (tackle by Corey Williams),2.970,2.680
2,10:12,3,5,CLE 30,7,0,"Ryan Fitzpatrick for 7 yards. Ryan Fitzpatrick fumbles, recovered by Ryan Fitzpatrick at CLE-30",2.680,4.040
2,9:26,1,10,CLE 23,7,0,Cedric Benson right guard for 6 yards (tackle by Shaun Rogers),4.040,4.380
2,8:50,2,4,CLE 17,7,0,Cedric Benson left tackle for -3 yards (tackle by Andra Davis),4.380,3.200
2,8:08,3,7,CLE 20,13,0,"Ryan Fitzpatrick pass complete deep right to Chris Henry for 20 yards, touchdown",3.200,7.000
2,,,,CLE 2,14,0,Shayne Graham kicks extra point good,0.000,0.000
2,,,,CIN 30,14,0,"Shayne Graham kicks off 70 yards, returned by Josh Cribbs for 31 yards (tackle by Corey Mays). Penalty on Titus Brown: Illegal Block Above the Waist, 10 yards",0.000,-0.280
2,7:55,1,10,CLE 14,14,0,Jamal Lewis left guard for 15 yards (tackle by Chris Crocker),-0.280,0.870
2,7:21,1,10,CLE 29,14,0,Jamal Lewis left end for -3 yards (tackle by Dhani Jones),0.870,-0.080
2,6:52,2,13,CLE 26,14,0,Ken Dorsey pass incomplete short right intended for Jason Wright,-0.080,-0.760
2,6:48,3,13,CLE 26,14,0,"Penalty on Ken Dorsey: Delay of Game, 5 yards (no play)",-0.760,-1.420
2,6:47,3,18,CLE 21,14,0,Jason Wright right guard for 7 yards (tackle by Jonathan Fanene),-1.420,-1.500
2,6:14,4,11,CLE 28,14,0,Dave Zastudil punts 50 yards,-1.500,-0.410
,,,,,,,"CLE challenged the kick touched ruling, and the play was upheld.",,
2,6:04,1,10,CIN 22,14,0,Cedric Benson right guard for 1 yard (tackle by Kamerion Wimbley and Shaun Rogers),0.410,0.000
2,5:27,2,9,CIN 23,14,0,Cedric Benson right guard for 5 yards (tackle by Corey Williams),0.000,-0.030
2,4:48,3,4,CIN 28,14,0,Ryan Fitzpatrick pass complete short left to Andre Caldwell for 8 yards (tackle by Brodney Pool),-0.030,1.330
2,4:06,1,10,CIN 36,14,0,Cedric Benson left tackle for 4 yards (tackle by Shaun Rogers and Kamerion Wimbley),1.330,1.330
2,3:29,2,6,CIN 40,14,0,Cedric Benson right tackle for 12 yards (tackle by Brodney Pool),1.330,2.390
2,2:45,1,10,CLE 48,14,0,Cedric Benson right tackle for 6 yards (tackle by D'Qwell Jackson),2.390,2.660
