Quarter,Time,Tm,Detail,CIN,CLE
1,8:30,Bengals,Leon Hall 50 yard interception return (Shayne Graham kick),7,0
2,8:02,Bengals,Chris Henry 20 yard pass from Ryan Fitzpatrick (Shayne Graham kick),14,0
