Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Justin Fields,CHI,10,132,0,3,117,11.7,15,1.5,0,
David Montgomery,CHI,6,24,0,,20,3.3,4,0.7,0,
Khalil Herbert,CHI,5,31,0,1,13,2.6,18,3.6,0,
Velus Jones Jr.,CHI,1,13,0,1,12,12.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jamaal Williams,DET,22,144,1,5,56,2.5,88,4.0,2,11.0
D'Andre Swift,DET,11,78,1,3,45,4.1,33,3.0,1,11.0
Nate Sudfeld,DET,3,-3,0,,-3,-1.0,0,0.0,0,
Jared Goff,DET,1,2,0,1,1,1.0,1,1.0,0,
Kalif Raymond,DET,1,4,0,1,1,1.0,3,3.0,0,
Jameson Williams,DET,1,40,0,1,37,37.0,3,3.0,0,
