Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Evan Brown,C,71,100%,0,0%,7,23%
Penei Sewell,T,71,100%,0,0%,7,23%
Jonah Jackson,G,71,100%,0,0%,7,23%
Taylor Decker,T,71,100%,0,0%,0,0%
Frank Ragnow,C,64,90%,0,0%,0,0%
Jared Goff,QB,64,90%,0,0%,0,0%
Amon-Ra St. Brown,WR,50,70%,0,0%,0,0%
DJ Chark,WR,48,68%,0,0%,0,0%
Brock Wright,TE,46,65%,0,0%,10,33%
Jamaal Williams,RB,33,46%,0,0%,0,0%
Josh Reynolds,WR,31,44%,0,0%,0,0%
Shane Zylstra,TE,28,39%,0,0%,10,33%
D'Andre Swift,RB,25,35%,0,0%,0,0%
Kalif Raymond,WR,21,30%,0,0%,7,23%
James Mitchell,TE,20,28%,0,0%,10,33%
Jameson Williams,WR,18,25%,0,0%,0,0%
Jason Cabinda,FB,15,21%,0,0%,14,47%
Craig Reynolds,RB,13,18%,0,0%,21,70%
Dan Skipper,T,13,18%,0,0%,7,23%
Nate Sudfeld,QB,7,10%,0,0%,0,0%
Matt Nelson,T,1,1%,0,0%,7,23%
Will Harris,SS,0,0%,49,94%,0,0%
Kerby Joseph,SS,0,0%,48,92%,10,33%
Jerry Jacobs,CB,0,0%,38,73%,9,30%
Alex Anzalone,LB,0,0%,38,73%,0,0%
Aidan Hutchinson,DE,0,0%,37,71%,2,7%
Mike Hughes,CB,0,0%,34,65%,10,33%
James Houston,LB,0,0%,33,63%,3,10%
John Cominsky,DT,0,0%,33,63%,2,7%
Isaiah Buggs,DT,0,0%,31,60%,0,0%
Alim McNeill,NT,0,0%,28,54%,0,0%
Derrick Barnes,LB,0,0%,27,52%,15,50%
Malcolm Rodriguez,LB,0,0%,26,50%,3,10%
Benito Jones,DT,0,0%,26,50%,2,7%
Ifeatu Melifonwu,CB,0,0%,26,50%,0,0%
Josh Paschal,DT,0,0%,25,48%,0,0%
Jeff Okudah,CB,0,0%,17,33%,3,10%
Romeo Okwara,LB,0,0%,15,29%,2,7%
Amani Oruwariye,CB,0,0%,14,27%,7,23%
Josh Woods,LB,0,0%,7,13%,23,77%
C.J. Moore,FS,0,0%,6,12%,23,77%
Anthony Pittman,LB,0,0%,5,10%,23,77%
Chris Board,LB,0,0%,5,10%,23,77%
Brady Breeze,DB,0,0%,4,8%,21,70%
Jack Fox,P,0,0%,0,0%,18,60%
Scott Daly,LS,0,0%,0,0%,10,33%
Logan Stenberg,G,0,0%,0,0%,7,23%
Michael Badgley,K,0,0%,0,0%,7,23%
