Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Leonard Fournette,JAX,15,71,0,3,24,1.6,47,3.1,0,
Gardner Minshew II,JAX,7,36,0,2,35,5.0,1,0.1,0,
Ryquell Armstead,JAX,1,2,0,,0,0.0,2,2.0,0,
Keelan Cole,JAX,1,6,0,0,1,1.0,5,5.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Devonta Freeman,ATL,13,53,1,2,41,3.2,12,0.9,0,
Brian Hill,ATL,7,66,0,4,33,4.7,33,4.7,0,
Matt Ryan,ATL,4,6,0,1,6,1.5,0,0.0,0,
Russell Gage,ATL,2,7,0,0,3,1.5,4,2.0,0,
Qadree Ollison,ATL,1,3,1,1,3,3.0,0,0.0,0,
