Quarter,Time,Down,ToGo,Location,TAM,DET,Detail,EPB,EPA
1,7:32,1,10,DET 42,0,0,Daunte Culpepper pass complete deep left to Calvin Johnson for 41 yards (tackle by Ronde Barber),1.730,4.440
1,7:02,1,10,TAM 17,0,0,Rudi Johnson right tackle for 2 yards (tackle by Derrick Brooks),4.440,4.150
1,6:17,2,8,TAM 15,0,0,Daunte Culpepper pass incomplete short right intended for John Standeford,4.150,3.340
1,6:12,3,8,TAM 15,0,6,"Daunte Culpepper pass complete short left to Calvin Johnson for 15 yards, touchdown",3.340,7.000
1,6:12,,,TAM 2,0,7,Jason Hanson kicks extra point good,0.000,0.000
1,6:07,,,DET 30,0,7,"Jason Hanson kicks off 62 yards, returned by Clifton Smith for 21 yards (tackle by Alex Lewis)",0.000,0.870
1,6:01,1,10,TAM 29,0,7,Jeff Garcia pass complete short right to Jerramy Stevens for 5 yards (tackle by Leigh Bodden),0.870,1.000
1,5:27,2,5,TAM 34,0,7,Jeff Garcia pass complete short right to Antonio Bryant for 17 yards (tackle by Dwight Smith),1.000,2.320
1,4:49,1,10,DET 49,0,13,"Jeff Garcia sacked for -4 yards. Jeff Garcia fumbles, recovered by Daniel Bullocks at TAM-44 and returned for 44 yards, touchdown",2.320,-7.000
1,,,,TAM 2,0,14,Jason Hanson kicks extra point good,0.000,0.000
1,4:40,,,DET 30,0,14,"Jason Hanson kicks off 72 yards, returned by Clifton Smith for 28 yards (tackle by John Standeford)",0.000,0.670
1,4:32,1,10,TAM 26,0,14,Cadillac Williams left tackle for 4 yards (tackle by Cory Redding),0.670,0.670
1,4:04,2,6,TAM 30,0,14,Cadillac Williams right end for -6 yards (tackle by Shaun Cody),0.670,-0.820
1,3:25,3,12,TAM 24,0,14,Jeff Garcia pass incomplete short right intended for Jerramy Stevens,-0.820,-1.770
1,3:21,4,12,TAM 24,0,14,"Josh Bidwell punts 32 yards, out of bounds",-1.770,-1.860
1,3:11,1,10,DET 44,0,14,Daunte Culpepper pass complete short left to Shaun McDonald for 4 yards (tackle by Ronde Barber),1.860,1.860
1,2:29,2,6,DET 48,0,14,Kevin Smith up the middle for 26 yards (tackle by Derrick Brooks),1.860,3.840
1,1:44,1,10,TAM 26,0,14,Kevin Smith left end for 4 yards (tackle by Cato June),3.840,3.840
1,1:01,2,6,TAM 22,0,14,Kevin Smith left end for 2 yards (tackle by Kevin Carter),3.840,3.400
1,0:19,3,4,TAM 20,0,14,Daunte Culpepper pass incomplete short left intended for John Owens,3.400,2.200
1,0:15,4,4,TAM 20,0,17,Jason Hanson 38 yard field goal good,2.200,3.000
1,0:11,,,DET 30,0,17,"Jason Hanson kicks off 69 yards, returned by Clifton Smith for 49 yards (tackle by John Standeford)",0.000,2.260
1,0:03,1,10,,0,17,Jeff Garcia pass incomplete short right intended for B.J. Askew (defended by Andre Fluellen),2.260,1.710
Quarter,Time,Down,ToGo,Location,TAM,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,,0,17,Jeff Garcia pass complete short right to Warrick Dunn for 9 yards (tackle by Ernie Sims),1.710,2.210
2,14:19,3,1,DET 41,0,17,Cadillac Williams left tackle for 2 yards (tackle by Corey Smith),2.210,2.980
2,13:41,1,10,DET 39,0,17,Jeff Garcia pass complete short middle to Antonio Bryant for 5 yards (tackle by Ernie Sims),2.980,3.120
2,12:55,2,5,DET 34,0,17,Warrick Dunn right end for 6 yards (tackle by Paris Lenon),3.120,3.710
2,12:08,1,10,DET 28,0,17,Jeff Garcia pass complete short middle to Ike Hilliard for 15 yards (tackle by Brian Kelly),3.710,4.710
2,11:25,1,10,DET 13,6,17,"Warrick Dunn left tackle for 13 yards, touchdown",4.710,7.000
2,11:25,,,DET 2,7,17,Matt Bryant kicks extra point good,0.000,0.000
2,11:19,,,TAM 30,7,17,"Matt Bryant kicks off 62 yards, returned by Aveion Cason for 32 yards (tackle by Tanard Jackson)",0.000,1.600
2,11:13,1,10,DET 40,7,17,Daunte Culpepper pass incomplete short right intended for Casey Fitzsimmons (defended by Gaines Adams),1.600,1.050
2,11:04,2,10,DET 40,7,17,Kevin Smith right tackle for no gain (tackle by Barrett Ruud),1.050,0.370
2,10:20,3,10,DET 40,7,17,Daunte Culpepper sacked by Jimmy Wilkerson for -10 yards,0.370,-1.370
2,9:43,4,20,DET 30,7,17,"Nick Harris punts 52 yards, returned by Clifton Smith for 13 yards (tackle by Casey Fitzsimmons)",-1.370,-1.000
2,9:31,1,10,TAM 31,7,17,Jeff Garcia pass complete short middle to Warrick Dunn for 2 yards (tackle by Ernie Sims),1.000,0.730
2,8:56,2,8,TAM 33,7,17,Jeff Garcia pass incomplete short left intended for Antonio Bryant,0.730,0.040
2,8:52,3,8,TAM 33,7,17,Jeff Garcia pass complete short left to Antonio Bryant for 10 yards (tackle by Dwight Smith),0.040,1.800
2,8:18,1,10,TAM 43,7,17,Warrick Dunn left tackle for 2 yards (tackle by Ernie Sims),1.800,1.520
2,7:39,2,8,TAM 45,7,17,Jeff Garcia pass complete short middle to Warrick Dunn for 5 yards (tackle by Leigh Bodden),1.520,1.490
2,6:55,3,3,,7,17,Jeff Garcia pass complete short left to Warrick Dunn for 17 yards (tackle by Travis Fisher),1.490,3.380
2,6:06,1,10,DET 33,7,17,Cadillac Williams left end for -1 yards (tackle by Ernie Sims),3.380,2.700
2,5:24,2,11,DET 34,7,17,Jeff Garcia sacked by Chartric Darby for -2 yards,2.700,1.750
2,4:48,3,13,DET 36,13,17,"Jeff Garcia pass complete deep middle to Ike Hilliard for 36 yards, touchdown",1.750,7.000
2,4:48,,,DET 2,14,17,Matt Bryant kicks extra point good,0.000,0.000
2,4:40,,,TAM 30,14,17,"Matt Bryant kicks off 61 yards, returned by Aveion Cason for 15 yards (tackle by Elbert Mack)",0.000,0.540
2,4:35,1,10,DET 24,14,17,"Penalty on Jeff Backus: False Start, 5 yards (no play)",0.540,0.130
2,4:35,1,15,DET 19,14,17,Daunte Culpepper sacked by Gaines Adams for -2 yards,0.130,-1.080
2,3:58,2,17,DET 17,14,17,Kevin Smith up the middle for 1 yard (tackle by Tanard Jackson),-1.080,-1.640
2,3:12,3,16,DET 18,14,17,Daunte Culpepper pass incomplete short right intended for Shaun McDonald is intercepted by Ronde Barber at DET-26 and returned for 2 yards (tackle by Shaun McDonald),-1.640,-3.970
2,3:05,1,10,DET 24,20,17,"Jeff Garcia pass complete deep left to Jerramy Stevens for 24 yards, touchdown",3.970,7.000
2,3:05,,,DET 2,21,17,Matt Bryant kicks extra point good,0.000,0.000
2,3:00,,,TAM 30,21,17,"Matt Bryant kicks off 65 yards, returned by Aveion Cason for 22 yards (tackle by Clifton Smith)",0.000,0.740
2,2:54,1,10,DET 27,21,17,Kevin Smith right end for 11 yards (tackle by Tanard Jackson),0.740,1.470
2,2:15,1,10,DET 38,21,17,Daunte Culpepper pass incomplete short left intended for Shaun McDonald (defended by Gaines Adams),1.470,0.920
2,2:10,2,10,DET 38,21,17,Kevin Smith up the middle for 14 yards (tackle by Barrett Ruud),0.920,2.390
,,,,,,,"TAM challenged the runner was down by contact ruling, and the play was upheld.",,
2,2:00,1,10,TAM 48,21,17,"Penalty on Gosder Cherilus: False Start, 5 yards (no play)",2.390,2.060
2,2:00,1,15,DET 47,21,17,Daunte Culpepper right tackle for 3 yards (tackle by Cato June),2.060,1.580
2,1:33,,,,21,17,Timeout #1 by Detroit Lions,0.000,1.580
2,1:33,2,12,,21,17,Daunte Culpepper pass incomplete short right intended for John Standeford,1.580,0.890
2,1:28,3,12,,21,17,"Daunte Culpepper pass complete short left to Shaun McDonald for 13 yards (tackle by Cato June). Penalty on Jeff Backus: Offensive Holding, 10 yards (no play)",0.890,-0.430
2,1:21,3,22,DET 40,21,17,Daunte Culpepper pass incomplete deep left intended for Calvin Johnson (defended by Sabby Piscitelli),-0.430,-0.720
2,1:12,4,22,DET 40,21,17,"Nick Harris punts 35 yards, fair catch by Ike Hilliard",-0.720,-0.610
2,1:04,1,10,TAM 25,21,17,Jeff Garcia pass incomplete short right intended for Warrick Dunn (defended by Jared DeVries),0.610,0.060
2,1:00,2,10,TAM 25,21,17,Warrick Dunn left tackle for 2 yards (tackle by Travis Fisher),0.060,-0.360
2,0:15,3,8,TAM 27,21,17,Warrick Dunn left tackle for 12 yards (tackle by Daniel Bullocks),-0.360,1.530
Quarter,Time,Down,ToGo,Location,TAM,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,21,17,"Jason Hanson kicks off 69 yards, returned by Clifton Smith for 27 yards (tackle by Stuart Schweigert)",0.000,0.810
3,14:54,1,10,TAM 28,21,17,Jeff Garcia pass complete short middle to Warrick Dunn for 4 yards (tackle by Paris Lenon),0.810,0.800
3,14:15,2,6,TAM 32,21,17,Warrick Dunn right tackle for no gain (tackle by Ryan Nece and Paris Lenon),0.800,0.100
3,13:32,3,6,TAM 32,21,17,Jeff Garcia pass incomplete deep left intended for Antonio Bryant,0.100,-1.240
3,13:27,4,6,TAM 32,21,17,"Penalty on Matt McCoy: False Start, 5 yards (no play)",-1.240,-1.570
3,13:27,4,11,TAM 27,21,17,"Josh Bidwell punts 59 yards, returned by Shaun McDonald for 9 yards (tackle by Brian Clark)",-1.570,-0.480
3,13:15,1,10,DET 23,21,17,Kevin Smith up the middle for 3 yards (tackle by Barrett Ruud),0.480,0.340
3,12:34,2,7,DET 26,21,17,Daunte Culpepper pass incomplete short right intended for Casey Fitzsimmons,0.340,-0.360
3,12:27,3,7,DET 26,21,17,Daunte Culpepper pass complete short right to Aveion Cason for 3 yards (tackle by Gaines Adams),-0.360,-1.440
3,11:49,4,4,DET 29,27,17,"Nick Harris punts 41 yards, returned by Clifton Smith for 70 yards, touchdown",-1.440,-7.000
3,,,,DET 2,28,17,Matt Bryant kicks extra point good,0.000,0.000
3,11:31,,,TAM 30,28,17,"Matt Bryant kicks off 66 yards, returned by Aveion Cason for 20 yards (tackle by Matt McCoy). Penalty on Will Allen: Offside on Free Kick, 5 yards (no play)",0.000,0.000
3,11:31,,,TAM 25,28,17,"Matt Bryant kicks off 64 yards, returned by Aveion Cason for 20 yards (tackle by Jameel Cook)",0.000,1.000
3,11:17,1,10,DET 31,28,17,Kevin Smith left end for no gain (tackle by Gaines Adams),1.000,0.460
3,10:37,2,10,DET 31,28,17,Daunte Culpepper pass incomplete short left intended for Shaun McDonald,0.460,-0.230
3,10:34,3,10,DET 31,28,17,"Penalty on Andy McCollum: False Start, 5 yards (no play)",-0.230,-0.890
3,10:34,3,15,DET 26,28,17,Daunte Culpepper pass incomplete deep right intended for Calvin Johnson (defended by Sabby Piscitelli),-0.890,-1.630
3,10:24,4,15,DET 26,28,17,"Nick Harris punts 46 yards, returned by Clifton Smith for 8 yards (tackle by Don Muhlbach). Penalty on Ryan Nece: Illegal Formation, 5 yards",-1.630,-1.660
3,10:13,1,10,TAM 41,28,17,Warrick Dunn up the middle for 3 yards (tackle by Kalvin Pearson),1.660,1.530
3,9:33,2,7,TAM 44,28,17,"Jeff Garcia sacked by Cliff Avril for -5 yards. Jeff Garcia fumbles (forced by Cliff Avril), recovered by Chartric Darby at TAM-42 and returned for 2 yards (tackle by Arron Sears)",1.530,-2.920
,,,,,,,"TAM challenged the fumble ruling, and the play was upheld.",,
3,9:21,1,10,TAM 40,28,17,"Daunte Culpepper pass incomplete short right intended for Calvin Johnson. Penalty on Gosder Cherilus: Ineligible Downfield Pass, 5 yards (no play)",2.920,2.590
3,9:14,1,15,TAM 45,34,17,"Daunte Culpepper pass incomplete short left intended for Shaun McDonald is intercepted by Ronde Barber at TAM-35 and returned for 65 yards, touchdown",2.590,-7.000
3,,,,DET 2,35,17,Matt Bryant kicks extra point good,0.000,0.000
3,9:01,,,TAM 30,35,17,"Matt Bryant kicks off 66 yards, returned by Aveion Cason for 21 yards (tackle by Tanard Jackson)",0.000,0.610
3,8:54,1,10,DET 25,35,17,Kevin Smith up the middle for no gain (tackle by Derrick Brooks),0.610,0.060
3,8:13,2,10,DET 25,35,17,Drew Stanton pass complete short left to Moran Norris for 3 yards (tackle by Phillip Buchanon),0.060,-0.230
3,7:30,3,7,DET 28,35,17,Drew Stanton pass complete short right to Calvin Johnson for 10 yards (tackle by Aqib Talib),-0.230,1.470
3,6:51,1,10,DET 38,35,17,Drew Stanton pass incomplete short left intended for Shaun McDonald,1.470,0.920
3,6:47,2,10,DET 38,35,17,Kevin Smith right tackle for 14 yards (tackle by Barrett Ruud),0.920,2.390
3,6:07,1,10,TAM 48,35,17,"Kevin Smith left tackle for no gain (tackle by Sabby Piscitelli). Penalty on Michael Gaines: Offensive Holding, 10 yards (no play)",2.390,1.730
3,5:54,1,20,DET 42,35,17,Rudi Johnson left tackle for 10 yards (tackle by Derrick Brooks),1.730,1.850
3,5:05,2,10,TAM 48,35,17,Rudi Johnson right tackle for 2 yards (tackle by Jovan Haye),1.850,1.420
3,4:24,3,8,TAM 46,35,17,"Penalty on Gosder Cherilus: False Start, 5 yards (no play)",1.420,0.760
3,4:04,3,13,DET 49,35,17,"Drew Stanton pass incomplete. Penalty on Jimmy Wilkerson: Roughing the Passer (Offsetting), Penalty on Drew Stanton: Intentional Grounding (Offsetting) (no play)",0.760,0.760
3,3:57,3,13,DET 49,35,17,Drew Stanton pass incomplete deep left intended for Calvin Johnson (defended by Sabby Piscitelli),0.760,-0.130
3,3:50,4,13,DET 49,35,17,"Nick Harris punts 27 yards, muffed catch by Ike Hilliard, recovered by Casey Fitzsimmons and returned for no gain",-0.130,3.840
3,3:35,1,10,TAM 26,35,17,Kevin Smith right end for 4 yards (tackle by Barrett Ruud and Kevin Carter),3.840,3.840
3,2:57,2,6,TAM 22,35,17,Drew Stanton pass incomplete deep right intended for Casey Fitzsimmons,3.840,3.140
3,2:53,3,6,TAM 22,35,17,Drew Stanton pass incomplete short left intended for Moran Norris,3.140,2.020
3,2:47,4,6,TAM 22,35,20,Jason Hanson 40 yard field goal good,2.020,3.000
3,2:43,,,DET 30,35,20,"Jason Hanson kicks off 70 yards, returned by Clifton Smith for 18 yards (tackle by Kalvin Pearson). Clifton Smith fumbles (forced by Kalvin Pearson), recovered by Jameel Cook at TAM-17",0.000,-0.060
3,2:36,1,10,TAM 17,35,20,Warrick Dunn left tackle for 5 yards (tackle by Travis Fisher and Andre Fluellen),-0.060,0.210
3,1:55,2,5,TAM 22,35,20,Warrick Dunn left tackle for -3 yards (tackle by Cory Redding),0.210,-1.000
3,1:11,3,8,TAM 19,35,20,"Jeff Garcia pass incomplete short right intended for Ike Hilliard. Penalty on Cory Redding: Roughing the Passer, 15 yards (no play)",-1.000,1.200
3,1:05,1,10,TAM 34,35,20,Warrick Dunn up the middle for 40 yards (tackle by Ryan Nece),1.200,3.840
3,0:16,1,10,DET 26,35,20,Warrick Dunn left tackle for 1 yard (tackle by Shaun Cody),3.840,3.430
Quarter,Time,Down,ToGo,Location,TAM,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,DET 25,35,20,"Jeff Garcia pass complete short left to Antonio Bryant for 16 yards (tackle by Dwight Smith). Penalty on Davin Joseph: Unnecessary Roughness, 15 yards",3.430,3.970
4,14:48,1,10,DET 24,35,20,Warrick Dunn right end for 2 yards (tackle by Alex Lewis),3.970,3.700
4,14:05,2,8,DET 22,35,20,Jeff Garcia sacked by Ryan Nece for -5 yards,3.700,2.350
4,13:27,,,,35,20,Timeout #2 by Tampa Bay Buccaneers,0.000,2.350
4,13:27,3,13,DET 27,35,20,Jeff Garcia up the middle for -3 yards (tackle by Corey Smith),2.350,1.410
4,12:54,4,16,DET 30,38,20,Matt Bryant 48 yard field goal good,1.410,3.000
4,12:48,,,TAM 30,38,20,"Matt Bryant kicks off 69 yards, returned by Aveion Cason for 27 yards (tackle by Tanard Jackson)",0.000,0.810
4,12:42,1,10,DET 28,38,20,"Daunte Culpepper sacked by Stylez G. White for -10 yards. Daunte Culpepper fumbles (forced by Stylez G. White), recovered by Daunte Culpepper at DET-19",0.810,-1.010
4,12:07,2,19,DET 19,38,20,Kevin Smith up the middle for 3 yards (tackle by Chris Hovan),-1.010,-1.220
4,11:18,3,16,DET 22,38,20,"Penalty on Daunte Culpepper: Delay of Game, 5 yards (no play)",-1.220,-2.190
4,11:00,3,21,DET 17,38,20,Daunte Culpepper pass complete short left to Aveion Cason for 15 yards (tackle by Ronde Barber),-2.190,-1.240
4,10:22,4,6,DET 32,38,20,"Nick Harris punts 40 yards, returned by Clifton Smith for -1 yards (tackle by Ramzee Robinson)",-1.240,-0.740
4,10:13,1,10,TAM 27,38,20,Cadillac Williams right tackle for 2 yards (tackle by Alex Lewis),0.740,0.470
4,9:30,2,8,TAM 29,38,20,Cadillac Williams right tackle for 4 yards (tackle by Alex Lewis),0.470,0.300
4,8:44,3,4,TAM 33,38,20,Cadillac Williams up the middle for -3 yards (tackle by Paris Lenon),0.300,-1.370
4,8:10,4,7,TAM 30,38,20,Josh Bidwell punts 59 yards (tackle by Matt McCoy),-1.370,-0.670
4,7:57,1,10,DET 26,38,20,"Daunte Culpepper pass complete short left to John Standeford for 18 yards (tackle by Phillip Buchanon). John Standeford fumbles (forced by Phillip Buchanon), recovered by Will Allen at DET-46 (tackle by Calvin Johnson)",0.670,-2.520
4,7:41,1,10,DET 46,38,20,Cadillac Williams left end for 2 yards (tackle by Alex Lewis),2.520,2.250
4,7:00,2,8,DET 44,38,20,Cadillac Williams up the middle for 6 yards (tackle by Kalvin Pearson and Paris Lenon),2.250,2.350
4,6:16,3,2,DET 38,38,20,Cadillac Williams right tackle for 1 yard (tackle by Paris Lenon),2.350,0.790
4,5:33,4,1,DET 37,38,20,Cadillac Williams left tackle for 2 yards (tackle by Daniel Bullocks and Jordon Dizon),0.790,3.250
4,4:52,1,10,DET 35,38,20,Cadillac Williams left end for 6 yards (tackle by Jared DeVries and Alex Lewis),3.250,3.510
4,4:08,2,4,DET 29,38,20,Cadillac Williams up the middle for 1 yard (tackle by Kalvin Pearson),3.510,2.940
4,3:28,3,3,DET 28,38,20,Cadillac Williams up the middle for 1 yard (tackle by Kalvin Pearson),2.940,1.800
4,2:41,,,,38,20,Timeout #3 by Tampa Bay Buccaneers,0.000,1.800
4,2:41,4,2,DET 27,38,20,B.J. Askew up the middle for 3 yards (tackle by Ryan Nece),1.800,3.970
4,2:00,1,10,DET 24,38,20,Cadillac Williams up the middle for 1 yard (tackle by Kalvin Pearson),3.970,3.570
4,1:17,2,9,DET 23,38,20,Cadillac Williams right end for 5 yards (tackle by Kalvin Pearson and Jordon Dizon),3.570,3.570
4,0:34,3,4,DET 18,38,20,Jeff Garcia kneels for -1 yards,3.570,2.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
