Quarter,Time,Down,ToGo,Location,NWE,KAN,Detail,EPB,EPA
2,0:27,,,NWE 35,14,0,"Stephen Gostkowski kicks off 40 yards, returned by Demetrius Harris for 17 yards",0.000,1.730
2,0:21,1,10,KAN 42,14,0,"Patrick Mahomes sacked by Kyle Van Noy for -15 yards. Patrick Mahomes fumbles (forced by Kyle Van Noy), recovered by Patrick Mahomes at KC-27",1.730,-0.840
Quarter,Time,Down,ToGo,Location,NWE,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,14,0,"Stephen Gostkowski kicks off 64 yards, (tackle by Nate Ebner)",0.000,0.670
3,14:55,1,10,KAN 26,14,0,Patrick Mahomes pass complete short left to Damien Williams for 5 yards (tackle by Kyle Van Noy),0.670,0.810
3,14:27,2,5,KAN 31,14,0,Damien Williams middle for 3 yards (tackle by Trey Flowers),0.810,0.500
3,13:50,3,2,KAN 34,14,0,Patrick Mahomes pass complete deep middle to Sammy Watkins for 54 yards (tackle by Stephon Gilmore),0.500,4.780
3,13:00,1,10,NWE 12,14,6,"Patrick Mahomes pass complete short middle to Travis Kelce for 12 yards, touchdown",4.780,7.000
3,12:56,,,NWE 15,14,7,Harrison Butker kicks extra point good,0.000,0.000
3,12:56,,,KAN 35,14,7,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,12:56,1,10,NWE 25,14,7,Tom Brady pass complete short right to Rex Burkhead for 6 yards (tackle by Reggie Ragland),0.610,0.870
3,12:23,2,4,NWE 31,14,7,Tom Brady pass complete short right to Julian Edelman for 3 yards (tackle by Kendall Fuller),0.870,0.560
3,11:57,3,1,NWE 34,14,7,Rex Burkhead up the middle for 1 yard (tackle by Reggie Ragland),0.560,1.270
3,11:17,1,10,NWE 35,14,7,Tom Brady pass incomplete short middle intended for Rob Gronkowski,1.270,0.720
3,11:13,2,10,NWE 35,14,7,Sony Michel right end for 4 yards (tackle by Justin Houston),0.720,0.560
3,10:33,3,6,NWE 39,14,7,Tom Brady pass incomplete short left intended for Rob Gronkowski (defended by Chris Jones),0.560,-0.780
3,10:30,4,6,NWE 39,14,7,"Ryan Allen punts 43 yards, returned by Tyreek Hill for -11 yards (tackle by Ramon Humber). Penalty on Frank Zombo: Illegal Block Above the Waist, 3 yards",-0.780,0.380
3,10:19,1,10,KAN 4,14,7,Patrick Mahomes pass complete short left to Demetrius Harris for 2 yards (tackle by Kyle Van Noy),-0.380,-0.630
3,9:46,2,8,KAN 6,14,7,Damien Williams middle for 10 yards (tackle by Kyle Van Noy),-0.630,-0.140
3,9:06,1,10,KAN 16,14,7,"Penalty on Cameron Erving: False Start, 5 yards (no play)",-0.140,-0.540
3,8:43,1,15,KAN 11,14,7,Patrick Mahomes pass incomplete short right intended for Travis Kelce,-0.540,-1.150
3,8:40,2,15,KAN 11,14,7,Patrick Mahomes sacked by John Simon and Lawrence Guy for -3 yards,-1.150,-2.360
3,7:53,3,18,KAN 8,14,7,Patrick Mahomes pass incomplete deep middle intended for Chris Conley (defended by Jason McCourty),-2.360,-2.490
3,7:48,4,18,KAN 8,14,7,"Dustin Colquitt punts 42 yards, returned by Julian Edelman for 13 yards (tackle by Charcandrick West)",-2.490,-3.120
3,7:38,1,10,KAN 37,14,7,Sony Michel up the middle for 2 yards (tackle by Breeland Speaks and Xavier Williams),3.120,2.840
3,7:04,2,8,KAN 35,14,7,Tom Brady pass complete short left to Chris Hogan for 11 yards (tackle by Steven Nelson),2.840,3.970
3,6:28,1,10,KAN 24,14,7,Sony Michel up the middle for 1 yard (tackle by Xavier Williams and Anthony Hitchens),3.970,3.570
3,5:45,2,9,KAN 23,14,7,"Tom Brady pass complete short right to James White for 5 yards (tackle by Jordan Lucas). Penalty on Phillip Dorsett: Offensive Pass Interference, 10 yards (no play)",3.570,2.220
3,5:20,2,19,KAN 33,14,7,Tom Brady pass complete short left to Chris Hogan for 2 yards (tackle by Kendall Fuller),2.220,1.820
3,4:43,3,17,KAN 31,14,7,James White up the middle for 2 yards (tackle by Justin Houston),1.820,1.500
3,4:07,4,15,KAN 29,17,7,Stephen Gostkowski 47 yard field goal good,1.500,3.000
3,4:02,,,NWE 35,17,7,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
3,4:02,1,10,KAN 25,17,7,Patrick Mahomes pass incomplete short right,0.610,0.060
3,3:56,2,10,KAN 25,17,7,Patrick Mahomes up the middle for 9 yards (tackle by Patrick Chung),0.060,0.560
3,3:13,3,1,KAN 34,17,7,Patrick Mahomes up the middle for 2 yards (tackle by Malcom Brown),0.560,1.330
3,2:43,1,10,KAN 36,17,7,Patrick Mahomes pass complete short middle to Damien Williams for 4 yards (tackle by Elandon Roberts),1.330,1.330
3,2:05,2,6,KAN 40,17,7,Damien Williams middle for 3 yards (tackle by Elandon Roberts and Dont'a Hightower),1.330,1.030
3,1:22,3,3,KAN 43,17,7,Patrick Mahomes pass complete short left to Sammy Watkins for 10 yards (tackle by Jonathan Jones),1.030,2.460
3,0:44,1,10,NWE 47,17,7,Patrick Mahomes pass complete short right to Damien Williams for 33 yards (tackle by Devin McCourty),2.460,4.650
3,0:04,1,10,NWE 14,17,7,Patrick Mahomes pass incomplete short right intended for Damien Williams,4.650,4.000
Quarter,Time,Down,ToGo,Location,NWE,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,NWE 14,17,7,"Patrick Mahomes pass incomplete short left intended for Travis Kelce. Penalty on J.C. Jackson: Defensive Pass Interference, 13 yards (no play)",4.000,6.970
4,14:56,1,1,NWE 1,17,13,"Patrick Mahomes pass complete short right to Damien Williams for 1 yard, touchdown",6.970,7.000
4,14:51,,,NWE 15,17,14,Harrison Butker kicks extra point good,0.000,0.000
4,14:51,,,KAN 35,17,14,"Harrison Butker kicks off 58 yards, returned by Cordarrelle Patterson for 17 yards (tackle by Ben Niemann)",0.000,0.540
4,14:43,1,10,NWE 24,17,14,Tom Brady pass complete short middle to Julian Edelman for 19 yards (tackle by Daniel Sorensen),0.540,1.800
4,14:03,1,10,NWE 43,17,14,Sony Michel up the middle for 1 yard (tackle by Anthony Hitchens),1.800,1.390
4,13:27,2,9,NWE 44,17,14,Sony Michel up the middle for 10 yards (tackle by Anthony Hitchens and Daniel Sorensen),1.390,2.520
4,12:49,1,10,KAN 46,17,14,Sony Michel right tackle for 3 yards (tackle by Xavier Williams),2.520,2.380
4,12:11,2,7,KAN 43,17,14,Tom Brady pass complete short left to James Develin for 9 yards (tackle by Reggie Ragland),2.380,3.310
4,11:28,1,10,KAN 34,17,14,Sony Michel up the middle for 3 yards (tackle by Derrick Nnadi and Allen Bailey),3.310,3.180
4,10:45,2,7,KAN 31,17,14,Tom Brady pass complete short right to James White for 5 yards (tackle by Anthony Hitchens and Kendall Fuller),3.180,3.140
4,10:04,3,2,KAN 26,17,14,James White right tackle for 1 yard (tackle by Anthony Hitchens),3.140,1.950
4,9:38,4,1,KAN 25,17,14,Rex Burkhead up the middle for no gain (tackle by Daniel Sorensen),1.950,-0.610
4,9:33,1,10,KAN 25,17,14,Damien Williams middle for 2 yards (tackle by John Simon and Kyle Van Noy),0.610,0.330
4,8:56,2,8,KAN 27,17,14,Patrick Mahomes pass incomplete deep right intended for Damien Williams,0.330,-0.360
4,8:51,3,8,KAN 27,17,14,Patrick Mahomes pass incomplete deep right intended for Tyreek Hill,-0.360,-1.570
4,8:47,4,8,KAN 27,17,14,Dustin Colquitt punts 45 yards downed by Gehrig Dieter,-1.570,-0.810
4,8:39,1,10,NWE 28,17,14,Sony Michel up the middle for 2 yards (tackle by Kendall Fuller and Derrick Nnadi),0.810,0.530
4,8:06,2,8,NWE 30,17,14,Tom Brady pass deep left intended for Julian Edelman is intercepted by Daniel Sorensen at NE-47 and returned for 24 yards,0.530,-4.040
4,7:55,1,10,NWE 23,17,14,Patrick Mahomes pass incomplete short middle intended for Sammy Watkins,4.040,3.500
4,7:52,2,10,NWE 23,17,20,"Patrick Mahomes pass complete short left to Damien Williams for 23 yards, touchdown",3.500,7.000
4,7:45,,,NWE 15,17,21,Harrison Butker kicks extra point good,0.000,0.000
4,7:45,,,KAN 35,17,21,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,7:45,1,10,NWE 25,17,21,Tom Brady pass complete short right to Cordarrelle Patterson for 3 yards (tackle by Anthony Hitchens),0.610,0.470
4,7:10,2,7,NWE 28,17,21,"Tom Brady pass incomplete short right intended for Julian Edelman. Penalty on Chris Jones: Roughing the Passer, 15 yards (no play)",0.470,1.800
4,7:05,1,10,NWE 43,17,21,Sony Michel up the middle for 2 yards (tackle by Allen Bailey and Reggie Ragland),1.800,1.520
4,6:29,2,8,NWE 45,17,21,Tom Brady pass incomplete deep right intended for Rob Gronkowski,1.520,0.830
4,6:25,3,8,NWE 45,17,21,Tom Brady pass complete short right to Chris Hogan for 11 yards (tackle by Steven Nelson),0.830,2.650
4,6:05,1,10,KAN 44,17,21,Rex Burkhead left tackle for 14 yards (tackle by Daniel Sorensen),2.650,3.580
4,5:28,1,10,KAN 30,17,21,Tom Brady pass complete short left to Rob Gronkowski for 11 yards (tackle by Daniel Sorensen),3.580,4.310
4,4:53,1,10,KAN 19,17,21,Rex Burkhead left tackle for 3 yards (tackle by Allen Bailey and Reggie Ragland),4.310,4.180
4,4:10,2,7,KAN 16,17,21,Tom Brady pass complete short left to Rex Burkhead for 6 yards (tackle by Reggie Ragland),4.180,4.690
4,4:05,3,1,KAN 10,17,21,Rex Burkhead left tackle for no gain (tackle by Breeland Speaks and Derrick Nnadi),4.690,2.910
4,3:35,4,1,KAN 10,23,21,"Sony Michel up the middle for 10 yards, touchdown",2.910,7.000
4,3:32,,,KAN 15,24,21,Stephen Gostkowski kicks extra point good,0.000,0.000
4,3:32,,,NWE 35,24,21,"Stephen Gostkowski kicks off 62 yards, (tackle by Obi Melifonwu)",0.000,1.070
4,3:26,1,10,KAN 32,24,21,Patrick Mahomes pass incomplete deep right intended for Sammy Watkins,1.070,0.530
4,3:21,2,10,KAN 32,24,21,"Patrick Mahomes pass complete short middle to Travis Kelce for -4 yards (tackle by Stephon Gilmore). Travis Kelce fumbles (forced by Stephon Gilmore), recovered by Dont'a Hightower at KC-28 (tackle by Andrew Wylie). Penalty on J.C. Jackson: Defensive Holding, 5 yards (no play)",0.530,1.400
4,3:11,1,10,KAN 37,24,21,Patrick Mahomes pass incomplete short left intended for Travis Kelce,1.400,0.860
4,3:07,2,10,KAN 37,24,21,"Patrick Mahomes pass incomplete deep right intended for Sammy Watkins. Penalty on J.C. Jackson: Defensive Pass Interference, 23 yards (no play)",0.860,2.920
4,3:02,1,10,NWE 40,24,21,Patrick Mahomes pass incomplete deep left intended for Tyreek Hill (defended by Jonathan Jones),2.920,2.370
4,2:54,2,10,NWE 40,24,21,Patrick Mahomes pass complete short left to Sammy Watkins for 38 yards (tackle by Devin McCourty),2.370,6.740
4,2:06,1,2,NWE 2,24,27,"Damien Williams middle for 2 yards, touchdown",6.740,7.000
4,2:03,,,NWE 15,24,28,Harrison Butker kicks extra point good,0.000,0.000
4,2:03,,,KAN 35,24,28,"Harrison Butker kicks off 68 yards, returned by Cordarrelle Patterson for 38 yards (tackle by Darrel Williams)",0.000,1.270
4,1:57,1,10,NWE 35,24,28,Tom Brady pass complete deep middle to Julian Edelman for 20 yards (tackle by Kendall Fuller and Jordan Lucas),1.270,2.590
4,1:30,1,10,KAN 45,24,28,Tom Brady pass complete short left to Chris Hogan for 11 yards (tackle by Steven Nelson),2.590,3.310
4,1:08,1,10,KAN 34,24,28,Tom Brady pass incomplete deep middle intended for Phillip Dorsett,3.310,2.770
4,1:05,2,10,KAN 34,24,28,Tom Brady pass incomplete short left intended for Chris Hogan,2.770,2.080
4,1:01,3,10,KAN 34,24,28,"Tom Brady pass short right is intercepted by Charvarius Ward at KC-30 and returned for 6 yards. Charvarius Ward fumbles (forced by Rob Gronkowski). Penalty on Dee Ford: Defensive Offside, 5 yards (no play)",2.080,2.740
4,0:54,3,5,KAN 29,24,28,Tom Brady pass complete deep left to Rob Gronkowski for 25 yards (tackle by Eric Berry),2.740,6.280
4,0:42,,,,,,Timeout #2 by Kansas City Chiefs,,
4,0:42,1,4,KAN 4,30,28,"Rex Burkhead left tackle for 4 yards, touchdown",6.280,7.000
4,0:39,,,KAN 15,31,28,Stephen Gostkowski kicks extra point good,0.000,0.000
4,0:39,,,NWE 35,31,28,"Stephen Gostkowski kicks off 60 yards, (tackle by Brandon King)",0.000,1.000
4,0:32,1,10,KAN 31,31,28,Patrick Mahomes pass complete deep right to Spencer Ware for 21 yards (tackle by Kyle Van Noy),1.000,2.390
4,0:23,,,,,,Timeout #3 by Kansas City Chiefs,,
4,0:23,1,10,NWE 48,31,28,Patrick Mahomes pass complete deep left to Demarcus Robinson for 27 yards (tackle by J.C. Jackson). Penalty on Trey Flowers: Defensive Offside (Declined),2.390,4.170
4,0:16,1,10,NWE 21,31,28,Patrick Mahomes pass incomplete deep right,4.170,3.630
4,0:11,,,,,,Timeout #1 by New England Patriots,,
4,0:11,2,10,NWE 21,31,31,Harrison Butker 39 yard field goal good,3.630,3.000
4,0:08,,,KAN 35,31,31,"Harrison Butker kicks off 48 yards, returned by James Develin for 2 yards",0.000,0.150
4,0:06,1,10,NWE 19,31,31,Tom Brady kneels for -1 yards,0.150,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,NWE,KAN,Detail,EPB,EPA
,,,,,,,"Patriots won the coin toss, Patriots to receive the overtime kickoff.",,
OT,15:00,,,KAN 35,31,31,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
OT,15:00,1,10,NWE 25,31,31,Tom Brady pass complete short left to Chris Hogan for 10 yards (tackle by Kendall Fuller),0.610,1.270
OT,14:24,1,10,NWE 35,31,31,Rex Burkhead up the middle for no gain (tackle by Kendall Fuller),1.270,0.720
OT,13:45,2,10,NWE 35,31,31,Tom Brady pass incomplete short right intended for Julian Edelman,0.720,0.040
OT,13:40,3,10,NWE 35,31,31,Tom Brady pass complete short middle to Julian Edelman for 20 yards (tackle by Daniel Sorensen),0.040,2.590
OT,12:59,1,10,KAN 45,31,31,Tom Brady pass incomplete deep left intended for Phillip Dorsett,2.590,2.040
OT,12:54,2,10,KAN 45,31,31,Tom Brady pass incomplete short left intended for Cordarrelle Patterson,2.040,1.360
OT,12:51,3,10,KAN 45,31,31,Tom Brady pass complete short middle to Julian Edelman for 15 yards (tackle by Charvarius Ward),1.360,3.580
OT,12:10,1,10,KAN 30,31,31,Tom Brady pass incomplete deep right intended for Chris Hogan,3.580,3.030
OT,12:03,2,10,KAN 30,31,31,Tom Brady pass incomplete deep middle intended for Cordarrelle Patterson (defended by Steven Nelson),3.030,2.340
OT,11:57,3,10,KAN 30,31,31,Tom Brady pass complete short left to Rob Gronkowski for 15 yards (tackle by Eric Berry),2.340,4.580
OT,11:18,1,10,KAN 15,31,31,Rex Burkhead up the middle for 10 yards (tackle by Kendall Fuller),4.580,6.060
OT,10:48,1,5,KAN 5,31,31,Rex Burkhead up the middle for 3 yards (tackle by Daniel Sorensen),6.060,5.720
OT,10:10,2,2,KAN 2,37,31,"Rex Burkhead up the middle for 2 yards, touchdown",5.720,6.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
