Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Julian Edelman,NWE,10,7,96,0,6,79,11.3,17,2.4,11.0,0,,0,0.0,1,60.8
Rob Gronkowski,NWE,11,6,79,0,4,53,8.8,26,4.3,9.5,1,6.0,0,0.0,1,39.6
Chris Hogan,NWE,7,5,45,0,4,42,8.4,3,0.6,12.0,0,,1,14.3,0,88.4
Rex Burkhead,NWE,4,4,23,0,0,0,0.0,23,5.8,0.0,0,,0,0.0,0,90.6
James White,NWE,6,4,49,0,3,1,0.3,48,12.0,-0.7,1,4.0,1,16.7,0,91.7
Cordarrelle Patterson,NWE,4,2,18,0,1,-10,-5.0,28,14.0,5.3,2,1.0,1,25.0,0,62.5
James Develin,NWE,1,1,9,0,1,3,3.0,6,6.0,3.0,0,,0,0.0,0,104.2
Phillip Dorsett,NWE,3,1,29,1,1,29,29.0,0,0.0,23.3,0,,0,0.0,0,109.7
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Damien Williams,KAN,8,5,66,2,3,-6,-1.2,72,14.4,6.1,1,5.0,0,0.0,0,128.1
Sammy Watkins,KAN,8,4,114,0,4,74,18.5,40,10.0,16.8,0,,1,12.5,0,95.8
Travis Kelce,KAN,5,3,23,1,1,9,3.0,14,4.7,7.0,0,,1,20.0,0,110.8
Demetrius Harris,KAN,1,1,2,0,,0,0.0,2,2.0,0.0,0,,0,0.0,0,79.2
Tyreek Hill,KAN,3,1,42,0,1,40,40.0,2,2.0,34.3,0,,0,0.0,0,81.9
Demarcus Robinson,KAN,1,1,27,0,1,27,27.0,0,0.0,27.0,0,,0,0.0,0,118.7
Spencer Ware,KAN,1,1,21,0,1,19,19.0,2,2.0,19.0,0,,0,0.0,0,118.7
Chris Conley,KAN,1,0,0,0,,0,,0,,17.0,0,,0,0.0,0,39.6
