Quarter,Time,Down,ToGo,Location,KAN,BUF,Detail,EPB,EPA
1,1:59,,,BUF 35,0,7,"Dan Carpenter kicks off 70 yards, returned by Quintin Demps for 21 yards (tackle by Chris Hogan)",0.000,0.140
1,1:47,1,10,KAN 16,0,7,Alex Smith pass complete short middle to Dwayne Bowe for 12 yards (tackle by Aaron Williams),-0.140,0.810
1,1:04,1,10,KAN 28,0,7,Alex Smith pass complete short middle to Donnie Avery for 5 yards (tackle by Stephon Gilmore),0.810,0.940
1,0:30,2,5,KAN 33,0,7,Jamaal Charles right end for 10 yards (tackle by Jairus Byrd),0.940,1.800
Quarter,Time,Down,ToGo,Location,KAN,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,KAN 43,0,7,Alex Smith pass complete short right to Dwayne Bowe for 10 yards (tackle by Stephon Gilmore),1.800,2.460
2,14:20,1,10,BUF 47,0,7,"Alex Smith pass incomplete deep right intended for Anthony Fasano. Penalty on Jairus Byrd: Unnecessary Roughness, 15 yards (no play)",2.460,3.450
2,14:15,1,10,BUF 32,0,7,"Alex Smith pass complete short left to Chad Hall for -1 yards (tackle by Aaron Williams). Penalty on Rodney Hudson: Offensive Holding, 10 yards (no play)",3.450,2.790
2,13:47,1,20,BUF 42,0,7,Alex Smith pass complete short right to Jamaal Charles for 1 yard (tackle by Kyle Williams and Kiko Alonso),2.790,1.690
2,13:00,2,19,BUF 41,0,7,"Alex Smith sacked by Jerry Hughes for -5 yards. Alex Smith fumbles (forced by Jerry Hughes), recovered by Eric Fisher at BUF-49",1.690,-0.030
2,12:12,3,27,BUF 49,0,7,Alex Smith pass incomplete deep right intended for Dwayne Bowe,-0.030,0.000
2,12:06,4,27,BUF 49,0,7,"Dustin Colquitt punts 49 yards, touchback",0.000,-0.280
2,11:57,1,10,BUF 20,0,7,Jeff Tuel pass incomplete deep middle intended for Scott Chandler is intercepted by Kendrick Lewis at BUF-42 and returned for 1 yard (tackle by Steve Johnson),0.280,-2.850
2,11:49,1,10,BUF 41,0,7,Jamaal Charles left guard for 6 yards (tackle by Nigel Bradham and Manny Lawson),2.850,3.120
2,11:15,2,4,BUF 35,0,7,Alex Smith pass incomplete short right intended for Dexter McCluster,3.120,3.120
2,11:10,2,4,BUF 35,0,7,Timeout #1 by Kansas City Chiefs,3.120,2.410
2,11:10,3,4,BUF 35,0,7,Alex Smith pass complete short left to Dwayne Bowe for 6 yards (tackle by Stephon Gilmore),2.410,3.640
2,10:40,1,10,BUF 29,0,7,Alex Smith pass incomplete short right intended for Dwayne Bowe (defended by Aaron Williams),3.640,3.100
2,10:34,2,10,BUF 29,0,7,Alex Smith pass complete short middle to Donnie Avery for 9 yards (tackle by Jairus Byrd),3.100,3.600
2,9:40,3,1,BUF 20,0,7,Anthony Sherman up the middle for 2 yards (tackle by Marcell Dareus),3.600,4.370
2,9:01,1,10,BUF 18,0,7,Alex Smith pass complete short middle to Dexter McCluster for 7 yards (tackle by Aaron Williams),4.370,5.010
2,8:23,2,3,BUF 11,0,7,Alex Smith pass incomplete short left intended for Dwayne Bowe,5.010,4.260
2,8:18,3,3,BUF 11,0,7,Alex Smith pass complete short left to Dexter McCluster for 2 yards (tackle by Nickell Robey),4.260,2.980
2,7:34,4,1,BUF 9,3,7,Ryan Succop 27 yard field goal good,2.980,3.000
2,7:34,,,KAN 35,3,7,"Ryan Succop kicks off 68 yards, returned by Marquise Goodwin for 24 yards (tackle by James-Michael Johnson)",0.000,-0.340
2,7:25,1,10,BUF 21,3,7,C.J. Spiller right tackle for -1 yards (tackle by Justin Houston),0.340,-0.340
2,6:53,2,11,BUF 20,3,7,Jeff Tuel pass complete short right to Robert Woods for 9 yards (tackle by Marcus Cooper),-0.340,0.170
2,6:18,3,2,BUF 29,3,7,Jeff Tuel pass complete short right to Scott Chandler for 8 yards (tackle by Quintin Demps and Kendrick Lewis),0.170,1.400
2,5:43,1,10,BUF 37,3,7,Tashard Choice up the middle for 3 yards (tackle by Dezman Moses),1.400,1.260
2,5:09,2,7,BUF 40,3,7,C.J. Spiller left guard for 5 yards (tackle by Eric Berry and Tamba Hali),1.260,1.220
2,4:34,3,2,BUF 45,3,7,Jeff Tuel pass complete short middle to Robert Woods for 7 yards (tackle by Derrick Johnson and Sean Smith),1.220,2.390
2,4:34,1,10,KAN 48,3,7,C.J. Spiller right end for 3 yards (tackle by Justin Houston),2.390,2.250
2,3:49,2,7,KAN 45,3,7,C.J. Spiller up the middle for 29 yards (tackle by Kendrick Lewis),2.250,4.510
2,3:22,1,10,KAN 16,3,7,Jeff Tuel pass incomplete deep left intended for Robert Woods,4.510,3.900
2,3:16,2,10,KAN 16,3,7,(tackle by Marcus Cooper),3.900,5.830
2,2:52,1,6,KAN 6,3,7,"Penalty on Eric Wood: False Start, 5 yards (no play)",5.830,4.770
2,2:35,1,11,KAN 11,3,7,Jeff Tuel pass complete short middle to Steve Johnson for 3 yards (tackle by Kendrick Lewis),4.770,4.570
2,2:00,2,8,KAN 8,3,7,Jeff Tuel pass incomplete short right intended for C.J. Spiller,4.570,4.570
2,1:56,2,8,KAN 8,3,7,Timeout #1 by Buffalo Bills,4.570,3.580
2,1:56,3,8,KAN 8,3,7,Jeff Tuel pass incomplete short middle intended for Robert Woods (defended by Marcus Cooper),3.580,2.950
2,1:50,4,8,KAN 8,3,10,Dan Carpenter 26 yard field goal good,2.950,3.000
2,1:50,,,BUF 35,3,10,"Dan Carpenter kicks off 59 yards, returned by Knile Davis for 24 yards (tackle by Da'Norris Searcy)",0.000,-0.940
2,1:40,1,10,KAN 30,3,10,Alex Smith pass complete short right to Dwayne Bowe for 11 yards (tackle by Stephon Gilmore),0.940,1.660
2,1:14,1,10,KAN 41,3,10,Alex Smith pass complete short right to Donnie Avery for 8 yards (tackle by Leodis McKelvin),1.660,1.660
2,1:06,1,10,KAN 41,3,10,Timeout #2 by Kansas City Chiefs,1.660,2.200
2,1:06,2,2,KAN 49,3,10,"Penalty on Branden Albert: False Start, 5 yards (no play)",2.200,1.530
2,1:06,2,7,KAN 44,3,10,Alex Smith pass incomplete deep left intended for Dexter McCluster,1.530,0.830
2,0:59,3,7,KAN 44,3,10,Alex Smith pass complete short left to Jamaal Charles for -4 yards (tackle by Kiko Alonso),0.830,0.830
2,0:47,3,7,KAN 44,3,10,Timeout #2 by Buffalo Bills,0.830,-0.720
2,0:47,4,11,KAN 40,3,10,"Dustin Colquitt punts 55 yards, returned by Leodis McKelvin for 16 yards (tackle by Thomas Gafford)",-0.720,-0.340
2,0:35,1,10,BUF 21,3,10,C.J. Spiller right guard for 2 yards (tackle by Dontari Poe and Mike DeVito),0.340,0.070
Quarter,Time,Down,ToGo,Location,KAN,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,3,10,"Ryan Succop kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,BUF 20,3,10,C.J. Spiller up the middle for 61 yards (tackle by Sean Smith),0.280,4.310
3,14:12,1,10,KAN 19,3,10,Fred Jackson up the middle for 8 yards (tackle by Mike DeVito),4.310,5.140
3,13:42,2,2,KAN 11,3,10,Fred Jackson up the middle for 2 yards (tackle by Tyson Jackson and Mike DeVito),5.140,5.140
3,13:05,1,9,KAN 9,3,10,Fred Jackson up the middle for 8 yards (tackle by Brandon Flowers),5.140,5.910
3,12:30,2,1,KAN 1,3,10,Jeff Tuel pass incomplete short right intended for Scott Chandler. Penalty on Derrick Johnson: Defensive Pass Interference (no play),5.910,6.970
3,12:25,1,1,KAN 1,3,10,Fred Jackson left guard for no gain (tackle by Akeem Jordan),6.970,5.910
3,11:46,2,1,KAN 1,3,10,Fred Jackson up the middle for no gain (tackle by Dontari Poe),5.910,5.170
3,11:14,3,1,KAN 1,9,10,"Jeff Tuel pass incomplete short right intended for T.J. Graham is intercepted by Sean Smith at KAN-0 and returned for 100 yards, touchdown",5.170,-7.000
3,10:58,,,BUF 2,10,10,Ryan Succop kicks extra point good,0.000,0.000
3,10:58,,,KAN 35,10,10,"Ryan Succop kicks off 67 yards, touchback",0.000,-0.280
3,10:58,1,10,BUF 20,10,10,C.J. Spiller up the middle for 9 yards (tackle by Eric Berry and Justin Houston),0.280,0.950
3,10:20,2,1,BUF 29,10,10,Tashard Choice up the middle for 2 yards (tackle by Dontari Poe and Mike DeVito),0.950,1.000
3,9:47,1,10,BUF 31,10,10,Fred Jackson right guard for 7 yards (tackle by Akeem Jordan),1.000,1.410
3,9:17,2,3,BUF 38,10,10,Fred Jackson up the middle for 3 yards (tackle by Akeem Jordan),1.410,1.660
3,8:42,1,10,BUF 41,10,10,Fred Jackson left guard for 15 yards (tackle by Eric Berry),1.660,2.650
3,8:18,1,10,KAN 44,10,10,C.J. Spiller up the middle for no gain (tackle by Anthony Toribio),2.650,2.110
3,7:35,2,10,KAN 44,10,10,Jeff Tuel pass incomplete short left intended for Robert Woods (defended by Sean Smith),2.110,1.420
3,7:32,3,10,KAN 44,10,10,Tashard Choice right guard for 8 yards (tackle by Dontari Poe and Husain Abdullah),1.420,0.890
3,6:48,4,2,KAN 36,10,10,Jeff Tuel pass incomplete deep left intended for T.J. Graham,0.890,-1.330
3,6:43,1,10,KAN 36,10,10,Dexter McCluster right tackle for -4 yards (tackle by Alan Branch),1.330,0.250
3,6:03,2,14,KAN 32,10,10,"Alex Smith pass incomplete short right intended for Dwayne Bowe. Penalty on Stephon Gilmore: Defensive Pass Interference, 9 yards (no play)",0.250,1.660
3,6:00,1,10,KAN 41,10,10,Alex Smith pass complete short middle to Anthony Fasano for 20 yards (tackle by Arthur Moats),1.660,2.980
3,5:25,1,10,BUF 39,10,10,Jamaal Charles up the middle for 12 yards (tackle by Leodis McKelvin),2.980,3.780
3,4:50,1,10,BUF 27,10,10,Jamaal Charles up the middle for 5 yards (tackle by Marcell Dareus and Alan Branch),3.780,3.910
3,4:12,2,5,BUF 22,10,10,Alex Smith pass incomplete short right intended for Donnie Avery,3.910,3.200
3,4:05,3,5,BUF 22,10,10,Alex Smith pass incomplete short right intended for Jamaal Charles,3.200,2.040
3,4:02,4,5,BUF 22,13,10,Ryan Succop 41 yard field goal good,2.040,3.000
3,4:02,,,KAN 35,13,10,"Ryan Succop kicks off 70 yards, touchback",0.000,-0.280
3,3:57,1,10,BUF 20,13,10,Fred Jackson left tackle for 3 yards (tackle by Dontari Poe),0.280,0.140
3,3:29,2,7,BUF 23,13,10,Jeff Tuel pass incomplete short left intended for Fred Jackson,0.140,-0.560
3,3:26,3,7,BUF 23,13,10,"Jeff Tuel pass incomplete short left intended for Marquise Goodwin. Penalty on Brandon Flowers: Roughing the Passer, 15 yards (no play)",-0.560,1.470
3,3:21,1,10,BUF 38,13,10,C.J. Spiller up the middle for no gain (tackle by Kendrick Lewis and Derrick Johnson),1.470,0.920
3,2:54,2,10,BUF 38,13,10,Jeff Tuel pass complete short left to Scott Chandler for 10 yards (tackle by Kendrick Lewis),0.920,2.130
3,2:36,1,10,BUF 48,13,10,Jeff Tuel pass incomplete deep right intended for Robert Woods,2.130,1.580
3,2:31,2,10,BUF 48,13,10,Jeff Tuel pass complete short left to C.J. Spiller for 27 yards (tackle by Kendrick Lewis),1.580,3.910
3,2:08,1,10,KAN 25,13,10,Fred Jackson left tackle for -1 yards (tackle by Derrick Johnson),3.910,3.230
3,1:40,2,11,KAN 26,13,10,Fred Jackson left tackle for 13 yards (tackle by Kendrick Lewis and Eric Berry),3.230,4.710
3,1:05,1,10,KAN 13,13,10,Jeff Tuel up the middle for 1 yard (tackle by Tamba Hali),4.710,4.220
3,0:32,2,9,KAN 12,13,10,Jeff Tuel pass incomplete short left intended for Tashard Choice,4.220,3.280
3,0:27,3,9,KAN 12,13,10,Jeff Tuel pass incomplete short right intended for Scott Chandler,3.280,2.630
3,0:23,4,9,KAN 12,13,13,Dan Carpenter 30 yard field goal good,2.630,3.000
3,0:23,,,BUF 35,13,13,"Dan Carpenter kicks off 64 yards, returned by Quintin Demps for 26 yards (tackle by Jim Leonhard)",0.000,-0.740
3,0:14,1,10,KAN 27,13,13,Alex Smith pass complete short left to Jamaal Charles for -2 yards (tackle by Manny Lawson),0.740,-0.070
Quarter,Time,Down,ToGo,Location,KAN,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,KAN 25,13,13,Alex Smith left end for 8 yards (tackle by Marcell Dareus),-0.070,0.300
4,14:27,3,4,KAN 33,13,13,Alex Smith pass incomplete short middle intended for Dwayne Bowe (defended by Stephon Gilmore),0.300,-1.180
4,14:22,4,4,KAN 33,13,13,"Dustin Colquitt punts 59 yards, returned by Leodis McKelvin for 5 yards (tackle by Dezman Moses)",-1.180,0.320
4,14:10,1,10,BUF 13,13,13,C.J. Spiller left guard for -2 yards (tackle by Mike DeVito and Tamba Hali),-0.320,-0.930
4,13:35,2,12,BUF 11,13,13,Jeff Tuel up the middle for 2 yards (tackle by Tyson Jackson),-0.930,-1.420
4,12:55,3,10,BUF 13,19,13,"Jeff Tuel pass complete short middle to T.J. Graham for -2 yards (tackle by Marcus Cooper). T.J. Graham fumbles (forced by Marcus Cooper), recovered by Tamba Hali at BUF-11 and returned for 11 yards, touchdown",-1.420,-7.000
4,12:47,,,BUF 2,20,13,Ryan Succop kicks extra point good,0.000,0.000
4,12:47,,,KAN 35,20,13,"Ryan Succop kicks off 73 yards, touchback",0.000,-0.280
4,12:47,1,10,BUF 20,20,13,"Jeff Tuel up the middle for 4 yards (tackle by Akeem Jordan). Penalty on Erik Pears: Offensive Holding, 10 yards (no play)",0.280,-0.760
4,12:29,1,20,BUF 10,20,13,Jeff Tuel pass complete short left to Scott Chandler for 8 yards (tackle by Kendrick Lewis),-0.760,-0.630
4,12:13,2,12,BUF 18,20,13,Jeff Tuel pass complete short left to C.J. Spiller for 12 yards (tackle by Akeem Jordan),-0.630,0.940
4,11:56,1,10,BUF 30,20,13,Jeff Tuel pass complete short right to Steve Johnson for 5 yards (tackle by Derrick Johnson),0.940,1.070
4,11:22,2,5,BUF 35,20,13,Jeff Tuel pass complete short right to Marquise Goodwin for 5 yards (tackle by Derrick Johnson),1.070,1.600
4,10:57,1,10,BUF 40,20,13,Jeff Tuel pass incomplete deep right intended for Marquise Goodwin (defended by Marcus Cooper),1.600,1.050
4,10:50,2,10,BUF 40,20,13,Jeff Tuel pass incomplete short left intended for Marcus Easley,1.050,0.370
4,10:44,3,10,BUF 40,20,13,Jeff Tuel pass incomplete short middle intended for Scott Chandler,0.370,-0.720
4,10:40,4,10,BUF 40,20,13,"Brian Moorman punts 32 yards, out of bounds",-0.720,-0.810
4,10:32,1,10,KAN 28,20,13,Jamaal Charles up the middle for 9 yards (tackle by Aaron Williams),0.810,1.480
4,9:55,2,1,KAN 37,20,13,Jamaal Charles left guard for 12 yards (tackle by Stephon Gilmore and Kiko Alonso),1.480,2.190
4,9:13,1,10,KAN 49,20,13,Jamaal Charles up the middle for 1 yard (tackle by Marcell Dareus and Kiko Alonso),2.190,1.780
4,8:31,2,9,,20,13,Jamaal Charles right tackle for 3 yards (tackle by Manny Lawson),1.780,1.490
4,7:46,3,6,BUF 47,20,13,Alex Smith pass incomplete short right intended for Dwayne Bowe,1.490,0.130
4,7:40,4,6,BUF 47,20,13,Dustin Colquitt punts 44 yards,0.130,0.380
4,7:30,1,10,BUF 3,20,13,"Penalty on Scott Chandler: False Start, 1 yards (no play)",-0.380,-0.420
4,7:30,1,11,BUF 2,20,13,Frank Summers up the middle for 4 yards (tackle by Tyson Jackson),-0.420,-0.560
4,6:58,2,7,BUF 6,20,13,Jeff Tuel pass incomplete deep middle intended for Marquise Goodwin,-0.560,-1.070
,,,,,,,"BUF challenged the incomplete pass ruling, and the play was upheld.",,
4,6:43,3,7,BUF 6,20,13,Jeff Tuel pass incomplete short right intended for Scott Chandler,-1.070,-2.490
4,6:38,4,7,BUF 6,20,13,"Brian Moorman punts 47 yards, returned by Dexter McCluster for no gain",-2.490,-2.060
4,6:29,1,10,KAN 47,20,13,Jamaal Charles right end for 3 yards (tackle by Aaron Williams),2.060,1.920
4,5:51,2,7,,20,13,Alex Smith pass complete short right to Dwayne Bowe for 10 yards (tackle by Da'Norris Searcy),1.920,2.920
4,5:10,1,10,BUF 40,20,13,Jamaal Charles up the middle for 10 yards (tackle by Aaron Williams),2.920,3.580
4,4:26,1,10,BUF 30,20,13,Jamaal Charles up the middle for 5 yards (tackle by Nigel Bradham),3.580,3.710
4,3:42,2,5,BUF 25,20,13,Jamaal Charles left guard for 3 yards (tackle by Aaron Williams and Kiko Alonso),3.710,3.400
4,2:59,3,2,BUF 22,20,13,Jamaal Charles up the middle for 1 yard (tackle by Mario Williams),3.400,2.210
4,2:18,4,1,BUF 21,23,13,Ryan Succop 39 yard field goal good,2.210,3.000
4,2:18,,,KAN 35,23,13,"Ryan Succop kicks off 73 yards, touchback",0.000,-0.280
4,2:13,1,10,BUF 20,23,13,Jeff Tuel pass complete short left to Steve Johnson for 12 yards (tackle by Brandon Flowers),0.280,1.070
4,2:00,1,10,BUF 32,23,13,Jeff Tuel left end for 14 yards (tackle by Dontari Poe),1.070,1.990
4,1:54,1,10,BUF 46,23,13,Jeff Tuel pass complete short right to Steve Johnson for 13 yards (tackle by Brandon Flowers),1.990,2.850
4,1:47,1,10,KAN 41,23,13,Jeff Tuel pass incomplete short right intended for Steve Johnson (defended by Brandon Flowers),2.850,2.310
4,1:42,2,10,KAN 41,23,13,Jeff Tuel pass incomplete short right intended for Scott Chandler,2.310,1.620
4,1:38,3,10,KAN 41,23,13,Fred Jackson up the middle for 6 yards (tackle by Justin Houston),1.620,1.620
4,1:32,3,10,KAN 41,23,13,Timeout #2 by Buffalo Bills,1.620,0.980
4,1:32,4,4,KAN 35,23,13,Jeff Tuel pass incomplete short right intended for Steve Johnson,0.980,-1.270
4,1:27,1,10,KAN 35,23,13,Alex Smith kneels for -1 yards,1.270,0.590
4,0:45,2,11,KAN 34,23,13,Alex Smith kneels for 1 yard,0.590,0.040
4,0:25,3,10,KAN 35,23,13,Alex Smith kneels for -1 yards,0.040,-1.110
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
