Quarter,Time,Tm,Detail,NWE,BUF
1.0,9:58,Bills,Travis Henry 1 yard rush (Rian Lindell kick),0,7
2.0,13:22,Bills,Dave Moore 7 yard pass from Drew Bledsoe (Rian Lindell kick),0,14
,10:14,Bills,Sam Adams 37 yard interception return (Rian Lindell kick),0,21
4.0,13:21,Bills,Travis Henry 9 yard rush (Rian Lindell kick),0,28
,4:16,Bills,Rian Lindell 44 yard field goal,0,31
