Quarter,Time,Tm,Detail,MIN,GNB
1.0,7:18,Packers,Ryan Grant 30 yard rush (Mason Crosby kick),0,7
2.0,6:30,Packers,Mason Crosby 39 yard field goal,0,10
,0:00,Packers,Mason Crosby 24 yard field goal,0,13
3.0,9:29,Packers,Donald Lee 1 yard pass from Brett Favre (Mason Crosby kick),0,20
,2:24,Packers,Ruvell Martin 8 yard pass from Brett Favre (Mason Crosby kick),0,27
4.0,5:38,Packers,Ruvell Martin 17 yard pass from Brett Favre (Mason Crosby kick),0,34
