Quarter,Time,Down,ToGo,Location,WAS,TAM,Detail,EPB,EPA
1,7:29,2,6,WAS 6,0,7,Bruce Gradkowski pass incomplete short middle intended for Earnest Graham,4.950,4.040
1,7:22,3,6,WAS 6,0,7,Bruce Gradkowski sacked by Andre Carter for -6 yards,4.040,2.630
1,6:50,4,12,WAS 12,0,7,"Penalty on Arron Sears: False Start, 5 yards (no play)",2.630,2.310
1,6:41,4,17,WAS 17,0,10,Matt Bryant 35 yard field goal good,2.310,3.000
1,,,,TAM 30,0,10,"Matt Bryant kicks off 74 yards, returned by Rock Cartwright for 25 yards (tackle by Byron Storer)",0.000,0.340
1,6:20,1,10,WAS 21,0,10,Clinton Portis right tackle for 2 yards (tackle by Gaines Adams),0.340,0.070
1,5:44,2,8,WAS 23,0,10,Jason Campbell pass complete deep middle to Chris Cooley for 24 yards (tackle by Tanard Jackson),0.070,2.060
1,5:02,1,10,WAS 47,0,10,Antwaan Randle El right end for 1 yard (tackle by Barrett Ruud and Derrick Brooks),2.060,1.650
1,4:22,2,9,WAS 48,0,10,Clinton Portis left end for no gain (tackle by Ronde Barber and Barrett Ruud),1.650,0.960
1,3:37,3,9,WAS 48,0,10,Jason Campbell pass incomplete short left intended for Antwaan Randle El,0.960,-0.190
1,3:30,4,9,WAS 48,0,10,"Derrick Frost punts 37 yards, muffed catch by Ike Hilliard, recovered by Will Allen and returned for no gain",-0.190,0.220
1,3:19,1,10,TAM 15,0,10,Earnest Graham up the middle for 8 yards (tackle by Reed Doughty and Shawn Springs),-0.220,0.480
1,2:42,2,2,TAM 23,0,10,Earnest Graham up the middle for 3 yards (tackle by Kedric Golston and Reed Doughty),0.480,0.670
1,2:04,1,10,TAM 26,0,10,Bruce Gradkowski pass complete deep right to Alex Smith for 20 yards (tackle by LaRon Landry),0.670,1.990
1,1:23,1,10,TAM 46,0,10,Earnest Graham up the middle for 6 yards (tackle by London Fletcher and Marcus Washington),1.990,2.260
1,0:47,2,4,WAS 48,0,10,"Bruce Gradkowski pass incomplete. Penalty on Bruce Gradkowski: Intentional Grounding, 10 yards",2.260,0.230
1,0:40,3,14,TAM 42,0,10,Bruce Gradkowski pass complete short middle to Alex Smith for 12 yards (tackle by Leigh Torrence),0.230,0.200
1,0:00,4,2,WAS 46,0,10,"Josh Bidwell punts 46 yards, touchback",0.200,-0.280
Quarter,Time,Down,ToGo,Location,WAS,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,WAS 20,0,10,Jason Campbell pass incomplete short right intended for Clinton Portis,0.280,-0.270
2,14:53,2,10,WAS 20,0,10,Jason Campbell pass incomplete short left intended for Clinton Portis,-0.270,-0.960
2,14:47,3,10,WAS 20,0,10,"Jason Campbell sacked by Stylez G. White for -7 yards. Jason Campbell fumbles (forced by Stylez G. White), recovered by Kevin Carter at WAS-18 (tackle by Chris Samuels)",-0.960,-4.370
,,,,,,,"WAS challenged the ruling, and the play was upheld.",,
2,14:40,1,10,WAS 18,0,10,Earnest Graham right end for no gain (tackle by Kedric Golston),4.370,3.800
2,13:57,2,10,WAS 18,0,10,Bruce Gradkowski pass complete short middle to Alex Smith for 9 yards (tackle by London Fletcher),3.800,4.740
2,13:18,3,1,WAS 9,0,10,Earnest Graham right guard for no gain (tackle by Anthony Montgomery and Phillip Daniels),4.740,2.980
2,12:33,4,1,WAS 9,0,13,Matt Bryant 27 yard field goal good,2.980,3.000
2,,,,TAM 30,0,13,"Matt Bryant kicks off 70 yards, touchback",0.000,0.280
2,12:28,1,10,WAS 20,0,13,Clinton Portis left tackle for 5 yards (tackle by Gaines Adams),0.280,0.410
2,11:49,2,5,WAS 25,0,13,Jason Campbell pass incomplete short right intended for Chris Cooley,0.410,-0.300
2,11:44,3,5,WAS 25,0,13,Jason Campbell pass complete short right to Santana Moss for 5 yards (tackle by Brian Kelly),-0.300,0.940
2,11:20,1,10,WAS 30,0,13,"Clinton Portis right tackle for no gain (tackle by Jermaine Phillips). Clinton Portis fumbles (forced by Jermaine Phillips), recovered by Stylez G. White at WAS-32 (tackle by Casey Rabach)",0.940,-3.450
2,11:11,1,10,WAS 32,0,13,Bruce Gradkowski pass incomplete short right intended for Alex Smith,3.450,2.900
2,11:05,2,10,WAS 32,0,13,Earnest Graham right guard for 2 yards (tackle by Anthony Montgomery),2.900,2.480
2,10:25,3,8,WAS 30,0,13,Bruce Gradkowski pass incomplete short middle intended for Earnest Graham,2.480,1.410
2,10:18,4,8,WAS 30,0,16,Matt Bryant 48 yard field goal good,1.410,3.000
2,,,,TAM 30,0,16,"Matt Bryant kicks off 44 yards, returned by John Eubanks for 14 yards (tackle by Quincy Black)",0.000,1.600
2,10:06,1,10,WAS 40,0,16,Clinton Portis right end for 3 yards (tackle by Barrett Ruud and Ryan Sims),1.600,1.460
2,9:35,2,7,WAS 43,0,16,Jason Campbell pass complete short left to Chris Cooley for 6 yards (tackle by Phillip Buchanon),1.460,1.550
2,8:57,3,1,WAS 49,0,16,Jason Campbell up the middle for 2 yards (tackle by Ryan Sims),1.550,2.320
2,8:25,1,10,TAM 49,0,16,Clinton Portis right tackle for 4 yards (tackle by Chris Hovan),2.320,2.320
2,7:59,2,6,TAM 45,0,16,"Jason Campbell pass complete short right to Clinton Portis for 4 yards (tackle by Jermaine Phillips). Penalty on Casey Rabach: Offensive Holding, 10 yards",2.320,1.510
2,7:38,2,12,WAS 49,0,16,Jason Campbell pass complete short left to Reche Caldwell for 6 yards (tackle by Phillip Buchanon),1.510,1.620
2,7:01,3,6,TAM 45,0,16,Jason Campbell pass complete short left to Chris Cooley for 20 yards (tackle by Derrick Brooks),1.620,3.910
2,6:39,1,10,TAM 25,0,16,Jason Campbell pass incomplete short right intended for Santana Moss,3.910,3.360
2,6:32,2,10,TAM 25,0,16,Jason Campbell pass incomplete short right intended for Keenan McCardell,3.360,2.680
2,6:26,3,10,TAM 25,0,16,Jason Campbell pass incomplete short right intended for Reche Caldwell,2.680,1.800
2,6:16,4,10,TAM 25,3,16,Shaun Suisham 43 yard field goal good,1.800,3.000
2,,,,WAS 30,3,16,"Shaun Suisham kicks off 74 yards, returned by Micheal Spurlock for 24 yards (tackle by Rock Cartwright)",0.000,0.280
2,6:04,1,10,TAM 20,3,16,Earnest Graham right guard for -1 yards (tackle by Phillip Daniels and Cornelius Griffin),0.280,-0.460
2,5:26,2,11,TAM 19,3,16,Bruce Gradkowski pass complete short middle to Ike Hilliard for 13 yards (tackle by Shawn Springs),-0.460,1.070
2,4:49,1,10,TAM 32,3,16,Bruce Gradkowski pass complete short middle to Earnest Graham for 6 yards (tackle by Rocky McIntosh),1.070,1.340
2,4:25,2,4,TAM 38,3,16,Earnest Graham right guard for 3 yards (tackle by London Fletcher),1.340,1.030
2,3:52,3,1,TAM 41,3,16,Bruce Gradkowski right end for 13 yards (tackle by Reed Doughty),1.030,2.520
2,3:23,1,10,WAS 46,3,16,Bruce Gradkowski pass incomplete deep right intended for Joey Galloway (defended by Shawn Springs),2.520,1.980
2,3:16,2,10,WAS 46,3,16,Earnest Graham up the middle for 3 yards (tackle by London Fletcher and Reed Doughty),1.980,1.680
2,2:30,3,7,WAS 43,3,16,Bruce Gradkowski pass incomplete deep right intended for Joey Galloway,1.680,0.400
2,2:24,4,7,WAS 43,3,16,"Josh Bidwell punts 32 yards, fair catch by Keenan McCardell",0.400,0.370
2,2:15,1,10,WAS 11,3,16,Clinton Portis right tackle for 3 yards (tackle by Gaines Adams),-0.370,-0.530
2,2:00,2,7,WAS 14,3,16,Jason Campbell pass incomplete short left intended for Clinton Portis,-0.530,-1.070
2,1:54,3,7,WAS 14,3,16,Jason Campbell pass complete short left to Keenan McCardell for 5 yards (tackle by Derrick Brooks),-1.070,-2.140
2,1:44,,,,3,16,Timeout #2 by Tampa Bay Buccaneers,0.000,-2.140
2,1:44,4,2,WAS 19,3,16,"Derrick Frost punts 40 yards, returned by Phillip Buchanon for 9 yards (tackle by Khary Campbell)",-2.140,-2.260
2,1:33,1,10,,3,16,Bruce Gradkowski pass complete short middle to Ike Hilliard for 9 yards (tackle by Reed Doughty),2.260,2.930
2,1:11,2,1,WAS 41,3,16,Bruce Gradkowski pass complete short right to Joey Galloway for 12 yards (tackle by Leigh Torrence),2.930,3.640
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:42,1,10,WAS 29,3,16,Bruce Gradkowski sacked by Chris Wilson for -8 yards,3.640,2.020
2,0:35,,,,3,16,Timeout #3 by Tampa Bay Buccaneers,0.000,2.020
2,0:35,2,18,WAS 37,3,16,Bruce Gradkowski pass complete short middle to Ike Hilliard for 16 yards (tackle by LaRon Landry),2.020,3.470
2,0:04,3,2,WAS 21,3,16,Bruce Gradkowski spiked the ball,3.470,2.180
2,0:04,4,2,WAS 21,3,19,Matt Bryant 39 yard field goal good,2.180,3.000
Quarter,Time,Down,ToGo,Location,WAS,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,3,19,"Matt Bryant kicks off 63 yards, returned by Rock Cartwright for 20 yards (tackle by Byron Storer)",0.000,0.740
3,14:54,1,10,WAS 27,3,19,Clinton Portis left guard for 9 yards (tackle by Cato June),0.740,1.410
3,14:26,2,1,WAS 36,3,19,Jason Campbell pass complete short right to Reche Caldwell for 13 yards (tackle by Phillip Buchanon),1.410,2.190
3,13:46,1,10,WAS 49,3,19,Jason Campbell pass incomplete short right intended for Chris Cooley (defended by Tanard Jackson),2.190,1.650
3,13:38,2,10,WAS 49,3,19,Clinton Portis right tackle for 1 yard (tackle by Barrett Ruud),1.650,1.090
3,12:57,3,9,,3,19,Jason Campbell pass complete short middle to Chris Cooley for 8 yards (tackle by Derrick Brooks),1.090,0.460
3,12:09,4,1,TAM 42,3,19,Clinton Portis up the middle for 2 yards (tackle by Kevin Carter and Jovan Haye),0.460,2.920
3,11:34,1,10,TAM 40,3,19,Ladell Betts right guard for 1 yard (tackle by Stylez G. White and Jovan Haye),2.920,2.510
3,10:55,2,9,TAM 39,3,19,Jason Campbell pass incomplete deep right intended for Santana Moss,2.510,1.820
3,10:47,,,,3,19,Timeout #1 by Washington Redskins,0.000,1.820
3,10:47,3,9,TAM 39,9,19,"Jason Campbell pass complete deep left to Chris Cooley for 39 yards, touchdown",1.820,7.000
3,,,,TAM 2,10,19,"Shaun Suisham kicks extra point good. Penalty on TAM: Defensive 12 On-field, 5 yards",0.000,0.000
3,,,,WAS 35,10,19,"Shaun Suisham kicks off 65 yards, touchback",0.000,0.280
3,10:38,1,10,TAM 20,10,19,Earnest Graham up the middle for 9 yards (tackle by LaRon Landry),0.280,0.950
3,10:03,2,1,TAM 29,10,19,Earnest Graham up the middle for -1 yards (tackle by Anthony Montgomery and Phillip Daniels),0.950,0.100
3,9:24,3,2,TAM 28,10,19,Bruce Gradkowski pass incomplete short middle intended for Anthony Becht,0.100,-1.500
3,9:18,4,2,TAM 28,10,19,"Josh Bidwell punts 51 yards, returned by Keenan McCardell for 9 yards (tackle by Patrick Chukwurah)",-1.500,-0.940
3,9:05,1,10,WAS 30,10,19,Clinton Portis left guard for 1 yard (tackle by Chris Hovan and Barrett Ruud),0.940,0.530
3,8:31,2,9,WAS 31,10,19,Jason Campbell pass incomplete short left intended for Chris Cooley (defended by Ronde Barber),0.530,-0.160
3,8:23,3,9,WAS 31,10,19,Jason Campbell pass complete short right to Keenan McCardell for 13 yards (tackle by Tanard Jackson),-0.160,1.860
3,7:45,1,10,WAS 44,10,19,Jason Campbell pass incomplete deep right intended for Santana Moss (defended by Phillip Buchanon),1.860,1.320
3,7:35,2,10,WAS 44,10,19,Ladell Betts up the middle for 2 yards (tackle by Jovan Haye and Ronde Barber),1.320,0.890
3,6:52,3,8,WAS 46,10,19,Jason Campbell pass complete short middle to Keenan McCardell for 16 yards (tackle by Jermaine Phillips). Penalty on Stylez G. White: Defensive Offside (Declined),0.890,3.050
3,6:28,1,10,TAM 38,10,19,Clinton Portis right end for 11 yards (tackle by Barrett Ruud),3.050,3.780
3,5:45,1,10,TAM 27,10,19,Jason Campbell pass complete short right to Santana Moss for 8 yards (tackle by Phillip Buchanon),3.780,4.350
3,5:09,2,2,TAM 19,10,19,"Ladell Betts left end for -1 yards (tackle by Derrick Brooks and Barrett Ruud). Penalty on WAS: Illegal Formation, 5 yards (no play)",4.350,3.640
3,4:39,2,7,TAM 24,10,19,Jason Campbell pass complete short right to Keenan McCardell for 11 yards (tackle by Ronde Barber),3.640,4.710
3,4:13,1,10,TAM 13,10,19,Clinton Portis up the middle for 2 yards (tackle by Derrick Brooks and Barrett Ruud),4.710,4.390
3,3:28,2,8,TAM 11,10,19,Jason Campbell pass complete short middle to Clinton Portis for 6 yards (tackle by Derrick Brooks),4.390,4.780
3,2:43,3,2,TAM 5,10,19,Jason Campbell pass complete short left to Reche Caldwell for 1 yard (tackle by Jermaine Phillips),4.780,3.040
3,2:10,4,1,TAM 4,10,19,Clinton Portis up the middle for no gain (tackle by Derrick Brooks),3.040,0.380
3,2:05,1,10,TAM 4,10,19,Earnest Graham up the middle for 1 yard (tackle by Cornelius Griffin and Phillip Daniels),-0.380,-0.710
3,1:29,2,9,TAM 5,10,19,Bruce Gradkowski pass incomplete deep right intended for Joey Galloway,-0.710,-1.300
3,1:22,3,9,TAM 5,10,19,Bruce Gradkowski pass incomplete short right intended for Michael Clayton,-1.300,-2.490
3,1:16,4,9,TAM 5,10,19,"Josh Bidwell punts 56 yards, returned by Keenan McCardell for 5 yards (tackle by Maurice Stovall)",-2.490,-1.860
3,1:04,1,10,WAS 44,10,19,Jason Campbell pass incomplete short left intended for Ladell Betts,1.860,1.320
3,0:58,2,10,WAS 44,10,19,Jason Campbell pass incomplete short left intended for Chris Cooley (defended by Phillip Buchanon),1.320,0.630
3,0:50,3,10,WAS 44,10,19,Jason Campbell pass complete short middle to Clinton Portis for 9 yards (tackle by Derrick Brooks),0.630,0.130
3,0:11,4,1,TAM 47,10,19,Clinton Portis left tackle for 8 yards (tackle by Tanard Jackson),0.130,2.980
Quarter,Time,Down,ToGo,Location,WAS,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TAM 39,10,19,Ladell Betts left end for 11 yards (tackle by Cato June),2.980,3.710
4,14:29,1,10,TAM 28,10,19,Ladell Betts up the middle for -1 yards (tackle by Patrick Chukwurah and Derrick Brooks),3.710,3.030
4,13:51,2,11,TAM 29,10,19,Ladell Betts right end for 3 yards (tackle by Derrick Brooks),3.030,2.740
4,13:05,3,8,TAM 26,10,19,Jason Campbell pass complete short left to Reche Caldwell for 10 yards (tackle by Phillip Buchanon). Penalty on Phillip Buchanon: Defensive Pass Interference (Declined),2.740,4.510
4,12:33,1,10,TAM 16,10,19,Jason Campbell pass incomplete short right intended for Santana Moss,4.510,3.900
4,12:26,2,10,TAM 16,10,19,Clinton Portis left end for 3 yards (tackle by Phillip Buchanon),3.900,3.540
4,11:51,3,7,TAM 13,10,19,Jason Campbell sacked by Kevin Carter for -7 yards,3.540,2.120
4,11:24,4,14,TAM 20,13,19,Shaun Suisham 38 yard field goal good,2.120,3.000
4,,,,WAS 30,13,19,"Shaun Suisham kicks off 59 yards, returned by Michael Clayton for 20 yards (tackle by Pierson Prioleau)",0.000,1.000
4,11:13,1,10,TAM 31,13,19,Jeff Garcia pass complete short right to Earnest Graham for 3 yards (tackle by Shawn Springs),1.000,0.870
4,10:48,2,7,TAM 34,13,19,Jeff Garcia sacked by Marcus Washington for -8 yards,0.870,-0.890
4,10:15,3,15,TAM 26,13,19,Jeff Garcia pass complete short right to Ike Hilliard for 6 yards (tackle by Leigh Torrence). Penalty on Jeremy Trueblood: Illegal Formation (Declined),-0.890,-1.240
4,9:45,4,9,TAM 32,13,19,"Josh Bidwell punts 61 yards, returned by Keenan McCardell for 2 yards (tackle by Maurice Stovall)",-1.240,0.380
4,9:31,1,10,WAS 9,13,19,Clinton Portis right tackle for 4 yards (tackle by Chris Hovan),-0.380,-0.480
4,8:52,2,6,WAS 13,13,19,Clinton Portis up the middle for 4 yards (tackle by Jermaine Phillips),-0.480,-0.480
4,8:09,3,2,WAS 17,13,19,Jason Campbell pass complete short left to Keenan McCardell for 7 yards,-0.480,0.540
4,7:35,1,10,WAS 24,13,19,Jason Campbell pass complete short left to Chris Cooley for -1 yards (tackle by Stylez G. White),0.540,-0.140
4,6:52,2,11,WAS 23,13,19,Ladell Betts right guard for 16 yards (tackle by Tanard Jackson),-0.140,1.530
4,6:14,1,10,WAS 39,13,19,Ladell Betts up the middle for 6 yards (tackle by Barrett Ruud),1.530,1.800
4,5:32,2,4,WAS 45,13,19,Jason Campbell pass complete short left to Santana Moss for 5 yards (tackle by Tanard Jackson),1.800,2.260
4,4:49,1,10,,13,19,Jason Campbell pass complete short middle to Reche Caldwell for 13 yards (tackle by Ronde Barber),2.260,3.120
4,4:15,1,10,TAM 37,13,19,Clinton Portis up the middle for 5 yards (tackle by Jovan Haye and Ryan Sims),3.120,3.250
4,3:48,2,5,TAM 32,13,19,Jason Campbell pass incomplete short right intended for Santana Moss is intercepted by Ronde Barber at TAM-28 and returned for 3 yards (tackle by Santana Moss),3.250,-1.000
4,3:40,1,10,TAM 31,13,19,Earnest Graham right end for 4 yards (tackle by Anthony Montgomery),1.000,1.000
4,3:33,,,,13,19,Timeout #2 by Washington Redskins,0.000,1.000
4,3:33,2,6,TAM 35,13,19,Earnest Graham left guard for 2 yards (tackle by Anthony Montgomery),1.000,0.560
4,3:27,,,,13,19,Timeout #3 by Washington Redskins,0.000,0.560
4,3:27,3,4,TAM 37,13,19,Jeff Garcia pass incomplete deep middle intended for Joey Galloway,0.560,-0.910
4,3:20,4,4,TAM 37,13,19,"Josh Bidwell punts 52 yards, returned by Keenan McCardell for 3 yards (tackle by Micheal Spurlock). Penalty on Vernon Fox: Illegal Block Above the Waist, 7 yards",-0.910,0.380
4,3:05,1,10,WAS 7,13,19,Jason Campbell pass complete short right to Santana Moss for 12 yards (tackle by Tanard Jackson),-0.380,0.150
4,2:40,1,10,WAS 19,13,19,Jason Campbell for 2 yards,0.150,-0.060
4,2:31,2,8,WAS 21,13,19,Jason Campbell pass complete short middle to Ladell Betts for 7 yards (tackle by Chris Hovan),-0.060,0.100
4,2:06,3,1,WAS 28,13,19,Ladell Betts up the middle for 9 yards (tackle by Phillip Buchanon and Barrett Ruud),0.100,1.400
4,1:59,1,10,WAS 37,13,19,Jason Campbell pass complete short middle to Clinton Portis for 6 yards (tackle by Jovan Haye),1.400,1.670
4,1:37,2,4,WAS 43,13,19,Jason Campbell pass complete short right to Clinton Portis for 8 yards (tackle by Jermaine Phillips),1.670,2.320
4,1:07,1,10,TAM 49,13,19,Jason Campbell pass complete short left to Ladell Betts for 19 yards (tackle by Derrick Brooks),2.320,3.580
4,0:57,,,,13,19,Timeout #1 by Tampa Bay Buccaneers,0.000,3.580
4,0:57,1,10,TAM 30,13,19,Jason Campbell pass complete short middle to Ladell Betts for 6 yards (tackle by Cato June),3.580,3.840
4,0:36,2,4,TAM 24,13,19,Jason Campbell pass complete short right to Keenan McCardell for 8 yards,3.840,4.510
4,0:31,1,10,TAM 16,13,19,Jason Campbell pass incomplete short middle intended for Keenan McCardell (defended by Jermaine Phillips),4.510,3.900
4,0:25,2,10,TAM 16,13,19,Jason Campbell pass incomplete deep right intended for Santana Moss is intercepted by Brian Kelly at TAM-0,3.900,-0.280
4,0:17,1,10,TAM 20,13,19,Jeff Garcia kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
