Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Keenan McCardell,WAS,0,0,,0,0,4,19,4.8,0,0
Rock Cartwright,WAS,3,69,23.0,0,0,0,0,,0,0
John Eubanks,WAS,1,14,14.0,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Phillip Buchanon,TAM,0,0,,0,0,1,9,9.0,0,0
Ike Hilliard,TAM,0,0,,0,0,1,0,0.0,0,0
Micheal Spurlock,TAM,2,47,23.5,0,0,0,0,,0,0
Michael Clayton,TAM,1,20,20.0,0,0,0,0,,0,0
