Quarter,Time,Down,ToGo,Location,TAM,GNB,Detail,EPB,EPA
1,5:52,1,8,GNB 8,0,0,Cadillac Williams left end for 3 yards (tackle by Al Harris),5.370,5.150
1,5:15,2,5,GNB 5,6,0,"Brian Griese pass complete to Joey Galloway for 5 yards, touchdown",5.150,7.000
1,,,,GNB 2,7,0,"Matt Bryant kicks extra point good. Penalty on GNB: Defensive 12 On-field, 5 yards",0.000,0.000
1,,,,TAM 35,7,0,"Matt Bryant kicks off 62 yards, returned by Najeh Davenport for 17 yards (tackle by Jermaine Phillips)",0.000,0.280
1,5:00,1,10,GNB 20,7,0,Brett Favre pass complete to Donald Driver for 37 yards (tackle by Brian Kelly). Penalty on Brian Kelly: Defensive Pass Interfere (Declined),0.280,2.720
1,5:00,1,10,TAM 43,7,0,"Penalty on Donald Lee: False Start, 5 yards (no play)",2.720,2.390
1,4:23,1,15,TAM 48,7,0,Brett Favre right end for 7 yards (tackle by Ronde Barber),2.390,2.450
1,3:40,2,8,TAM 41,7,0,Ahman Green left end for no gain (tackle by Shelton Quarles and Simeon Rice),2.450,1.750
1,2:57,3,8,TAM 41,7,0,Brett Favre pass complete to William Henderson for 4 yards (tackle by Ronde Barber and Shelton Quarles),1.750,0.790
1,2:11,4,4,TAM 37,7,6,"Brett Favre pass complete to Robert Ferguson for 37 yards, touchdown",0.790,7.000
1,,,,TAM 2,7,6,Ryan Longwell kicks extra point no good,0.000,-1.000
1,,,,GNB 30,7,6,"Ryan Longwell kicks off 58 yards, returned by Torrie Cox for 13 yards (tackle by Jason Horton)",0.000,0.610
1,1:57,1,10,TAM 25,7,6,Cadillac Williams right tackle for no gain (tackle by Grady Jackson and Robert Thomas),0.610,0.060
1,1:33,2,10,TAM 25,7,6,Brian Griese pass complete to Anthony Becht for 9 yards (tackle by Nick Collins),0.060,0.560
1,1:13,3,1,TAM 34,7,6,Cadillac Williams up the middle for -1 yards (tackle by Kabeer Gbaja-Biamila and Grady Jackson),0.560,-1.180
1,0:35,4,2,TAM 33,7,6,"Josh Bidwell punts 57 yards (tackle by Marquis Cooper). Penalty on Michael Hawkins: Unnecessary Roughness, 10 yards",-1.180,0.380
1,0:22,1,10,GNB 10,7,6,Ahman Green left end for 2 yards (tackle by Dexter Jackson and Ronde Barber),-0.380,-0.630
Quarter,Time,Down,ToGo,Location,TAM,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,GNB 12,7,6,Ahman Green up the middle for no gain (tackle by Ronde Barber and Greg Spires),-0.630,-1.190
2,14:27,3,8,GNB 12,7,6,Brett Favre pass complete to Ahman Green for 7 yards (tackle by Derrick Brooks),-1.190,-2.140
2,13:52,4,1,GNB 19,7,6,"B.J. Sander punts 48 yards, returned by Mark Jones for 12 yards (tackle by Robert Thomas)",-2.140,-1.930
2,13:41,1,10,TAM 45,7,6,Brian Griese pass complete to Joey Galloway for 16 yards (tackle by Ahmad Carroll),1.930,2.980
2,12:56,1,10,GNB 39,7,6,"Brian Griese pass incomplete intended for Michael Clayton. Penalty on Aaron Kampman: Roughing the Passer, 15 yards (no play)",2.980,3.970
2,12:52,1,10,GNB 24,7,6,Brian Griese sacked by Aaron Kampman for 0 yards,3.970,3.430
2,12:22,2,10,GNB 24,7,6,Cadillac Williams up the middle for 8 yards (tackle by Nick Barnett and Mark Roman),3.430,3.950
2,11:50,,,,7,6,Timeout #1 by Tampa Bay Buccaneers,0.000,3.950
2,11:50,3,2,GNB 16,7,6,Brian Griese pass complete to Mike Alstott for 4 yards (tackle by Ahmad Carroll),3.950,4.780
2,11:11,1,10,GNB 12,7,6,Cadillac Williams left tackle for 2 yards (tackle by Kabeer Gbaja-Biamila and Nick Barnett),4.780,4.450
2,10:39,2,8,GNB 10,13,6,"Brian Griese pass complete to Joey Galloway for 10 yards, touchdown",4.450,7.000
2,,,,GNB 2,14,6,Matt Bryant kicks extra point good,0.000,0.000
2,,,,TAM 30,14,6,"Matt Bryant kicks off 65 yards, returned by Terrence Murphy for 29 yards (tackle by Barrett Ruud). Penalty on Kenny Peterson: Offensive Holding, 10 yards",0.000,0.280
2,10:29,1,10,GNB 20,14,6,Brett Favre pass complete to Ahman Green for 6 yards (tackle by Ryan Nece),0.280,0.540
2,9:58,2,4,GNB 26,14,6,Ahman Green up the middle for 5 yards (tackle by Jermaine Phillips),0.540,1.000
2,9:25,1,10,GNB 31,14,6,Brett Favre pass incomplete intended for Donald Driver is intercepted by Brian Kelly at GNB-40 and returned for 3 yards. Penalty on Adrian Klemm: Offensive Holding (Declined),1.000,-3.120
2,9:18,1,10,GNB 37,14,6,Cadillac Williams left end for 9 yards (tackle by Nick Collins),3.120,3.790
2,8:43,2,1,GNB 28,14,6,Cadillac Williams right guard for no gain (tackle by Na'il Diggs),3.790,3.070
2,8:16,3,1,GNB 28,14,6,Brian Griese up the middle for 2 yards (tackle by Kabeer Gbaja-Biamila and Nick Barnett),3.070,3.840
2,7:39,,,,14,6,Timeout #2 by Tampa Bay Buccaneers,0.000,3.840
2,7:39,1,10,GNB 26,14,6,Brian Griese pass incomplete intended for Jameel Cook (defended by Cullen Jenkins),3.840,3.300
2,7:35,2,10,GNB 26,14,6,Cadillac Williams right end for 2 yards (tackle by Aaron Kampman and Kabeer Gbaja-Biamila),3.300,2.870
2,6:57,3,8,GNB 24,14,6,Brian Griese pass incomplete,2.870,1.870
2,6:53,,,,14,6,Timeout #3 by Tampa Bay Buccaneers,0.000,1.870
2,6:53,4,8,GNB 24,17,6,Matt Bryant 42 yard field goal good,1.870,3.000
2,,,,TAM 30,17,6,"Matt Bryant kicks off 72 yards, returned by Terrence Murphy for 29 yards (tackle by Will Allen)",0.000,0.740
2,6:43,1,10,GNB 27,17,6,Ahman Green right end for 3 yards (tackle by Ryan Nece),0.740,0.600
2,6:04,2,7,GNB 30,17,6,Antonio Chatman for 10 yards (tackle by Shelton Quarles),0.600,1.600
2,5:36,1,10,GNB 40,17,6,"Brett Favre pass incomplete intended for Donald Driver (defended by Brian Kelly). Penalty on Brian Kelly: Defensive Pass Interfere, 41 yards, Penalty on TAM: Unsportsmanlike Conduct, 10 yards (no play)",1.600,5.140
2,5:29,1,9,TAM 9,17,6,Ahman Green right tackle for -1 yards (tackle by Dewayne White),5.140,4.190
2,4:54,2,10,TAM 10,17,6,"Ahman Green left end for 3 yards (tackle by Shelton Quarles). Penalty on Kevin Barry: Offensive Holding, 10 yards (no play)",4.190,3.000
2,4:31,2,20,TAM 20,17,12,"Brett Favre pass complete to Antonio Chatman for 20 yards, touchdown",3.000,7.000
2,,,,TAM 2,17,13,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,GNB 30,17,13,"Ryan Longwell kicks off 67 yards, returned by Torrie Cox for 33 yards (tackle by Marviel Underwood). Penalty on Will Allen: Offensive Holding, 10 yards",0.000,0.340
2,4:20,1,10,TAM 21,17,13,Cadillac Williams left end for -1 yards (tackle by Corey Williams),0.340,-0.340
2,3:42,2,11,TAM 20,17,13,Brian Griese pass complete to Joey Galloway for 10 yards (tackle by Nick Barnett and Paris Lenon),-0.340,0.300
2,3:08,3,1,TAM 30,17,13,Brian Griese pass complete to Ike Hilliard for 8 yards (tackle by Al Harris),0.300,1.470
2,3:01,,,,17,13,Timeout #1 by Green Bay Packers,0.000,1.470
2,3:01,1,10,TAM 38,17,13,Brian Griese pass incomplete intended for Michael Clayton,1.470,0.920
2,2:56,2,10,TAM 38,17,13,Michael Pittman up the middle for 3 yards (tackle by Cullen Jenkins),0.920,0.630
2,2:18,3,7,TAM 41,17,13,Brian Griese pass complete to Michael Clayton for 6 yards (tackle by Paris Lenon),0.630,-0.260
2,2:00,4,1,TAM 47,17,13,"Josh Bidwell punts 41 yards, fair catch by Antonio Chatman",-0.260,0.350
2,1:53,1,10,GNB 12,17,13,Ahman Green left tackle for 4 yards (tackle by Ellis Wyms and Shelton Quarles),-0.350,-0.370
2,1:19,2,6,GNB 16,17,13,Brett Favre sacked by Greg Spires for -3 yards,-0.370,-1.300
2,0:32,3,9,GNB 13,17,13,Ahman Green right end for 2 yards (tackle by Brian Kelly and Jermaine Phillips),-1.300,-2.440
Quarter,Time,Down,ToGo,Location,TAM,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,17,13,"Ryan Longwell kicks off 61 yards, returned by Torrie Cox for 4 yards (tackle by Marviel Underwood)",0.000,-0.320
3,14:54,1,10,TAM 13,17,13,"Cadillac Williams right guard for 1 yard (tackle by Nick Barnett). Penalty on Anthony Davis: Offensive Holding, 6 yards (no play)",-0.320,-0.610
3,14:39,1,16,TAM 7,17,13,Brian Griese pass complete to Jameel Cook for 11 yards (tackle by Mark Roman),-0.610,-0.140
3,14:10,2,5,TAM 18,17,13,Cadillac Williams left end for 7 yards (tackle by Al Harris and Nick Barnett),-0.140,0.610
3,13:33,1,10,TAM 25,17,13,"Brian Griese pass incomplete intended for Michael Pittman. Penalty on Anthony Davis: Offensive Holding, 10 yards (no play)",0.610,-0.410
3,13:29,1,20,TAM 15,17,13,Cadillac Williams up the middle for 1 yard (tackle by Colin Cole and Corey Williams),-0.410,-1.290
3,12:52,2,19,TAM 16,17,13,Brian Griese pass complete to Michael Clayton for 11 yards (tackle by Robert Thomas),-1.290,-0.360
3,12:15,3,8,TAM 27,17,13,Brian Griese pass incomplete intended for Mike Alstott. Penalty on Sean Mahan: Offensive Holding (Declined),-0.360,-1.570
3,12:11,4,8,TAM 27,17,13,"Josh Bidwell punts 53 yards, returned by Antonio Chatman for 6 yards (tackle by Barrett Ruud)",-1.570,-0.670
3,11:59,1,10,GNB 26,17,13,Ahman Green left tackle for 5 yards (tackle by Jermaine Phillips and Will Allen),0.670,0.810
3,11:21,2,5,GNB 31,17,13,Ahman Green right tackle for 11 yards (tackle by Will Allen),0.810,1.730
3,10:47,1,10,GNB 42,17,13,Ahman Green right tackle for 1 yard (tackle by Dewayne White and Chris Hovan),1.730,1.320
3,10:08,2,9,GNB 43,17,13,Brett Favre pass incomplete intended for Robert Ferguson,1.320,0.630
3,10:04,3,9,GNB 43,17,13,Brett Favre pass complete to Donald Driver for 12 yards (tackle by Shelton Quarles and Juran Bolden),0.630,2.590
3,9:19,1,10,TAM 45,17,13,Najeh Davenport left end for 2 yards (tackle by Chris Hovan and Jermaine Phillips),2.590,2.310
3,8:37,2,8,TAM 43,17,13,Brett Favre pass incomplete intended for Robert Ferguson,2.310,1.620
3,8:29,3,8,TAM 43,17,13,Brett Favre pass complete to Antonio Chatman for 17 yards (tackle by Juran Bolden),1.620,3.840
3,7:49,1,10,TAM 26,17,13,Najeh Davenport right end for 2 yards (tackle by Shelton Quarles),3.840,3.570
3,7:07,2,8,TAM 24,17,13,Brett Favre pass incomplete intended for Terrence Murphy,3.570,2.870
3,7:03,3,8,TAM 24,17,13,Brett Favre pass incomplete intended for Terrence Murphy,2.870,1.870
3,6:52,4,8,TAM 24,17,13,Ryan Longwell 42 yard field goal no good,1.870,-1.070
3,6:48,1,10,TAM 32,17,13,Cadillac Williams left end for 5 yards (tackle by Mark Roman),1.070,1.200
3,6:16,2,5,TAM 37,17,13,Brian Griese pass complete to Michael Clayton for 7 yards (tackle by Al Harris),1.200,1.860
3,5:42,1,10,TAM 44,17,13,Brian Griese pass complete to Alex Smith for 4 yards (tackle by Nick Barnett),1.860,1.860
3,5:04,2,6,TAM 48,17,13,Cadillac Williams left end for 1 yard (tackle by Nick Collins),1.860,1.290
3,4:27,3,5,TAM 49,17,13,Brian Griese pass incomplete intended for Joey Galloway,1.290,-0.130
3,4:22,4,5,TAM 49,17,13,"Josh Bidwell punts 51 yards, touchback",-0.130,-0.280
3,4:13,1,10,GNB 20,17,13,Brett Favre pass complete to Ahman Green for 14 yards (tackle by Anthony Bryant and Anthony McFarland),0.280,1.200
3,3:37,1,10,GNB 34,17,13,Ahman Green right tackle for 2 yards (tackle by Ryan Nece),1.200,0.930
3,3:01,2,8,GNB 36,17,13,Brett Favre pass complete to David Martin for 10 yards (tackle by Derrick Brooks),0.930,1.990
3,2:23,1,10,GNB 46,17,13,Brett Favre pass incomplete intended for Robert Ferguson,1.990,1.450
3,2:18,2,10,GNB 46,17,13,Najeh Davenport left guard for 1 yard (tackle by Greg Spires and Chris Hovan),1.450,0.890
3,1:37,3,9,GNB 47,17,13,Brett Favre sacked by Ryan Nece for -7 yards,0.890,-0.720
3,1:21,4,16,GNB 40,17,13,"B.J. Sander punts 50 yards, returned by Mark Jones for 11 yards (tackle by Michael Hawkins)",-0.720,-0.340
3,1:09,1,10,TAM 21,17,13,"Brian Griese sacked for -7 yards. Brian Griese fumbles, recovered by Brian Griese at TAM-14",0.340,-1.250
,,,,,,,"GNB challenged the ruling, and the original play was overturned.",,
3,1:03,2,17,TAM 14,17,13,Cadillac Williams up the middle for 3 yards (tackle by Nick Barnett),-1.250,-1.590
3,0:27,3,14,TAM 17,17,13,Cadillac Williams up the middle for 16 yards (tackle by Nick Collins and Ahmad Carroll). Penalty on Aaron Kampman: Defensive Offside (Declined),-1.590,1.140
3,0:13,1,10,TAM 33,17,13,Cadillac Williams left end for 3 yards (tackle by Nick Barnett and Nick Collins),1.140,1.000
Quarter,Time,Down,ToGo,Location,TAM,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,TAM 36,17,13,Brian Griese pass complete to Joey Galloway for 12 yards (tackle by Nick Barnett),1.000,2.130
4,14:24,1,10,TAM 48,17,13,Cadillac Williams up the middle for -5 yards (tackle by Kabeer Gbaja-Biamila),2.130,0.910
4,13:40,,,,17,13,Timeout #1 by Tampa Bay Buccaneers,0.000,0.910
4,13:40,2,15,TAM 43,17,13,"Brian Griese pass incomplete intended for Michael Pittman. Penalty on Anthony Davis: Offensive Holding, 10 yards (no play)",0.910,-0.440
4,13:36,2,25,TAM 33,17,13,Brian Griese pass complete to Cadillac Williams for no gain,-0.440,-1.090
4,12:58,3,25,TAM 33,17,13,Cadillac Williams left end for 1 yard (tackle by Kenny Peterson and Nick Barnett),-1.090,-1.110
4,12:24,4,24,TAM 34,17,13,Josh Bidwell punts 35 yards,-1.110,-1.000
4,12:15,1,10,GNB 31,17,13,Ahman Green right guard for -3 yards (tackle by Ryan Nece),1.000,0.060
4,11:42,2,13,GNB 28,17,13,Brett Favre pass incomplete intended for Donald Driver is intercepted by Will Allen at TAM-36,0.060,-1.330
4,11:36,1,10,TAM 36,17,13,Cadillac Williams up the middle for 3 yards (tackle by Aaron Kampman),1.330,1.200
4,11:01,2,7,TAM 39,17,13,Cadillac Williams left guard for 26 yards (tackle by Ahmad Carroll),1.200,3.250
4,10:12,1,10,GNB 35,17,13,Cadillac Williams left end for 3 yards (tackle by Kenny Peterson),3.250,3.110
4,9:31,2,7,GNB 32,17,13,Brian Griese pass incomplete intended for Michael Pittman is intercepted by Ahmad Carroll at GNB-30 and returned for 38 yards,3.110,-3.450
,,,,,,,"TAM challenged the ruling, and the play was upheld.",,
4,9:19,1,10,TAM 32,17,13,Ahman Green right end for 13 yards (tackle by Ronde Barber),3.450,4.310
4,8:50,1,10,TAM 19,17,13,Brett Favre pass complete to William Henderson for no gain,4.310,3.750
4,8:13,2,10,TAM 19,17,13,"Penalty on Kevin Barry: False Start, 5 yards (no play)",3.750,3.090
4,7:52,2,15,TAM 24,17,13,Brett Favre pass complete to Robert Ferguson for 10 yards (tackle by Juran Bolden),3.090,3.760
4,7:25,,,,17,13,Timeout #1 by Green Bay Packers,0.000,3.760
4,7:25,3,5,TAM 14,17,13,Brett Favre pass incomplete intended for Robert Ferguson (defended by Shelton Quarles),3.760,2.560
4,7:22,4,5,TAM 14,17,16,Ryan Longwell 32 yard field goal good,2.560,3.000
4,,,,GNB 30,17,16,"Ryan Longwell kicks off 74 yards, returned by Torrie Cox for 26 yards (tackle by Vonta Leach). Penalty on Michael Pittman: Low Block, 9 yards",0.000,-0.380
4,7:12,1,10,TAM 10,17,16,"Cadillac Williams left end for 5 yards (tackle by Mark Roman). Penalty on Mike Alstott: Offensive Holding, 7 yards",-0.380,-0.460
4,6:51,1,12,TAM 8,17,16,Cadillac Williams left guard for 2 yards (tackle by Na'il Diggs and Corey Williams),-0.460,-0.780
4,6:13,2,10,TAM 10,17,16,Brian Griese pass incomplete intended for Joey Galloway (defended by Al Harris),-0.780,-1.420
4,6:07,3,10,TAM 10,17,16,Brian Griese pass incomplete intended for Michael Clayton,-1.420,-2.490
4,6:04,4,10,TAM 10,17,16,"Josh Bidwell punts 47 yards, returned by Antonio Chatman for 7 yards (tackle by Ryan Nece)",-2.490,-2.260
4,5:52,1,10,TAM 50,17,16,Ahman Green up the middle for 2 yards (tackle by Will Allen and Ryan Nece),2.260,1.980
4,5:19,2,8,TAM 48,17,16,Brett Favre pass incomplete intended for Terrence Murphy (defended by Derrick Brooks),1.980,1.290
4,5:15,3,8,TAM 48,17,16,Brett Favre pass incomplete is intercepted by Will Allen at TAM-5 and returned for 26 yards,1.290,-1.000
4,5:03,1,10,TAM 31,17,16,Cadillac Williams left end for 6 yards (tackle by Nick Barnett),1.000,1.270
4,4:24,2,4,TAM 37,17,16,Cadillac Williams left end for 4 yards (tackle by Nick Barnett),1.270,1.660
4,3:48,1,10,TAM 41,17,16,Cadillac Williams left end for 4 yards (tackle by Aaron Kampman and Mark Roman),1.660,1.660
4,3:04,2,6,TAM 45,17,16,Cadillac Williams up the middle for 3 yards (tackle by Aaron Kampman and Colin Cole),1.660,1.360
4,2:59,,,,17,16,Timeout #2 by Green Bay Packers,0.000,1.360
4,2:59,3,3,TAM 48,17,16,Brian Griese pass complete to Ike Hilliard for 6 yards (tackle by Ahmad Carroll),1.360,2.520
4,2:51,,,,17,16,Timeout #3 by Green Bay Packers,0.000,2.520
4,2:51,1,10,GNB 46,17,16,Cadillac Williams left end for 5 yards (tackle by Paris Lenon),2.520,2.650
4,2:06,2,5,GNB 41,17,16,Cadillac Williams up the middle for 24 yards (tackle by Nick Collins),2.650,4.440
4,1:58,1,10,GNB 17,17,16,Cadillac Williams up the middle for -2 yards (tackle by Grady Jackson),4.440,3.600
4,1:14,2,12,GNB 19,17,16,Brian Griese kneels for -1 yards,3.600,2.810
4,0:37,3,13,GNB 20,17,16,Brian Griese kneels for -1 yards,2.810,2.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
