Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Desmond King,LAC,1,27,27.0,0,27,2,36,18.0,0,32
Keenan Allen,LAC,0,0,,0,0,1,0,0.0,0,0
Derwin James,LAC,1,20,20.0,0,20,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Jabrill Peppers,CLE,3,71,23.7,0,27,4,51,12.8,0,33
Antonio Callaway,CLE,1,18,18.0,0,18,0,0,,0,0
Dontrell Hilliard,CLE,1,31,31.0,0,31,0,0,,0,0
