Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Lamar Miller,HOU,20,98,0,3,43,2.2,55,2.8,1,20.0
Deshaun Watson,HOU,8,40,0,3,40,5.0,0,0.0,1,8.0
Alfred Blue,HOU,5,36,1,4,28,5.6,8,1.6,0,
DeAndre Hopkins,HOU,1,-7,0,0,-7,-7.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Rex Burkhead,NWE,18,64,0,2,32,1.8,32,1.8,1,18.0
James White,NWE,5,18,0,0,16,3.2,2,0.4,0,
Jeremy Hill,NWE,4,25,0,1,22,5.5,3,0.8,0,
Cordarrelle Patterson,NWE,3,13,0,1,3,1.0,10,3.3,2,1.5
Tom Brady,NWE,1,2,0,1,2,2.0,0,0.0,0,
