Quarter,Time,Down,ToGo,Location,CHI,STL,Detail,EPB,EPA
2,10:35,3,2,CHI 43,7,6,Marc Bulger pass complete short left to Isaac Bruce for 12 yards (tackle by Hunter Hillenmeyer),2.010,3.510
2,9:58,1,10,CHI 31,7,6,Marc Bulger pass complete deep right to Isaac Bruce for 20 yards (tackle by Danieal Manning),3.510,4.840
2,9:10,1,10,CHI 11,7,6,Steven Jackson middle for 8 yards (tackle by Charles Tillman),4.840,5.660
2,8:31,2,2,CHI 3,7,6,Steven Jackson right tackle for 1 yard (tackle by Brian Urlacher),5.660,5.120
2,7:50,3,1,CHI 2,7,12,"Steven Jackson right end for 2 yards, touchdown",5.120,7.000
2,,,,CHI 2,7,13,Jeff Wilkins kicks extra point good,0.000,0.000
2,,,,STL 30,7,13,"Jeff Wilkins kicks off 65 yards, returned by Devin Hester for 21 yards (tackle by Eric Moore)",0.000,0.670
2,7:38,1,10,CHI 26,7,13,Cedric Benson middle for 5 yards (tackle by Dexter Coakley),0.670,0.810
2,7:07,2,5,CHI 31,7,13,Rex Grossman pass incomplete short middle intended for Bernard Berrian (defended by Fakhir Brown),0.810,0.100
2,7:00,3,5,CHI 31,7,13,Thomas Jones left tackle for 6 yards (tackle by Fakhir Brown),0.100,1.400
2,6:25,1,10,CHI 37,7,13,Cedric Benson right tackle for 8 yards (tackle by Tye Hill),1.400,1.940
2,5:43,2,2,CHI 45,7,13,"Penalty on Jimmy Kennedy: Encroachment, 5 yards (no play)",1.940,2.260
2,5:28,1,10,,7,13,Rex Grossman pass complete short left to Desmond Clark for 7 yards (tackle by Tye Hill),2.260,2.660
2,4:56,2,3,STL 43,7,13,Cedric Benson right tackle for 5 yards (tackle by La'Roi Glover),2.660,3.050
2,4:19,1,10,STL 38,7,13,Rex Grossman pass incomplete short right intended for Jason McKie,3.050,2.510
2,4:14,2,10,STL 38,7,13,Cedric Benson right tackle for 4 yards (tackle by Brandon Chillar),2.510,2.340
2,3:36,3,6,STL 34,13,13,"Rex Grossman pass complete short left to Bernard Berrian for 34 yards, touchdown",2.340,7.000
2,,,,STL 2,14,13,Robbie Gould kicks extra point good,0.000,0.000
2,,,,CHI 30,14,13,"Robbie Gould kicks off 66 yards, returned by Willie Ponder for 9 yards (tackle by Adrian Peterson)",0.000,-0.320
2,3:25,1,10,STL 13,14,13,"Marc Bulger pass incomplete short middle intended for Steven Jackson. Penalty on Charles Tillman: Illegal Contact, 5 yards (no play)",-0.320,0.040
2,3:20,1,10,STL 18,14,13,Marc Bulger pass complete short middle to Steven Jackson for 6 yards (tackle by Hunter Hillenmeyer),0.040,0.410
2,2:42,2,4,STL 24,14,13,Marc Bulger sacked by Adewale Ogunleye for -5 yards,0.410,-1.040
2,2:06,3,9,STL 19,14,13,"Penalty on Alex Barron: False Start, 5 yards (no play)",-1.040,-1.820
2,2:00,3,14,STL 14,14,13,Marc Bulger pass incomplete short left intended for Stephen Davis (defended by Mark Anderson),-1.820,-2.470
2,1:56,4,14,STL 14,14,13,"Matt Turk punts 48 yards, fair catch by Devin Hester",-2.470,-1.470
2,1:48,1,10,CHI 38,14,13,Rex Grossman pass incomplete short right intended for Bernard Berrian,1.470,0.920
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
2,1:45,2,10,CHI 38,14,13,Thomas Jones middle for 1 yard (tackle by Leonard Little),0.920,0.370
2,1:40,,,,14,13,Timeout #1 by Chicago Bears,0.000,0.370
2,1:40,3,9,CHI 39,14,13,Rex Grossman pass complete short right to Bernard Berrian for 8 yards (tackle by Tye Hill),0.370,-0.260
2,1:33,,,,14,13,Timeout #2 by St. Louis Rams,0.000,-0.260
2,1:33,4,1,CHI 47,14,13,"Penalty on Olin Kreutz: False Start, 5 yards (no play)",-0.260,-0.590
2,1:33,4,6,CHI 42,14,13,Brad Maynard punts 29 yards,-0.590,-0.870
2,1:25,1,10,STL 29,14,13,Steven Jackson middle for 15 yards (tackle by Charles Tillman),0.870,1.860
2,1:01,1,10,STL 44,14,13,Marc Bulger pass complete short middle to Steven Jackson for 9 yards (tackle by Ricky Manning),1.860,2.530
2,0:41,2,1,CHI 47,14,13,Marc Bulger pass complete deep right to Isaac Bruce for 24 yards (tackle by Charles Tillman),2.530,4.040
2,0:20,1,10,CHI 23,14,13,Marc Bulger spiked the ball,4.040,3.500
2,0:20,2,10,CHI 23,14,13,Marc Bulger pass incomplete deep right intended for Isaac Bruce (defended by Charles Tillman),3.500,2.810
2,0:15,3,10,CHI 23,14,13,"Marc Bulger sacked by Adewale Ogunleye for -7 yards. Marc Bulger fumbles (forced by Adewale Ogunleye), recovered by Mark Setterstrom at CHI-28. Penalty on Adam Timmerman: Illegal Use of Hands, 10 yards (no play)",2.810,1.490
2,0:07,,,,14,13,Timeout #2 by Chicago Bears,0.000,1.490
2,0:07,3,20,CHI 33,14,13,Steven Jackson left guard for 3 yards (tackle by Lance Briggs),1.490,1.410
2,0:03,,,,14,13,Timeout #3 by St. Louis Rams,0.000,1.410
2,0:03,4,17,CHI 30,14,13,Jeff Wilkins 48 yard field goal no good,1.410,1.400
Quarter,Time,Down,ToGo,Location,CHI,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,14,13,"Robbie Gould kicks off 62 yards, returned by Willie Ponder for 20 yards (tackle by Dante Wesley)",0.000,0.810
3,14:56,1,10,STL 28,14,13,Marc Bulger pass complete short left to Joe Klopfenstein for 12 yards (tackle by Brian Urlacher),0.810,1.600
3,14:15,1,10,STL 40,14,13,Steven Jackson middle for 6 yards (tackle by Brian Urlacher),1.600,1.860
3,13:40,2,4,STL 46,14,13,Steven Jackson left tackle for 1 yard (tackle by Charles Tillman),1.860,1.290
3,12:59,3,3,STL 47,14,13,Marc Bulger pass complete short right to Steven Jackson for no gain,1.290,-0.260
3,12:18,4,3,STL 47,14,13,Matt Turk punts 47 yards,-0.260,0.380
3,11:56,1,10,CHI 6,14,13,Thomas Jones right tackle for 2 yards (tackle by O.J. Atogwe),-0.380,-0.630
3,11:23,2,8,CHI 8,14,13,Rex Grossman pass complete short right to Muhsin Muhammad for 15 yards (tackle by Tye Hill),-0.630,0.480
3,11:00,1,10,CHI 23,14,13,Thomas Jones right tackle for 2 yards (tackle by Corey Chavous),0.480,0.200
3,10:17,2,8,CHI 25,14,13,Rex Grossman pass complete deep middle to Muhsin Muhammad for 21 yards (tackle by Ronald Bartell),0.200,1.990
3,9:35,1,10,CHI 46,14,13,Thomas Jones middle for 24 yards (tackle by O.J. Atogwe),1.990,3.580
3,8:51,1,10,STL 30,20,13,"Thomas Jones left tackle for 30 yards, touchdown",3.580,7.000
3,,,,STL 2,21,13,Robbie Gould kicks extra point good,0.000,0.000
3,,,,CHI 30,21,13,"Robbie Gould kicks off 70 yards, returned by Willie Ponder for 21 yards (tackle by Danieal Manning). Willie Ponder fumbles (forced by Danieal Manning), recovered by Willie Ponder at STL-22",0.000,0.410
3,8:31,1,10,STL 22,21,13,Marc Bulger pass complete short left to Kevin Curtis for 5 yards (tackle by Ricky Manning),0.410,0.540
3,7:59,2,5,STL 27,21,13,Steven Jackson left tackle for 4 yards (tackle by Hunter Hillenmeyer),0.540,0.370
3,7:31,3,1,STL 31,21,13,Marc Bulger pass incomplete short right intended for Torry Holt (defended by Ricky Manning),0.370,-1.310
3,7:24,4,1,STL 31,21,13,"Matt Turk punts 43 yards, fair catch by Devin Hester",-1.310,-0.670
3,7:15,1,10,CHI 26,21,13,Rex Grossman pass complete short left to Desmond Clark for 11 yards (tackle by Dexter Coakley),0.670,1.400
3,6:39,1,10,CHI 37,21,13,"Cedric Benson right tackle for 5 yards (tackle by Brandon Chillar). Penalty on Jimmy Kennedy: Defensive Holding, 5 yards",1.400,2.060
3,6:09,1,10,CHI 47,21,13,Cedric Benson right tackle for 2 yards (tackle by Jason Fisk),2.060,1.790
3,5:33,2,8,CHI 49,21,13,Rex Grossman pass incomplete deep right intended for Bernard Berrian,1.790,1.090
3,5:27,3,8,CHI 49,21,13,Rex Grossman pass complete short middle to Adrian Peterson for 32 yards (tackle by Fakhir Brown),1.090,4.310
3,4:54,1,10,STL 19,21,13,Cedric Benson left tackle for 4 yards (tackle by Leonard Little and Corey Chavous),4.310,4.350
3,4:18,2,6,STL 15,21,13,Cedric Benson right tackle for 1 yard (tackle by Corey Chavous),4.350,3.760
3,3:39,3,5,STL 14,27,13,"Rex Grossman pass complete short left to Muhsin Muhammad for 14 yards, touchdown",3.760,7.000
3,,,,STL 2,28,13,Robbie Gould kicks extra point good,0.000,0.000
3,,,,CHI 30,28,13,"Robbie Gould kicks off 74 yards, returned by Willie Ponder for 23 yards (tackle by Israel Idonije)",0.000,0.150
3,3:26,1,10,STL 19,28,13,Stephen Davis left tackle for 3 yards (tackle by Ian Scott and Brian Urlacher),0.150,0.070
3,2:54,2,7,STL 22,28,13,Marc Bulger pass incomplete short middle intended for Kevin Curtis,0.070,-0.680
3,2:48,3,7,STL 22,28,13,Marc Bulger pass incomplete short middle intended for Torry Holt,-0.680,-1.900
3,2:44,4,7,STL 22,28,13,Matt Turk punts 33 yards,-1.900,-1.930
3,2:34,1,10,CHI 45,28,13,Cedric Benson left tackle for 9 yards (tackle by O.J. Atogwe),1.930,2.600
3,1:58,2,1,STL 46,28,13,Rex Grossman pass complete short right to Jason McKie for 7 yards (tackle by Tye Hill),2.600,2.980
3,1:15,1,10,STL 39,28,13,Cedric Benson left tackle for 5 yards (tackle by Fakhir Brown and Dexter Coakley),2.980,3.120
3,0:32,2,5,STL 34,28,13,Cedric Benson left guard for 7 yards (tackle by Brandon Chillar),3.120,3.780
Quarter,Time,Down,ToGo,Location,CHI,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,STL 27,28,13,Cedric Benson right tackle for -1 yards (tackle by Will Witherspoon),3.780,3.100
4,14:19,2,11,STL 28,28,13,"Rex Grossman pass incomplete deep right intended for Bernard Berrian (defended by Tye Hill). Penalty on Tye Hill: Defensive Pass Interfere, 21 yards (no play)",3.100,5.600
4,14:11,1,7,STL 7,28,13,Cedric Benson right tackle for 2 yards (tackle by Corey Chavous),5.600,5.150
4,13:36,2,5,STL 5,28,13,Rex Grossman pass incomplete short right intended for John Gilmore,5.150,4.260
4,13:29,3,5,STL 5,28,13,Adrian Peterson right guard for 4 yards (tackle by Corey Chavous). Penalty on La'Roi Glover: Defensive Holding,4.260,6.970
4,13:14,1,1,STL 1,34,13,"Adrian Peterson left guard for 1 yard, touchdown",6.970,7.000
4,,,,STL 2,35,13,Robbie Gould kicks extra point good,0.000,0.000
4,,,,CHI 30,35,13,"Robbie Gould kicks off 75 yards, returned by Willie Ponder for 16 yards (tackle by Dante Wesley)",0.000,-0.370
4,12:58,1,10,STL 11,35,13,Marc Bulger pass complete short middle to Stephen Davis for 7 yards (tackle by Lance Briggs),-0.370,0.000
4,12:32,2,3,STL 18,35,13,Marc Bulger pass complete short middle to Stephen Davis for 7 yards (tackle by Lance Briggs),0.000,0.610
4,12:05,1,10,STL 25,35,13,Marc Bulger pass complete short right to Isaac Bruce for 6 yards (tackle by Ricky Manning),0.610,0.870
4,11:39,2,4,STL 31,35,13,Marc Bulger pass incomplete short left intended for Torry Holt,0.870,0.170
4,11:35,3,4,STL 31,35,13,"Penalty on Tank Johnson: Encroachment, 5 yards (no play)",0.170,1.330
4,11:35,1,10,STL 36,35,13,Marc Bulger pass complete short left to Joe Klopfenstein for 5 yards (tackle by Devin Hester),1.330,1.470
4,11:12,2,5,STL 41,35,13,Marc Bulger pass complete short middle to Steven Jackson for 4 yards (tackle by Ricky Manning),1.470,1.290
4,10:39,3,1,STL 45,35,13,Steven Jackson right tackle for 2 yards (tackle by Alex Brown),1.290,2.060
4,10:07,1,10,STL 47,35,13,Marc Bulger pass complete short middle to Steven Jackson for 5 yards (tackle by Ricky Manning and Charles Tillman),2.060,2.190
4,9:39,2,5,CHI 48,35,13,"Marc Bulger sacked by Mark Anderson for -9 yards. Penalty on Mark Anderson: Unnecessary Roughness, 15 yards",2.190,2.790
4,9:20,1,10,CHI 42,35,13,Marc Bulger pass complete short left to Torry Holt for 13 yards (tackle by Devin Hester),2.790,3.640
4,9:11,1,10,CHI 29,35,13,"Penalty on Todd Steussie: False Start, 5 yards (no play)",3.640,3.310
4,8:51,1,15,CHI 34,35,13,Marc Bulger pass incomplete deep right intended for Isaac Bruce,3.310,2.420
4,8:45,2,15,CHI 34,35,13,Stephen Davis middle for 10 yards (tackle by Brian Urlacher),2.420,3.070
4,8:19,3,5,CHI 24,35,13,Marc Bulger pass incomplete deep middle intended for Torry Holt,3.070,1.920
4,8:11,4,5,CHI 24,35,13,Marc Bulger pass complete short middle to Stephen Davis for 18 yards (tackle by Lance Briggs),1.920,5.830
4,7:41,,,,35,13,Timeout #1 by Chicago Bears,0.000,5.830
4,7:41,1,6,CHI 6,35,19,"Marc Bulger pass complete short right to Torry Holt for 6 yards, touchdown",5.830,7.000
4,,,,CHI 2,35,20,Jeff Wilkins kicks extra point good,0.000,0.000
4,,,,STL 30,41,20,"Jeff Wilkins kicks off 66 yards, returned by Devin Hester for 96 yards, touchdown",0.000,7.000
4,,,,STL 2,42,20,Robbie Gould kicks extra point good,0.000,0.000
4,,,,CHI 30,42,20,"Robbie Gould kicks off 72 yards, returned by Willie Ponder for 29 yards (tackle by Danieal Manning)",0.000,0.740
4,7:16,1,10,STL 27,42,20,Marc Bulger pass incomplete deep middle intended for Joe Klopfenstein,0.740,0.200
4,7:11,2,10,STL 27,42,20,Marc Bulger pass complete short right to Steven Jackson for 7 yards (tackle by Dante Wesley),0.200,0.430
4,6:51,3,3,STL 34,42,20,Marc Bulger pass incomplete short left intended for Steven Jackson,0.430,-1.110
4,6:47,4,3,STL 34,42,20,"Marc Bulger pass complete to Kevin Curtis for 22 yards (tackle by Chris Harris). Penalty on Chris Harris: Unnecessary Roughness, 15 yards",-1.110,3.640
4,6:27,1,10,CHI 29,42,20,Marc Bulger pass complete short right to Joe Klopfenstein for 5 yards (tackle by Charles Tillman),3.640,3.780
4,5:59,2,5,CHI 24,42,20,Marc Bulger pass incomplete short middle intended for Stephen Davis,3.780,3.070
4,5:51,3,5,CHI 24,42,20,Marc Bulger pass incomplete intended for Steven Jackson (defended by Lance Briggs),3.070,1.920
4,5:46,4,5,CHI 24,42,20,"Penalty on Mark Anderson: Defensive Offside, 5 yards (no play)",1.920,4.310
4,5:46,1,10,CHI 19,42,20,Steven Jackson middle for 4 yards (tackle by Brian Urlacher),4.310,4.350
4,5:20,2,6,CHI 15,42,20,Marc Bulger pass complete short right to Joe Klopfenstein for 9 yards (tackle by Chris Harris),4.350,5.830
4,4:48,1,6,CHI 6,42,26,"Marc Bulger pass complete short right to Steven Jackson for 6 yards, touchdown",5.830,7.000
4,,,,CHI 2,42,27,Jeff Wilkins kicks extra point good,0.000,0.000
4,,,,STL 30,42,27,Jeff Wilkins kicks onside 11 yards and returned for 3 yards,0.000,3.050
4,4:38,1,10,STL 38,42,27,Cedric Benson left tackle for 2 yards (tackle by Will Witherspoon),3.050,2.780
4,4:31,,,,42,27,Timeout #1 by St. Louis Rams,0.000,2.780
4,4:31,2,8,STL 36,42,27,Cedric Benson left tackle for 3 yards (tackle by Dexter Coakley),2.780,2.480
4,4:26,,,,42,27,Timeout #2 by St. Louis Rams,0.000,2.480
4,4:26,3,5,STL 33,42,27,"Rex Grossman pass complete short right to Desmond Clark for 28 yards (tackle by Will Witherspoon). Penalty on CHI: Illegal Formation, 5 yards, Penalty on Rashied Davis: Illegal Block Above the (Declined) (no play)",2.480,1.820
4,4:15,3,10,STL 38,42,27,Adrian Peterson left guard for 7 yards (tackle by Jimmy Kennedy),1.820,1.380
4,4:10,,,,42,27,Timeout #3 by St. Louis Rams,0.000,1.380
4,4:10,4,3,STL 31,42,27,Robbie Gould 49 yard field goal no good,1.380,-1.530
4,4:05,1,10,STL 39,42,27,"Marc Bulger pass complete deep middle to Torry Holt for 18 yards (tackle by Chris Harris). Penalty on Adam Goldberg: Offensive Holding, 10 yards (no play)",1.530,0.870
4,3:54,1,20,STL 29,42,27,Marc Bulger pass incomplete deep right intended for Torry Holt,0.870,-0.360
4,3:50,2,20,STL 29,42,27,"Marc Bulger pass incomplete short left intended for Isaac Bruce (defended by Devin Hester). Penalty on Alex Barron: Offensive Holding, 10 yards (no play)",-0.360,-1.780
4,3:44,2,30,STL 19,42,27,Marc Bulger pass complete short right to Stephen Davis for 5 yards (tackle by Antonio Garay),-1.780,-1.680
4,3:09,3,25,STL 24,42,27,Marc Bulger pass complete deep right to Torry Holt for 26 yards (tackle by Charles Tillman),-1.680,2.260
4,2:36,1,10,,42,27,Marc Bulger sacked by Mark Anderson for -10 yards,2.260,0.360
4,2:13,2,20,STL 40,42,27,Marc Bulger pass complete short left to Steven Jackson for 4 yards (tackle by Lance Briggs),0.360,0.230
4,2:00,3,16,STL 44,42,27,"Marc Bulger sacked by Alex Brown for -5 yards. Marc Bulger fumbles (forced by Alex Brown), recovered by Israel Idonije at STL-46 (tackle by Mark Setterstrom). Penalty on Alex Brown: Defensive Offside, 5 yards (no play)",0.230,0.890
4,1:52,3,11,STL 49,42,27,Marc Bulger pass complete short left to Steven Jackson for 14 yards (tackle by Israel Idonije),0.890,3.120
4,1:30,1,10,CHI 37,42,27,Marc Bulger spiked the ball,3.120,2.570
4,1:29,2,10,CHI 37,42,27,Marc Bulger pass complete short left to Kay-Jay Harris for 10 yards (tackle by Lance Briggs),2.570,3.780
4,1:13,1,10,CHI 27,42,27,Marc Bulger spiked the ball,3.780,3.230
4,1:12,2,10,CHI 27,42,27,Marc Bulger pass incomplete deep right intended for Isaac Bruce is intercepted by Charles Tillman at CHI-4,3.230,0.380
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,1:05,1,10,CHI 4,42,27,Rex Grossman kneels for -1 yards (tackle by Jason Fisk),-0.380,-0.850
4,0:36,2,11,CHI 3,42,27,Rex Grossman kneels for -1 yards (tackle by Jason Fisk),-0.850,-1.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
